step,train_loss2,train_loss1,epoch,test_acc,train_acc2,train_acc1
3349,0.0031868130899965763,0.0035478761419653893,8,,,
3399,0.004762982949614525,0.004477831069380045,8,,,
3449,0.003322080010548234,0.0027810547035187483,8,,,
3499,0.004590495023876429,0.0047606211155653,8,,,
3509,,,8,0.8033999800682068,0.707191526889801,0.7091947197914124
3549,0.003323499346151948,0.003979264758527279,9,,,
3599,0.0028577905613929033,0.002943129511550069,9,,,
3649,0.003285876475274563,0.0032040951773524284,9,,,
3699,0.002858379390090704,0.003196293255314231,9,,,
3749,0.0024487837217748165,0.0030685539823025465,9,,,
3799,0.003939306829124689,0.0037619660142809153,9,,,
3849,0.00351393548771739,0.003409154014661908,9,,,
3899,0.003505097469314933,0.0031140130013227463,9,,,
3899,,,9,0.8036999702453613,0.715424656867981,0.7159254550933838
3949,0.003833270166069269,0.0038015299942344427,10,,,
3999,0.0023512542247772217,0.001961065223440528,10,,,
4049,0.002468961291015148,0.002198742935433984,10,,,
4099,0.0016149041475728154,0.002001814544200897,10,,,
4149,0.004722910467535257,0.005253736861050129,10,,,
4199,0.004046870861202478,0.004185162018984556,10,,,
4249,0.0032948513980954885,0.003600379452109337,10,,,
4289,,,10,0.8113999962806702,0.7209535241127014,0.7217347621917725
4299,0.002101352671161294,0.0024552708491683006,11,,,
4349,0.0033752811141312122,0.0036214550491422415,11,,,
4399,0.0033700037747621536,0.00330374832265079,11,,,
4449,0.0050087617710232735,0.005153859965503216,11,,,
4499,0.0022394713014364243,0.0029013787861913443,11,,,
4549,0.004941700957715511,0.004327696748077869,11,,,
4599,0.001954711740836501,0.0023991733323782682,11,,,
4649,0.0038225988391786814,0.0033310591243207455,11,,,
4679,,,11,0.8325999975204468,0.7287259697914124,0.7316706776618958
4699,0.0026479351799935102,0.0020986914169043303,12,,,
4749,0.00231721717864275,0.0018271562876179814,12,,,
4799,0.0026054561603814363,0.002942190272733569,12,,,
4849,0.0029775474686175585,0.0031927574891597033,12,,,
4899,0.0023259094450622797,0.0025008688680827618,12,,,
4949,0.0023908859584480524,0.0025100591592490673,12,,,
4999,0.0017979996046051383,0.0009788108291104436,12,,,
5049,0.0020529732573777437,0.0021151204127818346,12,,,
5069,,,12,0.8312000036239624,0.7359374761581421,0.7381811141967773
5099,0.001993977464735508,0.0017492942279204726,13,,,
5149,0.0018814891809597611,0.0017670572269707918,13,,,
5199,0.001844038488343358,0.0020643724128603935,13,,,
5249,0.002372946823015809,0.002643729094415903,13,,,
5299,0.0008348821429535747,0.0009777657687664032,13,,,
5349,0.002585249487310648,0.0023437102790921926,13,,,
5399,0.0004959669313393533,0.0005362997180782259,13,,,
5449,0.0027835099026560783,0.002271464793011546,13,,,
5459,,,13,0.8159000277519226,0.7411658763885498,0.7419070601463318
5499,0.0026420450303703547,0.0036570942029356956,14,,,
5549,0.002829153323546052,0.0025633173063397408,14,,,
5599,0.0014876594068482518,0.0013353294925764203,14,,,
5649,0.0021796904038637877,0.0019074700539931655,14,,,
5699,0.003104649716988206,0.003104019910097122,14,,,
5749,0.0034157694317400455,0.0028362427838146687,14,,,
5799,0.003717940766364336,0.0032174456864595413,14,,,
5849,0.004923067055642605,0.005048986524343491,14,,,
5849,,,14,0.8310999870300293,0.7464743852615356,0.7453926205635071
5899,0.003168251132592559,0.003954644314944744,15,,,
5949,0.0034473466221243143,0.002684282138943672,15,,,
5999,0.00229129777289927,0.001474024378694594,15,,,
6049,0.0026004689279943705,0.0030833561904728413,15,,,
6099,0.0024955763947218657,0.0023276139982044697,15,,,
6149,0.0011674535926431417,0.0016258694231510162,15,,,
6199,0.0021505330223590136,0.002282210858538747,15,,,
6239,,,15,0.8546000123023987,0.7511218190193176,0.7506009340286255
6249,0.0029823046643286943,0.002197195077314973,16,,,
6299,0.0024072970263659954,0.0022275408264249563,16,,,
6349,0.0020376183092594147,0.002601800486445427,16,,,
6399,0.000890831055585295,0.0007993988692760468,16,,,
6449,0.0019323108717799187,0.001853204215876758,16,,,
6499,0.0020606638863682747,0.0015783983981236815,16,,,
6549,0.0016965802060440183,0.002061149338260293,16,,,
6599,0.003005433361977339,0.0025321245193481445,16,,,
6629,,,16,0.8511000275611877,0.7569912075996399,0.7576923370361328
6649,0.000712876848410815,0.0011253657285124063,17,,,
6699,0.0017941836267709732,0.0019931038841605186,17,,,
6749,0.0013087998377159238,0.0014723169151693583,17,,,
6799,0.0017076069489121437,0.0014490438625216484,17,,,
6849,0.001827457919716835,0.0014735269360244274,17,,,
6899,0.0015979153104126453,0.0019413779955357313,17,,,
6949,0.001213930663652718,0.001735371071845293,17,,,
6999,0.002181281801313162,0.0017642589518800378,17,,,
7019,,,17,0.8460999727249146,0.759294867515564,0.7602564096450806
7049,0.0017153957160189748,0.0011325570521876216,18,,,
7099,0.0012554239947348833,0.001801538746803999,18,,,
7149,0.002725893398746848,0.002045103581622243,18,,,
7199,0.0011449011508375406,0.0010892212158069015,18,,,
7249,0.0019375111442059278,0.002095491625368595,18,,,
7299,0.0020872128661721945,0.002079131081700325,18,,,
7349,0.0030471966601908207,0.0022983660455793142,18,,,
7399,0.0019136761547997594,0.0016430156538262963,18,,,
7409,,,18,0.8554999828338623,0.7639623284339905,0.7623397707939148
7449,0.0006964734056964517,0.0012609085533767939,19,,,
7499,0.0012801442062482238,0.0016899893525987864,19,,,
7549,0.0022362766321748495,0.0017710485262796283,19,,,
7599,0.0013738898560404778,0.0019871846307069063,19,,,
7649,0.0018992724362760782,0.0008507232996635139,19,,,
7699,0.0016327759949490428,0.0010973307071253657,19,,,
7749,0.0013681503478437662,0.0010914118029177189,19,,,
7799,0.0007568115252070129,0.0005744338850490749,19,,,
7799,,,19,0.8586000204086304,0.7673878073692322,0.7676281929016113
7849,0.0003853730740956962,0.0008907355950213969,20,,,
7899,0.0009023402817547321,0.0012132521951571107,20,,,
7949,0.001073302119038999,0.0008369531715288758,20,,,
7999,0.00239274138584733,0.0035042811650782824,20,,,
8049,0.0003468483919277787,0.000855890684761107,20,,,
8099,0.0016023737844079733,0.002036011079326272,20,,,
8149,0.0019985889084637165,0.0012147272936999798,20,,,
8189,,,20,0.8709999918937683,0.7696113586425781,0.7690504789352417
8199,0.0011916208313778043,0.001377844950184226,21,,,
8249,0.0017772461287677288,0.0019755966495722532,21,,,
8299,0.0012052764650434256,0.0008546030148863792,21,,,
8349,0.0024675987660884857,0.0019805077463388443,21,,,
8399,0.0009490685188211501,0.0008538914262317121,21,,,
8449,0.00173730100505054,0.001103217713534832,21,,,
8499,0.0018550067907199264,0.0009183476213365793,21,,,
8549,0.0010473793372511864,0.001500754035077989,21,,,
8579,,,21,0.8557000160217285,0.7734174728393555,0.7713742256164551
8599,0.0010957155609503388,0.0005359500064514577,22,,,
8649,0.002584633883088827,0.0031056839507073164,22,,,
8699,0.0027637796010822058,0.003379760542884469,22,,,
8749,0.0014292886480689049,0.0016929511912167072,22,,,
8799,0.002820095047354698,0.0026692929677665234,22,,,
8849,0.0010953653836622834,0.0012307700235396624,22,,,
8899,0.0011737437453120947,0.0012996102450415492,22,,,
8949,0.0015538849402219057,0.0009985171491280198,22,,,
8969,,,22,0.8579000234603882,0.7745993733406067,0.7760216593742371
8999,0.0024301931262016296,0.0017487225122749805,23,,,
9049,0.0027515136171132326,0.0022799456492066383,23,,,
9099,0.000707531173247844,0.0006510092061944306,23,,,
9149,0.0010396952275186777,0.0009254557080566883,23,,,
9199,0.0034564994275569916,0.00204403861425817,23,,,
9249,0.0023369770497083664,0.0019577417988330126,23,,,
9299,0.0030057462863624096,0.001809164066798985,23,,,
9349,0.0018672212027013302,0.0017348452238366008,23,,,
9359,,,23,0.866100013256073,0.7776442170143127,0.7774238586425781
9399,0.0012069486547261477,0.000844857539050281,24,,,
9449,0.0008740341872908175,0.000939317571464926,24,,,
9499,0.00020540604600682855,0.0003001462609972805,24,,,
9549,0.0006621152861043811,0.000904505024664104,24,,,
9599,0.0011629672953858972,0.0011013989569619298,24,,,
9649,0.0005358874914236367,0.0003746504953596741,24,,,
9699,0.0008479894604533911,0.0011865668930113316,24,,,
9749,0.000609466340392828,0.0009481667657382786,24,,,
9749,,,24,0.8701000213623047,0.778084933757782,0.7803285121917725
9799,0.0006527618388645351,0.0006060772575438023,25,,,
9849,0.001837484771385789,0.002041106577962637,25,,,
9899,0.0010619607055559754,0.0009105278877541423,25,,,
9949,0.0018915145192295313,0.0020335621666163206,25,,,
9999,0.0009886499028652906,0.0008794732275418937,25,,,
10049,0.0013225350994616747,0.0005937991081736982,25,,,
10099,0.0004778187139891088,0.0003521955222822726,25,,,
10139,,,25,0.86080002784729,0.7835336327552795,0.7828325033187866
10149,0.0005380739457905293,0.0009930821834132075,26,,,
10199,0.0006149376858957112,0.0004978101351298392,26,,,
10249,0.00040267404983751476,0.00037256910582073033,26,,,
10299,0.001356848981231451,0.001540589495562017,26,,,
10349,0.0008400115766562521,0.0009537625010125339,26,,,
10399,0.001020522671751678,0.0009681523661129177,26,,,
10449,0.000513889011926949,0.0008001249516382813,26,,,
10499,0.0006201371434144676,0.001052459585480392,26,,,
10529,,,26,0.8671000003814697,0.7862780690193176,0.7846754789352417
10549,0.0031533921137452126,0.004079353529959917,27,,,
10599,0.0008498384268023074,0.001026573940180242,27,,,
10649,0.0014704694040119648,0.0012722404208034277,27,,,
10699,0.00028332843794487417,0.0005736910970881581,27,,,
10749,0.0004494570312090218,0.0003393937658984214,27,,,
10799,0.0011425489792600274,0.0007615998620167375,27,,,
10849,0.0021812033373862505,0.001234762603417039,27,,,
10899,0.0006819997215643525,0.0005260006291791797,27,,,
10919,,,27,0.8780999779701233,0.7870993614196777,0.7855969667434692
10949,0.0007979545625858009,0.0006629794952459633,28,,,
10999,0.0005237437435425818,0.000704176549334079,28,,,
11049,0.0004488884296733886,0.0005054999492131174,28,,,
11099,0.0016487701795995235,0.0014244248159229755,28,,,
11149,0.00044522940879687667,0.0005350207211449742,28,,,
11199,0.0027679328341037035,0.0020392723381519318,28,,,
11249,0.0009170893463306129,0.0006435681134462357,28,,,
11299,0.002977372147142887,0.002321020932868123,28,,,
11309,,,28,0.8740000128746033,0.7886618375778198,0.7901442050933838
11349,0.00111004791688174,0.0009471073281019926,29,,,
11399,0.000771964609157294,0.0003701347450260073,29,,,
11449,0.002115856856107712,0.0011586237233132124,29,,,
11499,0.0028274699579924345,0.0031336930114775896,29,,,
11549,0.0010536592453718185,0.0010370565578341484,29,,,
11599,0.0005869157612323761,0.0005480012041516602,29,,,
11649,0.003037408459931612,0.0029289720114320517,29,,,
11699,0.00034159462666139007,0.00041241245344281197,29,,,
11699,,,29,0.882099986076355,0.791446328163147,0.7914663553237915
11749,0.00031324796145781875,0.001140486216172576,30,,,
11799,0.00060651870444417,0.00043550413101911545,30,,,
11849,0.0013601996470242739,0.0006599530461244285,30,,,
11899,0.0006345613510347903,0.0007399774622172117,30,,,
11949,0.0006420913268812001,0.0008973773801699281,30,,,
11999,0.0015748989535495639,0.002073240000754595,30,,,
12049,0.0012894343817606568,0.0007646589074283838,30,,,
12089,,,30,0.8726000189781189,0.7937700152397156,0.7918669581413269
12099,0.0006370326154865324,0.000430714717367664,31,,,
12149,0.0006331760087050498,0.0005492142518050969,31,,,
12199,0.00092146365204826,0.0008293557912111282,31,,,
12249,0.0009732646285556257,0.0009939955780282617,31,,,
12299,0.004155355039983988,0.004116144496947527,31,,,
12349,0.00023383679217658937,0.00019472539133857936,31,,,
12399,0.0008515018271282315,0.0009962735930457711,31,,,
12449,0.0003941516624763608,0.0007333856774494052,31,,,
12479,,,31,0.8708999752998352,0.796133816242218,0.7956730723381042
12499,0.002965746447443962,0.0034536528401076794,32,,,
12549,0.0014061910333111882,0.0015116446884348989,32,,,
12599,0.0005783438682556152,0.0005857186624780297,32,,,
12649,0.0008217520080506802,0.00117405760101974,32,,,
12699,9.249297727365047e-05,0.00019464522483758628,32,,,
12749,0.0008148600463755429,0.0008876309148035944,32,,,
12799,0.00022103603987488896,0.0006872073281556368,32,,,
12849,0.001478111487813294,0.001323737669736147,32,,,
12869,,,32,0.8726000189781189,0.7982171177864075,0.7966346144676208
12899,0.0017145348247140646,0.0008048909949138761,33,,,
12949,0.0009143758215941489,0.0011316681047901511,33,,,
12999,0.0006769307074137032,0.0006347484304569662,33,,,
13049,0.0007640214753337204,0.0009272953611798584,33,,,
13099,0.0014985454035922885,0.0009738425724208355,33,,,
13149,0.0008285713265649974,0.0009122370393015444,33,,,
13199,0.0006932955584488809,0.00017406752158422023,33,,,
13249,0.0021234476007521152,0.0019799573346972466,33,,,
13259,,,33,0.871399998664856,0.7988381385803223,0.7981770634651184
13299,0.0009975117864087224,0.001139559899456799,34,,,
13349,0.0004755323752760887,0.00027285414398647845,34,,,
13399,0.000508957717102021,0.0004428323300089687,34,,,
13449,0.00027589633828029037,0.00025545706739649177,34,,,
13499,0.0017738379538059235,0.0024025782477110624,34,,,
13549,0.0013151058228686452,0.0008543966105207801,34,,,
13599,0.0008120904676616192,0.0008208033978007734,34,,,
13649,0.00025436398573219776,6.24155072728172e-05,34,,,
13649,,,34,0.8881999850273132,0.8002403974533081,0.8006009459495544
13699,0.0007991150487214327,0.0012546615907922387,35,,,
13749,0.0004576925130095333,0.0005268856766633689,35,,,
13799,0.0005003248807042837,0.0008083416614681482,35,,,
13849,0.0005935498047620058,0.0003298315859865397,35,,,
13899,0.001151376636698842,0.0015306971035897732,35,,,
13949,0.0010115568293258548,0.0006595495506189764,35,,,
13999,0.0006478017894551158,0.0007390578975901008,35,,,
14039,,,35,0.878600001335144,0.8017427921295166,0.8012820482254028
14049,0.00035115337232127786,0.000706602877471596,36,,,
14099,0.0010716099059209228,0.0010531686712056398,36,,,
14149,0.0014470479218289256,0.0006962390034459531,36,,,
14199,0.0006239803042262793,0.00013097246119286865,36,,,
14249,0.000734076660592109,0.0014116212259978056,36,,,
14299,0.0009622985380701721,0.0008168214117176831,36,,,
14349,0.00011019138037227094,0.00023864550166763365,36,,,
14399,0.0005692815175279975,0.000640199868939817,36,,,
14429,,,36,0.8863000273704529,0.8003004789352417,0.8014823794364929
14449,0.0005936877569183707,0.0016954527236521244,37,,,
14499,0.0005748942494392395,0.0006100161117501557,37,,,
14549,0.0006830957718193531,0.001007635029964149,37,,,
14599,0.00037696596700698137,0.0003064907214138657,37,,,
14649,0.0015855440869927406,0.000945461739320308,37,,,
14699,0.0003111638070549816,0.00021477704285643995,37,,,
14749,0.003147304756566882,0.0037266213912516832,37,,,
14799,0.00042065008892677724,0.00043505325447767973,37,,,
14819,,,37,0.88919997215271,0.8049278855323792,0.8033453822135925
14849,0.0004158003721386194,0.0003918772272299975,38,,,
14899,0.0005213322583585978,0.00028336167451925576,38,,,
14949,0.0006675192271359265,0.0012959965970367193,38,,,
14999,0.0013835927238687873,0.0013048488181084394,38,,,
15049,0.000926452165003866,0.0014781138161197305,38,,,
15099,0.0007961121154949069,0.0009100817842409015,38,,,
15149,0.001310884952545166,0.0009876908734440804,38,,,
15199,0.0015334389172494411,0.001161262858659029,38,,,
15209,,,38,0.8827000260353088,0.8057692050933838,0.8051882982254028
15249,0.00022446742514148355,0.00038817751919850707,39,,,
15299,0.0011182533344253898,0.001122963847592473,39,,,
15349,0.0011151733342558146,0.0017681204481050372,39,,,
15399,0.000893974385689944,0.0007102408562786877,39,,,
15449,0.0011663954937830567,0.0003827960172202438,39,,,
15499,0.0003723693371284753,0.00022028753301128745,39,,,
15549,0.0012936423299834132,0.0009838758269324899,39,,,
15599,0.0007655001245439053,0.0004140980599913746,39,,,
15599,,,39,0.8866999745368958,0.807852566242218,0.8060897588729858
15649,0.0016899697948247194,0.0011982201831415296,40,,,
15699,0.000635752803646028,0.00039730934076942503,40,,,
15749,0.0008540647686459124,0.0008990410133264959,40,,,
15799,0.000785941956564784,0.0005224940250627697,40,,,
15849,0.0012069758959114552,0.0007127926219254732,40,,,
15899,0.0005567483603954315,0.0006003294256515801,40,,,
15949,0.0010822245385497808,0.0006380261620506644,40,,,
15989,,,40,0.8816999793052673,0.8084134459495544,0.8079326748847961
15999,0.0013995495392009616,0.0011227552313357592,41,,,
16049,0.00036219373578205705,0.00048636668361723423,41,,,
16099,0.0008738768519833684,0.0005850615561939776,41,,,
16149,0.0004500746144913137,0.0003178507031407207,41,,,
16199,0.0006409747875295579,0.00024593379930593073,41,,,
16249,0.0002276676968904212,0.0002597936545498669,41,,,
16299,0.0013800289016216993,0.0018830125918611884,41,,,
16349,0.000628755777142942,0.0007032364374026656,41,,,
16379,,,41,0.8855999708175659,0.8103966116905212,0.8124198913574219
16399,0.00031719091930426657,0.000325395492836833,42,,,
16449,0.00019837777654174715,0.00011968647595494986,42,,,
16499,0.0006889427313581109,0.0008665081113576889,42,,,
16549,0.0013032424030825496,0.0009101946488954127,42,,,
16599,0.00029423387604765594,9.195755410473794e-05,42,,,
16649,0.0005812211311422288,0.0007954244501888752,42,,,
16699,0.00012663865345530212,0.0004193290660623461,42,,,
16749,0.0006126404623501003,0.00059234764194116,42,,,
16769,,,42,0.8830000162124634,0.8116987347602844,0.8109976053237915
16799,0.00012878968846052885,0.00017845082038547844,43,,,
16849,0.0007696328684687614,0.0006886064074933529,43,,,
16899,0.0004924669628962874,0.0002937772951554507,43,,,
16949,0.0006801960989832878,0.0008412653114646673,43,,,
16999,0.00047106173587962985,0.000979782547801733,43,,,
17049,0.0013149614678695798,0.00134204828646034,43,,,
17099,0.0008077051024883986,0.001309945248067379,43,,,
17149,0.0005063791759312153,0.0005024198908358812,43,,,
17159,,,43,0.8841000199317932,0.8115184307098389,0.8123196959495544
17199,0.001229736371897161,0.0012461513979360461,44,,,
17249,0.00035900514922104776,0.0005453953635878861,44,,,
17299,0.0004313431272748858,0.0010923894587904215,44,,,
17349,0.0007403352065011859,0.0005900061805732548,44,,,
17399,0.0007277122349478304,0.0006470280350185931,44,,,
17449,0.00039558426942676306,0.001454516313970089,44,,,
17499,0.0015096775023266673,0.002008864190429449,44,,,
17549,0.00038305940688587725,0.00013266780297271907,44,,,
17549,,,44,0.8894000053405762,0.8154447078704834,0.8126001358032227
17599,0.0001542696263641119,0.0002356294571654871,45,,,
17649,0.0013636096846312284,0.0007187422015704215,45,,,
17699,0.000578846491407603,0.0005476318765431643,45,,,
17749,0.0007781241438351572,0.0007797845755703747,45,,,
17799,0.0011591799557209015,0.001076370826922357,45,,,
17849,0.0012762992409989238,0.00016115981270559132,45,,,
17899,8.447453001281247e-05,0.00046139242476783693,45,,,
17939,,,45,0.8881000280380249,0.8154647350311279,0.8144831657409668
17949,0.0001868528052000329,0.0002670065441634506,46,,,
17999,0.00021346159337554127,0.0003590467676986009,46,,,
18049,0.0010092981392517686,0.0004626170848496258,46,,,
18099,0.0001926812547026202,0.0009892951929941773,46,,,
18149,0.0003839457349386066,0.0006470869411714375,46,,,
18199,0.0012984469067305326,0.00024497785489074886,46,,,
18249,0.0005370003636926413,0.0009138011955656111,46,,,
18299,0.0006387080065906048,0.0006332029006443918,46,,,
18329,,,46,0.8837000131607056,0.8170873522758484,0.8154447078704834
18349,0.00022994652681518346,0.0004796870343852788,47,,,
18399,0.00045304253580980003,0.00021772390755359083,47,,,
18449,0.0007971470477059484,0.0004643157299142331,47,,,
18499,0.000414683687267825,0.0005392164457589388,47,,,
18549,0.0006588234682567418,0.0006030626245774329,47,,,
18599,0.001431216369383037,0.0013577141799032688,47,,,
18649,0.0005392006714828312,0.0006467420025728643,47,,,
18699,0.00021251702855806798,9.552184928907081e-05,47,,,
18719,,,47,0.8849999904632568,0.8180689215660095,0.8174278736114502
18749,0.001046426477842033,0.0005072078783996403,48,,,
18799,0.00011612032540142536,0.00014475618081633002,48,,,
18849,0.0011120286071673036,0.0006731595494784415,48,,,
18899,0.0007447928655892611,0.0001266977342311293,48,,,
18949,0.0008235755376517773,0.0006375993834808469,48,,,
18999,0.00024753090110607445,0.00021901815489400178,48,,,
19049,0.0011958276154473424,0.0013988135615363717,48,,,
19099,0.0012363966088742018,0.00144624849781394,48,,,
19109,,,48,0.8791999816894531,0.8167868852615356,0.8180689215660095
19149,0.0007120134541764855,0.00030973332468420267,49,,,
19199,0.00019801381858997047,0.00013550279254559427,49,,,
19249,0.0004562561516650021,0.0008428699220530689,49,,,
19299,0.0004454219888430089,0.0007416132721118629,49,,,
19349,0.0006315766950137913,0.00026547620655037463,49,,,
19399,0.00025553026353009045,0.000325957837048918,49,,,
19449,0.0002895612851716578,0.00019635865464806557,49,,,
19499,0.0001245725725311786,0.00011406067642383277,49,,,
19499,,,49,0.8880000114440918,0.8196714520454407,0.8190504908561707
19549,0.0003806676249951124,0.00025793228996917605,50,,,
19599,0.00033159018494188786,0.0005378079367801547,50,,,
19649,0.0004446284146979451,0.0012692874297499657,50,,,
19699,0.00038321802276186645,0.00018465812900103629,50,,,
19749,0.0003296556242275983,0.0005011107423342764,50,,,
19799,0.0008602972375229001,0.00024341901007574052,50,,,
19849,0.0006078113219700754,0.00043189438292756677,50,,,
19889,,,50,0.8906000256538391,0.8204126358032227,0.8205729126930237
19899,0.0008027166477404535,0.0005867639556527138,51,,,
19949,0.00044173316564410925,0.00045269529800862074,51,,,
19999,0.00021521799499168992,0.00029382374486885965,51,,,
20049,0.0010493455920368433,0.0005520852282643318,51,,,
20099,9.673208114691079e-05,0.0003215973556507379,51,,,
20149,0.0009096897556446493,0.0016228716121986508,51,,,
20199,0.0014267581282183528,0.0007417611195705831,51,,,
20249,0.0005914823850616813,0.0005904381978325546,51,,,
20279,,,51,0.8834999799728394,0.8204928040504456,0.8203725814819336
20299,0.00016977483755908906,0.00019033136777579784,52,,,
20349,0.0003154561563860625,0.0004461792123038322,52,,,
20399,0.0004354981065262109,0.0003485898778308183,52,,,
20449,0.00011565805471036583,0.0001689054915914312,52,,,
20499,0.0008725107181817293,0.001660437905229628,52,,,
20549,0.0002618469879962504,0.00022088427795097232,52,,,
20599,0.00045965862227603793,0.0006279701483435929,52,,,
20649,0.0001801327452994883,0.0004016825696453452,52,,,
20669,,,52,0.8873999714851379,0.8234174847602844,0.8214343190193176
20699,0.00033704214729368687,0.0003013300884049386,53,,,
20749,0.0006714517367072403,0.0004895958118140697,53,,,
20799,5.5828237236710265e-05,0.0003864134196192026,53,,,
20849,0.00033475528471171856,0.0003183572553098202,53,,,
20899,0.0002743760996963829,0.0006037508719600737,53,,,
20949,0.0011190063087269664,0.0009997340384870768,53,,,
20999,0.0007080630166456103,0.00045276808668859303,53,,,
21049,0.0006930016679689288,0.0015285888221114874,53,,,
21059,,,53,0.888700008392334,0.8222355842590332,0.8229967951774597
21099,0.00044059616629965603,0.0005600100848823786,54,,,
21149,0.0003355053486302495,0.00029789807740598917,54,,,
21199,0.0002530155470594764,0.00034563970984891057,54,,,
21249,0.00013101435615681112,0.0006477111601270735,54,,,
21299,0.004646183457225561,0.005270425230264664,54,,,
21349,0.0003561598714441061,0.00012446360778994858,54,,,
21399,0.0005638018483296037,0.0008016780484467745,54,,,
21449,0.00034649495501071215,0.0009527569636702538,54,,,
21449,,,54,0.8952999711036682,0.8244591355323792,0.8223357200622559
21499,0.001461958047002554,0.002398835262283683,55,,,
21549,0.0006599114858545363,0.0010770229855552316,55,,,
21599,0.00026347965467721224,0.00022359915601555258,55,,,
21649,0.0005987518816255033,0.000227860888116993,55,,,
21699,0.0002518074761610478,0.0002317625767318532,55,,,
21749,0.00044988037552684546,0.00048146615154109895,55,,,
21799,0.00046571303391829133,0.0004925138782709837,55,,,
21839,,,55,0.8838000297546387,0.8252003192901611,0.8242788314819336
21849,0.0005357066402211785,0.0008183612953871489,56,,,
21899,0.0003624229284469038,0.0003549786051735282,56,,,
21949,0.00040246464777737856,0.0003691042948048562,56,,,
21999,0.0003950678510591388,0.0005071232444606721,56,,,
