step,epoch,train_loss,val_acc,train_acc,test_acc
6799,21,0.050520528107881546,,,
6849,21,0.10605670511722565,,,
6863,21,,0.5304999947547913,,
6863,21,,,0.5604968070983887,0.7548999786376953
6899,22,0.06912891566753387,,,
6949,22,0.10140472650527954,,,
6999,22,0.06682420521974564,,,
7049,22,-0.03641848266124725,,,
7099,22,0.14058555662631989,,,
7149,22,-0.03916412964463234,,,
7175,22,,0.5286999940872192,,
7175,22,,,0.5660306215286255,0.7448999881744385
7199,23,0.05435113608837128,,,
7249,23,0.033494606614112854,,,
7299,23,0.037368472665548325,,,
7349,23,0.0692218542098999,,,
7399,23,0.011727847158908844,,,
7449,23,0.07176440209150314,,,
7487,23,,0.5313000082969666,,
7487,23,,,0.5659555196762085,0.7630000114440918
7499,24,0.05580587685108185,,,
7549,24,0.029308678582310677,,,
7599,24,0.04011252522468567,,,
7649,24,-0.032350972294807434,,,
7699,24,0.013704894110560417,,,
7749,24,0.012368844822049141,,,
7799,24,0.11529946327209473,,,
7799,24,,0.52920001745224,,
7799,24,,,0.5675581097602844,0.7391999959945679
7849,25,0.1092262789607048,,,
7899,25,0.05646821856498718,,,
7949,25,-0.002601899206638336,,,
7999,25,0.1702353060245514,,,
8049,25,-0.08705814182758331,,,
8099,25,-0.06550303846597672,,,
8111,25,,0.5300999879837036,,
8111,25,,,0.5726161599159241,0.7480000257492065
8149,26,0.027979601174592972,,,
8199,26,0.07179749011993408,,,
8249,26,-0.0006467904895544052,,,
8299,26,0.17384378612041473,,,
8349,26,0.07038231939077377,,,
8399,26,0.18039822578430176,,,
8423,26,,0.5388000011444092,,
8423,26,,,0.5732922554016113,0.7685999870300293
8449,27,0.09951688349246979,,,
8499,27,0.13657069206237793,,,
8549,27,0.05659712105989456,,,
8599,27,0.0036876648664474487,,,
8649,27,0.10900670289993286,,,
8699,27,0.08325856924057007,,,
8735,27,,0.5443000197410583,,
8735,27,,,0.5749198794364929,0.760699987411499
8749,28,0.05832331255078316,,,
8799,28,0.030896343290805817,,,
8849,28,0.06971883773803711,,,
8899,28,0.10258360207080841,,,
8949,28,0.04070347547531128,,,
8999,28,0.006356248632073402,,,
9047,28,,0.5388000011444092,,
9047,28,,,0.5789512991905212,0.7631000280380249
9049,29,0.051926277577877045,,,
9099,29,-0.013576941564679146,,,
9149,29,-0.007880076766014099,,,
9199,29,-0.008247332647442818,,,
9249,29,0.1350763440132141,,,
9299,29,0.0670112818479538,,,
9349,29,0.11849872022867203,,,
9359,29,,0.5382999777793884,,
9359,29,,,0.5811799168586731,0.7544000148773193
9399,30,0.1495714783668518,,,
9449,30,0.18225447833538055,,,
9499,30,0.012608231045305729,,,
9549,30,-0.02755371853709221,,,
9599,30,0.04638383165001869,,,
9649,30,0.04790296405553818,,,
9671,30,,0.5472999811172485,,
9671,30,,,0.5797024965286255,0.7846999764442444
9699,31,-0.006859170272946358,,,
9749,31,0.06943409144878387,,,
9799,31,-0.037072379142045975,,,
9849,31,0.039109982550144196,,,
9899,31,-0.07918798178434372,,,
9949,31,0.06943093240261078,,,
9983,31,,0.5504999756813049,,
9983,31,,,0.5835586786270142,0.7634999752044678
9999,32,0.014613192528486252,,,
10049,32,0.08593613654375076,,,
10099,32,0.005583565682172775,,,
10149,32,-0.025210555642843246,,,
10199,32,0.006340894848108292,,,
10249,32,-0.0010062865912914276,,,
10295,32,,0.5414999723434448,,
10295,32,,,0.5852363705635071,0.7710999846458435
10299,33,0.05334046483039856,,,
10349,33,0.0037816204130649567,,,
10399,33,0.00898024532943964,,,
10449,33,-0.013659421354532242,,,
10499,33,0.046984948217868805,,,
10549,33,0.04469280689954758,,,
10599,33,0.0598689541220665,,,
10607,33,,0.5514000058174133,,
10607,33,,,0.5853365659713745,0.775600016117096
10649,34,-0.11439010500907898,,,
10699,34,0.04551122710108757,,,
10749,34,0.033437661826610565,,,
10799,34,-0.01871328055858612,,,
10849,34,0.15425562858581543,,,
10899,34,-0.0856827050447464,,,
10919,34,,0.5458999872207642,,
10919,34,,,0.5919721722602844,0.7688000202178955
10949,35,-0.013248900882899761,,,
10999,35,0.05676936358213425,,,
11049,35,0.09832969307899475,,,
11099,35,-0.022249028086662292,,,
11149,35,-0.04591129720211029,,,
11199,35,0.10596249252557755,,,
11231,35,,0.5476999878883362,,
11231,35,,,0.5891926884651184,0.7653999924659729
11249,36,0.04997996240854263,,,
11299,36,0.0006606578826904297,,,
11349,36,-0.001950591802597046,,,
11399,36,0.057883650064468384,,,
11449,36,0.030803533270955086,,,
11499,36,0.008192457258701324,,,
11543,36,,0.5501000285148621,,
11543,36,,,0.5899689793586731,0.7763000130653381
11549,37,0.05547242611646652,,,
11599,37,0.005001917481422424,,,
11649,37,0.04887189343571663,,,
11699,37,0.010066541843116283,,,
11749,37,-0.038669563829898834,,,
11799,37,0.06544119119644165,,,
11849,37,0.1083383783698082,,,
11855,37,,0.5364999771118164,,
11855,37,,,0.5935747027397156,0.7610999941825867
11899,38,0.06100178882479668,,,
11949,38,-0.017754346132278442,,,
11999,38,-0.0680568665266037,,,
12049,38,0.06124059855937958,,,
12099,38,0.015125703066587448,,,
12149,38,0.05076819658279419,,,
12167,38,,0.5374000072479248,,
12167,38,,,0.5939503312110901,0.7509999871253967
12199,39,0.03171614557504654,,,
12249,39,0.02804509736597538,,,
12299,39,-0.07105980813503265,,,
12349,39,-0.005204461514949799,,,
12399,39,-0.022563420236110687,,,
12449,39,-0.0018459483981132507,,,
12479,39,,0.5393000245094299,,
12479,39,,,0.5966796875,0.7458000183105469
12499,40,-0.2593061625957489,,,
12549,40,-0.22892116010189056,,,
12599,40,-0.25244036316871643,,,
12649,40,-0.2756652534008026,,,
12699,40,-0.28661924600601196,,,
12749,40,-0.2760518491268158,,,
12791,40,,0.5562000274658203,,
12791,40,,,0.6101762652397156,0.7890999913215637
12799,41,-0.2633664309978485,,,
12849,41,-0.2939057946205139,,,
12899,41,-0.2987232804298401,,,
12949,41,-0.2664530277252197,,,
12999,41,-0.23669761419296265,,,
13049,41,-0.25152963399887085,,,
13099,41,-0.25886350870132446,,,
13103,41,,0.5550000071525574,,
13103,41,,,0.607421875,0.7774999737739563
13149,42,-0.28252270817756653,,,
13199,42,-0.25975561141967773,,,
13249,42,-0.25710612535476685,,,
13299,42,-0.2765212655067444,,,
13349,42,-0.23030075430870056,,,
13399,42,-0.30327630043029785,,,
13415,42,,0.5548999905586243,,
13415,42,,,0.6031901240348816,0.7908999919891357
13449,43,-0.24740272760391235,,,
13499,43,-0.27797552943229675,,,
13549,43,-0.19606426358222961,,,
13599,43,-0.2812710404396057,,,
13649,43,-0.26316630840301514,,,
13699,43,-0.27414974570274353,,,
13727,43,,0.5547000169754028,,
13727,43,,,0.6021384000778198,0.7925999760627747
13749,44,-0.23985514044761658,,,
13799,44,-0.2526612877845764,,,
13849,44,-0.297109454870224,,,
13899,44,-0.25056520104408264,,,
13949,44,-0.25291386246681213,,,
13999,44,-0.2821950912475586,,,
14039,44,,0.5507000088691711,,
14039,44,,,0.6030148267745972,0.7853000164031982
14049,45,-0.26523345708847046,,,
14099,45,-0.2196132391691208,,,
14149,45,-0.2649112939834595,,,
14199,45,-0.29098302125930786,,,
14249,45,-0.25159531831741333,,,
14299,45,-0.2816199064254761,,,
14349,45,-0.2612904906272888,,,
14351,45,,0.5537999868392944,,
14351,45,,,0.6015625,0.7839999794960022
14399,46,-0.24635139107704163,,,
14449,46,-0.22869350016117096,,,
14499,46,-0.2810131311416626,,,
14549,46,-0.19657763838768005,,,
14599,46,-0.27992260456085205,,,
14649,46,-0.22483614087104797,,,
14663,46,,0.5550000071525574,,
14663,46,,,0.6012870669364929,0.7867000102996826
14699,47,-0.2526136338710785,,,
14749,47,-0.2747802734375,,,
14799,47,-0.2771034836769104,,,
14849,47,-0.30646729469299316,,,
14899,47,-0.2533586323261261,,,
14949,47,-0.26317763328552246,,,
14975,47,,0.5561000108718872,,
14975,47,,,0.6014122366905212,0.7803000211715698
14999,48,-0.2598571181297302,,,
15049,48,-0.27044034004211426,,,
15099,48,-0.23989596962928772,,,
15149,48,-0.32012465596199036,,,
15199,48,-0.21514517068862915,,,
15249,48,-0.28067746758461,,,
15287,48,,0.5634999871253967,,
15287,48,,,0.6010116338729858,0.8008000254631042
15299,49,-0.267639696598053,,,
15349,49,-0.2764122486114502,,,
15399,49,-0.27905964851379395,,,
15449,49,-0.27750539779663086,,,
15499,49,-0.3009476661682129,,,
15549,49,-0.2475666105747223,,,
15599,49,-0.3149528205394745,,,
15599,49,,0.5529999732971191,,
15599,49,,,0.5992087125778198,0.7876999974250793
15649,50,-0.27533382177352905,,,
15699,50,-0.2642141580581665,,,
15749,50,-0.289246141910553,,,
15799,50,-0.2496858388185501,,,
15849,50,-0.27052897214889526,,,
15899,50,-0.3091917634010315,,,
15911,50,,0.5576000213623047,,
15911,50,,,0.6009364724159241,0.785099983215332
15949,51,-0.2056902050971985,,,
15999,51,-0.3115110397338867,,,
16049,51,-0.28553879261016846,,,
16099,51,-0.2913339138031006,,,
16149,51,-0.2774772047996521,,,
16199,51,-0.26297134160995483,,,
16223,51,,0.5514000058174133,,
16223,51,,,0.6017628312110901,0.777899980545044
16249,52,-0.26148098707199097,,,
16299,52,-0.2285265326499939,,,
16349,52,-0.2856948971748352,,,
16399,52,-0.2483070343732834,,,
16449,52,-0.3020368218421936,,,
16499,52,-0.22218236327171326,,,
16535,52,,0.5584999918937683,,
16535,52,,,0.5994841456413269,0.795799970626831
16549,53,-0.27443480491638184,,,
16599,53,-0.23718233406543732,,,
16649,53,-0.3253081440925598,,,
16699,53,-0.2761366665363312,,,
16749,53,-0.29092496633529663,,,
16799,53,-0.2817695140838623,,,
16847,53,,0.5579000115394592,,
16847,53,,,0.6016877293586731,0.7924000024795532
16849,54,-0.29666250944137573,,,
16899,54,-0.3156939744949341,,,
16949,54,-0.3012309968471527,,,
16999,54,-0.3012375831604004,,,
17049,54,-0.2512281835079193,,,
17099,54,-0.26459378004074097,,,
17149,54,-0.2539716362953186,,,
17159,54,,0.5393999814987183,,
17159,54,,,0.6042167544364929,0.7753000259399414
17199,55,-0.29368865489959717,,,
17249,55,-0.2753180265426636,,,
17299,55,-0.22359678149223328,,,
17349,55,-0.21940535306930542,,,
17399,55,-0.2654191851615906,,,
17449,55,-0.2936279773712158,,,
17471,55,,0.5633999705314636,,
17471,55,,,0.6023136973381042,0.7986000180244446
17499,56,-0.329484224319458,,,
17549,56,-0.28748899698257446,,,
17599,56,-0.2860628366470337,,,
17649,56,-0.22211772203445435,,,
17699,56,-0.31033632159233093,,,
17749,56,-0.24105945229530334,,,
17783,56,,0.559499979019165,,
17783,56,,,0.6023887991905212,0.7813000082969666
17799,57,-0.30260592699050903,,,
17849,57,-0.23033404350280762,,,
17899,57,-0.26938262581825256,,,
17949,57,-0.3629131615161896,,,
17999,57,-0.20337441563606262,,,
18049,57,-0.2191503942012787,,,
18095,57,,0.5586000084877014,,
18095,57,,,0.6016877293586731,0.7949000000953674
18099,58,-0.26971322298049927,,,
18149,58,-0.2948227524757385,,,
18199,58,-0.27175775170326233,,,
18249,58,-0.2489372044801712,,,
18299,58,-0.24708282947540283,,,
18349,58,-0.28916919231414795,,,
18399,58,-0.266816645860672,,,
18407,58,,0.554099977016449,,
18407,58,,,0.6014372706413269,0.7908999919891357
18449,59,-0.2757713198661804,,,
18499,59,-0.31818199157714844,,,
18549,59,-0.2920236885547638,,,
18599,59,-0.2858380079269409,,,
18649,59,-0.3087958097457886,,,
18699,59,-0.25736212730407715,,,
18719,59,,0.5565999746322632,,
18719,59,,,0.6038160920143127,0.7821999788284302
18749,60,-0.2790977954864502,,,
18799,60,-0.27694323658943176,,,
18849,60,-0.30186954140663147,,,
18899,60,-0.34296858310699463,,,
18949,60,-0.31838443875312805,,,
18999,60,-0.24718506634235382,,,
19031,60,,0.572700023651123,,
19031,60,,,0.6164613366127014,0.8205999732017517
19049,61,-0.2772797644138336,,,
19099,61,-0.269633948802948,,,
19149,61,-0.2926620543003082,,,
19199,61,-0.27423277497291565,,,
19249,61,-0.30691981315612793,,,
19299,61,-0.2870612144470215,,,
19343,61,,0.5759000182151794,,
19343,61,,,0.6224960088729858,0.8212000131607056
19349,62,-0.31772831082344055,,,
19399,62,-0.2741016149520874,,,
19449,62,-0.3037886619567871,,,
19499,62,-0.2990310788154602,,,
19549,62,-0.28374382853507996,,,
19599,62,-0.25359630584716797,,,
19649,62,-0.3364505171775818,,,
19655,62,,0.573199987411499,,
19655,62,,,0.6254256963729858,0.8202000260353088
19699,63,-0.29450756311416626,,,
19749,63,-0.2945300340652466,,,
19799,63,-0.2405954897403717,,,
19849,63,-0.3027382493019104,,,
19899,63,-0.30877700448036194,,,
19949,63,-0.29599761962890625,,,
19967,63,,0.5758000016212463,,
19967,63,,,0.6273788213729858,0.8212000131607056
19999,64,-0.2768593728542328,,,
20049,64,-0.3091214895248413,,,
20099,64,-0.3211263418197632,,,
20149,64,-0.2956928610801697,,,
20199,64,-0.31680941581726074,,,
20249,64,-0.28782063722610474,,,
20279,64,,0.5758000016212463,,
20279,64,,,0.6292818784713745,0.8222000002861023
20299,65,-0.33162233233451843,,,
20349,65,-0.2978234589099884,,,
20399,65,-0.2986125349998474,,,
20449,65,-0.259737104177475,,,
20499,65,-0.2659396529197693,,,
20549,65,-0.2773638367652893,,,
20591,65,,0.5781999826431274,,
20591,65,,,0.6297325491905212,0.8187999725341797
20599,66,-0.29699110984802246,,,
20649,66,-0.3321250081062317,,,
20699,66,-0.32384493947029114,,,
20749,66,-0.27405276894569397,,,
20799,66,-0.29415130615234375,,,
20849,66,-0.3154065012931824,,,
20899,66,-0.3192870020866394,,,
20903,66,,0.5763000249862671,,
20903,66,,,0.6304336786270142,0.8223000168800354
20949,67,-0.34220069646835327,,,
20999,67,-0.2915191054344177,,,
21049,67,-0.28366005420684814,,,
21099,67,-0.3280194401741028,,,
21149,67,-0.27130889892578125,,,
21199,67,-0.30955708026885986,,,
21215,67,,0.578000009059906,,
21215,67,,,0.6314102411270142,0.8230999708175659
21249,68,-0.3496595621109009,,,
21299,68,-0.29892897605895996,,,
21349,68,-0.29571038484573364,,,
21399,68,-0.3070344924926758,,,
21449,68,-0.29234302043914795,,,
21499,68,-0.32186228036880493,,,
21527,68,,0.5778999924659729,,
21527,68,,,0.6323868036270142,0.8245999813079834
21549,69,-0.3340250551700592,,,
21599,69,-0.3240434527397156,,,
21649,69,-0.3180534243583679,,,
21699,69,-0.27154862880706787,,,
21749,69,-0.26837462186813354,,,
21799,69,-0.30830860137939453,,,
21839,69,,0.5770999789237976,,
21839,69,,,0.6324368715286255,0.8220999836921692
21849,70,-0.3371208906173706,,,
21899,70,-0.3826183080673218,,,
21949,70,-0.32815515995025635,,,
21999,70,-0.26860278844833374,,,
22049,70,-0.31360116600990295,,,
22099,70,-0.32000869512557983,,,
22149,70,-0.3037658929824829,,,
22151,70,,0.5802000164985657,,
22151,70,,,0.634690523147583,0.8256999850273132
22199,71,-0.29134759306907654,,,
22249,71,-0.30368882417678833,,,
22299,71,-0.3292163014411926,,,
22349,71,-0.3415808081626892,,,
22399,71,-0.34358203411102295,,,
22449,71,-0.33978065848350525,,,
22463,71,,0.5777999758720398,,
22463,71,,,0.635817289352417,0.8292999863624573
22499,72,-0.3932421803474426,,,
22549,72,-0.30690497159957886,,,
22599,72,-0.32863983511924744,,,
22649,72,-0.34554657340049744,,,
22699,72,-0.31818687915802,,,
22749,72,-0.299343466758728,,,
22775,72,,0.5802000164985657,,
22775,72,,,0.6377453804016113,0.8271999955177307
22799,73,-0.33396339416503906,,,
22849,73,-0.35887908935546875,,,
22899,73,-0.36256229877471924,,,
22949,73,-0.2895367741584778,,,
22999,73,-0.3137087821960449,,,
23049,73,-0.3397543728351593,,,
23087,73,,0.5795999765396118,,
23087,73,,,0.6379957795143127,0.8276000022888184
23099,74,-0.3457084000110626,,,
23149,74,-0.3256213665008545,,,
23199,74,-0.32275301218032837,,,
23249,74,-0.3414326310157776,,,
23299,74,-0.3427191376686096,,,
23349,74,-0.30630895495414734,,,
23399,74,-0.3325900435447693,,,
23399,74,,0.5778999924659729,,
23399,74,,,0.6378956437110901,0.8288999795913696
23449,75,-0.35868316888809204,,,
23499,75,-0.325629860162735,,,
23549,75,-0.35731226205825806,,,
23599,75,-0.29671716690063477,,,
23649,75,-0.3510035276412964,,,
23699,75,-0.31335514783859253,,,
23711,75,,0.5788000226020813,,
23711,75,,,0.6395483016967773,0.8238000273704529
23749,76,-0.29628854990005493,,,
23799,76,-0.37256139516830444,,,
23849,76,-0.3293059468269348,,,
23899,76,-0.32178136706352234,,,
23949,76,-0.32128918170928955,,,
23999,76,-0.3628164231777191,,,
24023,76,,0.5767999887466431,,
24023,76,,,0.6400240659713745,0.8285999894142151
24049,77,-0.3476245403289795,,,
24099,77,-0.31966543197631836,,,
24149,77,-0.33608198165893555,,,
24199,77,-0.2682224214076996,,,
24249,77,-0.33095839619636536,,,
24299,77,-0.335239052772522,,,
24335,77,,0.5769000053405762,,
24335,77,,,0.6400490999221802,0.8264999985694885
24349,78,-0.32306811213493347,,,
24399,78,-0.3267214596271515,,,
24449,78,-0.310187429189682,,,
24499,78,-0.3677859902381897,,,
24549,78,-0.31551826000213623,,,
24599,78,-0.34173229336738586,,,
24647,78,,0.5788000226020813,,
24647,78,,,0.6402243375778198,0.8264999985694885
24649,79,-0.3211134672164917,,,
24699,79,-0.34689539670944214,,,
24749,79,-0.3335934281349182,,,
24799,79,-0.3313697576522827,,,
24849,79,-0.36310485005378723,,,
24899,79,-0.35867804288864136,,,
24949,79,-0.3613819479942322,,,
24959,79,,0.5784000158309937,,
24959,79,,,0.6408753991127014,0.8256000280380249
24999,80,-0.3112655282020569,,,
25049,80,-0.2877543270587921,,,
25099,80,-0.3464667797088623,,,
25149,80,-0.35291364789009094,,,
25199,80,-0.3034365177154541,,,
25249,80,-0.28525057435035706,,,
25271,80,,0.5794000029563904,,
25271,80,,,0.6425530910491943,0.8242999911308289
25299,81,-0.3227454125881195,,,
25349,81,-0.29249465465545654,,,
25399,81,-0.3237667679786682,,,
25449,81,-0.337804913520813,,,
25499,81,-0.32505980134010315,,,
25549,81,-0.3194543123245239,,,
25583,81,,0.5799999833106995,,
25583,81,,,0.6432291865348816,0.8248000144958496
25599,82,-0.35670235753059387,,,
25649,82,-0.31950730085372925,,,
25699,82,-0.3260781168937683,,,
25749,82,-0.333501398563385,,,
25799,82,-0.33986610174179077,,,
25849,82,-0.3451084494590759,,,
25895,82,,0.5788999795913696,,
25895,82,,,0.6442057490348816,0.8199999928474426
25899,83,-0.33628231287002563,,,
25949,83,-0.33019766211509705,,,
25999,83,-0.3363078236579895,,,
26049,83,-0.30145758390426636,,,
26099,83,-0.3475533723831177,,,
26149,83,-0.3573817014694214,,,
26199,83,-0.3329768180847168,,,
26207,83,,0.5802000164985657,,
26207,83,,,0.6447816491127014,0.8291000127792358
26249,84,-0.33081674575805664,,,
26299,84,-0.3295568823814392,,,
26349,84,-0.36235594749450684,,,
26399,84,-0.33424341678619385,,,
26449,84,-0.35183608531951904,,,
26499,84,-0.3593069911003113,,,
26519,84,,0.5788999795913696,,
26519,84,,,0.6447065472602844,0.8230999708175659
26549,85,-0.3353371024131775,,,
26599,85,-0.35888588428497314,,,
26649,85,-0.34480398893356323,,,
26699,85,-0.3342091143131256,,,
26749,85,-0.3369801640510559,,,
26799,85,-0.34036776423454285,,,
26831,85,,0.5782999992370605,,
26831,85,,,0.6462840437889099,0.8285999894142151
26849,86,-0.31967365741729736,,,
26899,86,-0.3130475580692291,,,
26949,86,-0.33590400218963623,,,
26999,86,-0.29328030347824097,,,
27049,86,-0.26851850748062134,,,
27099,86,-0.350786030292511,,,
27143,86,,0.5777000188827515,,
27143,86,,,0.6476112008094788,0.8277999758720398
27149,87,-0.3074282705783844,,,
27199,87,-0.3322155773639679,,,
27249,87,-0.3269341289997101,,,
27299,87,-0.3400189280509949,,,
27349,87,-0.33150267601013184,,,
27399,87,-0.36582809686660767,,,
27449,87,-0.31008613109588623,,,
27455,87,,0.5777000188827515,,
27455,87,,,0.6473106741905212,0.8235999941825867
27499,88,-0.30763179063796997,,,
27549,88,-0.332893431186676,,,
27599,88,-0.3109225630760193,,,
27649,88,-0.3440859019756317,,,
27699,88,-0.35533443093299866,,,
27749,88,-0.35203051567077637,,,
27767,88,,0.5770999789237976,,
27767,88,,,0.6474359035491943,0.8234000205993652
27799,89,-0.33379825949668884,,,
27849,89,-0.39273178577423096,,,
27899,89,-0.3744533061981201,,,
27949,89,-0.3264808654785156,,,
27999,89,-0.2923075258731842,,,
28049,89,-0.32223987579345703,,,
28079,89,,0.5774999856948853,,
28079,89,,,0.648362398147583,0.8274999856948853
28099,90,-0.3077467381954193,,,
28149,90,-0.3421916365623474,,,
28199,90,-0.3785092234611511,,,
28249,90,-0.3521602749824524,,,
28299,90,-0.3200271725654602,,,
28349,90,-0.3124679923057556,,,
28391,90,,0.5791000127792358,,
28391,90,,,0.648512601852417,0.82669997215271
28399,91,-0.33672022819519043,,,
28449,91,-0.30761992931365967,,,
28499,91,-0.32066667079925537,,,
28549,91,-0.3663380742073059,,,
28599,91,-0.37983977794647217,,,
28649,91,-0.3264349400997162,,,
28699,91,-0.30924472212791443,,,
28703,91,,0.5781000256538391,,
28703,91,,,0.6492888331413269,0.8242999911308289
28749,92,-0.3541930913925171,,,
