step,epoch,train_loss,val_loss,val_acc,test_acc
49,0,3.341418981552124,,,
99,0,2.2866923809051514,,,
149,0,2.3129160404205322,,,
199,0,2.279487371444702,,,
249,0,2.202777862548828,,,
299,0,2.2370212078094482,,,
311,0,,2.8141636848449707,0.1704999953508377,
311,0,,,,0.1484375
349,1,2.4758636951446533,,,
399,1,2.3400285243988037,,,
449,1,2.289829730987549,,,
499,1,2.2966411113739014,,,
549,1,2.2946434020996094,,,
599,1,2.0591933727264404,,,
623,1,,2.043321132659912,0.2685000002384186,
623,1,,,,0.28530457615852356
649,2,2.1787805557250977,,,
699,2,1.9810680150985718,,,
749,2,2.1682016849517822,,,
799,2,2.145746946334839,,,
849,2,1.9366514682769775,,,
899,2,2.0668976306915283,,,
935,2,,1.9550261497497559,0.3086000084877014,
935,2,,,,0.3303995132446289
949,3,1.9859955310821533,,,
999,3,2.051346778869629,,,
1049,3,1.9926403760910034,,,
1099,3,2.0655288696289062,,,
1149,3,2.1283762454986572,,,
1199,3,2.1267614364624023,,,
1247,3,,1.7793433666229248,0.3458999991416931,
1247,3,,,,0.3630340099334717
1249,4,2.098090171813965,,,
1299,4,1.7896668910980225,,,
1349,4,2.1365952491760254,,,
1399,4,1.9640651941299438,,,
1449,4,2.0008246898651123,,,
1499,4,1.7336357831954956,,,
1549,4,2.1393589973449707,,,
1559,4,,1.7256040573120117,0.3831999897956848,
1559,4,,,,0.3942840099334717
1599,5,1.939439058303833,,,
1649,5,1.8324973583221436,,,
1699,5,2.0603854656219482,,,
1749,5,1.6878283023834229,,,
1799,5,2.000354528427124,,,
1849,5,2.1011698246002197,,,
1871,5,,1.6549068689346313,0.41190001368522644,
1871,5,,,,0.4234572649002075
1899,6,2.0231761932373047,,,
1949,6,1.9281967878341675,,,
1999,6,2.1797990798950195,,,
2049,6,1.9914695024490356,,,
2099,6,2.0315678119659424,,,
2149,6,2.040806770324707,,,
2183,6,,1.6041698455810547,0.430400013923645,
2183,6,,,,0.4460047483444214
2199,7,1.780035376548767,,,
2249,7,1.81075918674469,,,
2299,7,1.9158625602722168,,,
2349,7,1.5271445512771606,,,
2399,7,2.0061452388763428,,,
2449,7,1.9721099138259888,,,
2495,7,,1.5579748153686523,0.446399986743927,
2495,7,,,,0.46172863245010376
2499,8,1.8531392812728882,,,
2549,8,1.916831374168396,,,
2599,8,2.0274407863616943,,,
2649,8,1.9211416244506836,,,
2699,8,2.0200588703155518,,,
2749,8,1.9818387031555176,,,
2799,8,2.0012035369873047,,,
2807,8,,1.5630842447280884,0.45339998602867126,
2807,8,,,,0.4834849536418915
2849,9,1.804729700088501,,,
2899,9,1.609042763710022,,,
2949,9,2.0456740856170654,,,
2999,9,1.8908790349960327,,,
3049,9,1.7462480068206787,,,
3099,9,1.8427127599716187,,,
3119,9,,1.4719725847244263,0.5037999749183655,
3119,9,,,,0.5257120132446289
3149,10,1.7899174690246582,,,
3199,10,1.926087498664856,,,
3249,10,2.104339122772217,,,
3299,10,1.974615216255188,,,
3349,10,2.001066207885742,,,
3399,10,1.5223965644836426,,,
3431,10,,1.4474059343338013,0.5121999979019165,
3431,10,,,,0.5427215099334717
3449,11,1.869860291481018,,,
3499,11,1.8728841543197632,,,
3549,11,1.9386099576950073,,,
3599,11,1.768702507019043,,,
3649,11,2.0261483192443848,,,
3699,11,1.8827271461486816,,,
3743,11,,1.4425638914108276,0.5271999835968018,
3743,11,,,,0.546281635761261
3749,12,1.7116011381149292,,,
3799,12,1.741948127746582,,,
3849,12,1.6490652561187744,,,
3899,12,1.9992756843566895,,,
3949,12,1.4503530263900757,,,
3999,12,2.0088021755218506,,,
4049,12,1.9440933465957642,,,
4055,12,,1.4728440046310425,0.5232999920845032,
4055,12,,,,0.5541930198669434
4099,13,1.8180238008499146,,,
4149,13,1.6917123794555664,,,
4199,13,1.6101899147033691,,,
4249,13,1.8450648784637451,,,
4299,13,1.916338324546814,,,
4349,13,1.9799250364303589,,,
4367,13,,1.3677639961242676,0.5593000054359436,
4367,13,,,,0.5726858973503113
4399,14,1.785588026046753,,,
4449,14,1.9439903497695923,,,
4499,14,1.501059651374817,,,
4549,14,1.7077054977416992,,,
4599,14,2.0752079486846924,,,
4649,14,2.006890058517456,,,
4679,14,,1.3048381805419922,0.5713000297546387,
4679,14,,,,0.589102029800415
4699,15,1.9322446584701538,,,
4749,15,1.7194764614105225,,,
4799,15,1.8583494424819946,,,
4849,15,1.9132744073867798,,,
4899,15,1.752780795097351,,,
4949,15,1.5670177936553955,,,
4991,15,,1.2876412868499756,0.59579998254776,
4991,15,,,,0.6133307218551636
4999,16,1.4915294647216797,,,
5049,16,1.4827569723129272,,,
5099,16,1.8373059034347534,,,
5149,16,1.718989610671997,,,
5199,16,1.6338872909545898,,,
5249,16,1.5456560850143433,,,
5299,16,1.8782509565353394,,,
5303,16,,1.321799635887146,0.5914999842643738,
5303,16,,,,0.6227254867553711
5349,17,1.8335990905761719,,,
5399,17,1.8407490253448486,,,
5449,17,1.7489206790924072,,,
5499,17,1.8126503229141235,,,
5549,17,1.5355890989303589,,,
5599,17,1.5323995351791382,,,
5615,17,,1.3013051748275757,0.593999981880188,
5615,17,,,,0.6346914768218994
5649,18,1.8692266941070557,,,
5699,18,1.9551169872283936,,,
5749,18,1.5884523391723633,,,
5799,18,1.5930496454238892,,,
5849,18,1.8139146566390991,,,
5899,18,1.249939203262329,,,
5927,18,,1.2289379835128784,0.6162999868392944,
5927,18,,,,0.6579311490058899
5949,19,1.5122034549713135,,,
5999,19,1.7867532968521118,,,
6049,19,1.33260977268219,,,
6099,19,1.8221845626831055,,,
6149,19,1.575775146484375,,,
6199,19,1.5082271099090576,,,
6239,19,,1.252870798110962,0.5996999740600586,
6239,19,,,,0.6459652185440063
6249,20,1.3963888883590698,,,
6299,20,1.4459222555160522,,,
6349,20,1.3872612714767456,,,
6399,20,1.679547667503357,,,
6449,20,1.5151491165161133,,,
6499,20,1.2104181051254272,,,
6549,20,1.594276785850525,,,
6551,20,,1.2165920734405518,0.6144000291824341,
6551,20,,,,0.645272970199585
6599,21,1.5390658378601074,,,
6649,21,1.4088600873947144,,,
6699,21,1.4149824380874634,,,
6749,21,1.4767597913742065,,,
6799,21,1.555191993713379,,,
6849,21,1.699651837348938,,,
6863,21,,1.1950466632843018,0.6215999722480774,
6863,21,,,,0.6701938509941101
6899,22,1.7961821556091309,,,
6949,22,1.5642390251159668,,,
6999,22,1.5259640216827393,,,
7049,22,1.8072302341461182,,,
7099,22,1.791223168373108,,,
7149,22,1.9250445365905762,,,
7175,22,,1.1715847253799438,0.6363000273704529,
7175,22,,,,0.6719738841056824
7199,23,1.710700511932373,,,
7249,23,1.8230968713760376,,,
7299,23,1.3458988666534424,,,
7349,23,1.934741497039795,,,
7399,23,2.011129140853882,,,
7449,23,1.7666305303573608,,,
7487,23,,1.2042717933654785,0.6288999915122986,
7487,23,,,,0.6737539768218994
7499,24,1.5897256135940552,,,
7549,24,1.4644566774368286,,,
7599,24,1.8867660760879517,,,
7649,24,1.4358179569244385,,,
7699,24,1.527584195137024,,,
7749,24,1.9077562093734741,,,
7799,24,1.413405179977417,,,
7799,24,,1.1927030086517334,0.6290000081062317,
7799,24,,,,0.6800830960273743
7849,25,1.9430208206176758,,,
7899,25,1.617676019668579,,,
7949,25,1.8523463010787964,,,
7999,25,1.796242594718933,,,
8049,25,1.4218367338180542,,,
8099,25,1.5468868017196655,,,
8111,25,,1.1272412538528442,0.6439999938011169,
8111,25,,,,0.6793908476829529
8149,26,1.4776387214660645,,,
8199,26,1.168967843055725,,,
8249,26,1.397383451461792,,,
8299,26,1.4773335456848145,,,
8349,26,1.8704402446746826,,,
8399,26,1.5357930660247803,,,
8423,26,,1.1134229898452759,0.6550999879837036,
8423,26,,,,0.6818631291389465
8449,27,1.7526226043701172,,,
8499,27,1.8350975513458252,,,
8549,27,1.4780768156051636,,,
8599,27,1.6825628280639648,,,
8649,27,1.7200756072998047,,,
8699,27,1.3264598846435547,,,
8735,27,,1.1232389211654663,0.6543999910354614,
8735,27,,,,0.6924446225166321
8749,28,1.815576195716858,,,
8799,28,1.4657715559005737,,,
8849,28,1.8760149478912354,,,
8899,28,1.318945050239563,,,
8949,28,1.7721351385116577,,,
8999,28,1.8922947645187378,,,
9047,28,,1.1386154890060425,0.6468999981880188,
9047,28,,,,0.6938291192054749
9049,29,1.8894497156143188,,,
9099,29,1.7376062870025635,,,
9149,29,1.4360430240631104,,,
9199,29,1.807019829750061,,,
9249,29,1.5433512926101685,,,
9299,29,1.3395148515701294,,,
9349,29,1.5252412557601929,,,
9359,29,,1.102541446685791,0.6675999760627747,
9359,29,,,,0.7070807218551636
9399,30,1.6648362874984741,,,
9449,30,1.4641534090042114,,,
9499,30,1.52443265914917,,,
9549,30,1.2250031232833862,,,
9599,30,1.914428949356079,,,
9649,30,1.1747236251831055,,,
9671,30,,1.0815513134002686,0.6762999892234802,
9671,30,,,,0.7054983973503113
9699,31,1.9451265335083008,,,
9749,31,1.8571648597717285,,,
9799,31,1.6688060760498047,,,
9849,31,1.3581832647323608,,,
9899,31,1.693960428237915,,,
9949,31,1.9340736865997314,,,
9983,31,,1.062498688697815,0.6777999997138977,
9983,31,,,,0.7160798907279968
9999,32,1.7210757732391357,,,
10049,32,1.245105266571045,,,
10099,32,1.7787199020385742,,,
10149,32,1.884535551071167,,,
10199,32,1.267615795135498,,,
10249,32,1.6909984350204468,,,
10295,32,,1.0705453157424927,0.6804999709129333,
10295,32,,,,0.7230023741722107
10299,33,1.1862238645553589,,,
10349,33,1.4610966444015503,,,
10399,33,1.1740299463272095,,,
10449,33,1.1701618432998657,,,
10499,33,1.7313239574432373,,,
10549,33,1.3237671852111816,,,
10599,33,1.6871157884597778,,,
10607,33,,1.0872552394866943,0.6646999716758728,
10607,33,,,,0.7212222814559937
10649,34,1.7523177862167358,,,
10699,34,1.1960474252700806,,,
10749,34,1.46085524559021,,,
10799,34,1.205416202545166,,,
10849,34,1.471594214439392,,,
10899,34,1.9111359119415283,,,
10919,34,,1.0600056648254395,0.6830000281333923,
10919,34,,,,0.7188488841056824
10949,35,1.3226791620254517,,,
10999,35,1.7507141828536987,,,
11049,35,1.7389758825302124,,,
11099,35,1.7779735326766968,,,
11149,35,1.6839828491210938,,,
11199,35,1.6551861763000488,,,
11231,35,,1.0288808345794678,0.6891999840736389,
11231,35,,,,0.728342592716217
11249,36,1.567624568939209,,,
11299,36,1.385692834854126,,,
11349,36,1.2526535987854004,,,
11399,36,1.8740712404251099,,,
11449,36,1.7802062034606934,,,
11499,36,1.7465202808380127,,,
11543,36,,1.0442442893981934,0.7003999948501587,
11543,36,,,,0.7363528609275818
11549,37,1.9286190271377563,,,
11599,37,1.5323890447616577,,,
11649,37,1.55131995677948,,,
11699,37,1.0364103317260742,,,
11749,37,1.2026922702789307,,,
11799,37,0.9565476179122925,,,
11849,37,1.5882558822631836,,,
11855,37,,1.0600279569625854,0.7031000256538391,
11855,37,,,,0.7346716523170471
11899,38,1.7611206769943237,,,
11949,38,1.786325454711914,,,
11999,38,1.983459234237671,,,
12049,38,1.375996708869934,,,
12099,38,1.4094796180725098,,,
12149,38,1.898750901222229,,,
12167,38,,1.0397347211837769,0.6877999901771545,
12167,38,,,,0.7346716523170471
12199,39,1.6263303756713867,,,
12249,39,1.8675981760025024,,,
12299,39,1.2540185451507568,,,
12349,39,1.1598373651504517,,,
12399,39,1.5781028270721436,,,
12449,39,1.5235832929611206,,,
12479,39,,1.0083990097045898,0.7001000046730042,
12479,39,,,,0.7292326092720032
12499,40,1.4800173044204712,,,
12549,40,1.6203910112380981,,,
12599,40,1.1087228059768677,,,
12649,40,1.9249567985534668,,,
12699,40,1.7664035558700562,,,
12749,40,1.6135168075561523,,,
