train_loss2,step,train_loss1,epoch,train_acc1,test_acc,train_acc2
0.0041076624765992165,2549,0.004091564565896988,6,,,
0.004191776271909475,2599,0.004806692712008953,6,,,
0.003113666782155633,2649,0.0033261484932154417,6,,,
0.0035871854051947594,2699,0.003821877297013998,6,,,
,2729,,6,0.6787660121917725,0.7491000294685364,0.6768028736114502
0.00525294104591012,2749,0.00513965729624033,7,,,
0.0032537339720875025,2799,0.0034821995068341494,7,,,
0.004471897147595882,2849,0.00449608126655221,7,,,
0.0040505873039364815,2899,0.003998273983597755,7,,,
0.004871288780122995,2949,0.00458186212927103,7,,,
0.003695751540362835,2999,0.003945484291762114,7,,,
0.00506312120705843,3049,0.004743630066514015,7,,,
0.003902013413608074,3099,0.003392608370631933,7,,,
,3119,,7,0.6920272707939148,0.7656999826431274,0.6901642680168152
0.004426309373229742,3149,0.0038891974836587906,8,,,
0.003139449981972575,3199,0.003297551302239299,8,,,
0.003547490108758211,3249,0.0035983887501060963,8,,,
0.003317097667604685,3299,0.004131879657506943,8,,,
0.0035120740067213774,3349,0.003639335511252284,8,,,
0.003984382376074791,3399,0.0043259565718472,8,,,
0.003628490725532174,3449,0.004030546173453331,8,,,
0.002409921493381262,3499,0.002322035375982523,8,,,
,3509,,8,0.7034655213356018,0.8021000027656555,0.7009214758872986
0.0028034041170030832,3549,0.0033995909616351128,9,,,
0.004032917786389589,3599,0.004185986239463091,9,,,
0.0027178970631211996,3649,0.0021654616575688124,9,,,
0.0023453603498637676,3699,0.0023233022075146437,9,,,
0.004188531544059515,3749,0.005213945172727108,9,,,
0.003999258391559124,3799,0.0044715264812111855,9,,,
0.0018286864506080747,3849,0.0016083108494058251,9,,,
0.0024261188227683306,3899,0.0024851395282894373,9,,,
,3899,,9,0.7099158763885498,0.8059999942779541,0.7083132863044739
0.004043379332870245,3949,0.0038865464739501476,10,,,
0.005086041055619717,3999,0.00466375844553113,10,,,
0.004885612986981869,4049,0.004374668002128601,10,,,
0.004156677518039942,4099,0.004712236579507589,10,,,
0.0026157181710004807,4149,0.003129995195195079,10,,,
0.003967470955103636,4199,0.002618261845782399,10,,,
0.0020510994363576174,4249,0.002039872109889984,10,,,
,4289,,10,0.7205528616905212,0.803600013256073,0.7169871926307678
0.001975118648260832,4299,0.0017094309441745281,11,,,
0.0018419746775180101,4349,0.001963717630133033,11,,,
0.0024767264258116484,4399,0.0024765769485384226,11,,,
0.002944946987554431,4449,0.004310877062380314,11,,,
0.004280922468751669,4499,0.0027984422631561756,11,,,
0.00409448379650712,4549,0.0034582566004246473,11,,,
0.0035639251582324505,4599,0.003835645504295826,11,,,
0.0025518157053738832,4649,0.002156915608793497,11,,,
,4679,,11,0.7276241779327393,0.8223000168800354,0.7254807949066162
0.0025063243228942156,4699,0.00264334911480546,12,,,
0.0016515855677425861,4749,0.00249629863537848,12,,,
0.0033306414261460304,4799,0.003163187066093087,12,,,
0.0027599402237683535,4849,0.0026477212086319923,12,,,
0.002328369300812483,4899,0.002070487244054675,12,,,
0.003697476349771023,4949,0.0035122681874781847,12,,,
0.002940929727628827,4999,0.0029239957220852375,12,,,
0.004429646302014589,5049,0.0037962424103170633,12,,,
,5069,,12,0.7332531809806824,0.8436999917030334,0.7324318885803223
0.0012708613649010658,5099,0.001176911173388362,13,,,
0.003043369622901082,5149,0.003824500134214759,13,,,
0.004016318824142218,5199,0.003987434785813093,13,,,
0.0035597244277596474,5249,0.002905699424445629,13,,,
0.0023329565301537514,5299,0.002517661778256297,13,,,
0.00470590777695179,5349,0.00456285709515214,13,,,
0.0008859690860845149,5399,0.0011054847855120897,13,,,
0.0025816403795033693,5449,0.002128939377143979,13,,,
,5459,,13,0.738862156867981,0.8252000212669373,0.7343549728393555
0.00296111055649817,5499,0.0027407442685216665,14,,,
0.0010956197511404753,5549,0.0014511222252622247,14,,,
0.001974014565348625,5599,0.0021278683561831713,14,,,
0.0011228903895244002,5649,0.001072628772817552,14,,,
0.0017674723640084267,5699,0.0016449573449790478,14,,,
0.003109837183728814,5749,0.003720056964084506,14,,,
0.002698904601857066,5799,0.002646238077431917,14,,,
0.0045683314092457294,5849,0.003099597990512848,14,,,
,5849,,14,0.7415865659713745,0.8396000266075134,0.7404847741127014
0.0010056940373033285,5899,0.0010270554339513183,15,,,
0.005909100640565157,5949,0.004970969166606665,15,,,
0.0011984810698777437,5999,0.0015194923616945744,15,,,
0.0019169952720403671,6049,0.0022469128016382456,15,,,
0.003354658605530858,6099,0.0033796709030866623,15,,,
0.002315653022378683,6149,0.0017991001950576901,15,,,
0.0018935102270916104,6199,0.0017819182248786092,15,,,
,6239,,15,0.7480769157409668,0.8428999781608582,0.7472556233406067
0.0012952088145539165,6249,0.001738587161526084,16,,,
0.0015155122382566333,6299,0.0019033256685361266,16,,,
0.002629881724715233,6349,0.0024726728443056345,16,,,
0.003020275617018342,6399,0.002824100200086832,16,,,
0.002802426228299737,6449,0.003119128057733178,16,,,
0.0011543198488652706,6499,0.0013086500111967325,16,,,
0.0020276536233723164,6549,0.0024710623547434807,16,,,
0.0009835726814344525,6599,0.001274120295420289,16,,,
,6629,,16,0.7537059187889099,0.8432999849319458,0.7505007982254028
0.0025586287956684828,6649,0.0019223205745220184,17,,,
0.0013553727185353637,6699,0.0015828777104616165,17,,,
0.002222837880253792,6749,0.002060433616861701,17,,,
0.0033152473624795675,6799,0.002710036002099514,17,,,
0.002651630202308297,6849,0.0025303151924163103,17,,,
0.0016455010045319796,6899,0.0012753752525895834,17,,,
0.0034484320785850286,6949,0.002969635184854269,17,,,
0.0030735554173588753,6999,0.0032617112156003714,17,,,
,7019,,17,0.756169855594635,0.8582000136375427,0.7552083134651184
0.0015483491588383913,7049,0.0015524839982390404,18,,,
0.0012613830622285604,7099,0.0012816897360607982,18,,,
0.002462095580995083,7149,0.0015926824416965246,18,,,
0.0030578922014683485,7199,0.004836871288716793,18,,,
0.0017364606028422713,7249,0.0020689035300165415,18,,,
0.0026220513973385096,7299,0.0035454120952636003,18,,,
0.0010265314485877752,7349,0.0012374004581943154,18,,,
0.0014957526000216603,7399,0.0016640537651255727,18,,,
,7409,,18,0.7582331895828247,0.8544999957084656,0.7596554756164551
0.0013883047504350543,7449,0.002017006743699312,19,,,
0.002259497530758381,7499,0.0024916185066103935,19,,,
0.001904000760987401,7549,0.0017916152719408274,19,,,
0.0008688660454936326,7599,0.0013291604118421674,19,,,
0.0007290022913366556,7649,0.0009499680018052459,19,,,
0.0008987722103483975,7699,0.0010959168430417776,19,,,
0.0017423067474737763,7749,0.0025069627445191145,19,,,
0.0017752503044903278,7799,0.0015690707368776202,19,,,
,7799,,19,0.7633213400840759,0.8414999842643738,0.7620592713356018
0.05657677352428436,7849,0.05574505776166916,20,,,
0.05919872224330902,7899,0.06387341022491455,20,,,
0.07433313131332397,7949,0.0793272852897644,20,,,
0.0677947849035263,7999,0.06943383812904358,20,,,
0.07628316432237625,8049,0.07467903941869736,20,,,
0.06799384206533432,8099,0.06749361008405685,20,,,
0.09609933197498322,8149,0.10384926199913025,20,,,
,8189,,20,0.6328125,0.767799973487854,0.6328325271606445
0.0796060562133789,8199,0.08196187019348145,21,,,
0.07967822998762131,8249,0.08657044172286987,21,,,
0.07938416302204132,8299,0.07482829689979553,21,,,
0.08527059108018875,8349,0.09332352876663208,21,,,
0.09088139981031418,8399,0.10105741024017334,21,,,
0.1474800407886505,8449,0.12253765761852264,21,,,
0.13323967158794403,8499,0.12811551988124847,21,,,
0.09038905799388885,8549,0.09095753729343414,21,,,
,8579,,21,0.6847155690193176,0.7893000245094299,0.6887620091438293
0.09016678482294083,8599,0.09197575598955154,22,,,
0.1065390333533287,8649,0.11104343086481094,22,,,
0.12219703197479248,8699,0.11904174834489822,22,,,
0.10340230911970139,8749,0.10322641581296921,22,,,
0.1472751945257187,8799,0.12408629059791565,22,,,
0.14490669965744019,8849,0.1456267088651657,22,,,
0.10309853404760361,8899,0.0981139987707138,22,,,
0.13358265161514282,8949,0.12517641484737396,22,,,
,8969,,22,0.7058693766593933,0.7978000044822693,0.6995192170143127
0.14700253307819366,8999,0.1569238305091858,23,,,
0.11442407965660095,9049,0.0998023971915245,23,,,
0.1196858286857605,9099,0.12938660383224487,23,,,
0.12807683646678925,9149,0.12569549679756165,23,,,
0.1846853494644165,9199,0.1728798747062683,23,,,
0.2340332716703415,9249,0.2132619172334671,23,,,
0.22679443657398224,9299,0.21770429611206055,23,,,
0.13005071878433228,9349,0.12848642468452454,23,,,
,9359,,23,0.7134615182876587,0.7856000065803528,0.7140224575996399
0.0923023372888565,9399,0.09274685382843018,24,,,
0.2331487387418747,9449,0.26314809918403625,24,,,
0.16188602149486542,9499,0.16245709359645844,24,,,
0.15303821861743927,9549,0.14122222363948822,24,,,
0.12650766968727112,9599,0.1287425011396408,24,,,
0.1167517751455307,9649,0.10856345295906067,24,,,
0.11252302676439285,9699,0.10538974404335022,24,,,
0.11612000316381454,9749,0.1265193074941635,24,,,
,9749,,24,0.7200120091438293,0.8116000294685364,0.7184695601463318
0.1434335708618164,9799,0.14360375702381134,25,,,
0.20609277486801147,9849,0.18735641241073608,25,,,
0.11515137553215027,9899,0.12181133776903152,25,,,
0.12526682019233704,9949,0.13298821449279785,25,,,
0.12908001244068146,9999,0.12616144120693207,25,,,
0.12829716503620148,10049,0.12906406819820404,25,,,
0.1569366604089737,10099,0.1675012707710266,25,,,
,10139,,25,0.7248397469520569,0.8306999802589417,0.7286859154701233
0.14661069214344025,10149,0.1447283923625946,26,,,
0.1409521847963333,10199,0.13001000881195068,26,,,
0.17314818501472473,10249,0.17287741601467133,26,,,
0.18099632859230042,10299,0.16450731456279755,26,,,
0.14774011075496674,10349,0.14412789046764374,26,,,
0.12141327559947968,10399,0.11678499728441238,26,,,
0.16677656769752502,10449,0.16805154085159302,26,,,
0.12816369533538818,10499,0.14064998924732208,26,,,
,10529,,26,0.7309695482254028,0.8396999835968018,0.7285456657409668
0.18673032522201538,10549,0.17195086181163788,27,,,
0.16068871319293976,10599,0.18025195598602295,27,,,
0.20845401287078857,10649,0.19943349063396454,27,,,
0.1322232335805893,10699,0.12416068464517593,27,,,
0.18476024270057678,10749,0.180048868060112,27,,,
0.16481773555278778,10799,0.172478586435318,27,,,
0.22301840782165527,10849,0.18818874657154083,27,,,
0.17797474563121796,10899,0.1999170035123825,27,,,
,10919,,27,0.7375801205635071,0.8137000203132629,0.7323517799377441
0.2687455415725708,10949,0.22706133127212524,28,,,
0.16446511447429657,10999,0.16583217680454254,28,,,
0.16687516868114471,11049,0.1762884557247162,28,,,
0.13303647935390472,11099,0.1402544230222702,28,,,
0.17796723544597626,11149,0.20008964836597443,28,,,
0.19677840173244476,11199,0.2018793672323227,28,,,
0.13850271701812744,11249,0.14272670447826385,28,,,
0.18123960494995117,11299,0.16547271609306335,28,,,
,11309,,28,0.7372596263885498,0.8384000062942505,0.7386217713356018
0.10948975384235382,11349,0.10799197107553482,29,,,
0.17689132690429688,11399,0.15847134590148926,29,,,
0.12857742607593536,11449,0.1420484185218811,29,,,
0.16949783265590668,11499,0.18937844038009644,29,,,
0.5529732704162598,11549,0.4481697976589203,29,,,
0.13763867318630219,11599,0.13790492713451385,29,,,
0.1418161690235138,11649,0.13196961581707,29,,,
0.18314936757087708,11699,0.1759633868932724,29,,,
,11699,,29,0.736638605594635,0.8327999711036682,0.7373597621917725
0.15635773539543152,11749,0.17499122023582458,30,,,
0.16689932346343994,11799,0.17214873433113098,30,,,
0.10619157552719116,11849,0.10363328456878662,30,,,
0.36763954162597656,11899,0.2862441837787628,30,,,
0.18289124965667725,11949,0.1983048915863037,30,,,
0.13204962015151978,11999,0.12755997478961945,30,,,
0.16650140285491943,12049,0.17184656858444214,30,,,
,12089,,30,0.7448117136955261,0.8068000078201294,0.7441506385803223
0.1361844539642334,12099,0.1371978223323822,31,,,
0.17861799895763397,12149,0.18576359748840332,31,,,
0.11215868592262268,12199,0.12209928035736084,31,,,
0.10739313066005707,12249,0.10700926184654236,31,,,
0.21762223541736603,12299,0.2336924821138382,31,,,
0.3514661490917206,12349,0.3357355296611786,31,,,
0.13274531066417694,12399,0.14545077085494995,31,,,
0.14246530830860138,12449,0.12951670587062836,31,,,
,12479,,31,0.7446714639663696,0.8452000021934509,0.7456530332565308
0.19254370033740997,12499,0.19446910917758942,32,,,
0.18209218978881836,12549,0.23569810390472412,32,,,
0.21729786694049835,12599,0.23429985344409943,32,,,
0.19376841187477112,12649,0.20662157237529755,32,,,
0.13259871304035187,12699,0.12030225247144699,32,,,
0.14909277856349945,12749,0.14561575651168823,32,,,
0.15418264269828796,12799,0.19193091988563538,32,,,
0.1678159534931183,12849,0.17131708562374115,32,,,
,12869,,32,0.7496795058250427,0.8442000150680542,0.7507211565971375
0.19146040081977844,12899,0.18694981932640076,33,,,
0.2363872081041336,12949,0.21187449991703033,33,,,
0.15186090767383575,12999,0.15873055160045624,33,,,
0.13500447571277618,13049,0.14757570624351501,33,,,
0.21431991457939148,13099,0.231099471449852,33,,,
0.12641887366771698,13149,0.14174991846084595,33,,,
0.13368481397628784,13199,0.129866361618042,33,,,
0.1724405139684677,13249,0.18001781404018402,33,,,
,13259,,33,0.7497395873069763,0.8585000038146973,0.7480969429016113
0.1695086807012558,13299,0.17640040814876556,34,,,
0.1645633429288864,13349,0.17535042762756348,34,,,
0.14329665899276733,13399,0.14075914025306702,34,,,
0.19281376898288727,13449,0.18569445610046387,34,,,
0.25582438707351685,13499,0.2400863766670227,34,,,
0.10382606834173203,13549,0.10456538945436478,34,,,
0.2697875201702118,13599,0.21604213118553162,34,,,
0.18079030513763428,13649,0.17611312866210938,34,,,
,13649,,34,0.7488781809806824,0.85589998960495,0.7510616779327393
0.17739158868789673,13699,0.16674509644508362,35,,,
0.16041624546051025,13749,0.1699657440185547,35,,,
0.23829041421413422,13799,0.1910797655582428,35,,,
0.3168545961380005,13849,0.29776808619499207,35,,,
0.26939499378204346,13899,0.2173183709383011,35,,,
0.15917697548866272,13949,0.1590857356786728,35,,,
0.1664387285709381,13999,0.16325220465660095,35,,,
,14039,,35,0.754767656326294,0.8682000041007996,0.7532451748847961
0.26147162914276123,14049,0.24888983368873596,36,,,
0.22858503460884094,14099,0.2561396658420563,36,,,
0.18283037841320038,14149,0.1658211052417755,36,,,
0.1409275382757187,14199,0.14422737061977386,36,,,
0.14233183860778809,14249,0.16721127927303314,36,,,
0.10049865394830704,14299,0.09124447405338287,36,,,
0.16308943927288055,14349,0.16699865460395813,36,,,
0.18770480155944824,14399,0.18050546944141388,36,,,
,14429,,36,0.7565104365348816,0.8511999845504761,0.7487379908561707
0.18034760653972626,14449,0.17096063494682312,37,,,
0.18259309232234955,14499,0.17530952394008636,37,,,
0.2251429557800293,14549,0.16609767079353333,37,,,
0.29435762763023376,14599,0.2814691960811615,37,,,
0.41415101289749146,14649,0.40596339106559753,37,,,
0.13617482781410217,14699,0.12925130128860474,37,,,
0.246714249253273,14749,0.24555133283138275,37,,,
0.17187407612800598,14799,0.17248985171318054,37,,,
,14819,,37,0.7590945363044739,0.8360000252723694,0.7562099099159241
0.1581868976354599,14849,0.13911330699920654,38,,,
0.1693459153175354,14899,0.1664344072341919,38,,,
0.3029225766658783,14949,0.306735098361969,38,,,
0.21820378303527832,14999,0.2746014893054962,38,,,
0.12327100336551666,15049,0.12714682519435883,38,,,
0.16271768510341644,15099,0.19554118812084198,38,,,
0.23592731356620789,15149,0.242909237742424,38,,,
0.25243934988975525,15199,0.26874497532844543,38,,,
,15209,,38,0.7587339878082275,0.8629999756813049,0.7587339878082275
0.7296479940414429,15249,0.6052173376083374,39,,,
0.28493353724479675,15299,0.3040327727794647,39,,,
0.24516598880290985,15349,0.2285117655992508,39,,,
0.17208229005336761,15399,0.1444617360830307,39,,,
0.17217928171157837,15449,0.17455166578292847,39,,,
0.22939307987689972,15499,0.21041707694530487,39,,,
0.15751302242279053,15549,0.16104355454444885,39,,,
0.18086831271648407,15599,0.15854020416736603,39,,,
,15599,,39,0.7581329941749573,0.8680999875068665,0.748317301273346
0.15727049112319946,15649,0.14224295318126678,40,,,
0.15381033718585968,15699,0.1745549738407135,40,,,
0.17608554661273956,15749,0.17987139523029327,40,,,
0.21916966140270233,15799,0.19170252978801727,40,,,
0.24383445084095,15849,0.2593894600868225,40,,,
0.21008725464344025,15899,0.23649992048740387,40,,,
0.16256411373615265,15949,0.1595209836959839,40,,,
,15989,,40,0.7576722502708435,0.8501999974250793,0.7587540149688721
0.19257959723472595,15999,0.19482199847698212,41,,,
0.21622446179389954,16049,0.23317654430866241,41,,,
0.2763432562351227,16099,0.22758984565734863,41,,,
0.21817424893379211,16149,0.20044732093811035,41,,,
0.31061258912086487,16199,0.3802369236946106,41,,,
0.20565065741539001,16249,0.17159883677959442,41,,,
0.270806223154068,16299,0.2555032968521118,41,,,
0.25123631954193115,16349,0.2349196970462799,41,,,
,16379,,41,0.7618389129638672,0.8633999824523926,0.7612179517745972
0.49200451374053955,16399,0.5446520447731018,42,,,
0.1657983958721161,16449,0.17284630239009857,42,,,
0.31142014265060425,16499,0.30533280968666077,42,,,
0.16972151398658752,16549,0.18845140933990479,42,,,
0.12894311547279358,16599,0.14515157043933868,42,,,
0.18001507222652435,16649,0.17857706546783447,42,,,
0.10793155431747437,16699,0.10472511500120163,42,,,
0.17691248655319214,16749,0.1569804847240448,42,,,
,16769,,42,0.7630809545516968,0.8726999759674072,0.756951093673706
0.12867261469364166,16799,0.13472913205623627,43,,,
0.2543061077594757,16849,0.24395957589149475,43,,,
0.1261374056339264,16899,0.12492374330759048,43,,,
0.5621112585067749,16949,0.4476274251937866,43,,,
0.1823359876871109,16999,0.19024285674095154,43,,,
0.17220991849899292,17049,0.16510406136512756,43,,,
0.23143991827964783,17099,0.270753413438797,43,,,
0.27594810724258423,17149,0.2615472376346588,43,,,
,17159,,43,0.7691907286643982,0.8673999905586243,0.7642027139663696
0.1352640986442566,17199,0.1332523077726364,44,,,
0.17196425795555115,17249,0.1786797195672989,44,,,
0.17011593282222748,17299,0.17473533749580383,44,,,
0.23084434866905212,17349,0.27629539370536804,44,,,
0.16530147194862366,17399,0.15489043295383453,44,,,
0.16579748690128326,17449,0.17321649193763733,44,,,
0.2061774730682373,17499,0.1925297975540161,44,,,
0.1359773725271225,17549,0.14756527543067932,44,,,
,17549,,44,0.7650641202926636,0.8583999872207642,0.7661257982254028
0.3003867566585541,17599,0.26539668440818787,45,,,
0.3042764663696289,17649,0.3889457881450653,45,,,
0.210349902510643,17699,0.1981401890516281,45,,,
0.16564850509166718,17749,0.13840670883655548,45,,,
0.22916871309280396,17799,0.24978221952915192,45,,,
0.29607364535331726,17849,0.2851203680038452,45,,,
0.1798027753829956,17899,0.15569254755973816,45,,,
,17939,,45,0.7684695720672607,0.8708000183105469,0.7694110870361328
0.2460867017507553,17949,0.2664870619773865,46,,,
0.28864964842796326,17999,0.35882455110549927,46,,,
0.18947792053222656,18049,0.2020222246646881,46,,,
0.21372878551483154,18099,0.19936621189117432,46,,,
0.2445095181465149,18149,0.24969254434108734,46,,,
0.21773701906204224,18199,0.21713508665561676,46,,,
0.23804065585136414,18249,0.234292671084404,46,,,
0.22712188959121704,18299,0.2104158252477646,46,,,
,18329,,46,0.7692508101463318,0.8647000193595886,0.7687099575996399
0.22970958054065704,18349,0.22075077891349792,47,,,
0.2513181269168854,18399,0.24643641710281372,47,,,
0.20310039818286896,18449,0.22171428799629211,47,,,
0.1334424912929535,18499,0.14517779648303986,47,,,
0.16364461183547974,18549,0.19055476784706116,47,,,
0.549727737903595,18599,0.44764018058776855,47,,,
0.18212130665779114,18649,0.19843347370624542,47,,,
0.24804235994815826,18699,0.2615940272808075,47,,,
,18719,,47,0.7690705060958862,0.8626999855041504,0.7707532048225403
0.22080782055854797,18749,0.1870775669813156,48,,,
0.28061604499816895,18799,0.3010364770889282,48,,,
0.16583037376403809,18849,0.16132280230522156,48,,,
0.3646266460418701,18899,0.3155360817909241,48,,,
0.20963448286056519,18949,0.2313736230134964,48,,,
0.16115084290504456,18999,0.13795432448387146,48,,,
0.25119882822036743,19049,0.24763551354408264,48,,,
0.17914000153541565,19099,0.1787576675415039,48,,,
,19109,,48,0.7698317170143127,0.8694000244140625,0.7699319124221802
0.22561877965927124,19149,0.2476820945739746,49,,,
0.17014124989509583,19199,0.18049131333827972,49,,,
0.18371614813804626,19249,0.17779815196990967,49,,,
0.151060089468956,19299,0.14884798228740692,49,,,
0.1561780869960785,19349,0.1668643057346344,49,,,
0.22248761355876923,19399,0.21942178905010223,49,,,
0.18308494985103607,19449,0.21364550292491913,49,,,
0.1949436515569687,19499,0.2050178498029709,49,,,
,19499,,49,0.7738381624221802,0.8652999997138977,0.7708733677864075
0.1996995359659195,19549,0.18863290548324585,50,,,
0.23384839296340942,19599,0.2525218725204468,50,,,
0.20168757438659668,19649,0.2102266550064087,50,,,
0.12564478814601898,19699,0.12649403512477875,50,,,
0.15774857997894287,19749,0.15259502828121185,50,,,
0.1907147467136383,19799,0.19387531280517578,50,,,
0.17711159586906433,19849,0.17379723489284515,50,,,
,19889,,50,0.7710937261581421,0.8416000008583069,0.7702924609184265
0.27350911498069763,19899,0.24172328412532806,51,,,
0.21711158752441406,19949,0.20546691119670868,51,,,
0.40920954942703247,19999,0.41736575961112976,51,,,
0.2378312200307846,20049,0.2305823713541031,51,,,
0.21488483250141144,20099,0.22079910337924957,51,,,
0.2923969328403473,20149,0.2933999300003052,51,,,
0.19551943242549896,20199,0.2101246416568756,51,,,
0.2649880051612854,20249,0.23252564668655396,51,,,
,20279,,51,0.7721754908561707,0.8574000000953674,0.7704927921295166
0.2104279100894928,20299,0.19423332810401917,52,,,
0.16892719268798828,20349,0.17035214602947235,52,,,
0.291096568107605,20399,0.2674153745174408,52,,,
0.23539277911186218,20449,0.22366543114185333,52,,,
0.35519468784332275,20499,0.3035505712032318,52,,,
0.2520831227302551,20549,0.23747293651103973,52,,,
0.15509776771068573,20599,0.1830589771270752,52,,,
0.17725074291229248,20649,0.15561434626579285,52,,,
,20669,,52,0.7751602530479431,0.8568000197410583,0.7745993733406067
0.2012747973203659,20699,0.169404074549675,53,,,
0.3010064959526062,20749,0.287945419549942,53,,,
0.2114490121603012,20799,0.18534782528877258,53,,,
0.14737766981124878,20849,0.14078441262245178,53,,,
0.16419140994548798,20899,0.15397246181964874,53,,,
0.25793662667274475,20949,0.26644840836524963,53,,,
0.11508157849311829,20999,0.13685040175914764,53,,,
0.15880990028381348,21049,0.17261682450771332,53,,,
,21059,,53,0.7693309187889099,0.8439000248908997,0.7722355723381042
0.09216921776533127,21099,0.11428963392972946,54,,,
0.4972662329673767,21149,0.5089962482452393,54,,,
0.1673164814710617,21199,0.18253189325332642,54,,,
0.3105906546115875,21249,0.34195947647094727,54,,,
0.2317686378955841,21299,0.21366651356220245,54,,,
0.19131888449192047,21349,0.224045991897583,54,,,
0.557741641998291,21399,0.5060399770736694,54,,,
0.3730805814266205,21449,0.32010021805763245,54,,,
,21449,,54,0.7668269276618958,0.8675000071525574,0.7743589878082275
0.2413121461868286,21499,0.27414995431900024,55,,,
0.2031075805425644,21549,0.19626043736934662,55,,,
0.22647333145141602,21599,0.23146793246269226,55,,,
0.3078576624393463,21649,0.27835020422935486,55,,,
0.34264442324638367,21699,0.3522208631038666,55,,,
0.37555840611457825,21749,0.4538685977458954,55,,,
0.16676941514015198,21799,0.15322519838809967,55,,,
,21839,,55,0.7779446840286255,0.8604000210762024,0.7772035002708435
0.16516031324863434,21849,0.1701507270336151,56,,,
0.5268781185150146,21899,0.5324587821960449,56,,,
0.23379039764404297,21949,0.21446074545383453,56,,,
0.1958918273448944,21999,0.22479286789894104,56,,,
0.10611160844564438,22049,0.09806432574987411,56,,,
0.1953158676624298,22099,0.16930541396141052,56,,,
0.22362454235553741,22149,0.22999678552150726,56,,,
0.2885207533836365,22199,0.29189157485961914,56,,,
,22229,,56,0.7604967951774597,0.8758999705314636,0.7547275424003601
0.17627225816249847,22249,0.16811595857143402,57,,,
0.2895103096961975,22299,0.25938647985458374,57,,,
0.155887171626091,22349,0.15815836191177368,57,,,
0.23144686222076416,22399,0.2536476254463196,57,,,
0.22951072454452515,22449,0.253284215927124,57,,,
0.2129320502281189,22499,0.2380460947751999,57,,,
0.2934471368789673,22549,0.29685521125793457,57,,,
0.16155044734477997,22599,0.1866133213043213,57,,,
,22619,,57,0.7801081538200378,0.8684999942779541,0.776762843132019
0.15243031084537506,22649,0.16609439253807068,58,,,
0.1701090782880783,22699,0.1850258857011795,58,,,
0.22969754040241241,22749,0.27445289492607117,58,,,
0.27370697259902954,22799,0.2404184341430664,58,,,
0.15504153072834015,22849,0.15089598298072815,58,,,
