epoch,step,train_loss,val_acc,val_loss,train_acc,test_acc,mix_match_loss
0,49,2.10636043548584,,,,,
0,99,1.88752019405365,,,,,
0,149,1.7641438245773315,,,,,
0,199,1.8466695547103882,,,,,
0,249,1.7425295114517212,,,,,
0,299,1.7840893268585205,,,,,
0,311,,0.4366999864578247,1.5828406810760498,,,
0,311,,,,0.3207131326198578,0.47099998593330383,
1,349,1.53399658203125,,,,,
1,399,1.594481110572815,,,,,
1,449,1.6631611585617065,,,,,
1,499,1.4898314476013184,,,,,
1,549,1.4713244438171387,,,,,
1,599,1.3524221181869507,,,,,
1,623,,0.5073999762535095,1.4483920335769653,,,
1,623,,,,0.4545021951198578,0.5541999936103821,
2,649,1.4570410251617432,,,,,
2,699,1.4872429370880127,,,,,
2,749,1.541337251663208,,,,,
2,799,1.3366502523422241,,,,,
2,849,1.2720947265625,,,,,
2,899,1.345083236694336,,,,,
2,935,,0.5458999872207642,1.393607258796692,,,
2,935,,,,0.5308493375778198,0.6018999814987183,
3,949,1.4628742933273315,,,,,
3,999,1.4578440189361572,,,,,
3,1049,1.2797809839248657,,,,,
3,1099,1.1486282348632812,,,,,
3,1149,1.3304539918899536,,,,,
3,1199,1.236984372138977,,,,,
3,1247,,0.6274999976158142,1.1917539834976196,,,
3,1247,,,,0.5833333134651184,0.7073000073432922,
4,1249,1.2584716081619263,,,,,
4,1299,1.3116763830184937,,,,,
4,1349,1.0681780576705933,,,,,
4,1399,1.047569990158081,,,,,
4,1449,1.1187002658843994,,,,,
4,1499,1.1725168228149414,,,,,
4,1549,1.0413601398468018,,,,,
4,1559,,0.6215999722480774,1.218325138092041,,,
4,1559,,,,0.6256510615348816,0.6976000070571899,
5,1599,1.1578984260559082,,,,,
5,1649,1.2310394048690796,,,,,
5,1699,1.1273839473724365,,,,,
5,1749,1.1568087339401245,,,,,
5,1799,1.0968676805496216,,,,,
5,1849,1.0710958242416382,,,,,
5,1871,,0.6308000087738037,1.1883786916732788,,,
5,1871,,,,0.6506660580635071,0.7113999724388123,
6,1899,1.0086394548416138,,,,,
6,1949,1.005089521408081,,,,,
6,1999,1.1203691959381104,,,,,
6,2049,1.1548316478729248,,,,,
6,2099,1.3664839267730713,,,,,
6,2149,0.9971673488616943,,,,,
6,2183,,0.6406999826431274,1.175114393234253,,,
6,2183,,,,0.6695963740348816,0.7186999917030334,
7,2199,1.0721124410629272,,,,,
7,2249,1.0158541202545166,,,,,
7,2299,1.0695271492004395,,,,,
7,2349,1.0752367973327637,,,,,
7,2399,1.3265773057937622,,,,,
7,2449,1.1565250158309937,,,,,
7,2495,,0.6428999900817871,1.3396506309509277,,,
7,2495,,,,0.6838191151618958,0.7179999947547913,
8,2499,1.1116514205932617,,,,,
8,2549,0.9487224817276001,,,,,
8,2599,0.8537583351135254,,,,,
8,2649,1.1116617918014526,,,,,
8,2699,1.0075774192810059,,,,,
8,2749,1.0728304386138916,,,,,
8,2799,1.0022423267364502,,,,,
8,2807,,0.6852999925613403,1.0723793506622314,,,
8,2807,,,,0.6956630349159241,0.7710000276565552,
9,2849,1.0238105058670044,,,,,
9,2899,0.9085786938667297,,,,,
9,2949,1.1812947988510132,,,,,
9,2999,1.021345853805542,,,,,
9,3049,1.0355337858200073,,,,,
9,3099,0.9918425679206848,,,,,
9,3119,,0.6772000193595886,1.1170271635055542,,,
9,3119,,,,0.7044520974159241,0.7598999738693237,
10,3149,0.8419142961502075,,,,,
10,3199,0.8727315664291382,,,,,
10,3249,1.0955510139465332,,,,,
10,3299,0.956758439540863,,,,,
10,3349,1.0371214151382446,,,,,
10,3399,1.0696415901184082,,,,,
10,3431,,0.6909000277519226,1.057007908821106,,,
10,3431,,,,0.7042016983032227,0.78329998254776,
11,3449,1.0946494340896606,,,,,
11,3499,1.0861896276474,,,,,
11,3549,1.126874327659607,,,,,
11,3599,1.0249242782592773,,,,,
11,3649,0.9694108963012695,,,,,
11,3699,0.764156699180603,,,,,
11,3743,,0.703499972820282,1.0133734941482544,,,
11,3743,,,,0.7173227071762085,0.8025000095367432,
12,3749,0.7495580911636353,,,,,
12,3799,0.9118349552154541,,,,,
12,3849,0.8972803354263306,,,,,
12,3899,0.9147301912307739,,,,,
12,3949,0.9805094003677368,,,,,
12,3999,0.8507817983627319,,,,,
12,4049,0.7470396757125854,,,,,
12,4055,,0.6955000162124634,1.0315206050872803,,,
12,4055,,,,0.7295172214508057,0.7925999760627747,
13,4099,0.9968816637992859,,,,,
13,4149,0.8238557577133179,,,,,
13,4199,0.8424044847488403,,,,,
13,4249,0.7729073166847229,,,,,
13,4299,0.7176209092140198,,,,,
13,4349,0.9231405854225159,,,,,
13,4367,,0.689300000667572,1.0686869621276855,,,
13,4367,,,,0.7332983016967773,0.7829999923706055,
14,4399,1.028768539428711,,,,,
14,4449,0.9110222458839417,,,,,
14,4499,0.9641327261924744,,,,,
14,4549,1.1451711654663086,,,,,
14,4599,0.9102564454078674,,,,,
14,4649,0.7640717029571533,,,,,
14,4679,,0.7026000022888184,1.0190927982330322,,,
14,4679,,,,0.7378305196762085,0.7996000051498413,
15,4699,1.0941588878631592,,,,,
15,4749,0.9362034797668457,,,,,
15,4799,0.901283323764801,,,,,
15,4849,1.030074119567871,,,,,
15,4899,0.8144747614860535,,,,,
15,4949,0.8398816585540771,,,,,
15,4991,,0.6902999877929688,1.0570217370986938,,,
15,4991,,,,0.7413862347602844,0.7742999792098999,
16,4999,0.8959028124809265,,,,,
16,5049,0.8790712356567383,,,,,
16,5099,0.7826578617095947,,,,,
16,5149,1.0287786722183228,,,,,
16,5199,0.9316896796226501,,,,,
16,5249,0.9459433555603027,,,,,
16,5299,0.7614572048187256,,,,,
16,5303,,0.7139999866485596,1.0069854259490967,,,
16,5303,,,,0.745192289352417,0.8188999891281128,
17,5349,0.7471013069152832,,,,,
17,5399,0.8097659945487976,,,,,
17,5449,0.8299702405929565,,,,,
17,5499,0.8928099870681763,,,,,
17,5549,0.8260665535926819,,,,,
17,5599,0.9122951626777649,,,,,
17,5615,,0.7324000000953674,0.9545222520828247,,,
17,5615,,,,0.7524789571762085,0.842199981212616,
18,5649,0.8949809074401855,,,,,
