step,epoch,train_loss,val_loss,val_acc,test_acc
49,0,2.1858103275299072,,,
99,0,2.1313493251800537,,,
149,0,2.1761977672576904,,,
199,0,2.0290980339050293,,,
249,0,2.1180419921875,,,
299,0,2.121246576309204,,,
311,0,,2.081570625305176,0.30239999294281006,
311,0,,,,0.3637999892234802
349,1,2.0599758625030518,,,
399,1,2.0222887992858887,,,
449,1,1.9220625162124634,,,
499,1,1.936706304550171,,,
549,1,2.0671372413635254,,,
599,1,1.8560060262680054,,,
623,1,,1.940747618675232,0.31130000948905945,
623,1,,,,0.37599998712539673
649,2,2.00669264793396,,,
699,2,1.9075690507888794,,,
749,2,1.9845912456512451,,,
799,2,1.7446582317352295,,,
849,2,1.6478781700134277,,,
899,2,1.7889131307601929,,,
935,2,,1.8715049028396606,0.34619998931884766,
935,2,,,,0.4383000135421753
949,3,1.7376799583435059,,,
999,3,1.9378118515014648,,,
1049,3,1.9464962482452393,,,
1099,3,1.9375553131103516,,,
1149,3,1.6459280252456665,,,
1199,3,1.7886947393417358,,,
1247,3,,1.821639895439148,0.3594000041484833,
1247,3,,,,0.45590001344680786
1249,4,1.7690401077270508,,,
1299,4,1.809327244758606,,,
1349,4,1.6917378902435303,,,
1399,4,1.6396595239639282,,,
1449,4,1.60109543800354,,,
1499,4,1.8056867122650146,,,
1549,4,1.3761348724365234,,,
1559,4,,1.7974863052368164,0.37059998512268066,
1559,4,,,,0.47380000352859497
1599,5,1.4913122653961182,,,
1649,5,1.4678771495819092,,,
1699,5,1.5374093055725098,,,
1749,5,1.8236513137817383,,,
1799,5,1.4562526941299438,,,
1849,5,1.5228545665740967,,,
1871,5,,1.7590599060058594,0.3935000002384186,
1871,5,,,,0.5121999979019165
1899,6,1.7681915760040283,,,
1949,6,1.667568564414978,,,
1999,6,1.7593204975128174,,,
2049,6,1.4284721612930298,,,
2099,6,1.6925989389419556,,,
2149,6,1.5506670475006104,,,
2183,6,,1.7219948768615723,0.4108999967575073,
2183,6,,,,0.5396999716758728
2199,7,1.563563585281372,,,
2249,7,1.756756067276001,,,
2299,7,1.6401381492614746,,,
2349,7,1.5306332111358643,,,
2399,7,1.5555330514907837,,,
2449,7,1.4581201076507568,,,
2495,7,,1.7228682041168213,0.4156000018119812,
2495,7,,,,0.5468000173568726
2499,8,1.4563937187194824,,,
2549,8,1.6904714107513428,,,
2599,8,1.6989017724990845,,,
2649,8,1.6112120151519775,,,
2699,8,1.4021652936935425,,,
2749,8,1.390816330909729,,,
2799,8,1.2419637441635132,,,
2807,8,,1.7183587551116943,0.42100000381469727,
2807,8,,,,0.5473999977111816
2849,9,1.3489805459976196,,,
2899,9,1.2367976903915405,,,
2949,9,1.5815962553024292,,,
2999,9,1.0546376705169678,,,
3049,9,1.4766249656677246,,,
3099,9,1.650445818901062,,,
3119,9,,1.6825505495071411,0.4327000081539154,
3119,9,,,,0.5655999779701233
3149,10,0.9831864237785339,,,
3199,10,1.3105485439300537,,,
3249,10,1.2384026050567627,,,
3299,10,1.1684215068817139,,,
3349,10,1.4459726810455322,,,
3399,10,1.3250983953475952,,,
3431,10,,1.6786298751831055,0.4406000077724457,
3431,10,,,,0.5777000188827515
3449,11,1.5474448204040527,,,
3499,11,1.0789034366607666,,,
3549,11,1.0996792316436768,,,
3599,11,1.705302357673645,,,
3649,11,0.6274563074111938,,,
3699,11,1.105285882949829,,,
3743,11,,1.7030274868011475,0.4350000023841858,
3743,11,,,,0.5742999911308289
3749,12,1.0875556468963623,,,
3799,12,0.9551557302474976,,,
3849,12,1.4762024879455566,,,
3899,12,1.4344468116760254,,,
3949,12,1.3546943664550781,,,
3999,12,1.0205411911010742,,,
4049,12,1.4329570531845093,,,
4055,12,,1.6931324005126953,0.4438000023365021,
4055,12,,,,0.5835000276565552
4099,13,1.5033303499221802,,,
4149,13,1.420881748199463,,,
4199,13,1.536344051361084,,,
4249,13,1.697474718093872,,,
4299,13,1.148684024810791,,,
4349,13,1.3492401838302612,,,
4367,13,,1.7392412424087524,0.44679999351501465,
4367,13,,,,0.5906999707221985
4399,14,0.4178459644317627,,,
4449,14,0.3467371463775635,,,
4499,14,0.9434581995010376,,,
4549,14,0.7071818113327026,,,
4599,14,0.5414254665374756,,,
4649,14,0.7639410495758057,,,
4679,14,,1.7582496404647827,0.44780001044273376,
4679,14,,,,0.593999981880188
4699,15,0.9138467311859131,,,
4749,15,1.4107046127319336,,,
4799,15,1.3528306484222412,,,
4849,15,1.2094184160232544,,,
4899,15,1.2345860004425049,,,
4949,15,1.4019296169281006,,,
4991,15,,1.7692079544067383,0.43639999628067017,
4991,15,,,,0.5785999894142151
4999,16,0.3318098783493042,,,
5049,16,0.7722342014312744,,,
5099,16,1.6690402030944824,,,
5149,16,0.4257572889328003,,,
5199,16,1.6209856271743774,,,
5249,16,1.248457431793213,,,
5299,16,0.9479390382766724,,,
5303,16,,1.7576388120651245,0.4571000039577484,
5303,16,,,,0.6108999848365784
5349,17,1.2868794202804565,,,
5399,17,1.2170722484588623,,,
5449,17,1.4716333150863647,,,
5499,17,0.06067633628845215,,,
5549,17,1.4724128246307373,,,
5599,17,0.9570014476776123,,,
5615,17,,1.7471572160720825,0.47679999470710754,
5615,17,,,,0.6434999704360962
5649,18,1.0349266529083252,,,
5699,18,0.2820693254470825,,,
5749,18,1.1646909713745117,,,
5799,18,0.4952425956726074,,,
5849,18,0.8270868062973022,,,
5899,18,1.2882516384124756,,,
5927,18,,1.733998417854309,0.4749000072479248,
5927,18,,,,0.6291999816894531
5949,19,1.3352906703948975,,,
5999,19,1.0972132682800293,,,
6049,19,1.248510479927063,,,
6099,19,1.12164306640625,,,
6149,19,0.926390528678894,,,
6199,19,-0.6138538122177124,,,
6239,19,,1.7940665483474731,0.46709999442100525,
6239,19,,,,0.6258999705314636
6249,20,-0.3453570604324341,,,
6299,20,-0.15026283264160156,,,
6349,20,0.8379466533660889,,,
6399,20,1.2678954601287842,,,
6449,20,0.7756445407867432,,,
6499,20,1.0851025581359863,,,
6549,20,1.2859528064727783,,,
6551,20,,1.9191107749938965,0.459199994802475,
6551,20,,,,0.6198999881744385
6599,21,0.12292635440826416,,,
6649,21,1.118849515914917,,,
6699,21,-0.39802002906799316,,,
6749,21,-0.2598683834075928,,,
6799,21,0.013264894485473633,,,
6849,21,-0.4901374578475952,,,
6863,21,,1.8865119218826294,0.4715999960899353,
6863,21,,,,0.6402999758720398
6899,22,-0.09154343605041504,,,
6949,22,0.7382667064666748,,,
6999,22,0.8316202163696289,,,
7049,22,0.7760127782821655,,,
7099,22,0.8395700454711914,,,
7149,22,0.9211034774780273,,,
7175,22,,1.8203939199447632,0.49480000138282776,
7175,22,,,,0.6736999750137329
7199,23,-0.9582415819168091,,,
7249,23,0.9024697542190552,,,
7299,23,0.040265798568725586,,,
7349,23,0.3375997543334961,,,
7399,23,0.9200757741928101,,,
7449,23,-0.25200939178466797,,,
7487,23,,1.8138118982315063,0.4999000132083893,
7487,23,,,,0.6797000169754028
7499,24,0.31942224502563477,,,
7549,24,0.5475549697875977,,,
7599,24,0.6024608612060547,,,
7649,24,-0.33194518089294434,,,
7699,24,0.9381074905395508,,,
7749,24,-0.712588906288147,,,
7799,24,0.3541076183319092,,,
7799,24,,1.799902319908142,0.5008999705314636,
7799,24,,,,0.6766999959945679
7849,25,-1.2047076225280762,,,
7899,25,0.870484471321106,,,
7949,25,1.4329149723052979,,,
7999,25,0.04472458362579346,,,
8049,25,0.09202408790588379,,,
8099,25,1.1035246849060059,,,
8111,25,,1.7885663509368896,0.5016000270843506,
8111,25,,,,0.6800000071525574
8149,26,0.8712196350097656,,,
8199,26,-0.8374485969543457,,,
8249,26,-0.03135085105895996,,,
8299,26,-0.3654346466064453,,,
8349,26,1.0299983024597168,,,
8399,26,-1.0206632614135742,,,
8423,26,,1.7804725170135498,0.5133000016212463,
8423,26,,,,0.7013000249862671
8449,27,-0.6359822750091553,,,
8499,27,-0.8943935632705688,,,
8549,27,0.9501861333847046,,,
8599,27,0.9182518720626831,,,
8649,27,0.5415604114532471,,,
8699,27,-1.0881214141845703,,,
8735,27,,1.7946664094924927,0.5198000073432922,
8735,27,,,,0.7184000015258789
8749,28,0.11281371116638184,,,
8799,28,-0.7234599590301514,,,
8849,28,0.6069581508636475,,,
8899,28,0.7387652397155762,,,
8949,28,1.261705756187439,,,
8999,28,0.49056291580200195,,,
9047,28,,1.8104337453842163,0.5163000226020813,
9047,28,,,,0.708899974822998
9049,29,-2.2384724617004395,,,
9099,29,0.4948955774307251,,,
9149,29,0.41314518451690674,,,
9199,29,-1.4538394212722778,,,
9249,29,0.18246853351593018,,,
9299,29,0.7978215217590332,,,
9349,29,-0.0895611047744751,,,
9359,29,,1.8292357921600342,0.5182999968528748,
9359,29,,,,0.713100016117096
9399,30,-1.6225712299346924,,,
9449,30,0.7286791801452637,,,
9499,30,0.7406846284866333,,,
9549,30,-2.3798420429229736,,,
9599,30,-1.0542237758636475,,,
9649,30,1.0045311450958252,,,
9671,30,,1.8854771852493286,0.515999972820282,
9671,30,,,,0.7138000130653381
9699,31,0.15483784675598145,,,
9749,31,-1.8872478008270264,,,
9799,31,0.6491402387619019,,,
9849,31,-1.8431382179260254,,,
9899,31,0.2560321092605591,,,
9949,31,-1.2558841705322266,,,
9983,31,,1.8401083946228027,0.5254999995231628,
9983,31,,,,0.7253000140190125
9999,32,1.136995553970337,,,
10049,32,0.9711430072784424,,,
10099,32,1.1006758213043213,,,
10149,32,0.5274113416671753,,,
10199,32,0.7951147556304932,,,
10249,32,0.9256858825683594,,,
10295,32,,1.8078762292861938,0.5317999720573425,
10295,32,,,,0.7408999800682068
10299,33,0.9276282787322998,,,
10349,33,0.826238751411438,,,
10399,33,0.8073369264602661,,,
10449,33,0.8968868255615234,,,
10499,33,-1.1808342933654785,,,
10549,33,0.8909518718719482,,,
10599,33,-1.9089632034301758,,,
10607,33,,1.8226603269577026,0.5321999788284302,
10607,33,,,,0.744700014591217
10649,34,-2.0529003143310547,,,
10699,34,0.4885251522064209,,,
10749,34,0.39856064319610596,,,
10799,34,0.5182127952575684,,,
10849,34,0.2538130283355713,,,
10899,34,0.9794203042984009,,,
10919,34,,1.8571890592575073,0.5313000082969666,
10919,34,,,,0.7333999872207642
10949,35,-1.9970524311065674,,,
