step,epoch,train_loss,val_loss,val_acc,train_acc,test_acc,mix_match_loss
4199,13,0.8818289041519165,,,,,
4249,13,1.010047197341919,,,,,
4299,13,0.7546205520629883,,,,,
4349,13,0.8790307641029358,,,,,
4367,13,,1.0049999952316284,0.7103999853134155,,,
4367,13,,,,0.7442658543586731,0.8097000122070312,
4399,14,0.7389000058174133,,,,,
4449,14,0.9469400644302368,,,,,
4499,14,0.9352560043334961,,,,,
4549,14,0.9065812826156616,,,,,
4599,14,0.9359622001647949,,,,,
4649,14,0.8480608463287354,,,,,
4679,14,,0.9806463718414307,0.7157999873161316,,,
4679,14,,,,0.7486729025840759,0.8047999739646912,
4699,15,0.8252905011177063,,,,,
4749,15,0.806649386882782,,,,,
4799,15,0.6265630125999451,,,,,
4849,15,0.9388760328292847,,,,,
4899,15,0.7235950231552124,,,,,
4949,15,0.9554955363273621,,,,,
4991,15,,1.0278161764144897,0.7003999948501587,,,
4991,15,,,,0.7564102411270142,0.8030999898910522,
4999,16,0.7527386546134949,,,,,
5049,16,0.9746471047401428,,,,,
5099,16,0.8206942081451416,,,,,
5149,16,0.8069047927856445,,,,,
5199,16,0.8489471673965454,,,,,
5249,16,0.7021772861480713,,,,,
5299,16,0.8818735480308533,,,,,
5303,16,,1.0007266998291016,0.7077999711036682,,,
5303,16,,,,0.7578375339508057,0.8126000165939331,
5349,17,0.7443733811378479,,,,,
5399,17,0.7669553160667419,,,,,
5449,17,0.8026108145713806,,,,,
5499,17,0.962471067905426,,,,,
5549,17,0.9189550876617432,,,,,
5599,17,1.1036962270736694,,,,,
5615,17,,1.0009050369262695,0.715399980545044,,,
5615,17,,,,0.760817289352417,0.8252000212669373,
5649,18,0.8436694741249084,,,,,
5699,18,0.4953879117965698,,,,,
5749,18,0.9782188534736633,,,,,
5799,18,0.8433414101600647,,,,,
5849,18,0.979596734046936,,,,,
5899,18,0.7687015533447266,,,,,
5927,18,,1.0238888263702393,0.7044000029563904,,,
5927,18,,,,0.7659004330635071,0.7968000173568726,
5949,19,0.571838915348053,,,,,
5999,19,0.9275844097137451,,,,,
6049,19,0.8314986824989319,,,,,
6099,19,0.938399076461792,,,,,
6149,19,0.7922390699386597,,,,,
6199,19,0.8390217423439026,,,,,
6239,19,,0.9898601770401001,0.718999981880188,,,
6239,19,,,,0.7692558169364929,0.8179000020027161,
6249,20,,,,,,2.42978572845459
6299,20,,,,,,2.3413174152374268
6349,20,,,,,,2.340196132659912
6399,20,,,,,,2.319436550140381
6449,20,,,,,,2.319502830505371
6499,20,,,,,,2.3294601440429688
6549,20,,,,,,2.3290162086486816
6561,20,,2.3056514263153076,0.09880000352859497,,,
6561,20,1.0487428903579712,,,0.7566806674003601,0.10000000149011612,
6599,21,,,,,,8.774202308400556e-40
6649,21,,,,,,1.1210387714598537e-43
6699,21,,,,,,1.937995776161222e-42
6749,21,,,,,,2.75775537779124e-41
6799,21,,,,,,3.978258314248869e-40
6849,21,,,,,,5.468413114196523e-39
6899,21,,,,,,6.141738707862755e-38
6949,21,,,,,,6.7402666889312736e-37
6999,21,,,,,,6.934212046429236e-36
7049,21,,,,,,6.626309869220718e-35
7099,21,,,,,,5.593054467445254e-34
7121,21,,35.1976318359375,0.09880000352859497,,,
7121,21,,,,,0.10000000149011612,
7149,22,,,,,,3.2077014741513356e-33
7199,22,,,,,,2.4815887688832205e-32
7249,22,,,,,,1.7078615188280566e-31
7299,22,,,,,,1.1084018352547546e-30
7349,22,,,,,,6.715273849411421e-30
7399,22,,,,,,3.8143698568476513e-29
7449,22,,,,,,2.0538783780188727e-28
7499,22,,,,,,1.0461766050743156e-27
7549,22,,,,,,5.02943778283297e-27
7599,22,,,,,,2.3134014728482862e-26
7649,22,,,,,,1.0093655857494432e-25
7681,22,,26.283061981201172,0.09880000352859497,,,
7681,22,,,,,0.10000000149011612,
7699,23,,,,,,3.312252898585814e-25
7749,23,,,,,,1.33417895254063e-24
7799,23,,,,,,5.136242588318704e-24
7849,23,,,,,,1.884505714405768e-23
7899,23,,,,,,6.690865131506227e-23
7949,23,,,,,,2.273205060985407e-22
7999,23,,,,,,7.438287867573576e-22
8049,23,,,,,,2.3615445071859912e-21
8099,23,,,,,,7.182690370959237e-21
8149,23,,,,,,2.1227328599186006e-20
8199,23,,,,,,6.090038419269532e-20
8241,23,,20.116518020629883,0.09880000352859497,,,
8241,23,,,,,0.10000000149011612,
8249,24,,,,,,1.4186187571845345e-19
8299,24,,,,,,3.853769591905259e-19
8349,24,,,,,,1.0222915293462434e-18
8399,24,,,,,,2.6265265399097744e-18
8449,24,,,,,,6.600822706014968e-18
8499,24,,,,,,1.6146276043820707e-17
8549,24,,,,,,3.8534043399660284e-17
8599,24,,,,,,8.983674451970962e-17
8649,24,,,,,,2.0451546983984038e-16
8699,24,,,,,,1.1920928244535389e-07
8749,24,,,,,,2.384185791015625e-07
8799,24,,,,,,2.384185791015625e-07
8801,24,,15.695354461669922,0.09880000352859497,,,
8801,24,,,,,0.10000000149011612,
8849,25,,,,,,3.5762786865234375e-07
8899,25,,,,,,5.960464477539062e-07
8949,25,,,,,,7.152557941481064e-07
8999,25,,,,,,1.0728834922701935e-06
9049,25,,,,,,1.5497203094128054e-06
9099,25,,,,,,2.0265561033738777e-06
9149,25,,,,,,2.742741799011128e-06
9199,25,,,,,,3.6954838833480608e-06
9249,25,,,,,,4.6547424972231966e-06
9299,25,,,,,,6.079664217395475e-06
9349,25,,,,,,7.629379524587421e-06
9361,25,,12.626420021057129,0.09880000352859497,,,
9361,25,,,,,0.10000000149011612,
9399,26,,,,,,9.655925168772228e-06
9449,26,,,,,,1.1729041034413967e-05
9499,26,,,,,,1.4185856343829073e-05
9549,26,,,,,,1.6931369827943854e-05
9599,26,,,,,,1.9843590052914806e-05
9649,26,,,,,,2.2807031200500205e-05
9699,26,,,,,,2.575834878371097e-05
9749,26,,,,,,2.884938112401869e-05
9799,26,,,,,,3.1823048630030826e-05
9849,26,,,,,,3.4451215469744056e-05
9899,26,,,,,,3.7073768908157945e-05
9921,26,,11.21010971069336,0.09880000352859497,,,
9921,26,,,,,0.10000000149011612,
9949,27,,,,,,3.944298077840358e-05
9999,27,,,,,,4.145368075114675e-05
10049,27,,,,,,4.339173756306991e-05
10099,27,,,,,,4.506156255956739e-05
10149,27,,,,,,4.649113179766573e-05
10199,27,,,,,,4.7684123273938894e-05
10249,27,,,,,,4.891628123004921e-05
10299,27,,,,,,4.9831742217065766e-05
10349,27,,,,,,5.062337368144654e-05
10399,27,,,,,,5.1462506235111505e-05
10449,27,,,,,,5.2096711442572996e-05
10481,27,,10.912198066711426,0.09880000352859497,,,
10481,27,,,,,0.10000000149011612,
10499,28,,,,,,5.257068551145494e-05
10549,28,,,,,,5.304847582010552e-05
10599,28,,,,,,5.340891584637575e-05
10649,28,,,,,,5.3762825700687245e-05
10699,28,,,,,,5.423964103101753e-05
10749,28,,,,,,5.4358864872483537e-05
10799,28,,,,,,5.466993388836272e-05
10849,28,,,,,,5.483573113451712e-05
10899,28,,,,,,5.4954958613961935e-05
10949,28,,,,,,5.5197120673255995e-05
10999,28,,,,,,5.531262650038116e-05
11041,28,,10.852608680725098,0.09880000352859497,,,
11041,28,,,,,0.10000000149011612,
11049,29,,,,,,5.543363295146264e-05
11099,29,,,,,,5.555099778575823e-05
11149,29,,,,,,5.5670210713287815e-05
11199,29,,,,,,5.5691652960376814e-05
11249,29,,,,,,5.568235428654589e-05
11299,29,,,,,,5.57894745725207e-05
11349,29,,,,,,5.590870568994433e-05
11399,29,,,,,,5.602793680736795e-05
11449,29,,,,,,5.614710971713066e-05
11499,29,,,,,,5.6266340834554285e-05
11549,29,,,,,,5.645262717735022e-05
11599,29,,,,,,5.655415588989854e-05
11601,29,,10.828696250915527,0.09880000352859497,,,
11601,29,,,,,0.10000000149011612,
11649,30,,,,,,5.6562465033493936e-05
11699,30,,,,,,5.663605043082498e-05
11749,30,,,,,,5.675155989592895e-05
11799,30,,,,,,5.6862405472202227e-05
11849,30,,,,,,5.698163658962585e-05
11899,30,,,,,,5.7100867707049474e-05
11949,30,,,,,,5.722009518649429e-05
11999,30,,,,,,5.730300472350791e-05
12049,30,,,,,,5.733934813179076e-05
12099,30,,,,,,5.742039138567634e-05
12149,30,,,,,,5.748094554292038e-05
12161,30,,10.805354118347168,0.09880000352859497,,,
12161,30,,,,,0.10000000149011612,
12199,31,,,,,,5.758239058195613e-05
12249,31,,,,,,5.769695417257026e-05
12299,31,,,,,,5.785436951555312e-05
12349,31,,,,,,5.8048110076924786e-05
12399,31,,,,,,5.807047273265198e-05
12449,31,,,,,,5.817382407258265e-05
12499,31,,,,,,5.829305519000627e-05
12549,31,,,,,,5.8412286307429895e-05
12599,31,,,,,,5.853151742485352e-05
12649,31,,,,,,5.865073762834072e-05
12699,31,,,,,,5.876997238374315e-05
12721,31,,10.78194808959961,0.09880000352859497,,,
12721,31,,,,,0.10000000149011612,
12749,32,,,,,,5.8889105275738984e-05
12799,32,,,,,,5.8985988289350644e-05
12849,32,,,,,,5.907261947868392e-05
12899,32,,,,,,5.9122936363564804e-05
12949,32,,,,,,5.926824451307766e-05
12999,32,,,,,,5.93818913330324e-05
13049,32,,,,,,5.950764170847833e-05
13099,32,,,,,,5.963618968962692e-05
13149,32,,,,,,5.9749825595645234e-05
13199,32,,,,,,5.987743497826159e-05
13249,32,,,,,,6.0080437833676115e-05
13281,32,,10.75700855255127,0.09880000352859497,,,
13281,32,,,,,0.10000000149011612,
13299,33,,,,,,6.013344682287425e-05
13349,33,,,,,,6.0219150327611715e-05
13399,33,,,,,,6.0340247728163376e-05
13449,33,,,,,,6.047344868420623e-05
13499,33,,,,,,6.059546649339609e-05
13549,33,,,,,,6.0731468693120405e-05
13599,33,,,,,,6.088143709348515e-05
13649,33,,,,,,6.0999736888334155e-05
13699,33,,,,,,6.111152470111847e-05
13749,33,,,,,,6.12549702054821e-05
13799,33,,,,,,6.136768934084103e-05
13841,33,,10.73353099822998,0.09880000352859497,,,
13841,33,,,,,0.10000000149011612,
13849,34,,,,,,6.14653981756419e-05
13899,34,,,,,,6.149149703560397e-05
13949,34,,,,,,6.155857408884913e-05
13999,34,,,,,,6.166011007735506e-05
14049,34,,,,,,6.17923797108233e-05
14099,34,,,,,,6.1927450587973e-05
14149,34,,,,,,6.20541104581207e-05
14199,34,,,,,,6.218542694114149e-05
14249,34,,,,,,6.234191096154973e-05
14299,34,,,,,,6.242482049856335e-05
14349,34,,,,,,6.243788084248081e-05
14399,34,,,,,,6.253941683098674e-05
14401,34,,10.712740898132324,0.09880000352859497,,,
14401,34,,,,,0.10000000149011612,
14449,35,,,,,,6.262129318201914e-05
14499,35,,,,,,6.276288331719115e-05
14549,35,,,,,,6.289701559580863e-05
14599,35,,,,,,6.290076271397993e-05
14649,35,,,,,,6.304142152657732e-05
14699,35,,,,,,6.315414066193625e-05
14749,35,,,,,,6.32882583886385e-05
14799,35,,,,,,6.331806071102619e-05
14849,35,,,,,,6.340654363157228e-05
14899,35,,,,,,6.350246985675767e-05
14949,35,,,,,,6.364216824294999e-05
14961,35,,10.695720672607422,0.09880000352859497,,,
14961,35,,,,,0.10000000149011612,
14999,36,,,,,,6.362819840433076e-05
15049,36,,,,,,6.372224015649408e-05
15099,36,,,,,,6.385913002304733e-05
15149,36,,,,,,6.384795415215194e-05
15199,36,,,,,,6.39354984741658e-05
15249,36,,,,,,6.41022197669372e-05
15299,36,,,,,,6.413015216821805e-05
15349,36,,,,,,6.41934821032919e-05
15399,36,,,,,,6.434901297325268e-05
15449,36,,,,,,6.436205876525491e-05
15499,36,,,,,,6.442259473260492e-05
15521,36,,10.681319236755371,0.09880000352859497,,,
15521,36,,,,,0.10000000149011612,
15549,37,,,,,,6.459024734795094e-05
15599,37,,,,,,6.45529871690087e-05
15649,37,,,,,,6.463214958785102e-05
15699,37,,,,,,6.469455547630787e-05
15749,37,,,,,,6.473367102444172e-05
15799,37,,,,,,6.486312486231327e-05
15849,37,,,,,,6.485008634626865e-05
15899,37,,,,,,6.497210415545851e-05
15949,37,,,,,,6.497210415545851e-05
15999,37,,,,,,6.508945807581767e-05
16049,37,,,,,,6.508852675324306e-05
16081,37,,10.669828414916992,0.09880000352859497,,,
16081,37,,,,,0.10000000149011612,
16099,38,,,,,,6.520774331875145e-05
16149,38,,,,,,6.520774331875145e-05
16199,38,,,,,,6.532694533234462e-05
16249,38,,,,,,6.532694533234462e-05
16299,38,,,,,,6.532694533234462e-05
16349,38,,,,,,6.54461546218954e-05
16399,38,,,,,,6.54461546218954e-05
16449,38,,,,,,6.55653711874038e-05
16499,38,,,,,,6.55653711874038e-05
16549,38,,,,,,6.55653711874038e-05
16599,38,,,,,,6.567248055944219e-05
16641,38,,10.663545608520508,0.09880000352859497,,,
16641,38,,,,,0.10000000149011612,
16649,39,,,,,,6.55653711874038e-05
16699,39,,,,,,6.55653711874038e-05
16749,39,,,,,,6.568459502886981e-05
16799,39,,,,,,6.568459502886981e-05
16849,39,,,,,,6.568459502886981e-05
16899,39,,,,,,6.58037606626749e-05
16949,39,,,,,,6.58037606626749e-05
16999,39,,,,,,6.58037606626749e-05
17049,39,,,,,,6.58037606626749e-05
17099,39,,,,,,6.58037606626749e-05
17149,39,,,,,,6.58037606626749e-05
17199,39,,,,,,6.58037606626749e-05
17201,39,,10.659989356994629,0.09880000352859497,,,
17201,39,,,,,0.10000000149011612,
17249,40,,,,,,6.58037606626749e-05
17299,40,,,,,,6.58037606626749e-05
17349,40,,,,,,6.592203862965107e-05
17399,40,,,,,,6.58037606626749e-05
17449,40,,,,,,6.58037606626749e-05
17499,40,,,,,,6.58037606626749e-05
17549,40,,,,,,6.58037606626749e-05
17599,40,,,,,,6.58037606626749e-05
17649,40,,,,,,6.568459502886981e-05
17699,40,,,,,,6.568459502886981e-05
17749,40,,,,,,6.58037606626749e-05
17761,40,,10.660689353942871,0.09880000352859497,,,
17761,40,,,,,0.10000000149011612,
17799,41,,,,,,6.572275015059859e-05
17849,41,,,,,,6.568459502886981e-05
17899,41,,,,,,6.568459502886981e-05
17949,41,,,,,,6.568459502886981e-05
17999,41,,,,,,6.55653711874038e-05
18049,41,,,,,,6.55653711874038e-05
18099,41,,,,,,6.55653711874038e-05
18149,41,,,,,,6.55653711874038e-05
18199,41,,,,,,6.55653711874038e-05
18249,41,,,,,,6.54461546218954e-05
18299,41,,,,,,6.54461546218954e-05
18321,41,,10.662928581237793,0.09880000352859497,,,
18321,41,,,,,0.10000000149011612,
18349,42,,,,,,6.54461546218954e-05
18399,42,,,,,,6.54461546218954e-05
18449,42,,,,,,6.54461546218954e-05
18499,42,,,,,,6.532694533234462e-05
18549,42,,,,,,6.532694533234462e-05
18599,42,,,,,,6.532694533234462e-05
18649,42,,,,,,6.532694533234462e-05
18699,42,,,,,,6.520774331875145e-05
18749,42,,,,,,6.520774331875145e-05
18799,42,,,,,,6.520774331875145e-05
18849,42,,,,,,6.520774331875145e-05
18881,42,,10.669190406799316,0.09880000352859497,,,
18881,42,,,,,0.10000000149011612,
18899,43,,,,,,6.496930291177705e-05
18949,43,,,,,,6.496930291177705e-05
18999,43,,,,,,6.496930291177705e-05
19049,43,,,,,,6.496930291177705e-05
19099,43,,,,,,6.485008634626865e-05
19149,43,,,,,,6.473087705671787e-05
19199,43,,,,,,6.473087705671787e-05
19249,43,,,,,,6.473087705671787e-05
19299,43,,,,,,6.461166776716709e-05
19349,43,,,,,,6.44924512016587e-05
19399,43,,,,,,6.44924512016587e-05
19441,43,,10.676514625549316,0.09880000352859497,,,
19441,43,,,,,0.10000000149011612,
19449,44,,,,,,6.44924512016587e-05
19499,44,,,,,,6.437322736019269e-05
19549,44,,,,,,6.425401079468429e-05
19599,44,,,,,,6.425401079468429e-05
19649,44,,,,,,6.425401079468429e-05
19699,44,,,,,,6.413480878109112e-05
19749,44,,,,,,6.401559949154034e-05
19799,44,,,,,,6.401559949154034e-05
19849,44,,,,,,6.389638292603195e-05
19899,44,,,,,,6.389638292603195e-05
19949,44,,,,,,6.377716636052355e-05
19999,44,,,,,,6.365800072671846e-05
20001,44,,10.687915802001953,0.09880000352859497,,,
20001,44,,,,,0.10000000149011612,
20049,45,,,,,,6.353878416121006e-05
20099,45,,,,,,6.353878416121006e-05
20149,45,,,,,,6.341958214761689e-05
20199,45,,,,,,6.341958214761689e-05
20249,45,,,,,,6.33003655821085e-05
20299,45,,,,,,6.33003655821085e-05
20349,45,,,,,,6.318115629255772e-05
20399,45,,,,,,6.318115629255772e-05
20449,45,,,,,,6.306193972704932e-05
20499,45,,,,,,6.306193972704932e-05
20549,45,,,,,,6.294273043749854e-05
20561,45,,10.698991775512695,0.09880000352859497,,,
20561,45,,,,,0.10000000149011612,
20599,46,,,,,,6.282351387199014e-05
20649,46,,,,,,6.270429730648175e-05
20699,46,,,,,,6.270429730648175e-05
20749,46,,,,,,6.258508074097335e-05
20799,46,,,,,,6.246586417546496e-05
20849,46,,,,,,6.246586417546496e-05
20899,46,,,,,,6.222745287232101e-05
20949,46,,,,,,6.210823630681261e-05
20999,46,,,,,,6.210823630681261e-05
21049,46,,,,,,6.198907067300752e-05
21099,46,,,,,,6.186985410749912e-05
21121,46,,10.712913513183594,0.09880000352859497,,,
21121,46,,,,,0.10000000149011612,
21149,47,,,,,,6.186985410749912e-05
21199,47,,,,,,6.175063754199073e-05
21249,47,,,,,,6.163142825243995e-05
21299,47,,,,,,6.151222623884678e-05
21349,47,,,,,,6.148521788418293e-05
21399,47,,,,,,6.139300967333838e-05
21449,47,,,,,,6.127379310782999e-05
21499,47,,,,,,6.115457654232159e-05
21549,47,,,,,,6.10353599768132e-05
21599,47,,,,,,6.0916150687262416e-05
21649,47,,,,,,6.067772119422443e-05
21681,47,,10.729312896728516,0.09880000352859497,,,
21681,47,,,,,0.10000000149011612,
21699,48,,,,,,6.0677717556245625e-05
21749,48,,,,,,6.0677717556245625e-05
21799,48,,,,,,6.055850099073723e-05
21849,48,,,,,,6.043929897714406e-05
21899,48,,,,,,6.032008968759328e-05
21949,48,,,,,,6.032008968759328e-05
21999,48,,,,,,6.008165291859768e-05
22049,48,,,,,,6.008165291859768e-05
22099,48,,,,,,5.9843277995241806e-05
22149,48,,,,,,5.9843277995241806e-05
22199,48,,,,,,5.9724068705691025e-05
22241,48,,10.747452735900879,0.09880000352859497,,,
22241,48,,,,,0.10000000149011612,
22249,49,,,,,,5.960486305411905e-05
22299,49,,,,,,5.936643356108107e-05
22349,49,,,,,,5.936643356108107e-05
22399,49,,,,,,5.912800406804308e-05
22449,49,,,,,,5.912800406804308e-05
22499,49,,,,,,5.9008791140513495e-05
22549,49,,,,,,5.88895745750051e-05
22599,49,,,,,,5.877036164747551e-05
22649,49,,,,,,5.8770358009496704e-05
22699,49,,,,,,5.853193943039514e-05
22749,49,,,,,,5.841272650286555e-05
22799,49,,,,,,5.8293513575335965e-05
22801,49,,10.76743221282959,0.09880000352859497,,,
22801,49,,,,,0.10000000149011612,
22849,50,,,,,,5.805513865198009e-05
22899,50,,,,,,5.805513865198009e-05
22949,50,,,,,,5.78167091589421e-05
22999,50,,,,,,5.7816705520963296e-05
23049,50,,,,,,5.769749259343371e-05
23099,50,,,,,,5.757829057984054e-05
23149,50,,,,,,5.7459074014332145e-05
23199,50,,,,,,5.722064452129416e-05
23249,50,,,,,,5.722064452129416e-05
23299,50,,,,,,5.710143159376457e-05
23349,50,,,,,,5.6982218666234985e-05
23361,50,,10.789241790771484,0.09880000352859497,,,
23361,50,,,,,0.10000000149011612,
23399,51,,,,,,5.6743789173197e-05
23449,51,,,,,,5.6505374232074246e-05
23499,51,,,,,,5.6505374232074246e-05
23549,51,,,,,,5.638615766656585e-05
23599,51,,,,,,5.626694473903626e-05
23649,51,,,,,,5.614772453554906e-05
23699,51,,,,,,5.602856617770158e-05
23749,51,,,,,,5.590934961219318e-05
23799,51,,,,,,5.579013304668479e-05
23849,51,,,,,,5.56709201191552e-05
23899,51,,,,,,5.543250517803244e-05
23921,51,,10.812729835510254,0.09880000352859497,,,
23921,51,,,,,0.10000000149011612,
23949,52,,,,,,5.519407568499446e-05
23999,52,,,,,,5.519407568499446e-05
24049,52,,,,,,5.5074859119486064e-05
24099,52,,,,,,5.483643326442689e-05
24149,52,,,,,,5.483643326442689e-05
24199,52,,,,,,5.45980037713889e-05
24249,52,,,,,,5.447878720588051e-05
24299,52,,,,,,5.447878720588051e-05
24349,52,,,,,,5.412116297520697e-05
24399,52,,,,,,5.412116297520697e-05
24449,52,,,,,,5.388278077589348e-05
24481,52,,10.83792781829834,0.09880000352859497,,,
24481,52,,,,,0.10000000149011612,
24499,53,,,,,,5.376356784836389e-05
24549,53,,,,,,5.3763564210385084e-05
24599,53,,,,,,5.3525141993304715e-05
24649,53,,,,,,5.340593997971155e-05
24699,53,,,,,,5.316751412465237e-05
24749,53,,,,,,5.316751412465237e-05
24799,53,,,,,,5.28098717040848e-05
24849,53,,,,,,5.26906551385764e-05
24899,53,,,,,,5.26906551385764e-05
24949,53,,,,,,5.245222564553842e-05
24999,53,,,,,,5.233301271800883e-05
25041,53,,10.866144180297852,0.09880000352859497,,,
25041,53,,,,,0.10000000149011612,
25049,54,,,,,,5.2213810704415664e-05
25099,54,,,,,,5.209459413890727e-05
25149,54,,,,,,5.18561719218269e-05
25199,54,,,,,,5.161778972251341e-05
25249,54,,,,,,5.161778972251341e-05
25299,54,,,,,,5.1379360229475424e-05
25349,54,,,,,,5.126014366396703e-05
25399,54,,,,,,5.1140948926331475e-05
25449,54,,,,,,5.102173236082308e-05
25499,54,,,,,,5.07833065057639e-05
25549,54,,,,,,5.066408994025551e-05
25599,54,,,,,,5.042566408519633e-05
25601,54,,10.896659851074219,0.09880000352859497,,,
25601,54,,,,,0.10000000149011612,
25649,55,,,,,,5.030645115766674e-05
25699,55,,,,,,5.0187238230137154e-05
25749,55,,,,,,5.006802166462876e-05
25799,55,,,,,,4.9948826926993206e-05
25849,55,,,,,,4.971039743395522e-05
25899,55,,,,,,4.9591184506425634e-05
25949,55,,,,,,4.935280230711214e-05
25999,55,,,,,,4.923358574160375e-05
26049,55,,,,,,4.899515988654457e-05
26099,55,,,,,,4.887596151093021e-05
26149,55,,,,,,4.8637532017892227e-05
26161,55,,10.928630828857422,0.09880000352859497,,,
26161,55,,,,,0.10000000149011612,
26199,56,,,,,,4.8637532017892227e-05
26249,56,,,,,,4.851831909036264e-05
26299,56,,,,,,4.827989323530346e-05
26349,56,,,,,,4.8041467380244285e-05
26399,56,,,,,,4.792225081473589e-05
26449,56,,,,,,4.780304152518511e-05
26499,56,,,,,,4.756463022204116e-05
26549,56,,,,,,4.7445413656532764e-05
26599,56,,,,,,4.7326200729003176e-05
26649,56,,,,,,4.720698780147359e-05
26699,56,,,,,,4.696860196418129e-05
26721,56,,10.963544845581055,0.09880000352859497,,,
26721,56,,,,,0.10000000149011612,
26749,57,,,,,,4.673017610912211e-05
26799,57,,,,,,4.649174661608413e-05
26849,57,,,,,,4.649174661608413e-05
26899,57,,,,,,4.625333531294018e-05
26949,57,,,,,,4.613412238541059e-05
26999,57,,,,,,4.5895696530351415e-05
27049,57,,,,,,4.577648360282183e-05
27099,57,,,,,,4.565727067529224e-05
