epoch,train_loss,step,val_loss,val_acc,train_acc,test_acc,mix_match_loss
29,,9399,,,,,nan
29,,9449,,,,,nan
29,,9499,,,,,nan
29,,9549,,,,,nan
29,,9599,,,,,nan
29,,9647,nan,0.10790000110864639,,,
29,,9647,,,,0.1002769023180008,
30,,9649,,,,,nan
30,,9699,,,,,nan
30,,9749,,,,,nan
30,,9799,,,,,nan
30,,9849,,,,,nan
30,,9899,,,,,nan
30,,9949,,,,,nan
30,,9999,,,,,nan
30,,10049,,,,,nan
30,,10099,,,,,nan
30,,10149,,,,,nan
30,,10199,,,,,nan
30,,10205,nan,0.10790000110864639,,,
30,,10205,,,,0.1002769023180008,
31,,10249,,,,,nan
31,,10299,,,,,nan
31,,10349,,,,,nan
31,,10399,,,,,nan
31,,10449,,,,,nan
31,,10499,,,,,nan
31,,10549,,,,,nan
31,,10599,,,,,nan
31,,10649,,,,,nan
31,,10699,,,,,nan
31,,10749,,,,,nan
31,,10763,nan,0.10790000110864639,,,
31,,10763,,,,0.1002769023180008,
32,,10799,,,,,nan
32,,10849,,,,,nan
32,,10899,,,,,nan
32,,10949,,,,,nan
32,,10999,,,,,nan
32,,11049,,,,,nan
32,,11099,,,,,nan
32,,11149,,,,,nan
32,,11199,,,,,nan
32,,11249,,,,,nan
32,,11299,,,,,nan
32,,11321,nan,0.10790000110864639,,,
32,,11321,,,,0.1002769023180008,
33,,11349,,,,,nan
33,,11399,,,,,nan
33,,11449,,,,,nan
33,,11499,,,,,nan
33,,11549,,,,,nan
33,,11599,,,,,nan
33,,11649,,,,,nan
33,,11699,,,,,nan
33,,11749,,,,,nan
33,,11799,,,,,nan
33,,11849,,,,,nan
33,,11879,nan,0.10790000110864639,,,
33,,11879,,,,0.1002769023180008,
34,,11899,,,,,nan
34,,11949,,,,,nan
34,,11999,,,,,nan
34,,12049,,,,,nan
34,,12099,,,,,nan
34,,12149,,,,,nan
34,,12199,,,,,nan
34,,12249,,,,,nan
34,,12299,,,,,nan
34,,12349,,,,,nan
34,,12399,,,,,nan
34,,12437,nan,0.10790000110864639,,,
34,,12437,,,,0.1002769023180008,
35,,12449,,,,,nan
35,,12499,,,,,nan
35,,12549,,,,,nan
35,,12599,,,,,nan
35,,12649,,,,,nan
35,,12699,,,,,nan
35,,12749,,,,,nan
35,,12799,,,,,nan
35,,12849,,,,,nan
35,,12899,,,,,nan
35,,12949,,,,,nan
35,,12995,nan,0.10790000110864639,,,
35,,12995,,,,0.1002769023180008,
36,,12999,,,,,nan
36,,13049,,,,,nan
36,,13099,,,,,nan
36,,13149,,,,,nan
36,,13199,,,,,nan
36,,13249,,,,,nan
36,,13299,,,,,nan
36,,13349,,,,,nan
36,,13399,,,,,nan
36,,13449,,,,,nan
36,,13499,,,,,nan
36,,13549,,,,,nan
36,,13553,nan,0.10790000110864639,,,
36,,13553,,,,0.1002769023180008,
37,,13599,,,,,nan
37,,13649,,,,,nan
37,,13699,,,,,nan
37,,13749,,,,,nan
37,,13799,,,,,nan
37,,13849,,,,,nan
37,,13899,,,,,nan
37,,13949,,,,,nan
37,,13999,,,,,nan
37,,14049,,,,,nan
37,,14099,,,,,nan
37,,14111,nan,0.10790000110864639,,,
37,,14111,,,,0.1002769023180008,
38,,14149,,,,,nan
38,,14199,,,,,nan
38,,14249,,,,,nan
38,,14299,,,,,nan
38,,14349,,,,,nan
38,,14399,,,,,nan
38,,14449,,,,,nan
38,,14499,,,,,nan
38,,14549,,,,,nan
38,,14599,,,,,nan
38,,14649,,,,,nan
38,,14669,nan,0.10790000110864639,,,
38,,14669,,,,0.1002769023180008,
39,,14699,,,,,nan
39,,14749,,,,,nan
39,,14799,,,,,nan
39,,14849,,,,,nan
39,,14899,,,,,nan
39,,14949,,,,,nan
39,,14999,,,,,nan
39,,15049,,,,,nan
39,,15099,,,,,nan
39,,15149,,,,,nan
39,,15199,,,,,nan
39,,15227,nan,0.10790000110864639,,,
39,,15227,,,,0.1002769023180008,
40,,15249,,,,,nan
40,,15299,,,,,nan
40,,15349,,,,,nan
40,,15399,,,,,nan
40,,15449,,,,,nan
40,,15499,,,,,nan
40,,15549,,,,,nan
40,,15599,,,,,nan
40,,15649,,,,,nan
40,,15699,,,,,nan
40,,15749,,,,,nan
40,,15785,nan,0.10790000110864639,,,
40,,15785,,,,0.1002769023180008,
41,,15799,,,,,nan
41,,15849,,,,,nan
41,,15899,,,,,nan
41,,15949,,,,,nan
41,,15999,,,,,nan
41,,16049,,,,,nan
41,,16099,,,,,nan
41,,16149,,,,,nan
41,,16199,,,,,nan
41,,16249,,,,,nan
41,,16299,,,,,nan
41,,16343,nan,0.10790000110864639,,,
41,,16343,,,,0.1002769023180008,
42,,16349,,,,,nan
42,,16399,,,,,nan
42,,16449,,,,,nan
42,,16499,,,,,nan
42,,16549,,,,,nan
42,,16599,,,,,nan
42,,16649,,,,,nan
42,,16699,,,,,nan
42,,16749,,,,,nan
42,,16799,,,,,nan
42,,16849,,,,,nan
42,,16899,,,,,nan
42,,16901,nan,0.10790000110864639,,,
42,,16901,,,,0.1002769023180008,
43,,16949,,,,,nan
43,,16999,,,,,nan
43,,17049,,,,,nan
43,,17099,,,,,nan
43,,17149,,,,,nan
43,,17199,,,,,nan
43,,17249,,,,,nan
43,,17299,,,,,nan
43,,17349,,,,,nan
43,,17399,,,,,nan
43,,17449,,,,,nan
43,,17459,nan,0.10790000110864639,,,
43,,17459,,,,0.1002769023180008,
44,,17499,,,,,nan
44,,17549,,,,,nan
44,,17599,,,,,nan
44,,17649,,,,,nan
44,,17699,,,,,nan
44,,17749,,,,,nan
44,,17799,,,,,nan
44,,17849,,,,,nan
44,,17899,,,,,nan
44,,17949,,,,,nan
44,,17999,,,,,nan
44,,18017,nan,0.10790000110864639,,,
44,,18017,,,,0.1002769023180008,
45,,18049,,,,,nan
45,,18099,,,,,nan
45,,18149,,,,,nan
45,,18199,,,,,nan
45,,18249,,,,,nan
45,,18299,,,,,nan
45,,18349,,,,,nan
45,,18399,,,,,nan
45,,18449,,,,,nan
45,,18499,,,,,nan
45,,18549,,,,,nan
45,,18575,nan,0.10790000110864639,,,
45,,18575,,,,0.1002769023180008,
46,,18599,,,,,nan
46,,18649,,,,,nan
46,,18699,,,,,nan
46,,18749,,,,,nan
46,,18799,,,,,nan
46,,18849,,,,,nan
46,,18899,,,,,nan
46,,18949,,,,,nan
46,,18999,,,,,nan
46,,19049,,,,,nan
46,,19099,,,,,nan
46,,19133,nan,0.10790000110864639,,,
46,,19133,,,,0.1002769023180008,
47,,19149,,,,,nan
47,,19199,,,,,nan
47,,19249,,,,,nan
47,,19299,,,,,nan
47,,19349,,,,,nan
47,,19399,,,,,nan
47,,19449,,,,,nan
47,,19499,,,,,nan
47,,19549,,,,,nan
47,,19599,,,,,nan
47,,19649,,,,,nan
47,,19691,nan,0.10790000110864639,,,
47,,19691,,,,0.1002769023180008,
48,,19699,,,,,nan
48,,19749,,,,,nan
48,,19799,,,,,nan
48,,19849,,,,,nan
48,,19899,,,,,nan
48,,19949,,,,,nan
48,,19999,,,,,nan
48,,20049,,,,,nan
48,,20099,,,,,nan
48,,20149,,,,,nan
48,,20199,,,,,nan
48,,20249,,,,,nan
48,,20249,nan,0.10790000110864639,,,
48,,20249,,,,0.1002769023180008,
49,,20299,,,,,nan
49,,20349,,,,,nan
49,,20399,,,,,nan
49,,20449,,,,,nan
49,,20499,,,,,nan
49,,20549,,,,,nan
49,,20599,,,,,nan
49,,20649,,,,,nan
49,,20699,,,,,nan
49,,20749,,,,,nan
49,,20799,,,,,nan
49,,20807,nan,0.10790000110864639,,,
49,,20807,,,,0.1002769023180008,
50,,20849,,,,,nan
50,,20899,,,,,nan
50,,20949,,,,,nan
50,,20999,,,,,nan
50,,21049,,,,,nan
50,,21099,,,,,nan
50,,21149,,,,,nan
50,,21199,,,,,nan
50,,21249,,,,,nan
50,,21299,,,,,nan
50,,21349,,,,,nan
50,,21365,nan,0.10790000110864639,,,
50,,21365,,,,0.1002769023180008,
51,,21399,,,,,nan
51,,21449,,,,,nan
51,,21499,,,,,nan
51,,21549,,,,,nan
51,,21599,,,,,nan
51,,21649,,,,,nan
51,,21699,,,,,nan
51,,21749,,,,,nan
51,,21799,,,,,nan
51,,21849,,,,,nan
51,,21899,,,,,nan
51,,21923,nan,0.10790000110864639,,,
51,,21923,,,,0.1002769023180008,
52,,21949,,,,,nan
52,,21999,,,,,nan
52,,22049,,,,,nan
52,,22099,,,,,nan
52,,22149,,,,,nan
52,,22199,,,,,nan
52,,22249,,,,,nan
52,,22299,,,,,nan
52,,22349,,,,,nan
52,,22399,,,,,nan
52,,22449,,,,,nan
52,,22481,nan,0.10790000110864639,,,
52,,22481,,,,0.1002769023180008,
53,,22499,,,,,nan
53,,22549,,,,,nan
53,,22599,,,,,nan
53,,22649,,,,,nan
53,,22699,,,,,nan
53,,22749,,,,,nan
53,,22799,,,,,nan
53,,22849,,,,,nan
53,,22899,,,,,nan
53,,22949,,,,,nan
53,,22999,,,,,nan
53,,23039,nan,0.10790000110864639,,,
53,,23039,,,,0.1002769023180008,
54,,23049,,,,,nan
54,,23099,,,,,nan
54,,23149,,,,,nan
54,,23199,,,,,nan
54,,23249,,,,,nan
54,,23299,,,,,nan
54,,23349,,,,,nan
54,,23399,,,,,nan
54,,23449,,,,,nan
54,,23499,,,,,nan
54,,23549,,,,,nan
54,,23597,nan,0.10790000110864639,,,
54,,23597,,,,0.1002769023180008,
55,,23599,,,,,nan
55,,23649,,,,,nan
55,,23699,,,,,nan
55,,23749,,,,,nan
55,,23799,,,,,nan
55,,23849,,,,,nan
55,,23899,,,,,nan
55,,23949,,,,,nan
55,,23999,,,,,nan
55,,24049,,,,,nan
55,,24099,,,,,nan
55,,24149,,,,,nan
55,,24155,nan,0.10790000110864639,,,
55,,24155,,,,0.1002769023180008,
56,,24199,,,,,nan
56,,24249,,,,,nan
56,,24299,,,,,nan
56,,24349,,,,,nan
56,,24399,,,,,nan
56,,24449,,,,,nan
56,,24499,,,,,nan
56,,24549,,,,,nan
56,,24599,,,,,nan
56,,24649,,,,,nan
56,,24699,,,,,nan
56,,24713,nan,0.10790000110864639,,,
56,,24713,,,,0.1002769023180008,
57,,24749,,,,,nan
57,,24799,,,,,nan
57,,24849,,,,,nan
57,,24899,,,,,nan
57,,24949,,,,,nan
57,,24999,,,,,nan
57,,25049,,,,,nan
57,,25099,,,,,nan
57,,25149,,,,,nan
57,,25199,,,,,nan
57,,25249,,,,,nan
57,,25271,nan,0.10790000110864639,,,
57,,25271,,,,0.1002769023180008,
58,,25299,,,,,nan
58,,25349,,,,,nan
58,,25399,,,,,nan
58,,25449,,,,,nan
58,,25499,,,,,nan
58,,25549,,,,,nan
58,,25599,,,,,nan
58,,25649,,,,,nan
58,,25699,,,,,nan
58,,25749,,,,,nan
58,,25799,,,,,nan
58,,25829,nan,0.10790000110864639,,,
58,,25829,,,,0.1002769023180008,
59,,25849,,,,,nan
59,,25899,,,,,nan
59,,25949,,,,,nan
59,,25999,,,,,nan
59,,26049,,,,,nan
59,,26099,,,,,nan
59,,26149,,,,,nan
59,,26199,,,,,nan
59,,26249,,,,,nan
59,,26299,,,,,nan
59,,26349,,,,,nan
59,,26387,nan,0.10790000110864639,,,
59,,26387,,,,0.1002769023180008,
60,,26399,,,,,nan
60,,26449,,,,,nan
60,,26499,,,,,nan
60,,26549,,,,,nan
60,,26599,,,,,nan
60,,26649,,,,,nan
60,,26699,,,,,nan
60,,26749,,,,,nan
60,,26799,,,,,nan
60,,26849,,,,,nan
60,,26899,,,,,nan
60,,26945,nan,0.10790000110864639,,,
60,,26945,,,,0.1002769023180008,
61,,26949,,,,,nan
61,,26999,,,,,nan
61,,27049,,,,,nan
61,,27099,,,,,nan
61,,27149,,,,,nan
61,,27199,,,,,nan
61,,27249,,,,,nan
61,,27299,,,,,nan
61,,27349,,,,,nan
61,,27399,,,,,nan
61,,27449,,,,,nan
61,,27499,,,,,nan
61,,27503,nan,0.10790000110864639,,,
61,,27503,,,,0.1002769023180008,
62,,27549,,,,,nan
62,,27599,,,,,nan
62,,27649,,,,,nan
62,,27699,,,,,nan
62,,27749,,,,,nan
62,,27799,,,,,nan
62,,27849,,,,,nan
62,,27899,,,,,nan
62,,27949,,,,,nan
62,,27999,,,,,nan
62,,28049,,,,,nan
62,,28061,nan,0.10790000110864639,,,
62,,28061,,,,0.1002769023180008,
63,,28099,,,,,nan
63,,28149,,,,,nan
63,,28199,,,,,nan
63,,28249,,,,,nan
63,,28299,,,,,nan
63,,28349,,,,,nan
63,,28399,,,,,nan
63,,28449,,,,,nan
63,,28499,,,,,nan
63,,28549,,,,,nan
63,,28599,,,,,nan
63,,28619,nan,0.10790000110864639,,,
63,,28619,,,,0.1002769023180008,
64,,28649,,,,,nan
64,,28699,,,,,nan
64,,28749,,,,,nan
64,,28799,,,,,nan
64,,28849,,,,,nan
64,,28899,,,,,nan
64,,28949,,,,,nan
64,,28999,,,,,nan
64,,29049,,,,,nan
64,,29099,,,,,nan
64,,29149,,,,,nan
64,,29177,nan,0.10790000110864639,,,
64,,29177,,,,0.1002769023180008,
65,,29199,,,,,nan
65,,29249,,,,,nan
65,,29299,,,,,nan
65,,29349,,,,,nan
65,,29399,,,,,nan
65,,29449,,,,,nan
65,,29499,,,,,nan
65,,29549,,,,,nan
65,,29599,,,,,nan
65,,29649,,,,,nan
65,,29699,,,,,nan
65,,29735,nan,0.10790000110864639,,,
65,,29735,,,,0.1002769023180008,
66,,29749,,,,,nan
66,,29799,,,,,nan
66,,29849,,,,,nan
66,,29899,,,,,nan
66,,29949,,,,,nan
66,,29999,,,,,nan
66,,30049,,,,,nan
66,,30099,,,,,nan
66,,30149,,,,,nan
66,,30199,,,,,nan
66,,30249,,,,,nan
66,,30293,nan,0.10790000110864639,,,
66,,30293,,,,0.1002769023180008,
67,,30299,,,,,nan
67,,30349,,,,,nan
67,,30399,,,,,nan
67,,30449,,,,,nan
67,,30499,,,,,nan
67,,30549,,,,,nan
67,,30599,,,,,nan
67,,30649,,,,,nan
67,,30699,,,,,nan
67,,30749,,,,,nan
67,,30799,,,,,nan
67,,30849,,,,,nan
67,,30851,nan,0.10790000110864639,,,
67,,30851,,,,0.1002769023180008,
68,,30899,,,,,nan
68,,30949,,,,,nan
68,,30999,,,,,nan
68,,31049,,,,,nan
68,,31099,,,,,nan
68,,31149,,,,,nan
68,,31199,,,,,nan
68,,31249,,,,,nan
68,,31299,,,,,nan
68,,31349,,,,,nan
68,,31399,,,,,nan
68,,31409,nan,0.10790000110864639,,,
68,,31409,,,,0.1002769023180008,
69,,31449,,,,,nan
69,,31499,,,,,nan
69,,31549,,,,,nan
69,,31599,,,,,nan
69,,31649,,,,,nan
69,,31699,,,,,nan
69,,31749,,,,,nan
69,,31799,,,,,nan
69,,31849,,,,,nan
69,,31899,,,,,nan
69,,31949,,,,,nan
69,,31967,nan,0.10790000110864639,,,
69,,31967,,,,0.1002769023180008,
70,,31999,,,,,nan
70,,32049,,,,,nan
70,,32099,,,,,nan
70,,32149,,,,,nan
70,,32199,,,,,nan
70,,32249,,,,,nan
70,,32299,,,,,nan
70,,32349,,,,,nan
70,,32399,,,,,nan
70,,32449,,,,,nan
70,,32499,,,,,nan
70,,32525,nan,0.10790000110864639,,,
70,,32525,,,,0.1002769023180008,
71,,32549,,,,,nan
71,,32599,,,,,nan
71,,32649,,,,,nan
71,,32699,,,,,nan
71,,32749,,,,,nan
71,,32799,,,,,nan
71,,32849,,,,,nan
71,,32899,,,,,nan
71,,32949,,,,,nan
71,,32999,,,,,nan
71,,33049,,,,,nan
71,,33083,nan,0.10790000110864639,,,
71,,33083,,,,0.1002769023180008,
72,,33099,,,,,nan
72,,33149,,,,,nan
72,,33199,,,,,nan
72,,33249,,,,,nan
72,,33299,,,,,nan
72,,33349,,,,,nan
72,,33399,,,,,nan
72,,33449,,,,,nan
72,,33499,,,,,nan
72,,33549,,,,,nan
72,,33599,,,,,nan
72,,33641,nan,0.10790000110864639,,,
72,,33641,,,,0.1002769023180008,
73,,33649,,,,,nan
73,,33699,,,,,nan
73,,33749,,,,,nan
73,,33799,,,,,nan
73,,33849,,,,,nan
73,,33899,,,,,nan
73,,33949,,,,,nan
73,,33999,,,,,nan
73,,34049,,,,,nan
73,,34099,,,,,nan
73,,34149,,,,,nan
73,,34199,,,,,nan
73,,34199,nan,0.10790000110864639,,,
73,,34199,,,,0.1002769023180008,
74,,34249,,,,,nan
74,,34299,,,,,nan
74,,34349,,,,,nan
74,,34399,,,,,nan
74,,34449,,,,,nan
74,,34499,,,,,nan
74,,34549,,,,,nan
74,,34599,,,,,nan
74,,34649,,,,,nan
74,,34699,,,,,nan
74,,34749,,,,,nan
74,,34757,nan,0.10790000110864639,,,
74,,34757,,,,0.1002769023180008,
75,,34799,,,,,nan
75,,34849,,,,,nan
75,,34899,,,,,nan
75,,34949,,,,,nan
75,,34999,,,,,nan
75,,35049,,,,,nan
75,,35099,,,,,nan
75,,35149,,,,,nan
75,,35199,,,,,nan
75,,35249,,,,,nan
75,,35299,,,,,nan
75,,35315,nan,0.10790000110864639,,,
75,,35315,,,,0.1002769023180008,
76,,35349,,,,,nan
76,,35399,,,,,nan
76,,35449,,,,,nan
76,,35499,,,,,nan
76,,35549,,,,,nan
76,,35599,,,,,nan
76,,35649,,,,,nan
76,,35699,,,,,nan
76,,35749,,,,,nan
76,,35799,,,,,nan
76,,35849,,,,,nan
76,,35873,nan,0.10790000110864639,,,
76,,35873,,,,0.1002769023180008,
77,,35899,,,,,nan
77,,35949,,,,,nan
77,,35999,,,,,nan
77,,36049,,,,,nan
77,,36099,,,,,nan
77,,36149,,,,,nan
77,,36199,,,,,nan
77,,36249,,,,,nan
77,,36299,,,,,nan
77,,36349,,,,,nan
77,,36399,,,,,nan
77,,36431,nan,0.10790000110864639,,,
77,,36431,,,,0.1002769023180008,
78,,36449,,,,,nan
