step,train_loss,epoch,val_loss,val_acc,train_acc,test_acc
49,1.8871551752090454,0,,,,
99,1.8705284595489502,0,,,,
149,1.6881957054138184,0,,,,
199,1.3750650882720947,0,,,,
249,1.5170841217041016,0,,,,
299,1.3829444646835327,0,,,,
311,,0,1.7153433561325073,0.39820000529289246,,
311,,0,,,0.32261618971824646,0.44839999079704285
349,0.9451683759689331,1,,,,
399,1.0267934799194336,1,,,,
449,0.9762494564056396,1,,,,
499,1.0374162197113037,1,,,,
549,1.0359095335006714,1,,,,
599,0.7613324522972107,1,,,,
623,,1,1.5592865943908691,0.498199999332428,,
623,,1,,,0.4539012312889099,0.5576000213623047
649,0.554993748664856,2,,,,
699,0.22402817010879517,2,,,,
749,0.7779701948165894,2,,,,
799,0.41080528497695923,2,,,,
849,0.43983638286590576,2,,,,
899,0.8166346549987793,2,,,,
935,,2,1.4827758073806763,0.5453000068664551,,
935,,2,,,0.5307492017745972,0.616599977016449
949,-0.07453382015228271,3,,,,
999,-0.1744908094406128,3,,,,
1049,0.13080787658691406,3,,,,
1099,-0.3057142496109009,3,,,,
1149,-0.05744898319244385,3,,,,
1199,-0.29749906063079834,3,,,,
1247,,3,1.4333572387695312,0.5952000021934509,,
1247,,3,,,0.5809545516967773,0.67330002784729
1249,-0.5438740253448486,4,,,,
1299,-0.760999321937561,4,,,,
1349,-0.614410400390625,4,,,,
1399,-0.6918056011199951,4,,,,
1449,-0.5951218605041504,4,,,,
1499,-0.9904724359512329,4,,,,
1549,-0.5180692672729492,4,,,,
1559,,4,1.3288381099700928,0.6348000168800354,,
1559,,4,,,0.6247746348381042,0.718999981880188
1599,-1.5712168216705322,5,,,,
1649,-1.450715184211731,5,,,,
1699,-1.7013700008392334,5,,,,
1749,-1.420918345451355,5,,,,
1799,-1.1764066219329834,5,,,,
1849,-1.3239784240722656,5,,,,
1871,,5,1.3939882516860962,0.6589999794960022,,
1871,,5,,,0.6575520634651184,0.7506999969482422
1899,-1.9362062215805054,6,,,,
1949,-2.2400662899017334,6,,,,
1999,-1.8301365375518799,6,,,,
2049,-2.3658323287963867,6,,,,
2099,-1.6818941831588745,6,,,,
2149,-2.041375160217285,6,,,,
2183,,6,1.4417991638183594,0.6624000072479248,,
2183,,6,,,0.6819661259651184,0.7529000043869019
2199,-3.0177621841430664,7,,,,
2249,-2.4719862937927246,7,,,,
2299,-2.728343963623047,7,,,,
2349,-2.667293071746826,7,,,,
2399,-2.678370952606201,7,,,,
2449,-2.6930413246154785,7,,,,
2495,,7,1.3683099746704102,0.690500020980835,,
2495,,7,,,0.7023738026618958,0.7839000225067139
2499,-3.355964183807373,8,,,,
2549,-3.5125420093536377,8,,,,
2599,-3.048830032348633,8,,,,
2649,-3.515141248703003,8,,,,
2699,-3.031592607498169,8,,,,
2749,-3.79567289352417,8,,,,
2799,-3.063971757888794,8,,,,
