train_loss,epoch,step,train_acc,test_acc,mix_match_loss
2.1410655975341797,0,49,,,
1.7800164222717285,0,99,,,
1.7191267013549805,0,149,,,
1.7246336936950684,0,199,,,
1.7215067148208618,0,249,,,
1.7401889562606812,0,299,,,
1.5872547626495361,0,349,,,
,0,389,0.3451121747493744,0.4535999894142151,
1.567385196685791,1,399,,,
1.381684422492981,1,449,,,
1.5429812669754028,1,499,,,
1.4506232738494873,1,549,,,
1.3728530406951904,1,599,,,
1.5026355981826782,1,649,,,
1.2943973541259766,1,699,,,
1.4577661752700806,1,749,,,
,1,779,0.4891626536846161,0.5576000213623047,
1.3684368133544922,2,799,,,
1.5760730504989624,2,849,,,
1.4689220190048218,2,899,,,
1.255951166152954,2,949,,,
1.3508002758026123,2,999,,,
1.2023674249649048,2,1049,,,
1.4447416067123413,2,1099,,,
1.4200111627578735,2,1149,,,
,2,1169,0.5728966593742371,0.6486999988555908,
1.1627087593078613,3,1199,,,
1.2643898725509644,3,1249,,,
1.1681361198425293,3,1299,,,
1.2696878910064697,3,1349,,,
1.4062639474868774,3,1399,,,
1.2686607837677002,3,1449,,,
1.2173924446105957,3,1499,,,
1.0912714004516602,3,1549,,,
,3,1559,0.6306490302085876,0.7257999777793884,
1.0180859565734863,4,1599,,,
1.237493872642517,4,1649,,,
1.2558380365371704,4,1699,,,
1.1780891418457031,4,1749,,,
1.0641939640045166,4,1799,,,
0.9522533416748047,4,1849,,,
1.216666579246521,4,1899,,,
1.0216182470321655,4,1949,,,
,4,1949,0.649959921836853,0.714900016784668,
1.2120535373687744,5,1999,,,
1.2318687438964844,5,2049,,,
1.0630576610565186,5,2099,,,
1.1004279851913452,5,2149,,,
0.9294434785842896,5,2199,,,
1.1588995456695557,5,2249,,,
1.0937598943710327,5,2299,,,
,5,2339,0.6710737347602844,0.7789000272750854,
1.0439159870147705,6,2349,,,
0.9427229166030884,6,2399,,,
1.0753185749053955,6,2449,,,
1.0377432107925415,6,2499,,,
1.0580346584320068,6,2549,,,
0.9806655049324036,6,2599,,,
1.0428552627563477,6,2649,,,
1.1152054071426392,6,2699,,,
,6,2729,0.6929887533187866,0.7912999987602234,
0.8889554142951965,7,2749,,,
0.982924222946167,7,2799,,,
0.8532060384750366,7,2849,,,
1.0372501611709595,7,2899,,,
1.058410882949829,7,2949,,,
0.8128700256347656,7,2999,,,
1.0408066511154175,7,3049,,,
0.987205445766449,7,3099,,,
,7,3119,0.7080528736114502,0.7616999745368958,
0.9641417860984802,8,3149,,,
0.9965109825134277,8,3199,,,
1.017919659614563,8,3249,,,
1.0436369180679321,8,3299,,,
0.9228764772415161,8,3349,,,
0.8140432834625244,8,3399,,,
1.1918365955352783,8,3449,,,
0.9757487177848816,8,3499,,,
,8,3509,0.7176883220672607,0.7506999969482422,
0.8533707857131958,9,3549,,,
0.839173436164856,9,3599,,,
1.0361469984054565,9,3649,,,
1.1387149095535278,9,3699,,,
0.9219763278961182,9,3749,,,
1.024408221244812,9,3799,,,
0.9749303460121155,9,3849,,,
0.8810056447982788,9,3899,,,
,9,3899,0.7263421416282654,0.7603999972343445,
0.6736202239990234,10,3949,,,
0.8288235664367676,10,3999,,,
0.8027666807174683,10,4049,,,
0.9913921356201172,10,4099,,,
0.8821678757667542,10,4149,,,
0.8972537517547607,10,4199,,,
1.1003209352493286,10,4249,,,
,10,4289,0.7344951629638672,0.7946000099182129,
1.0862703323364258,11,4299,,,
0.8397477865219116,11,4349,,,
1.0440441370010376,11,4399,,,
1.049316644668579,11,4449,,,
0.9768602252006531,11,4499,,,
0.8898177146911621,11,4549,,,
0.7114654183387756,11,4599,,,
0.89457106590271,11,4649,,,
,11,4679,0.7408453822135925,0.7766000032424927,
0.8141959309577942,12,4699,,,
1.116776704788208,12,4749,,,
1.0135294198989868,12,4799,,,
0.7864448428153992,12,4849,,,
0.8317588567733765,12,4899,,,
1.0772292613983154,12,4949,,,
0.9445302486419678,12,4999,,,
0.7263558506965637,12,5049,,,
,12,5069,0.7447916865348816,0.8432000279426575,
0.8548181653022766,13,5099,,,
0.835055947303772,13,5149,,,
0.8671396970748901,13,5199,,,
0.9247683882713318,13,5249,,,
0.9876002669334412,13,5299,,,
0.7228903770446777,13,5349,,,
0.8157514333724976,13,5399,,,
1.0057140588760376,13,5449,,,
,13,5459,0.749839723110199,0.8180999755859375,
0.8255318403244019,14,5499,,,
0.8380540609359741,14,5549,,,
0.8788343071937561,14,5599,,,
0.8152028918266296,14,5649,,,
0.8481404781341553,14,5699,,,
0.8855024576187134,14,5749,,,
0.8473740220069885,14,5799,,,
0.8682430386543274,14,5849,,,
,14,5849,0.755548894405365,0.8338000178337097,
0.6920701265335083,15,5899,,,
0.8010973930358887,15,5949,,,
0.8112790584564209,15,5999,,,
0.9699416756629944,15,6049,,,
0.7618014812469482,15,6099,,,
0.9155285954475403,15,6149,,,
0.9607710838317871,15,6199,,,
,15,6239,0.7583333253860474,0.854200005531311,
0.8860379457473755,16,6249,,,
1.0616085529327393,16,6299,,,
0.5825573205947876,16,6349,,,
0.9975640773773193,16,6399,,,
0.9726871252059937,16,6449,,,
0.8874310255050659,16,6499,,,
0.929314136505127,16,6549,,,
0.8833451867103577,16,6599,,,
,16,6629,0.7627403736114502,0.828499972820282,
0.6413041353225708,17,6649,,,
0.8591282963752747,17,6699,,,
1.117989182472229,17,6749,,,
0.815405011177063,17,6799,,,
0.7703911066055298,17,6849,,,
0.8019241094589233,17,6899,,,
0.9351142644882202,17,6949,,,
0.9083534479141235,17,6999,,,
,17,7019,0.7682291865348816,0.8310999870300293,
0.9708250164985657,18,7049,,,
0.8985171318054199,18,7099,,,
0.987295389175415,18,7149,,,
0.8754475116729736,18,7199,,,
0.8259912729263306,18,7249,,,
0.8309627771377563,18,7299,,,
0.897974967956543,18,7349,,,
0.611354649066925,18,7399,,,
,18,7409,0.7707131505012512,0.8317000269889832,
1.121895432472229,19,7449,,,
0.7492044568061829,19,7499,,,
0.8192738890647888,19,7549,,,
0.774753987789154,19,7599,,,
0.9781365990638733,19,7649,,,
0.7379650473594666,19,7699,,,
0.7834675908088684,19,7749,,,
0.7302368879318237,19,7799,,,
,19,7799,0.7710937261581421,0.8144999742507935,
,20,7849,,,1.3422573804855347
,20,7899,,,0.9460118412971497
,20,7949,,,1.5510413646697998
,20,7999,,,1.8602893352508545
,20,8049,,,1.7810717821121216
,20,8099,,,0.8602723479270935
,20,8149,,,1.5681631565093994
1.0082913637161255,20,8195,0.7607171535491943,0.8086000084877014,
,21,8199,,,1.445794701576233
,21,8249,,,1.5301626920700073
,21,8299,,,1.5787086486816406
,21,8349,,,1.6137876510620117
