step,epoch,train_loss,val_acc,val_loss,train_acc,test_acc
49,0,2.2849793434143066,,,,
99,0,2.239086151123047,,,,
149,0,2.1285412311553955,,,,
199,0,2.189997673034668,,,,
249,0,2.04429292678833,,,,
299,0,2.1457083225250244,,,,
311,0,,0.25920000672340393,2.0472660064697266,,
311,0,,,,0.17670772969722748,0.289000004529953
349,1,2.0488994121551514,,,,
399,1,2.0169034004211426,,,,
449,1,1.9632487297058105,,,,
499,1,1.9081867933273315,,,,
549,1,2.0345468521118164,,,,
599,1,1.8367486000061035,,,,
623,1,,0.3346000015735626,1.8468540906906128,,
623,1,,,,0.26948118209838867,0.37279999256134033
649,2,2.072131395339966,,,,
699,2,1.9164773225784302,,,,
749,2,1.865214228630066,,,,
799,2,1.9236230850219727,,,,
849,2,1.8680918216705322,,,,
899,2,1.797533631324768,,,,
935,2,,0.35260000824928284,1.774596929550171,,
935,2,,,,0.3200621008872986,0.3856000006198883
949,3,1.662176251411438,,,,
999,3,1.7506073713302612,,,,
1049,3,1.799025535583496,,,,
1099,3,1.9543261528015137,,,,
1149,3,1.9047212600708008,,,,
1199,3,1.743585228919983,,,,
1247,3,,0.3716000020503998,1.7457964420318604,,
1247,3,,,,0.3607521951198578,0.4004000127315521
1249,4,1.8203997611999512,,,,
1299,4,1.630279779434204,,,,
1349,4,1.6242852210998535,,,,
1399,4,1.6581999063491821,,,,
1449,4,1.7260185480117798,,,,
1499,4,1.820408582687378,,,,
1549,4,1.694143533706665,,,,
1559,4,,0.4203000068664551,1.6542824506759644,,
1559,4,,,,0.39560797810554504,0.4602000117301941
1599,5,1.7869586944580078,,,,
1649,5,1.7786228656768799,,,,
1699,5,1.4663453102111816,,,,
1749,5,1.4983383417129517,,,,
1799,5,1.5787427425384521,,,,
1849,5,1.6902592182159424,,,,
1871,5,,0.4311000108718872,1.6312252283096313,,
1871,5,,,,0.4323417544364929,0.4713999927043915
1899,6,1.3934563398361206,,,,
1949,6,1.5835634469985962,,,,
1999,6,1.6231435537338257,,,,
2049,6,1.5991824865341187,,,,
2099,6,1.3568618297576904,,,,
2149,6,1.6640846729278564,,,,
2183,6,,0.49239999055862427,1.4943546056747437,,
2183,6,,,,0.4676482379436493,0.5440999865531921
2199,7,1.3039294481277466,,,,
2249,7,1.5324269533157349,,,,
2299,7,1.3361438512802124,,,,
2349,7,1.4446220397949219,,,,
2399,7,1.39127516746521,,,,
2449,7,1.4483582973480225,,,,
2495,7,,0.4916999936103821,1.4905046224594116,,
2495,7,,,,0.5023287534713745,0.5583999752998352
2499,8,1.3871307373046875,,,,
2549,8,1.416856288909912,,,,
2599,8,1.3603764772415161,,,,
2649,8,1.4211280345916748,,,,
2699,8,1.4820541143417358,,,,
2749,8,1.3769856691360474,,,,
2799,8,1.3708693981170654,,,,
2807,8,,0.5600000023841858,1.3384811878204346,,
2807,8,,,,0.5415664911270142,0.6261000037193298
2849,9,1.4182581901550293,,,,
2899,9,1.3751615285873413,,,,
2949,9,1.309912919998169,,,,
2999,9,1.146732211112976,,,,
3049,9,1.1053458452224731,,,,
3099,9,1.2459566593170166,,,,
3119,9,,0.5807999968528748,1.2947545051574707,,
3119,9,,,,0.5752203464508057,0.6527000069618225
3149,10,1.2930320501327515,,,,
3199,10,1.2458350658416748,,,,
3249,10,1.2987171411514282,,,,
3299,10,1.0735883712768555,,,,
3349,10,1.3117440938949585,,,,
3399,10,1.027902603149414,,,,
3431,10,,0.5728999972343445,1.3594417572021484,,
3431,10,,,,0.6062950491905212,0.6378999948501587
3449,11,1.0908160209655762,,,,
3499,11,1.0246516466140747,,,,
3549,11,1.4235469102859497,,,,
3599,11,1.1773015260696411,,,,
3649,11,1.3858420848846436,,,,
3699,11,1.2682603597640991,,,,
3743,11,,0.6243000030517578,1.1984978914260864,,
3743,11,,,,0.6356169581413269,0.7031999826431274
3749,12,1.284936547279358,,,,
3799,12,1.2924524545669556,,,,
3849,12,1.1547291278839111,,,,
3899,12,1.366275668144226,,,,
3949,12,1.2413638830184937,,,,
3999,12,1.2273154258728027,,,,
4049,12,1.1807886362075806,,,,
4055,12,,0.6388000249862671,1.1653623580932617,,
4055,12,,,,0.6468850374221802,0.7249000072479248
4099,13,1.1583839654922485,,,,
4149,13,1.1772689819335938,,,,
4199,13,1.0388224124908447,,,,
4249,13,1.0976375341415405,,,,
4299,13,1.059408187866211,,,,
4349,13,1.043256402015686,,,,
4367,13,,0.5741000175476074,1.3223340511322021,,
4367,13,,,,0.6584785580635071,0.6317999958992004
4399,14,1.0808297395706177,,,,
4449,14,1.2055535316467285,,,,
4499,14,1.0790647268295288,,,,
4549,14,1.1646006107330322,,,,
4599,14,1.305712342262268,,,,
4649,14,0.8845701217651367,,,,
4679,14,,0.6819000244140625,1.0637247562408447,,
4679,14,,,,0.6704226732254028,0.7778000235557556
4699,15,1.1974551677703857,,,,
4749,15,0.9336934685707092,,,,
4799,15,1.0309808254241943,,,,
4849,15,0.9459307193756104,,,,
4899,15,1.0900782346725464,,,,
4949,15,1.1762187480926514,,,,
4991,15,,0.6611999869346619,1.117673635482788,,
4991,15,,,,0.6760817170143127,0.7513999938964844
4999,16,1.080864667892456,,,,
5049,16,1.2950700521469116,,,,
5099,16,1.1110177040100098,,,,
5149,16,1.066291332244873,,,,
5199,16,0.9605483412742615,,,,
5249,16,1.0498796701431274,,,,
5299,16,1.2734954357147217,,,,
5303,16,,0.6254000067710876,1.2144877910614014,,
5303,16,,,,0.6847956776618958,0.7056000232696533
5349,17,0.9414962530136108,,,,
5399,17,1.1969420909881592,,,,
5449,17,0.9447380304336548,,,,
5499,17,1.017727255821228,,,,
5549,17,0.9659328460693359,,,,
5599,17,0.9228566884994507,,,,
5615,17,,0.6162999868392944,1.2146836519241333,,
5615,17,,,,0.6853215098381042,0.6845999956130981
5649,18,0.978984534740448,,,,
5699,18,1.0125116109848022,,,,
5749,18,0.7854227423667908,,,,
5799,18,1.1158257722854614,,,,
5849,18,1.1092828512191772,,,,
5899,18,1.0536004304885864,,,,
5927,18,,0.6287000179290771,1.2423471212387085,,
5927,18,,,,0.6892778277397156,0.6987000107765198
5949,19,0.9453909397125244,,,,
5999,19,1.0589773654937744,,,,
6049,19,0.8425931334495544,,,,
6099,19,1.0717568397521973,,,,
6149,19,1.0669106245040894,,,,
6199,19,0.7683227062225342,,,,
6239,19,,0.6492999792098999,1.1297223567962646,,
6239,19,,,,0.6935847401618958,0.7311999797821045
6249,20,1.0393433570861816,,,,
6299,20,0.9494927525520325,,,,
6349,20,1.116804599761963,,,,
6399,20,0.9432228207588196,,,,
