epoch,train_loss,step,train_acc,test_acc
0,2.418912172317505,49,,
0,2.6957409381866455,99,,
0,2.776853322982788,149,,
0,2.2196462154388428,199,,
0,2.2166872024536133,249,,
0,2.124314785003662,299,,
0,2.2137720584869385,349,,
0,,389,0.1728966385126114,0.23639999330043793
1,1.9980156421661377,399,,
1,2.0636696815490723,449,,
1,2.1115541458129883,499,,
1,2.0056285858154297,549,,
1,2.460141181945801,599,,
1,2.085645914077759,649,,
1,2.398627519607544,699,,
1,2.2685935497283936,749,,
1,,779,0.22544071078300476,0.15049999952316284
2,2.2319185733795166,799,,
2,1.993887186050415,849,,
2,2.047776699066162,899,,
2,1.9282890558242798,949,,
2,2.0116772651672363,999,,
2,1.900024175643921,1049,,
2,1.8998924493789673,1099,,
2,1.8185421228408813,1149,,
2,,1169,0.2645833194255829,0.35839998722076416
3,1.8766833543777466,1199,,
3,1.7500492334365845,1249,,
3,1.7726120948791504,1299,,
3,1.77898108959198,1349,,
3,1.6399410963058472,1399,,
3,1.7432119846343994,1449,,
3,1.6726001501083374,1499,,
3,1.8759551048278809,1549,,
3,,1559,0.35002002120018005,0.4083000123500824
4,1.7420294284820557,1599,,
4,1.729117751121521,1649,,
4,1.7286279201507568,1699,,
4,1.7076187133789062,1749,,
4,1.6067650318145752,1799,,
4,1.642121434211731,1849,,
4,1.5937528610229492,1899,,
4,1.6095120906829834,1949,,
4,,1949,0.42219552397727966,0.5109000205993652
5,1.5428614616394043,1999,,
5,1.5035885572433472,2049,,
5,1.616315484046936,2099,,
5,1.477571725845337,2149,,
5,1.5525298118591309,2199,,
5,1.3822957277297974,2249,,
5,1.3771857023239136,2299,,
5,,2339,0.4933694005012512,0.5601999759674072
6,1.3891621828079224,2349,,
6,1.2962837219238281,2399,,
6,1.3070905208587646,2449,,
6,1.3115928173065186,2499,,
6,1.363694190979004,2549,,
6,1.2464063167572021,2599,,
6,1.2197260856628418,2649,,
6,1.1857174634933472,2699,,
6,,2729,0.5525040030479431,0.6147000193595886
7,1.2512716054916382,2749,,
7,1.314389944076538,2799,,
7,1.3257505893707275,2849,,
7,1.2131096124649048,2899,,
7,1.1018359661102295,2949,,
7,1.1542922258377075,2999,,
7,1.1834299564361572,3049,,
7,1.2509357929229736,3099,,
7,,3119,0.5872796177864075,0.656000018119812
8,1.2047839164733887,3149,,
8,1.2293022871017456,3199,,
8,1.230517864227295,3249,,
8,1.252659797668457,3299,,
8,1.1842514276504517,3349,,
8,1.3631643056869507,3399,,
8,1.1155236959457397,3449,,
8,1.1396758556365967,3499,,
8,,3509,0.6211538314819336,0.6559000015258789
9,1.191635251045227,3549,,
9,1.1971200704574585,3599,,
9,1.1990443468093872,3649,,
9,1.131546974182129,3699,,
9,1.3040028810501099,3749,,
9,1.2215056419372559,3799,,
9,1.0862520933151245,3849,,
9,1.1429461240768433,3899,,
9,,3899,0.6499999761581421,0.7282000184059143
10,0.9256256818771362,3949,,
10,1.194718599319458,3999,,
10,1.2487727403640747,4049,,
10,1.1243476867675781,4099,,
10,0.9718025922775269,4149,,
10,0.9492781162261963,4199,,
10,0.9783138036727905,4249,,
10,,4289,0.6693910360336304,0.728600025177002
11,0.8328266143798828,4299,,
11,0.45383062958717346,4349,,
11,0.6513165235519409,4399,,
11,0.949959397315979,4449,,
11,1.0547128915786743,4499,,
11,0.7913779020309448,4549,,
11,0.7923662662506104,4599,,
11,1.031808614730835,4649,,
11,,4679,0.6669671535491943,0.6934000253677368
12,0.33148258924484253,4699,,
12,0.4834020733833313,4749,,
12,0.04077833890914917,4799,,
12,0.5701963305473328,4849,,
12,0.40765875577926636,4899,,
12,0.5121898651123047,4949,,
12,0.3551531434059143,4999,,
12,0.20578628778457642,5049,,
12,,5069,0.6639623641967773,0.6241000294685364
13,-0.008684754371643066,5099,,
13,-0.051406145095825195,5149,,
13,-0.2761843204498291,5199,,
13,0.24919772148132324,5249,,
13,0.34351539611816406,5299,,
13,0.09149825572967529,5349,,
13,0.16771793365478516,5399,,
13,0.06140720844268799,5449,,
13,,5459,0.6669871807098389,0.7466999888420105
14,-0.15942955017089844,5499,,
14,-0.9153155088424683,5549,,
14,-0.13284671306610107,5599,,
14,-0.6294760704040527,5649,,
14,-0.36806607246398926,5699,,
14,-0.64853835105896,5749,,
14,-0.6991499662399292,5799,,
14,-0.4491938352584839,5849,,
14,,5849,0.6730368733406067,0.7142999768257141
15,-0.7368828058242798,5899,,
15,-0.5425275564193726,5949,,
15,-0.9503320455551147,5999,,
15,-1.3263616561889648,6049,,
15,-1.393757939338684,6099,,
15,-1.357114315032959,6149,,
15,-1.2614336013793945,6199,,
15,,6239,0.6769631505012512,0.7421000003814697
16,-1.835777759552002,6249,,
16,-1.8609116077423096,6299,,
16,-1.841763973236084,6349,,
16,-1.847984790802002,6399,,
16,-1.2894275188446045,6449,,
16,-1.8163691759109497,6499,,
16,-2.1125540733337402,6549,,
16,-1.9644238948822021,6599,,
16,,6629,0.6824719309806824,0.7026000022888184
17,-1.890866756439209,6649,,
17,-2.28752064704895,6699,,
17,-2.1930339336395264,6749,,
17,-2.3299880027770996,6799,,
17,-2.3483176231384277,6849,,
17,-2.5801777839660645,6899,,
17,-2.046858549118042,6949,,
17,-2.368161678314209,6999,,
17,,7019,0.6864984035491943,0.7427999973297119
18,-2.929121494293213,7049,,
18,-2.993265390396118,7099,,
18,-2.4295434951782227,7149,,
18,-3.0122504234313965,7199,,
18,-2.3907523155212402,7249,,
18,-2.630716323852539,7299,,
18,-2.7557506561279297,7349,,
18,-2.7670376300811768,7399,,
18,,7409,0.6932091116905212,0.76910001039505
19,-3.5184292793273926,7449,,
19,-3.471920967102051,7499,,
19,-3.5290496349334717,7549,,
19,-4.093789100646973,7599,,
19,-3.4360263347625732,7649,,
19,-3.465921640396118,7699,,
19,-2.409003496170044,7749,,
19,-3.57316517829895,7799,,
19,,7799,0.695893406867981,0.7642999887466431
20,-4.154519081115723,7849,,
20,-4.194643974304199,7899,,
20,-3.721428155899048,7949,,
20,-3.742908000946045,7999,,
20,-3.310056447982788,8049,,
20,-4.194187164306641,8099,,
20,-4.266219139099121,8149,,
20,,8189,0.6979367136955261,0.7537999749183655
21,-5.464974403381348,8199,,
21,-4.24931001663208,8249,,
21,-4.788114070892334,8299,,
21,-4.912716865539551,8349,,
21,-4.180021286010742,8399,,
21,-4.889434337615967,8449,,
21,-4.514718055725098,8499,,
21,-5.279537677764893,8549,,
21,,8579,0.7045072317123413,0.7748000025749207
22,-5.395862102508545,8599,,
22,-5.576141834259033,8649,,
22,-5.302923679351807,8699,,
22,-5.143282890319824,8749,,
22,-5.3883256912231445,8799,,
22,-4.6255035400390625,8849,,
22,-5.705788612365723,8899,,
22,-4.585563659667969,8949,,
22,,8969,0.7052283883094788,0.7955999970436096
23,-6.72283935546875,8999,,
23,-5.700202941894531,9049,,
23,-5.446529388427734,9099,,
23,-5.725157737731934,9149,,
23,-5.883730888366699,9199,,
23,-6.489825248718262,9249,,
