epoch,train_loss,step,val_acc,val_loss,test_acc,train_acc
0,2.5512964725494385,49,,,,
0,2.2593367099761963,99,,,,
0,1.9952057600021362,149,,,,
0,2.0116665363311768,199,,,,
0,1.931174874305725,249,,,,
0,1.6981456279754639,299,,,,
0,,311,0.2939000129699707,1.9498845338821411,,
0,,311,,,0.32919999957084656,0.22443409264087677
1,1.926035761833191,349,,,,
1,1.9097447395324707,399,,,,
1,1.7464348077774048,449,,,,
1,1.943307638168335,499,,,,
1,1.7563928365707397,549,,,,
1,1.791589379310608,599,,,,
1,,623,0.385699987411499,1.711377739906311,,
1,,623,,,0.42089998722076416,0.3345853388309479
2,1.7743589878082275,649,,,,
2,1.666373610496521,699,,,,
2,1.7986035346984863,749,,,,
2,1.8747179508209229,799,,,,
2,1.5157904624938965,849,,,,
2,1.5444538593292236,899,,,,
2,,935,0.40459999442100525,1.6807576417922974,,
2,,935,,,0.4514000117778778,0.3893229067325592
3,1.7321637868881226,949,,,,
3,1.6662819385528564,999,,,,
3,1.5697075128555298,1049,,,,
3,1.6018232107162476,1099,,,,
3,1.5569828748703003,1149,,,,
3,1.660765290260315,1199,,,,
3,,1247,0.451200008392334,1.561712622642517,,
3,,1247,,,0.5102999806404114,0.4303385317325592
4,1.4994815587997437,1249,,,,
4,1.5858677625656128,1299,,,,
4,1.4381144046783447,1349,,,,
4,1.3455044031143188,1399,,,,
4,1.4415996074676514,1449,,,,
4,1.3636971712112427,1499,,,,
4,1.6768401861190796,1549,,,,
4,,1559,0.4945000112056732,1.4871031045913696,,
4,,1559,,,0.5450000166893005,0.47162961959838867
5,1.406016230583191,1599,,,,
5,1.4723320007324219,1649,,,,
5,1.426986813545227,1699,,,,
5,1.4127206802368164,1749,,,,
5,1.5041440725326538,1799,,,,
5,1.491981029510498,1849,,,,
5,,1871,0.5164999961853027,1.4116861820220947,,
5,,1871,,,0.5845999717712402,0.5162009000778198
6,1.3305349349975586,1899,,,,
6,1.360425353050232,1949,,,,
6,1.3740533590316772,1999,,,,
6,1.3825656175613403,2049,,,,
6,1.1927350759506226,2099,,,,
6,1.2716931104660034,2149,,,,
6,,2183,0.5677000284194946,1.317929744720459,,
6,,2183,,,0.6366999745368958,0.5524088740348816
7,1.2562248706817627,2199,,,,
7,1.3792909383773804,2249,,,,
7,1.5393016338348389,2299,,,,
7,1.3977949619293213,2349,,,,
7,1.2653675079345703,2399,,,,
7,1.1445802450180054,2449,,,,
7,,2495,0.5807999968528748,1.2992887496948242,,
7,,2495,,,0.6496999859809875,0.5791015625
8,1.4969062805175781,2499,,,,
8,1.25812566280365,2549,,,,
8,1.1627988815307617,2599,,,,
8,1.3245247602462769,2649,,,,
8,1.1337960958480835,2699,,,,
8,1.264865517616272,2749,,,,
8,1.1452528238296509,2799,,,,
