step,train_loss1,epoch,train_loss2,train_acc1,test_acc,train_acc2
49,0.013943732716143131,0,0.013884061947464943,,,
99,0.012786192819476128,0,0.013127353973686695,,,
149,0.011824497021734715,0,0.01135010365396738,,,
199,0.010741370730102062,0,0.011656157672405243,,,
249,0.011459270492196083,0,0.011937758885324001,,,
299,0.011335196904838085,0,0.01167265698313713,,,
349,0.009787213988602161,0,0.010012533515691757,,,
389,,0,,0.41300079226493835,0.5356000065803528,0.3978966474533081
399,0.007717006839811802,1,0.008960099890828133,,,
449,0.009563842788338661,1,0.01033226028084755,,,
499,0.008676251396536827,1,0.00840076245367527,,,
549,0.008041816763579845,1,0.008750113658607006,,,
599,0.008824172429740429,1,0.009569549933075905,,,
649,0.007872731424868107,1,0.008573074825108051,,,
699,0.006985752377659082,1,0.0075910561718046665,,,
749,0.007465367205440998,1,0.008394078351557255,,,
779,,1,,0.6011618375778198,0.6565999984741211,0.5828325152397156
799,0.006904113572090864,2,0.0069707417860627174,,,
849,0.005414391402155161,2,0.006561331916600466,,,
899,0.0050777411088347435,2,0.004786974284797907,,,
949,0.006212978158146143,2,0.006248946767300367,,,
999,0.006564582698047161,2,0.006371228024363518,,,
1049,0.005165864247828722,2,0.005777413956820965,,,
1099,0.0060390871949493885,2,0.0070179421454668045,,,
1149,0.005962633527815342,2,0.006625817157328129,,,
1169,,2,,0.6839542984962463,0.6868000030517578,0.6688902378082275
1199,0.0059805321507155895,3,0.006055873818695545,,,
1249,0.005387687589973211,3,0.0069750165566802025,,,
1299,0.006104030180722475,3,0.006933794356882572,,,
1349,0.0054587689228355885,3,0.004578961990773678,,,
1399,0.005163596943020821,3,0.0054154773242771626,,,
1449,0.004752195905894041,3,0.004615668207406998,,,
1499,0.0044505237601697445,3,0.004895116668194532,,,
1549,0.004252128768712282,3,0.004290763754397631,,,
1559,,3,,0.7386618852615356,0.7547000050544739,0.7245192527770996
1599,0.004382740240544081,4,0.005262669175863266,,,
1649,0.0030460869893431664,4,0.003896335605531931,,,
1699,0.0034358364064246416,4,0.004045477602630854,,,
1749,0.0037752047646790743,4,0.0034684096463024616,,,
1799,0.004151467699557543,4,0.003584429854527116,,,
1849,0.0035383752547204494,4,0.002969098510220647,,,
1899,0.002832026919350028,4,0.002966994419693947,,,
1949,0.004230166785418987,4,0.00408814987167716,,,
1949,,4,,0.7719951868057251,0.7529000043869019,0.7648037075996399
1999,0.003713898593559861,5,0.003989693243056536,,,
2049,0.0031408770009875298,5,0.003227348905056715,,,
2099,0.0023625572212040424,5,0.00269328779540956,,,
2149,0.0023836905602365732,5,0.0017238021828234196,,,
2199,0.003776916768401861,5,0.00387124577537179,,,
2249,0.002007971052080393,5,0.002247384749352932,,,
2299,0.0031316548120230436,5,0.002785190474241972,,,
2339,,5,,0.7969350814819336,0.7527999877929688,0.7896033525466919
2349,0.0009932646062225103,6,0.0011647891951724887,,,
2399,0.0017043896950781345,6,0.0011777736945077777,,,
2449,0.0015389499021694064,6,0.0013577487552538514,,,
2499,0.0019915953744202852,6,0.0014384278329089284,,,
2549,0.0021463045850396156,6,0.001814740477129817,,,
2599,0.001845834543928504,6,0.0015429614577442408,,,
2649,0.0034049740061163902,6,0.003351256251335144,,,
2699,0.002174569061025977,6,0.00357927312143147,,,
2729,,6,,0.8113180994987488,0.786899983882904,0.8082332015037537
2749,0.002556396881118417,7,0.002428032923489809,,,
2799,0.0024172954726964235,7,0.002480845432728529,,,
2849,0.0015780547400936484,7,0.0016955409664660692,,,
2899,0.0012605874799191952,7,0.0011793498415499926,,,
2949,0.002030205214396119,7,0.002431425964459777,,,
2999,0.0020431969314813614,7,0.0021025773603469133,,,
3049,0.0019037132151424885,7,0.0025933783035725355,,,
3099,0.0016798973083496094,7,0.001304261269979179,,,
3119,,7,,0.8245392441749573,0.8206999897956848,0.8202123641967773
3149,0.0008362074731849134,8,0.0015164988581091166,,,
3199,0.0017314641736447811,8,0.0014325405936688185,,,
3249,0.000646510103251785,8,0.0016716973623260856,,,
3299,0.0014784455997869372,8,0.0012873199302703142,,,
3349,0.0015171716222539544,8,0.001969787059351802,,,
3399,0.0013834787532687187,8,0.0014306778321042657,,,
3449,0.0014418993378058076,8,0.001998024294152856,,,
3499,0.003295346861705184,8,0.0018230682471767068,,,
3509,,8,,0.8314703702926636,0.8026999831199646,0.8260416388511658
3549,0.001602526637725532,9,0.001224928186275065,,,
3599,0.0021848934702575207,9,0.001709273550659418,,,
3649,0.001124798902310431,9,0.0011920644901692867,,,
3699,0.0003439847787376493,9,0.0004077509802300483,,,
3749,0.0016825038474053144,9,0.001347503624856472,,,
3799,0.0011739301262423396,9,0.0006621217471547425,,,
3849,0.0011990750208497047,9,0.000966652121860534,,,
3899,0.002414566930383444,9,0.0024538151919841766,,,
3899,,9,,0.8317708373069763,0.805899977684021,0.8313301205635071
3949,0.0010555933695286512,10,0.0012292986502870917,,,
3999,0.0012805076548829675,10,0.001266448525711894,,,
4049,0.00031205586856231093,10,0.0004409710527397692,,,
4099,0.0008104339358396828,10,0.0014258845476433635,,,
4149,0.0006227018893696368,10,0.0014610959915444255,,,
4199,0.0007720576832070947,10,0.0013368255458772182,,,
4249,0.0008648881921544671,10,0.0008535627275705338,,,
4289,,10,,0.8400440812110901,0.804099977016449,0.837419867515564
4299,0.0008412953466176987,11,0.0006592244026251137,,,
4349,0.0015829759649932384,11,0.002001216635107994,,,
4399,0.0008530142367817461,11,0.00023234418767970055,,,
4449,0.001610237406566739,11,0.0011300413170829415,,,
4499,0.001166793517768383,11,0.001266979263164103,,,
4549,0.00048136519035324454,11,0.00045942969154566526,,,
4599,0.0011380816577002406,11,0.0007197025697678328,,,
4649,0.0007853239658288658,11,0.0002582140441518277,,,
4679,,11,,0.8462539911270142,0.8327000141143799,0.8417067527770996
4699,0.0013135040644556284,12,0.0005872059264220297,,,
4749,0.001591121661476791,12,0.0007450226112268865,,,
4799,0.0005477886297740042,12,0.0013880332699045539,,,
4849,0.0005614787223748863,12,0.00046769395703449845,,,
4899,0.00028559970087371767,12,0.00040545742376707494,,,
4949,0.001443532994017005,12,0.0011132857762277126,,,
4999,0.0013222107663750648,12,0.0008978357654996216,,,
5049,0.001018049893900752,12,0.0010993805481120944,,,
5069,,12,,0.8462539911270142,0.8343999981880188,0.8460937738418579
5099,0.0010220305994153023,13,0.0005874595372006297,,,
5149,0.0017579770646989346,13,0.0010462772333994508,,,
5199,0.0010954550234600902,13,0.0012465668842196465,,,
5249,0.001758824335411191,13,0.00046269441372714937,,,
5299,0.0009243604727089405,13,0.0013472575228661299,,,
5349,0.0012485336046665907,13,0.0008497148519381881,,,
5399,0.0002659256279002875,13,0.00019574792531784624,,,
5449,0.0010977194178849459,13,0.0014043727423995733,,,
5459,,13,,0.8522235751152039,0.8355000019073486,0.8501402139663696
5499,0.001369509962387383,14,0.0018260360229760408,,,
5549,0.0006203508237376809,14,0.0011070508044213057,,,
5599,0.00025524370721541345,14,0.0005013871123082936,,,
5649,0.001714931451715529,14,0.0008074152283370495,,,
5699,0.0004501558723859489,14,0.001228034496307373,,,
5749,0.000869546493049711,14,0.0011009731097146869,,,
5799,0.0015301147941499949,14,0.0015662836376577616,,,
5849,0.0008067593444138765,14,0.0007369559607468545,,,
5849,,14,,0.8542668223381042,0.8402000069618225,0.8526843190193176
5899,0.00021080502483528107,15,0.0002908713649958372,,,
5949,0.0017902422696352005,15,0.0006906652706675231,,,
5999,0.0006884081522002816,15,0.0002821858797688037,,,
6049,0.0002021833643084392,15,0.00025843901676125824,,,
6099,0.0004927709233015776,15,0.00048447796143591404,,,
6149,0.002479732036590576,15,0.0010415889555588365,,,
6199,0.0005312728462740779,15,0.00024349993327632546,,,
6239,,15,,0.8608373403549194,0.8382999897003174,0.8581330180168152
6249,0.0013698514085263014,16,0.0018975567072629929,,,
6299,0.0002810719597619027,16,0.000532491656485945,,,
6349,0.0009451397927477956,16,0.0006940638995729387,,,
6399,0.0004394046845845878,16,0.0007502948865294456,,,
6449,0.0003846073232125491,16,0.00048495648661628366,,,
6499,0.00018301060481462628,16,0.0006472771055996418,,,
6549,0.0008706870721653104,16,0.0009469529031775892,,,
6599,0.00017055714852176607,16,0.00023131680791266263,,,
6629,,16,,0.8621995449066162,0.857699990272522,0.8613381385803223
6649,0.0003348563623148948,17,0.0008571915095672011,,,
6699,0.0010141989914700389,17,0.0012295591877773404,,,
6749,0.0006754587520845234,17,0.0005927386810071766,,,
6799,0.0008381701190955937,17,0.0013361212331801653,,,
6849,0.0015247738920152187,17,0.0013709425693377852,,,
6899,0.00017871000454761088,17,0.0005617711576633155,,,
6949,0.001273426110856235,17,0.0001471132563892752,,,
6999,0.0008461548713967204,17,0.0009757355437614024,,,
7019,,17,,0.8644030690193176,0.8496999740600586,0.8614984154701233
7049,0.0005927945603616536,18,0.0005513078649528325,,,
7099,0.001277689472772181,18,0.000639565521851182,,,
7149,0.00065685308072716,18,0.0007905351812951267,,,
7199,0.0003237964410800487,18,0.0005327987018972635,,,
7249,0.001020259689539671,18,0.00033063761657103896,,,
7299,0.0004792890977114439,18,0.0016729370690882206,,,
7349,0.0004970948793925345,18,0.0009347527520731091,,,
7399,0.0009149965480901301,18,0.0006692332099191844,,,
7409,,18,,0.8668670058250427,0.8410999774932861,0.8667467832565308
7449,0.00048498515388928354,19,0.0005471333861351013,,,
