epoch,step,train_loss,test_acc
0,49,2.2466676235198975,
0,99,2.12406587600708,
0,149,1.886733055114746,
0,199,1.9229862689971924,
0,249,1.966583013534546,
0,299,2.0789005756378174,
0,349,1.9816707372665405,
0,389,,0.3066999912261963
1,399,2.229490041732788,
1,449,2.158277750015259,
1,499,2.036259889602661,
1,549,1.6817432641983032,
1,599,1.9964607954025269,
1,649,1.7412586212158203,
1,699,1.784706473350525,
1,749,1.4626761674880981,
1,779,,0.3797000050544739
2,799,1.6451740264892578,
2,849,1.9707748889923096,
2,899,1.7512364387512207,
2,949,1.6237092018127441,
2,999,1.6842557191848755,
2,1049,1.2470602989196777,
2,1099,1.854455828666687,
2,1149,1.838210940361023,
2,1169,,0.5031999945640564
3,1199,1.2026798725128174,
3,1249,1.8702797889709473,
3,1299,1.2727062702178955,
3,1349,1.668586254119873,
3,1399,1.7838802337646484,
3,1449,1.3761554956436157,
3,1499,1.6411352157592773,
3,1549,1.4501005411148071,
3,1559,,0.5742999911308289
4,1599,1.27888822555542,
4,1649,1.2319815158843994,
4,1699,1.7761425971984863,
4,1749,0.9628872871398926,
4,1799,0.7497864961624146,
4,1849,1.6290652751922607,
4,1899,1.5298347473144531,
4,1949,1.4734327793121338,
4,1949,,0.6071000099182129
5,1999,1.25010347366333,
5,2049,1.2639832496643066,
5,2099,1.0627236366271973,
5,2149,1.4515293836593628,
5,2199,1.635897159576416,
5,2249,1.40675950050354,
5,2299,1.1116836071014404,
5,2339,,0.6351000070571899
6,2349,1.0114192962646484,
6,2399,1.1959834098815918,
6,2449,1.4013969898223877,
6,2499,1.4127061367034912,
6,2549,0.6031777858734131,
6,2599,0.3243386745452881,
6,2649,1.5181128978729248,
6,2699,0.9772549867630005,
6,2729,,0.6669999957084656
7,2749,0.20762884616851807,
7,2799,0.1288456916809082,
7,2849,0.3911589980125427,
7,2899,0.5517961978912354,
7,2949,0.2681950330734253,
7,2999,0.7359811067581177,
7,3049,1.4219050407409668,
7,3099,0.42351245880126953,
7,3119,,0.6790000200271606
8,3149,0.6967238783836365,
8,3199,0.7205663323402405,
8,3249,1.2760846614837646,
8,3299,0.9821142554283142,
8,3349,1.1744990348815918,
8,3399,0.652238130569458,
8,3449,0.610249400138855,
8,3499,0.34914612770080566,
8,3509,,0.6953999996185303
9,3549,1.0769155025482178,
9,3599,-0.02750849723815918,
9,3649,0.0009016990661621094,
9,3699,1.2527081966400146,
9,3749,0.7464520931243896,
9,3799,1.3234368562698364,
9,3849,0.7711920738220215,
9,3899,0.11140477657318115,
9,3899,,0.7329999804496765
10,3949,1.2735074758529663,
10,3999,1.1829283237457275,
10,4049,1.0349150896072388,
10,4099,1.3265533447265625,
10,4149,1.343158483505249,
10,4199,0.5316327810287476,
10,4249,0.3986395597457886,
10,4289,,0.7386999726295471
11,4299,-0.46836233139038086,
11,4349,0.4440793991088867,
11,4399,0.6365625858306885,
11,4449,-0.6112343072891235,
11,4499,-0.46847331523895264,
11,4549,-0.5189961194992065,
11,4599,0.5470244884490967,
11,4649,-0.3334648609161377,
11,4679,,0.7434999942779541
12,4699,1.283125877380371,
12,4749,0.1809314489364624,
12,4799,0.03727841377258301,
12,4849,0.03533577919006348,
12,4899,0.30757975578308105,
12,4949,1.2232563495635986,
12,4999,1.0055451393127441,
12,5049,0.08053088188171387,
12,5069,,0.7357000112533569
13,5099,0.5180090665817261,
13,5149,-1.59055495262146,
13,5199,-1.0030792951583862,
13,5249,0.888811469078064,
13,5299,0.03762376308441162,
13,5349,-0.5991158485412598,
13,5399,-0.28879308700561523,
13,5449,-0.9769752025604248,
13,5459,,0.76910001039505
14,5499,0.8583872318267822,
14,5549,-0.3816490173339844,
14,5599,0.8101509809494019,
14,5649,0.2382868528366089,
14,5699,0.3439047336578369,
14,5749,-1.4694859981536865,
14,5799,0.8989089727401733,
14,5849,0.9973016977310181,
14,5849,,0.7746999859809875
15,5899,1.065537929534912,
15,5949,-0.07614755630493164,
15,5999,-0.13073837757110596,
15,6049,0.221352219581604,
15,6099,-0.404388427734375,
15,6149,-1.4345192909240723,
15,6199,-0.5509791374206543,
15,6239,,0.7405999898910522
16,6249,-0.9862701892852783,
16,6299,-1.0269787311553955,
16,6349,-0.8068504333496094,
16,6399,0.06680703163146973,
16,6449,-1.637692928314209,
16,6499,-0.3770925998687744,
16,6549,-1.3226995468139648,
16,6599,0.9302135705947876,
16,6629,,0.7764999866485596
17,6649,-1.1342847347259521,
17,6699,-1.5819916725158691,
17,6749,-0.24161958694458008,
17,6799,0.4713447093963623,
17,6849,-1.9312820434570312,
17,6899,1.0278935432434082,
17,6949,0.463962197303772,
17,6999,0.7701561450958252,
17,7019,,0.8126999735832214
18,7049,-1.3148224353790283,
18,7099,-1.444619059562683,
18,7149,0.9731013774871826,
18,7199,0.8434431552886963,
18,7249,-0.2461240291595459,
18,7299,-0.8192518949508667,
18,7349,0.8657565116882324,
18,7399,0.8498560190200806,
18,7409,,0.8195000290870667
19,7449,0.7548565864562988,
19,7499,0.6676373481750488,
19,7549,0.29010701179504395,
19,7599,0.8415365219116211,
19,7649,0.5234566926956177,
19,7699,0.023896217346191406,
19,7749,0.25271153450012207,
19,7799,0.7788733243942261,
19,7799,,0.7908999919891357
20,7849,0.6711728572845459,
20,7899,-3.0285544395446777,
20,7949,0.8162442445755005,
20,7999,0.7071728706359863,
20,8049,-0.11770272254943848,
20,8099,-2.789271116256714,
20,8149,-0.45922887325286865,
