train_loss,epoch,step,test_acc
2.1550068855285645,0,49,
1.958959698677063,0,99,
1.903954029083252,0,149,
1.8643789291381836,0,199,
1.7511303424835205,0,249,
2.0902810096740723,0,299,
1.8873884677886963,0,349,
,0,389,0.4307999908924103
2.4444985389709473,1,399,
1.9221270084381104,1,449,
2.019390344619751,1,499,
1.7881970405578613,1,549,
1.7071173191070557,1,599,
2.0053465366363525,1,649,
1.850810170173645,1,699,
1.870948076248169,1,749,
,1,779,0.46630001068115234
1.377997875213623,2,799,
1.8739027976989746,2,849,
1.5481679439544678,2,899,
1.7752423286437988,2,949,
1.7381123304367065,2,999,
1.6468846797943115,2,1049,
1.8692669868469238,2,1099,
1.69761323928833,2,1149,
,2,1169,0.506600022315979
1.7792737483978271,3,1199,
1.695596694946289,3,1249,
1.5071406364440918,3,1299,
1.6603788137435913,3,1349,
1.198110818862915,3,1399,
1.6266860961914062,3,1449,
1.7409313917160034,3,1499,
1.0902860164642334,3,1549,
,3,1559,0.5842999815940857
1.6471081972122192,4,1599,
1.050699234008789,4,1649,
1.4552544355392456,4,1699,
1.5093635320663452,4,1749,
1.740502119064331,4,1799,
1.2666794061660767,4,1849,
1.535361886024475,4,1899,
1.0287528038024902,4,1949,
,4,1949,0.6114000082015991
1.3211811780929565,5,1999,
1.3806571960449219,5,2049,
1.7058959007263184,5,2099,
0.8234310746192932,5,2149,
0.642978847026825,5,2199,
1.3396961688995361,5,2249,
0.9800113439559937,5,2299,
,5,2339,0.6031000018119812
1.4699137210845947,6,2349,
1.1008718013763428,6,2399,
1.0666513442993164,6,2449,
0.6841579079627991,6,2499,
0.8583450317382812,6,2549,
0.7866352796554565,6,2599,
1.0990474224090576,6,2649,
0.7656122446060181,6,2699,
,6,2729,0.6455000042915344
0.30594831705093384,7,2749,
1.1538574695587158,7,2799,
1.6156151294708252,7,2849,
1.1123756170272827,7,2899,
1.2540491819381714,7,2949,
1.5950552225112915,7,2999,
0.47984224557876587,7,3049,
1.0283870697021484,7,3099,
,7,3119,0.7156999707221985
0.945946455001831,8,3149,
1.0935386419296265,8,3199,
1.0832785367965698,8,3249,
0.5747091770172119,8,3299,
0.5046398639678955,8,3349,
0.7691812515258789,8,3399,
1.0321742296218872,8,3449,
1.4725055694580078,8,3499,
,8,3509,0.7149999737739563
1.3512818813323975,9,3549,
0.4742751121520996,9,3599,
1.0062644481658936,9,3649,
0.996898353099823,9,3699,
0.20027613639831543,9,3749,
1.3400144577026367,9,3799,
1.3116533756256104,9,3849,
1.026303768157959,9,3899,
,9,3899,0.6948000192642212
1.2787761688232422,10,3949,
1.1508674621582031,10,3999,
0.30015766620635986,10,4049,
-0.4265223741531372,10,4099,
-0.19651222229003906,10,4149,
0.15666437149047852,10,4199,
0.8287978172302246,10,4249,
,10,4289,0.7124000191688538
0.282135009765625,11,4299,
-0.7488633394241333,11,4349,
1.161851406097412,11,4399,
0.05352580547332764,11,4449,
0.5529580116271973,11,4499,
1.0434218645095825,11,4549,
0.6997650861740112,11,4599,
0.8649983406066895,11,4649,
,11,4679,0.7466999888420105
-0.14586973190307617,12,4699,
0.4750330448150635,12,4749,
1.1036726236343384,12,4799,
-0.8767242431640625,12,4849,
0.8150413036346436,12,4899,
0.9170725345611572,12,4949,
-0.1440138816833496,12,4999,
0.2792997360229492,12,5049,
,12,5069,0.7645999789237976
1.1545745134353638,13,5099,
-1.4906420707702637,13,5149,
-0.30857861042022705,13,5199,
0.8744367361068726,13,5249,
1.0706778764724731,13,5299,
0.4037928581237793,13,5349,
0.9400734901428223,13,5399,
-0.8155390024185181,13,5449,
,13,5459,0.7709000110626221
0.6919991970062256,14,5499,
0.9149229526519775,14,5549,
0.4040278196334839,14,5599,
-0.529207706451416,14,5649,
0.10250687599182129,14,5699,
0.7158924341201782,14,5749,
-0.032987356185913086,14,5799,
0.7983922958374023,14,5849,
,14,5849,0.7721999883651733
-0.4868665933609009,15,5899,
1.0749082565307617,15,5949,
0.1542215347290039,15,5999,
-0.3639117479324341,15,6049,
-1.2117964029312134,15,6099,
0.3416694402694702,15,6149,
-0.6985307931900024,15,6199,
,15,6239,0.7649000287055969
-1.3319690227508545,16,6249,
0.6532999277114868,16,6299,
0.7948247194290161,16,6349,
0.49652838706970215,16,6399,
-0.5256055593490601,16,6449,
-0.9845595359802246,16,6499,
0.16331303119659424,16,6549,
