epoch,test_acc,train_loss
0,27.88,2.2942
0,27.88,2.2776
0,27.88,2.2615
0,27.88,2.2032
0,27.88,2.2463
0,27.88,2.2874
1,35.57,2.2448
1,35.57,2.2414
1,35.57,2.232
1,35.57,2.2606
1,35.57,2.2082
1,35.57,2.2476
1,35.57,2.3099
2,42.9,2.305
2,42.9,2.2354
2,42.9,2.2345
2,42.9,2.2129
2,42.9,2.224
2,42.9,2.2783
2,42.9,2.2324
3,46.92,2.1616
3,46.92,2.1876
3,46.92,2.2313
3,46.92,2.3072
3,46.92,2.2257
3,46.92,2.2408
3,46.92,2.2103
4,47.36,2.241
4,47.36,2.2178
4,47.36,2.1542
4,47.36,2.1831
4,47.36,2.2417
4,47.36,2.1776
4,47.36,2.1924
5,52.8,2.1882
5,52.8,2.2521
5,52.8,2.1466
5,52.8,2.2541
5,52.8,2.182
5,52.8,2.2168
5,52.8,2.0845
6,54.03,2.2642
6,54.03,2.1059
6,54.03,2.1985
6,54.03,2.1744
6,54.03,2.0444
6,54.03,2.2123
6,54.03,2.1275
7,56.47,2.0848
7,56.47,2.2022
7,56.47,2.1481
7,56.47,2.1415
7,56.47,2.2115
7,56.47,2.1114
7,56.47,2.1196
8,56.4,2.1513
8,56.4,2.2202
8,56.4,2.159
8,56.4,2.2187
8,56.4,2.22
8,56.4,2.1898
8,56.4,2.2572
9,54.33,2.163
9,54.33,2.1982
9,54.33,2.1772
9,54.33,2.1975
9,54.33,2.0801
9,54.33,2.21
9,54.33,2.1881
10,53.15,2.1366
10,53.15,2.2135
10,53.15,2.2071
10,53.15,2.076
10,53.15,2.0617
10,53.15,2.2949
10,53.15,2.1789
11,65.1,2.2204
11,65.1,2.1119
11,65.1,2.1133
11,65.1,2.0388
11,65.1,2.1262
11,65.1,2.1913
11,65.1,2.1401
12,64.98,2.1421
12,64.98,2.1233
12,64.98,2.0366
12,64.98,2.1515
12,64.98,2.1207
12,64.98,2.1594
12,64.98,2.0678
13,60.58,2.1945
13,60.58,2.1687
13,60.58,2.1323
13,60.58,2.1239
13,60.58,2.1485
13,60.58,2.1096
13,60.58,2.2228
14,51.57,2.2007
14,51.57,2.1358
14,51.57,2.1749
14,51.57,2.0969
14,51.57,2.0224
14,51.57,2.0659
14,51.57,2.272
15,64.33,2.051
15,64.33,2.221
15,64.33,2.1039
15,64.33,1.994
15,64.33,2.1712
15,64.33,2.0784
15,64.33,2.0683
16,66.58,1.9608
16,66.58,1.9754
16,66.58,2.1258
16,66.58,2.0293
16,66.58,2.0023
16,66.58,2.0603
16,66.58,2.0331
17,67.38,2.2101
17,67.38,2.1006
17,67.38,2.1375
17,67.38,2.1706
17,67.38,2.0555
17,67.38,2.0542
17,67.38,2.0184
18,69.85,2.1191
18,69.85,2.0026
18,69.85,1.9822
18,69.85,2.0993
18,69.85,2.0306
18,69.85,2.1129
18,69.85,2.0427
19,64.53,2.165
19,64.53,1.9548
19,64.53,2.1896
19,64.53,2.1485
19,64.53,2.0947
19,64.53,1.9636
19,64.53,2.0457
20,69.06,2.1467
20,69.06,1.9983
20,69.06,2.0997
20,69.06,1.8605
20,69.06,2.0453
20,69.06,2.061
20,69.06,2.1607
21,71.29,2.0864
21,71.29,2.0331
21,71.29,2.0785
21,71.29,1.9911
21,71.29,2.075
21,71.29,2.0619
21,71.29,2.0317
22,70.47,2.0331
22,70.47,2.1231
22,70.47,2.0703
22,70.47,2.2172
22,70.47,1.9778
