epoch,test_acc,train_loss
92,84.55,-5535.4639
92,84.55,-4928.7822
92,84.55,-5438.3311
92,84.55,-5666.9937
92,84.55,-5666.4038
92,84.55,-5543.6807
92,84.55,-5481.8701
93,84.95,-5548.042
93,84.95,-5569.6885
93,84.95,-5647.0376
93,84.95,-5127.7378
93,84.95,-5560.5566
93,84.95,-5597.6992
93,84.95,-5513.4209
94,83.96,-5749.5122
94,83.96,-6019.9863
94,83.96,-5868.2139
94,83.96,-5982.1963
94,83.96,-5613.6836
94,83.96,-5890.6079
94,83.96,-6078.249
95,83.67,-5944.374
95,83.67,-6144.7158
95,83.67,-6082.3594
95,83.67,-6218.2617
95,83.67,-5838.7046
95,83.67,-5987.3481
95,83.67,-6365.0547
96,83.34,-5303.7412
96,83.34,-6233.4404
96,83.34,-6405.7329
96,83.34,-6279.2534
96,83.34,-5887.1992
96,83.34,-6395.9316
96,83.34,-6189.9355
97,83.41,-6430.4819
97,83.41,-6310.3203
97,83.41,-6437.3296
97,83.41,-6595.2363
97,83.41,-6124.6836
97,83.41,-6275.9814
97,83.41,-6726.7666
98,83.44,-6357.4409
98,83.44,-6481.1953
98,83.44,-6505.8506
98,83.44,-6345.5322
98,83.44,-6403.7944
98,83.44,-6688.082
98,83.44,-5964.6025
99,83.41,-6831.915
99,83.41,-6487.1768
99,83.41,-6287.7256
99,83.41,-6695.375
99,83.41,-6157.5938
99,83.41,-6018.3579
99,83.41,-6674.2603
