epoch,step,train_loss,val_loss,val_acc,train_acc,test_acc,mix_match_loss
0,49,2.0655384063720703,,,,,
0,99,1.703423261642456,,,,,
0,149,1.730228304862976,,,,,
0,199,1.5075548887252808,,,,,
0,249,1.5627100467681885,,,,,
0,299,1.5363240242004395,,,,,
0,311,,1.4544507265090942,0.4894999861717224,,,
0,311,,,,0.369140625,0.5034000277519226,
1,349,1.400389552116394,,,,,
1,399,1.4015182256698608,,,,,
1,449,1.3753198385238647,,,,,
1,499,1.3189300298690796,,,,,
1,549,1.323207974433899,,,,,
1,599,1.127623438835144,,,,,
1,623,,1.3712607622146606,0.5300999879837036,,,
1,623,,,,0.5322515964508057,0.5450000166893005,
2,649,1.178557276725769,,,,,
2,699,1.2022514343261719,,,,,
2,749,1.2279692888259888,,,,,
2,799,1.029111385345459,,,,,
2,849,1.0395509004592896,,,,,
2,899,1.0854816436767578,,,,,
2,935,,1.1412566900253296,0.6269000172615051,,,
2,935,,,,0.6130058169364929,0.6582000255584717,
3,949,1.1507576704025269,,,,,
3,999,1.054481029510498,,,,,
3,1049,1.0971463918685913,,,,,
3,1099,0.7824807167053223,,,,,
3,1149,0.9395633339881897,,,,,
3,1199,0.9552248120307922,,,,,
3,1247,,0.9515005946159363,0.6913999915122986,,,
3,1247,,,,0.6767828464508057,0.7235000133514404,
4,1249,0.8545136451721191,,,,,
4,1299,0.9964136481285095,,,,,
4,1349,0.8321511149406433,,,,,
4,1399,0.7885827422142029,,,,,
4,1449,1.0641688108444214,,,,,
4,1499,0.8730473518371582,,,,,
4,1549,0.873420238494873,,,,,
4,1559,,0.9102152585983276,0.7159000039100647,,,
4,1559,,,,0.7130408883094788,0.7534999847412109,
5,1599,0.8478031754493713,,,,,
5,1649,0.8579339385032654,,,,,
5,1699,0.8579593896865845,,,,,
5,1749,0.9872668981552124,,,,,
5,1799,0.6391574740409851,,,,,
5,1849,0.8497435450553894,,,,,
5,1871,,0.9101450443267822,0.7106999754905701,,,
5,1871,,,,0.7372045516967773,0.7419999837875366,
6,1899,0.7618600726127625,,,,,
6,1949,0.655342161655426,,,,,
6,1999,0.8040814995765686,,,,,
6,2049,0.6227052211761475,,,,,
6,2099,0.9230222702026367,,,,,
6,2149,0.7675034403800964,,,,,
6,2183,,1.0412356853485107,0.6730999946594238,,,
6,2183,,,,0.7589643597602844,0.7045000195503235,
7,2199,0.8448854088783264,,,,,
7,2249,0.6333807706832886,,,,,
7,2299,0.7529187202453613,,,,,
7,2349,0.7836524248123169,,,,,
7,2399,0.7598345875740051,,,,,
7,2449,0.8602131009101868,,,,,
7,2495,,0.7492254376411438,0.7696999907493591,,,
7,2495,,,,0.7751151919364929,0.8079000115394592,
8,2499,0.6543458104133606,,,,,
8,2549,0.7305079102516174,,,,,
8,2599,0.5839736461639404,,,,,
8,2649,0.7564952373504639,,,,,
8,2699,0.7489664554595947,,,,,
8,2749,0.5333238244056702,,,,,
8,2799,0.6455198526382446,,,,,
8,2807,,0.7300840616226196,0.7763000130653381,,,
8,2807,,,,0.7856320142745972,0.8145999908447266,
9,2849,0.58832848072052,,,,,
9,2899,0.6449615359306335,,,,,
9,2949,0.6486440300941467,,,,,
9,2999,0.699060320854187,,,,,
9,3049,0.6103156805038452,,,,,
9,3099,0.556097149848938,,,,,
9,3119,,0.7578474283218384,0.7663999795913696,,,
9,3119,,,,0.7955979704856873,0.8019999861717224,
10,3149,0.538634717464447,,,,,
10,3199,0.5568345785140991,,,,,
10,3249,0.5989805459976196,,,,,
10,3299,0.6425890922546387,,,,,
10,3349,0.7259423732757568,,,,,
10,3399,0.6019796133041382,,,,,
10,3431,,0.7190958857536316,0.786899983882904,,,
10,3431,,,,0.8024339079856873,0.8292999863624573,
11,3449,0.5692683458328247,,,,,
11,3499,0.7813119292259216,,,,,
11,3549,0.7170190811157227,,,,,
11,3599,0.6222654581069946,,,,,
11,3649,0.44892948865890503,,,,,
11,3699,0.5719634294509888,,,,,
11,3743,,0.7028664946556091,0.7947999835014343,,,
11,3743,,,,0.8111227750778198,0.8338000178337097,
12,3749,0.4829348623752594,,,,,
12,3799,0.43990159034729004,,,,,
12,3849,0.3979065716266632,,,,,
12,3899,0.4104419946670532,,,,,
12,3949,0.6953578591346741,,,,,
12,3999,0.42723900079727173,,,,,
12,4049,0.5273798108100891,,,,,
12,4055,,0.7540283203125,0.7789000272750854,,,
12,4055,,,,0.8188601732254028,0.8197000026702881,
13,4099,0.5600876808166504,,,,,
13,4149,0.6209989786148071,,,,,
13,4199,0.4534698724746704,,,,,
13,4249,0.6535859704017639,,,,,
13,4299,0.43768107891082764,,,,,
13,4349,0.711090087890625,,,,,
13,4367,,0.7379375696182251,0.7886999845504761,,,
13,4367,,,,0.8246444463729858,0.8299999833106995,
14,4399,0.5385867357254028,,,,,
14,4449,0.6380826234817505,,,,,
14,4499,0.48071184754371643,,,,,
14,4549,0.5968829393386841,,,,,
14,4599,0.6505005359649658,,,,,
14,4649,0.584616482257843,,,,,
14,4679,,0.7332859635353088,0.7835999727249146,,,
14,4679,,,,0.8273237347602844,0.8202000260353088,
15,4699,0.5550238490104675,,,,,
15,4749,0.5628054141998291,,,,,
15,4799,0.5383326411247253,,,,,
15,4849,0.5850153565406799,,,,,
15,4899,0.4242560863494873,,,,,
15,4949,0.43519189953804016,,,,,
15,4991,,0.7235819101333618,0.7864999771118164,,,
15,4991,,,,0.834059476852417,0.8242999911308289,
16,4999,0.49764323234558105,,,,,
16,5049,0.5229254961013794,,,,,
16,5099,0.615086019039154,,,,,
16,5149,0.5518292784690857,,,,,
16,5199,0.5133827924728394,,,,,
16,5249,0.5740407705307007,,,,,
16,5299,0.5777101516723633,,,,,
16,5303,,0.7575398683547974,0.7667999863624573,,,
16,5303,,,,0.8376151919364929,0.7996000051498413,
17,5349,0.45227062702178955,,,,,
17,5399,0.5487848520278931,,,,,
17,5449,0.4576900899410248,,,,,
17,5499,0.5385979413986206,,,,,
17,5549,0.5944235920906067,,,,,
17,5599,0.5349903106689453,,,,,
17,5615,,0.6656568646430969,0.808899998664856,,,
17,5615,,,,0.8397936820983887,0.8544999957084656,
18,5649,0.6976326704025269,,,,,
18,5699,0.47740140557289124,,,,,
18,5749,0.7916357517242432,,,,,
18,5799,0.5492905378341675,,,,,
18,5849,0.33924806118011475,,,,,
18,5899,0.5255488157272339,,,,,
18,5927,,0.6927153468132019,0.8048999905586243,,,
18,5927,,,,0.8440504670143127,0.8396999835968018,
19,5949,0.6637132167816162,,,,,
19,5999,0.45339757204055786,,,,,
19,6049,0.4929923415184021,,,,,
19,6099,0.42313700914382935,,,,,
19,6149,0.7440471649169922,,,,,
19,6199,0.47457757592201233,,,,,
19,6239,,0.6665094494819641,0.8073999881744385,,,
19,6239,,,,0.8517878651618958,0.8475000262260437,
20,6249,,,,,,1.631459355354309
20,6299,,,,,,1.6805802583694458
20,6349,,,,,,1.0998576879501343
20,6399,,,,,,1.7858901023864746
20,6449,,,,,,1.7518324851989746
20,6499,,,,,,1.532583236694336
20,6549,,,,,,1.597212791442871
20,6555,,0.8626717925071716,0.7692000269889832,,,
20,6555,0.7763316631317139,,,0.840154230594635,0.804099977016449,
21,6599,,,,,,0.802450954914093
21,6649,,,,,,1.571885347366333
21,6699,,,,,,1.1983767747879028
21,6749,,,,,,1.2886945009231567
21,6799,,,,,,1.032246708869934
21,6849,,,,,,1.5576553344726562
21,6876,,0.9247768521308899,0.7426999807357788,,,
21,6876,,,,,0.7721999883651733,
22,6899,,,,,,1.4662439823150635
22,6949,,,,,,1.1730276346206665
22,6999,,,,,,1.5695631504058838
22,7049,,,,,,1.4701288938522339
22,7099,,,,,,1.2458266019821167
22,7149,,,,,,1.5827418565750122
22,7194,,0.8593355417251587,0.7663000226020813,,,
22,7194,,,,,0.7968000173568726,
23,7199,,,,,,1.564170479774475
23,7249,,,,,,1.6441075801849365
23,7299,,,,,,1.5177221298217773
23,7349,,,,,,1.5683987140655518
23,7399,,,,,,1.4994298219680786
