step,train_loss,epoch,train_acc,test_acc
10349,0.49387818574905396,26,,
10399,0.3799557685852051,26,,
10449,0.4589332044124603,26,,
10499,0.5684340000152588,26,,
10529,,26,0.7971754670143127,0.8687000274658203
10549,0.4631994366645813,27,,
10599,0.41394898295402527,27,,
10649,0.4233454465866089,27,,
10699,0.43666964769363403,27,,
10749,0.38610976934432983,27,,
10799,0.43754130601882935,27,,
10849,0.49098044633865356,27,,
10899,0.40520331263542175,27,,
10919,,27,0.7984976172447205,0.8579999804496765
10949,0.309614360332489,28,,
10999,0.5117020606994629,28,,
11049,0.44212159514427185,28,,
11099,0.47407373785972595,28,,
11149,0.5794458389282227,28,,
11199,0.4946414828300476,28,,
11249,0.4653613269329071,28,,
11299,0.3513072729110718,28,,
11309,,28,0.7983773946762085,0.8647000193595886
11349,0.41214585304260254,29,,
11399,0.44105690717697144,29,,
11449,0.6123629212379456,29,,
11499,0.4055222272872925,29,,
11549,0.5650787353515625,29,,
11599,0.5396519303321838,29,,
11649,0.3734508752822876,29,,
11699,0.4402315616607666,29,,
11699,,29,0.8009214997291565,0.8772000074386597
11749,0.45193880796432495,30,,
11799,0.6159706711769104,30,,
11849,0.43181851506233215,30,,
11899,0.6219472289085388,30,,
11949,0.35587722063064575,30,,
11999,0.33582863211631775,30,,
12049,0.4328623116016388,30,,
12089,,30,0.8012820482254028,0.8601999878883362
12099,0.44722887873649597,31,,
12149,0.4909079074859619,31,,
12199,0.39858126640319824,31,,
12249,0.41603320837020874,31,,
12299,0.37073373794555664,31,,
12349,0.41203850507736206,31,,
12399,0.32868829369544983,31,,
12449,0.47297441959381104,31,,
12479,,31,0.8007211685180664,0.8694000244140625
12499,0.4464765787124634,32,,
12549,0.40646567940711975,32,,
12599,0.44038957357406616,32,,
12649,0.4630347788333893,32,,
12699,0.44394803047180176,32,,
12749,0.3968464136123657,32,,
12799,0.3756190240383148,32,,
12849,0.4100419282913208,32,,
12869,,32,0.8012820482254028,0.8704000115394592
12899,0.30420851707458496,33,,
12949,0.44097864627838135,33,,
12999,0.4033132791519165,33,,
13049,0.3557899594306946,33,,
13099,0.29670026898384094,33,,
13149,0.3516334295272827,33,,
13199,0.580143392086029,33,,
13249,0.42041149735450745,33,,
13259,,33,0.802463948726654,0.8668000102043152
13299,0.2762052118778229,34,,
13349,0.44402796030044556,34,,
13399,0.49006837606430054,34,,
13449,0.37808021903038025,34,,
13499,0.38796567916870117,34,,
13549,0.40078938007354736,34,,
13599,0.3459297716617584,34,,
13649,0.43304818868637085,34,,
13649,,34,0.8037059307098389,0.8641999959945679
13699,0.3404257893562317,35,,
13749,0.5022773742675781,35,,
13799,0.47154438495635986,35,,
13849,0.3251076638698578,35,,
13899,0.5921484231948853,35,,
13949,0.49263066053390503,35,,
13999,0.45842087268829346,35,,
14039,,35,0.8020432591438293,0.8751999735832214
14049,0.44783052802085876,36,,
14099,0.40732017159461975,36,,
14149,0.5070986747741699,36,,
14199,0.4314853847026825,36,,
14249,0.3475509285926819,36,,
14299,0.487162709236145,36,,
14349,0.43069809675216675,36,,
14399,0.46697908639907837,36,,
14429,,36,0.8031049966812134,0.8587999939918518
14449,0.45390886068344116,37,,
14499,0.42873647809028625,37,,
14549,0.3848304748535156,37,,
14599,0.30173593759536743,37,,
14649,0.38807642459869385,37,,
14699,0.3941914439201355,37,,
14749,0.4661142826080322,37,,
14799,0.5121166706085205,37,,
14819,,37,0.8017628192901611,0.8431000113487244
14849,0.4592077136039734,38,,
14899,0.4571145474910736,38,,
14949,0.37945425510406494,38,,
14999,0.4476219117641449,38,,
15049,0.39346396923065186,38,,
15099,0.37082597613334656,38,,
15149,0.4909060597419739,38,,
15199,0.4499538540840149,38,,
15209,,38,0.8024439215660095,0.8712000250816345
15249,0.3155255913734436,39,,
15299,0.5747860670089722,39,,
15349,0.4686572551727295,39,,
15399,0.4212978184223175,39,,
15449,0.24107812345027924,39,,
15499,0.5118800401687622,39,,
15549,0.32963109016418457,39,,
15599,0.2825172543525696,39,,
15599,,39,0.8036458492279053,0.8679999709129333
15649,0.3621860444545746,40,,
15699,0.3465571701526642,40,,
15749,0.328260213136673,40,,
15799,0.4192298650741577,40,,
15849,0.23701421916484833,40,,
15899,0.3721024692058563,40,,
15949,0.34531041979789734,40,,
15989,,40,0.8196914792060852,0.9043999910354614
15999,0.3659454584121704,41,,
16049,0.357097327709198,41,,
16099,0.40754297375679016,41,,
16149,0.32633209228515625,41,,
16199,0.27417659759521484,41,,
16249,0.3914174437522888,41,,
16299,0.31452471017837524,41,,
16349,0.3363948464393616,41,,
16379,,41,0.8272035121917725,0.9053000211715698
16399,0.3246915340423584,42,,
16449,0.34729596972465515,42,,
16499,0.4734252393245697,42,,
16549,0.2925313711166382,42,,
16599,0.32352033257484436,42,,
16649,0.3622240424156189,42,,
16699,0.4324967861175537,42,,
16749,0.34316325187683105,42,,
16769,,42,0.8298277258872986,0.9079999923706055
16799,0.36707979440689087,43,,
16849,0.35606056451797485,43,,
16899,0.34144842624664307,43,,
16949,0.3252943456172943,43,,
16999,0.32152771949768066,43,,
17049,0.299063503742218,43,,
17099,0.34354326128959656,43,,
17149,0.3789241313934326,43,,
17159,,43,0.8312299847602844,0.9110999703407288
17199,0.41282492876052856,44,,
17249,0.32825446128845215,44,,
17299,0.37260282039642334,44,,
17349,0.4079172909259796,44,,
17399,0.27914562821388245,44,,
17449,0.2596375048160553,44,,
17499,0.26909905672073364,44,,
17549,0.267011821269989,44,,
17549,,44,0.8322516083717346,0.9099000096321106
17599,0.26801398396492004,45,,
17649,0.34757065773010254,45,,
17699,0.3836524188518524,45,,
17749,0.38814619183540344,45,,
17799,0.2350839078426361,45,,
17849,0.23648029565811157,45,,
17899,0.23236994445323944,45,,
17939,,45,0.8337740302085876,0.9100000262260437
17949,0.3133943974971771,46,,
17999,0.39264291524887085,46,,
18049,0.28619083762168884,46,,
18099,0.4112456440925598,46,,
18149,0.38097333908081055,46,,
18199,0.24872104823589325,46,,
18249,0.3712694048881531,46,,
18299,0.2845872640609741,46,,
18329,,46,0.8360777497291565,0.9110000133514404
18349,0.31554314494132996,47,,
18399,0.2605546712875366,47,,
18449,0.27000337839126587,47,,
18499,0.22837799787521362,47,,
18549,0.2587084174156189,47,,
18599,0.3246520757675171,47,,
18649,0.22794508934020996,47,,
18699,0.3132200241088867,47,,
18719,,47,0.8367788195610046,0.9121000170707703
18749,0.35594815015792847,48,,
18799,0.3235340118408203,48,,
18849,0.3499665856361389,48,,
18899,0.27101022005081177,48,,
18949,0.24250206351280212,48,,
18999,0.3409765958786011,48,,
19049,0.31532737612724304,48,,
19099,0.3307878375053406,48,,
19109,,48,0.8376001715660095,0.9107000231742859
19149,0.2500525712966919,49,,
19199,0.3328951299190521,49,,
19249,0.276244580745697,49,,
19299,0.34354904294013977,49,,
19349,0.26678887009620667,49,,
19399,0.32313698530197144,49,,
19449,0.2693935036659241,49,,
19499,0.21185922622680664,49,,
19499,,49,0.838321328163147,0.909500002861023
19549,0.2746073305606842,50,,
19599,0.2929081320762634,50,,
19649,0.3424319624900818,50,,
19699,0.22830337285995483,50,,
19749,0.3003981113433838,50,,
19799,0.20448003709316254,50,,
19849,0.28199416399002075,50,,
19889,,50,0.8391826748847961,0.911899983882904
19899,0.38963252305984497,51,,
19949,0.2537810802459717,51,,
19999,0.29468750953674316,51,,
20049,0.21817143261432648,51,,
20099,0.28006821870803833,51,,
20149,0.39381030201911926,51,,
20199,0.2719597816467285,51,,
20249,0.2750904858112335,51,,
20279,,51,0.8408052921295166,0.9107999801635742
20299,0.23385807871818542,52,,
20349,0.291412889957428,52,,
20399,0.337449848651886,52,,
20449,0.310983806848526,52,,
20499,0.2670614719390869,52,,
20549,0.28585273027420044,52,,
20599,0.1796768605709076,52,,
20649,0.30752965807914734,52,,
20669,,52,0.8406850695610046,0.9128000140190125
20699,0.3299560248851776,53,,
20749,0.3367701768875122,53,,
20799,0.20397529006004333,53,,
20849,0.2794962525367737,53,,
20899,0.2844894230365753,53,,
20949,0.25297850370407104,53,,
20999,0.3586069643497467,53,,
21049,0.26780250668525696,53,,
21059,,53,0.8417868614196777,0.9121999740600586
21099,0.3152712881565094,54,,
21149,0.26552438735961914,54,,
21199,0.2623014748096466,54,,
21249,0.37878531217575073,54,,
21299,0.20205998420715332,54,,
21349,0.29282766580581665,54,,
21399,0.23163330554962158,54,,
21449,0.25767526030540466,54,,
21449,,54,0.8425480723381042,0.909500002861023
21499,0.25886625051498413,55,,
21549,0.31959035992622375,55,,
21599,0.28361162543296814,55,,
21649,0.26394325494766235,55,,
21699,0.34284287691116333,55,,
21749,0.33558139204978943,55,,
21799,0.2513520121574402,55,,
21839,,55,0.8432492017745972,0.9115999937057495
21849,0.2723528742790222,56,,
21899,0.28553900122642517,56,,
21949,0.26055485010147095,56,,
21999,0.3603418469429016,56,,
22049,0.27723193168640137,56,,
22099,0.3000737428665161,56,,
22149,0.31262651085853577,56,,
22199,0.23115453124046326,56,,
22229,,56,0.8443108797073364,0.9115999937057495
22249,0.3748531937599182,57,,
22299,0.2947087287902832,57,,
22349,0.27726584672927856,57,,
22399,0.3031267523765564,57,,
22449,0.257359117269516,57,,
22499,0.2904740571975708,57,,
22549,0.2239762842655182,57,,
22599,0.22784742712974548,57,,
22619,,57,0.8445712924003601,0.9101999998092651
22649,0.2833420932292938,58,,
22699,0.2981914281845093,58,,
22749,0.2917536795139313,58,,
22799,0.22543483972549438,58,,
22849,0.3640790283679962,58,,
22899,0.2233167588710785,58,,
22949,0.2530669867992401,58,,
22999,0.547066867351532,58,,
23009,,58,0.8448718190193176,0.9107000231742859
23049,0.3168318271636963,59,,
23099,0.2510325312614441,59,,
23149,0.2914503216743469,59,,
23199,0.2737286686897278,59,,
23249,0.31296730041503906,59,,
23299,0.3283053934574127,59,,
23349,0.35900649428367615,59,,
23399,0.2842698097229004,59,,
23399,,59,0.846173882484436,0.9132999777793884
23449,0.2406417429447174,60,,
23499,0.24193499982357025,60,,
23549,0.3203861713409424,60,,
23599,0.32891228795051575,60,,
23649,0.2794308364391327,60,,
23699,0.26956042647361755,60,,
23749,0.3093445897102356,60,,
23789,,60,0.846013605594635,0.9136000275611877
23799,0.34243160486221313,61,,
23849,0.31843382120132446,61,,
23899,0.3454434275627136,61,,
23949,0.31876274943351746,61,,
23999,0.23925575613975525,61,,
24049,0.43805766105651855,61,,
24099,0.3039461374282837,61,,
24149,0.29338932037353516,61,,
24179,,61,0.846915066242218,0.9132000207901001
24199,0.3243497908115387,62,,
24249,0.32393771409988403,62,,
24299,0.22750093042850494,62,,
24349,0.2889888286590576,62,,
24399,0.3462652862071991,62,,
24449,0.31570595502853394,62,,
24499,0.31375154852867126,62,,
24549,0.3055765628814697,62,,
24569,,62,0.848237156867981,0.9128000140190125
24599,0.3499699532985687,63,,
24649,0.23409098386764526,63,,
24699,0.2513201832771301,63,,
24749,0.34257346391677856,63,,
24799,0.254111647605896,63,,
24849,0.285643994808197,63,,
24899,0.20996695756912231,63,,
24949,0.30196163058280945,63,,
24959,,63,0.849298894405365,0.9132999777793884
24999,0.4196421504020691,64,,
25049,0.23731324076652527,64,,
25099,0.23537081480026245,64,,
25149,0.2578449845314026,64,,
25199,0.27363094687461853,64,,
25249,0.39585399627685547,64,,
25299,0.17538982629776,64,,
25349,0.3082594573497772,64,,
25349,,64,0.8492387533187866,0.9107000231742859
25399,0.29070132970809937,65,,
25449,0.2232370674610138,65,,
25499,0.24468642473220825,65,,
25549,0.2910260260105133,65,,
25599,0.27381908893585205,65,,
25649,0.23907828330993652,65,,
25699,0.25866466760635376,65,,
25739,,65,0.8499799966812134,0.9107999801635742
25749,0.2987045645713806,66,,
25799,0.2819311022758484,66,,
25849,0.27579814195632935,66,,
25899,0.32587605714797974,66,,
25949,0.25484195351600647,66,,
25999,0.3469159007072449,66,,
26049,0.3422982096672058,66,,
26099,0.30581551790237427,66,,
26129,,66,0.8501201868057251,0.9101999998092651
26149,0.2937830984592438,67,,
26199,0.31767570972442627,67,,
26249,0.1925584226846695,67,,
26299,0.33007460832595825,67,,
26349,0.29630765318870544,67,,
26399,0.20373080670833588,67,,
26449,0.32837551832199097,67,,
26499,0.307000070810318,67,,
26519,,67,0.8507211804389954,0.9121999740600586
26549,0.23565226793289185,68,,
26599,0.27574455738067627,68,,
26649,0.2998543977737427,68,,
26699,0.18466253578662872,68,,
26749,0.33884668350219727,68,,
26799,0.265158474445343,68,,
26849,0.26350003480911255,68,,
26899,0.33541813492774963,68,,
26909,,68,0.8517428040504456,0.9115999937057495
26949,0.19956663250923157,69,,
26999,0.2849670350551605,69,,
27049,0.20948690176010132,69,,
27099,0.20179004967212677,69,,
27149,0.24926912784576416,69,,
27199,0.20854081213474274,69,,
27249,0.29433074593544006,69,,
27299,0.26655712723731995,69,,
27299,,69,0.852423906326294,0.9107999801635742
27349,0.2865341901779175,70,,
27399,0.22667543590068817,70,,
27449,0.1884438395500183,70,,
27499,0.22281809151172638,70,,
27549,0.19643807411193848,70,,
27599,0.20710012316703796,70,,
27649,0.25274956226348877,70,,
27689,,70,0.8538661599159241,0.9110000133514404
27699,0.123288094997406,71,,
27749,0.25103092193603516,71,,
27799,0.2648170590400696,71,,
27849,0.2291581779718399,71,,
27899,0.20851516723632812,71,,
27949,0.21654507517814636,71,,
27999,0.10768415033817291,71,,
28049,0.1592019498348236,71,,
28079,,71,0.8538661599159241,0.9114999771118164
28099,0.2918942868709564,72,,
28149,0.21853072941303253,72,,
28199,0.15005044639110565,72,,
28249,0.1522560566663742,72,,
28299,0.24074673652648926,72,,
28349,0.26444393396377563,72,,
28399,0.2048368752002716,72,,
28449,0.13820895552635193,72,,
28469,,72,0.8531450033187866,0.9110999703407288
28499,0.2266492396593094,73,,
28549,0.13333603739738464,73,,
28599,0.22500230371952057,73,,
28649,0.19047905504703522,73,,
28699,0.12925496697425842,73,,
28749,0.2202972024679184,73,,
28799,0.18055546283721924,73,,
28849,0.18987099826335907,73,,
28859,,73,0.8541867136955261,0.9124000072479248
28899,0.1429193913936615,74,,
28949,0.25119757652282715,74,,
28999,0.21305900812149048,74,,
29049,0.2055939882993698,74,,
29099,0.14664605259895325,74,,
29149,0.20445363223552704,74,,
29199,0.24493242800235748,74,,
29249,0.1407206952571869,74,,
29249,,74,0.8550680875778198,0.9135000109672546
29299,0.16847705841064453,75,,
29349,0.22053979337215424,75,,
29399,0.1750766634941101,75,,
29449,0.12641315162181854,75,,
29499,0.1740964949131012,75,,
29549,0.1637272983789444,75,,
29599,0.19116587936878204,75,,
29639,,75,0.8556891083717346,0.9138000011444092
29649,0.18654564023017883,76,,
29699,0.1956201195716858,76,,
29749,0.24517810344696045,76,,
29799,0.16229072213172913,76,,
29849,0.11691778153181076,76,,
29899,0.1457073986530304,76,,
29949,0.16753308475017548,76,,
29999,0.16460326313972473,76,,
30029,,76,0.8561097979545593,0.9122999906539917
30049,0.16481909155845642,77,,
30099,0.13854798674583435,77,,
30149,0.2039712518453598,77,,
30199,0.17960026860237122,77,,
30249,0.1466241478919983,77,,
30299,0.09216547012329102,77,,
30349,0.15313401818275452,77,,
30399,0.12071989476680756,77,,
30419,,77,0.8572916388511658,0.9104999899864197
30449,0.08472436666488647,78,,
30499,0.18632996082305908,78,,
30549,0.13084334135055542,78,,
30599,0.14630569517612457,78,,
30649,0.17739298939704895,78,,
30699,0.07935408502817154,78,,
30749,0.13204237818717957,78,,
30799,0.18469545245170593,78,,
30809,,78,0.8561698794364929,0.9107000231742859
30849,0.11247269809246063,79,,
30899,0.18658488988876343,79,,
30949,0.1825578212738037,79,,
30999,0.14195874333381653,79,,
31049,0.11244111508131027,79,,
31099,0.15639522671699524,79,,
31149,0.10085734724998474,79,,
31199,0.16586029529571533,79,,
31199,,79,0.8573718070983887,0.913100004196167
31249,0.15481746196746826,80,,
31299,0.11817685514688492,80,,
31349,0.09852072596549988,80,,
31399,0.13665583729743958,80,,
31449,0.10984055697917938,80,,
31499,0.154510498046875,80,,
31549,0.16054612398147583,80,,
31589,,80,0.8582531809806824,0.9139000177383423
31599,0.11220503598451614,81,,
31649,0.08517767488956451,81,,
31699,0.08179457485675812,81,,
31749,0.0905480831861496,81,,
31799,0.13849292695522308,81,,
31849,0.08571931719779968,81,,
31899,0.12094208598136902,81,,
31949,0.09463076293468475,81,,
31979,,81,0.8583734035491943,0.9142000079154968
31999,0.11493073403835297,82,,
32049,0.16941848397254944,82,,
32099,0.09913162887096405,82,,
32149,0.09460193663835526,82,,
32199,0.14538916945457458,82,,
32249,0.09756983071565628,82,,
32299,0.10241637378931046,82,,
32349,0.1799587905406952,82,,
32369,,82,0.8588141202926636,0.9135000109672546
32399,0.0932781994342804,83,,
32449,0.1253768503665924,83,,
32499,0.13888059556484222,83,,
32549,0.1317751407623291,83,,
32599,0.12740252912044525,83,,
32649,0.11705801635980606,83,,
32699,0.1454189419746399,83,,
32749,0.04802396520972252,83,,
32759,,83,0.8585737347602844,0.9125999808311462
32799,0.19454941153526306,84,,
32849,0.115261010825634,84,,
32899,0.07814756035804749,84,,
32949,0.08315730094909668,84,,
32999,0.11006951332092285,84,,
33049,0.12096497416496277,84,,
33099,0.09296736121177673,84,,
33149,0.10310065746307373,84,,
33149,,84,0.8585537075996399,0.9143999814987183
33199,0.15947853028774261,85,,
33249,0.09968766570091248,85,,
33299,0.1166602298617363,85,,
33349,0.11625620722770691,85,,
33399,0.062336236238479614,85,,
33449,0.1319766491651535,85,,
33499,0.12577734887599945,85,,
33539,,85,0.8590144515037537,0.9121999740600586
33549,0.14113520085811615,86,,
33599,0.10734973847866058,86,,
33649,0.131088986992836,86,,
33699,0.08940362185239792,86,,
33749,0.10064061731100082,86,,
33799,0.09579133987426758,86,,
33849,0.0621427483856678,86,,
33899,0.08167006820440292,86,,
33929,,86,0.8594951629638672,0.9142000079154968
33949,0.1613760143518448,87,,
33999,0.10734347999095917,87,,
34049,0.09061919152736664,87,,
34099,0.1526651531457901,87,,
34149,0.06929492205381393,87,,
34199,0.09417600929737091,87,,
34249,0.05912923812866211,87,,
34299,0.09707904607057571,87,,
34319,,87,0.8594751358032227,0.9139999747276306
34349,0.1477378010749817,88,,
34399,0.14100627601146698,88,,
34449,0.12822404503822327,88,,
34499,0.09822986274957657,88,,
34549,0.11479158699512482,88,,
34599,0.07296803593635559,88,,
34649,0.08455252647399902,88,,
34699,0.0815383717417717,88,,
34709,,88,0.8590945601463318,0.9133999943733215
34749,0.0796566903591156,89,,
34799,0.08442400395870209,89,,
34849,0.10393660515546799,89,,
34899,0.08602887392044067,89,,
34949,0.10819739103317261,89,,
34999,0.06918422877788544,89,,
35049,0.17547588050365448,89,,
35099,0.11169645190238953,89,,
35099,,89,0.8591346144676208,0.9129999876022339
35149,0.1159031018614769,90,,
35199,0.11968294531106949,90,,
35249,0.09425985813140869,90,,
35299,0.08741641044616699,90,,
35349,0.13871510326862335,90,,
35399,0.1323906034231186,90,,
35449,0.09397754818201065,90,,
35489,,90,0.8589342832565308,0.9142000079154968
35499,0.09915986657142639,91,,
35549,0.0625733733177185,91,,
35599,0.12718170881271362,91,,
35649,0.10285847634077072,91,,
35699,0.10819283872842789,91,,
35749,0.04910993576049805,91,,
35799,0.10917528718709946,91,,
35849,0.12076713889837265,91,,
35879,,91,0.8595953583717346,0.9132000207901001
35899,0.11134670674800873,92,,
35949,0.11282635480165482,92,,
35999,0.12935712933540344,92,,
36049,0.11602845788002014,92,,
36099,0.10553096979856491,92,,
36149,0.08565222471952438,92,,
36199,0.06438316404819489,92,,
36249,0.07903622835874557,92,,
36269,,92,0.8596754670143127,0.9128999710083008
36299,0.09510304778814316,93,,
36349,0.1169721931219101,93,,
36399,0.13068971037864685,93,,
36449,0.1121826097369194,93,,
36499,0.12722326815128326,93,,
36549,0.05555103346705437,93,,
36599,0.1030755564570427,93,,
36649,0.09877439588308334,93,,
36659,,93,0.8594551086425781,0.9129999876022339
36699,0.09613784402608871,94,,
36749,0.18387922644615173,94,,
36799,0.09454288333654404,94,,
36849,0.09464313834905624,94,,
