step,train_loss,epoch,val_loss,val_acc,test_acc
49,3.097627639770508,0,,,
99,2.8042447566986084,0,,,
149,2.70389461517334,0,,,
199,2.58841609954834,0,,,
249,2.3440027236938477,0,,,
299,2.428023338317871,0,,,
349,2.401000738143921,0,,,
389,,0,1.5315099954605103,0.4627000093460083,
389,,0,,,0.519599974155426
399,2.2092747688293457,1,,,
449,2.321622848510742,1,,,
499,2.2601125240325928,1,,,
549,2.178530693054199,1,,,
599,2.1534628868103027,1,,,
649,2.3391337394714355,1,,,
699,2.209066390991211,1,,,
749,1.9768837690353394,1,,,
779,,1,1.2925288677215576,0.569599986076355,
779,,1,,,0.6365000009536743
799,2.0072522163391113,2,,,
849,2.102729320526123,2,,,
899,1.912552833557129,2,,,
949,2.1244888305664062,2,,,
999,2.142688274383545,2,,,
1049,1.703058123588562,2,,,
1099,1.6992053985595703,2,,,
1149,1.817020058631897,2,,,
1169,,2,1.1291495561599731,0.6500999927520752,
1169,,2,,,0.7401999831199646
1199,1.7175495624542236,3,,,
1249,1.8980789184570312,3,,,
1299,2.004941701889038,3,,,
1349,1.7169766426086426,3,,,
1399,1.7981057167053223,3,,,
1449,1.8051471710205078,3,,,
1499,1.6275486946105957,3,,,
1549,1.8736608028411865,3,,,
1559,,3,1.0616782903671265,0.6776999831199646,
1559,,3,,,0.7706999778747559
1599,1.739558219909668,4,,,
1649,1.8678696155548096,4,,,
1699,1.7681171894073486,4,,,
1749,1.6782443523406982,4,,,
1799,1.5393939018249512,4,,,
1849,1.9031025171279907,4,,,
1899,1.4888346195220947,4,,,
1949,1.6994781494140625,4,,,
1949,,4,1.0796689987182617,0.6754000186920166,
1949,,4,,,0.762499988079071
1999,1.588636040687561,5,,,
2049,1.6181771755218506,5,,,
2099,1.766845464706421,5,,,
2149,1.4097537994384766,5,,,
2199,1.6395595073699951,5,,,
2249,1.5520167350769043,5,,,
2299,1.5731713771820068,5,,,
2339,,5,0.9845137000083923,0.7143999934196472,
2339,,5,,,0.8111000061035156
2349,1.493233323097229,6,,,
2399,1.5837056636810303,6,,,
2449,1.585578441619873,6,,,
2499,1.54899263381958,6,,,
2549,1.4945659637451172,6,,,
2599,1.5804908275604248,6,,,
2649,1.4711006879806519,6,,,
2699,1.4717764854431152,6,,,
2729,,6,0.9894769787788391,0.7091000080108643,
2729,,6,,,0.8008999824523926
2749,1.5900458097457886,7,,,
2799,1.6182286739349365,7,,,
2849,1.444371223449707,7,,,
2899,1.6149338483810425,7,,,
2949,1.3211965560913086,7,,,
2999,1.4517943859100342,7,,,
3049,1.2705719470977783,7,,,
3099,1.5907130241394043,7,,,
3119,,7,0.9898389577865601,0.7160000205039978,
3119,,7,,,0.8115000128746033
3149,1.557922124862671,8,,,
3199,1.5579338073730469,8,,,
3249,1.5457637310028076,8,,,
3299,1.1884064674377441,8,,,
3349,1.4100162982940674,8,,,
3399,1.539170265197754,8,,,
3449,1.2985056638717651,8,,,
3499,1.332303762435913,8,,,
3509,,8,0.948345422744751,0.7279000282287598,
3509,,8,,,0.8348000049591064
3549,1.2496552467346191,9,,,
3599,1.5833475589752197,9,,,
3649,1.4178699254989624,9,,,
3699,1.4413365125656128,9,,,
3749,1.5225152969360352,9,,,
3799,1.5698052644729614,9,,,
3849,1.5304784774780273,9,,,
3899,1.3878439664840698,9,,,
3899,,9,0.93121737241745,0.739799976348877,
3899,,9,,,0.8450000286102295
3949,2.4676780700683594,10,,,
3999,2.354269027709961,10,,,
4049,2.37728214263916,10,,,
4099,1.7963414192199707,10,,,
4149,2.4098477363586426,10,,,
4199,1.653576135635376,10,,,
4211,,10,,,0.8522999882698059
4249,2.1180105209350586,11,,,
4299,1.9494297504425049,11,,,
4349,2.241893768310547,11,,,
4399,1.9630403518676758,11,,,
4449,1.8385246992111206,11,,,
4499,2.207517385482788,11,,,
4523,,11,0.9974070191383362,0.7394999861717224,
4523,,11,,,0.8461999893188477
4549,2.1336448192596436,12,,,
4599,1.814270257949829,12,,,
4649,2.2259979248046875,12,,,
4699,2.181905746459961,12,,,
4749,1.621854543685913,12,,,
4799,2.2072927951812744,12,,,
4835,,12,0.9870195388793945,0.7473999857902527,
4835,,12,,,0.859000027179718
4849,1.9993236064910889,13,,,
4899,2.131143093109131,13,,,
4949,2.2058818340301514,13,,,
4999,2.3520450592041016,13,,,
5049,1.8234901428222656,13,,,
5099,2.208805799484253,13,,,
5147,,13,0.9947463870048523,0.7473999857902527,
5147,,13,,,0.8567000031471252
5149,2.3435702323913574,14,,,
5199,2.2806286811828613,14,,,
5249,2.0987887382507324,14,,,
5299,2.130540370941162,14,,,
5349,1.955617070198059,14,,,
5399,2.198932409286499,14,,,
5449,2.1162681579589844,14,,,
5459,,14,1.0032340288162231,0.7440000176429749,
5459,,14,,,0.8540999889373779
5499,2.157902717590332,15,,,
5549,2.1279988288879395,15,,,
5599,2.1597747802734375,15,,,
5649,2.1932592391967773,15,,,
5699,2.0217275619506836,15,,,
5749,2.1058578491210938,15,,,
5771,,15,0.996157705783844,0.745199978351593,
5771,,15,,,0.8615999817848206
5799,2.226839065551758,16,,,
5849,2.3731179237365723,16,,,
5899,1.7717278003692627,16,,,
5949,2.03067684173584,16,,,
5999,2.2518157958984375,16,,,
6049,2.073920965194702,16,,,
6083,,16,1.0015056133270264,0.7493000030517578,
6083,,16,,,0.8593000173568726
6099,2.1314005851745605,17,,,
6149,2.2964775562286377,17,,,
6199,2.055989980697632,17,,,
6249,1.7576799392700195,17,,,
6299,1.9211018085479736,17,,,
6349,2.0148327350616455,17,,,
6395,,17,1.000632882118225,0.7475000023841858,
6395,,17,,,0.8615000247955322
6399,2.4199535846710205,18,,,
6449,2.3206582069396973,18,,,
6499,2.2746429443359375,18,,,
6549,1.9033398628234863,18,,,
6599,2.405569314956665,18,,,
6649,1.8100395202636719,18,,,
6699,2.42091703414917,18,,,
6707,,18,0.9884462952613831,0.754800021648407,
6707,,18,,,0.8715999722480774
6749,2.1851162910461426,19,,,
6799,1.7305762767791748,19,,,
6849,2.2369771003723145,19,,,
6899,2.2274715900421143,19,,,
6949,2.4007608890533447,19,,,
6999,2.3513145446777344,19,,,
7019,,19,0.9883059859275818,0.7513999938964844,
7019,,19,,,0.8619999885559082
7049,1.926877498626709,20,,,
7099,2.2107441425323486,20,,,
7149,2.2449679374694824,20,,,
7199,2.3919754028320312,20,,,
7249,2.3433339595794678,20,,,
7299,2.2198057174682617,20,,,
7331,,20,0.9888960123062134,0.7542999982833862,
7331,,20,,,0.8705000281333923
7349,2.353316307067871,21,,,
7399,2.170369863510132,21,,,
7449,2.254572629928589,21,,,
7499,2.2354822158813477,21,,,
7549,2.1046481132507324,21,,,
7599,2.283019542694092,21,,,
7643,,21,1.0070029497146606,0.7516000270843506,
7643,,21,,,0.867900013923645
7649,2.093015193939209,22,,,
7699,2.024864673614502,22,,,
7749,2.3454020023345947,22,,,
7799,1.9933905601501465,22,,,
7849,1.9750603437423706,22,,,
7899,2.448106288909912,22,,,
7949,2.5240256786346436,22,,,
7955,,22,1.0076618194580078,0.7502999901771545,
7955,,22,,,0.8677999973297119
7999,2.2300662994384766,23,,,
8049,2.396817445755005,23,,,
8099,2.1556038856506348,23,,,
8149,2.150840997695923,23,,,
8199,2.4742512702941895,23,,,
8249,2.4244308471679688,23,,,
8267,,23,1.017223596572876,0.7533000111579895,
8267,,23,,,0.8693000078201294
8299,2.291883707046509,24,,,
8349,2.042214870452881,24,,,
8399,2.549210548400879,24,,,
8449,2.399472713470459,24,,,
8499,2.3350253105163574,24,,,
8549,2.446854829788208,24,,,
8579,,24,0.996083676815033,0.753600001335144,
8579,,24,,,0.8722000122070312
8599,2.4806408882141113,25,,,
8649,2.5060410499572754,25,,,
8699,2.537092447280884,25,,,
8749,2.6085333824157715,25,,,
8799,2.5130882263183594,25,,,
8849,2.0313034057617188,25,,,
8891,,25,1.0277307033538818,0.7448999881744385,
8891,,25,,,0.8618999719619751
8899,2.032621383666992,26,,,
8949,2.0294761657714844,26,,,
8999,2.3860344886779785,26,,,
9049,2.4362502098083496,26,,,
9099,2.4516761302948,26,,,
9149,2.3297812938690186,26,,,
9199,2.3263096809387207,26,,,
9203,,26,1.0120376348495483,0.7511000037193298,
9203,,26,,,0.8744999766349792
9249,1.9761123657226562,27,,,
9299,1.8767132759094238,27,,,
9349,1.980090856552124,27,,,
9399,2.516211748123169,27,,,
9449,2.4320778846740723,27,,,
9499,2.295468807220459,27,,,
9515,,27,0.9897851347923279,0.7588000297546387,
9515,,27,,,0.8808000087738037
9549,2.0608420372009277,28,,,
9599,2.159734010696411,28,,,
9649,2.2954607009887695,28,,,
9699,2.226961612701416,28,,,
9749,2.513660430908203,28,,,
9799,2.5097694396972656,28,,,
9827,,28,1.0013501644134521,0.7555999755859375,
9827,,28,,,0.8766000270843506
9849,2.420560598373413,29,,,
9899,2.391767978668213,29,,,
9949,2.251685380935669,29,,,
9999,2.219609022140503,29,,,
10049,2.3269875049591064,29,,,
10099,2.178422451019287,29,,,
10139,,29,1.0027819871902466,0.7526000142097473,
10139,,29,,,0.8723000288009644
10149,2.285677909851074,30,,,
10199,2.4336318969726562,30,,,
10249,2.3180713653564453,30,,,
10299,2.1791000366210938,30,,,
10349,2.35390043258667,30,,,
10399,1.823848009109497,30,,,
10449,2.307706832885742,30,,,
10451,,30,0.9930558800697327,0.7562999725341797,
10451,,30,,,0.871399998664856
10499,2.2554802894592285,31,,,
10549,2.2472004890441895,31,,,
10599,2.36486554145813,31,,,
10649,2.3518588542938232,31,,,
10699,2.372150421142578,31,,,
10749,1.858234167098999,31,,,
10763,,31,0.9918254613876343,0.7585999965667725,
10763,,31,,,0.8751999735832214
10799,2.3902828693389893,32,,,
10849,2.34133243560791,32,,,
10899,2.2525601387023926,32,,,
10949,2.0159647464752197,32,,,
10999,2.347867488861084,32,,,
11049,2.2258100509643555,32,,,
11075,,32,1.0005857944488525,0.7584999799728394,
11075,,32,,,0.8755999803543091
11099,2.2435193061828613,33,,,
11149,2.3667612075805664,33,,,
11199,1.780993938446045,33,,,
11249,2.2555010318756104,33,,,
11299,2.0616841316223145,33,,,
11349,2.3295841217041016,33,,,
11387,,33,0.9972339868545532,0.7601000070571899,
