epoch,step,train_loss,test_acc,train_acc
0,49,2.432586431503296,,
0,99,2.1991636753082275,,
0,149,2.0691521167755127,,
0,199,2.063241720199585,,
0,249,1.9754294157028198,,
0,299,2.0759034156799316,,
0,349,2.026371955871582,,
0,389,,0.30399999022483826,0.20308493077754974
1,399,1.93502676486969,,
1,449,1.9070491790771484,,
1,499,1.976913571357727,,
1,549,1.8973135948181152,,
1,599,1.7981324195861816,,
1,649,1.8934524059295654,,
1,699,1.717227816581726,,
1,749,1.509925127029419,,
1,779,,0.3546000123023987,0.3181290030479431
2,799,1.689282774925232,,
2,849,1.7201824188232422,,
2,899,1.74501633644104,,
2,949,1.7220691442489624,,
2,999,1.6157479286193848,,
2,1049,1.4940844774246216,,
2,1099,1.7092595100402832,,
2,1149,1.543723225593567,,
2,1169,,0.45750001072883606,0.40368589758872986
3,1199,1.4548544883728027,,
3,1249,1.721735954284668,,
3,1299,1.4902266263961792,,
3,1349,1.357798457145691,,
3,1399,1.370570182800293,,
3,1449,1.2904026508331299,,
3,1499,1.2942912578582764,,
3,1549,1.2565078735351562,,
3,1559,,0.5455999970436096,0.48517629504203796
4,1599,1.251437783241272,,
4,1649,1.358441710472107,,
4,1699,1.188403606414795,,
4,1749,1.399158239364624,,
4,1799,1.2113726139068604,,
4,1849,1.1978355646133423,,
4,1899,1.3905805349349976,,
4,1949,1.1764167547225952,,
4,1949,,0.600600004196167,0.5563902258872986
5,1999,1.032024621963501,,
5,2049,1.1770461797714233,,
5,2099,0.8759623765945435,,
5,2149,1.2192198038101196,,
5,2199,1.0461924076080322,,
5,2249,0.9527890086174011,,
5,2299,1.1149715185165405,,
5,2339,,0.6625000238418579,0.6178085207939148
6,2349,1.0048969984054565,,
6,2399,1.0809861421585083,,
6,2449,0.9163042902946472,,
6,2499,1.2162492275238037,,
6,2549,1.083062767982483,,
6,2599,0.977932333946228,,
6,2649,0.9402812123298645,,
6,2699,0.8357729911804199,,
6,2729,,0.6450999975204468,0.6709935665130615
7,2749,0.9934136271476746,,
7,2799,0.7344395518302917,,
7,2849,0.9281263947486877,,
7,2899,0.9253225922584534,,
7,2949,0.9246886372566223,,
7,2999,0.6975781917572021,,
7,3049,0.8992169499397278,,
7,3099,0.7603483200073242,,
7,3119,,0.7455000281333923,0.7074919939041138
8,3149,0.8611570596694946,,
8,3199,0.8749374747276306,,
8,3249,0.7970597147941589,,
8,3299,0.7941067218780518,,
8,3349,0.8640803694725037,,
8,3399,0.7016857862472534,,
8,3449,0.9065966010093689,,
8,3499,0.7089515924453735,,
8,3509,,0.727400004863739,0.7316907048225403
9,3549,0.6330994963645935,,
9,3599,0.9834270477294922,,
9,3649,0.8265321850776672,,
9,3699,1.0064082145690918,,
9,3749,0.6918572187423706,,
9,3799,0.8947546482086182,,
9,3849,0.7858076095581055,,
9,3899,0.8731667399406433,,
9,3899,,0.7116000056266785,0.7483974099159241
10,3949,0.7646166086196899,,
10,3999,0.8724247813224792,,
10,4049,0.6662161946296692,,
10,4099,0.7307447195053101,,
10,4149,0.8299905061721802,,
10,4199,0.6310335397720337,,
