epoch,step,train_loss,val_acc,val_loss,test_acc
0,49,2.561472177505493,,,
0,99,2.313660144805908,,,
0,149,2.2392213344573975,,,
0,199,2.3064701557159424,,,
0,249,2.2445943355560303,,,
0,299,2.06848406791687,,,
0,312,,0.15649999678134918,2.5081474781036377,
0,312,,,,0.1623813360929489
1,349,2.506467580795288,,,
1,399,2.374804735183716,,,
1,449,2.405639886856079,,,
1,499,2.347942590713501,,,
1,549,2.369459629058838,,,
1,599,2.2956702709198,,,
1,625,,0.21580000221729279,2.212336778640747,
1,625,,,,0.22804588079452515
2,649,2.1535701751708984,,,
2,699,2.168137311935425,,,
2,749,2.1100292205810547,,,
2,799,2.065911054611206,,,
2,849,2.0920896530151367,,,
2,899,2.228700637817383,,,
2,938,,0.2644999921321869,2.1898279190063477,
2,938,,,,0.28431567549705505
3,949,2.2309813499450684,,,
3,999,2.0970396995544434,,,
3,1049,2.118138074874878,,,
3,1099,2.088160753250122,,,
3,1149,2.1955342292785645,,,
3,1199,2.0280120372772217,,,
3,1249,2.0792083740234375,,,
3,1251,,0.2847999930381775,1.9141032695770264,
3,1251,,,,0.27452531456947327
4,1299,2.187534809112549,,,
4,1349,1.9925459623336792,,,
4,1399,2.081796169281006,,,
4,1449,2.0263094902038574,,,
4,1499,1.848806381225586,,,
4,1549,1.9532865285873413,,,
4,1564,,0.3573000133037567,1.7735849618911743,
4,1564,,,,0.3812302350997925
5,1599,2.0348470211029053,,,
5,1649,1.9691622257232666,,,
5,1699,2.0070765018463135,,,
5,1749,1.9124974012374878,,,
5,1799,1.818630337715149,,,
5,1849,2.041414499282837,,,
5,1877,,0.3855000138282776,1.6883538961410522,
5,1877,,,,0.3935917615890503
6,1899,2.0557539463043213,,,
6,1949,1.8740012645721436,,,
6,1999,1.9367247819900513,,,
6,2049,2.1109695434570312,,,
6,2099,1.803558588027954,,,
6,2149,1.701949954032898,,,
6,2190,,0.414000004529953,1.6701738834381104,
6,2190,,,,0.42009493708610535
7,2199,2.0473861694335938,,,
7,2249,2.0009799003601074,,,
7,2299,2.127197742462158,,,
7,2349,2.064898729324341,,,
7,2399,2.1691668033599854,,,
7,2449,1.7547409534454346,,,
7,2499,1.8923957347869873,,,
7,2503,,0.4334000051021576,1.5837597846984863,
7,2503,,,,0.4330498278141022
8,2549,2.059086799621582,,,
8,2599,2.006725788116455,,,
8,2649,1.9488797187805176,,,
8,2699,1.4803385734558105,,,
8,2749,1.916756272315979,,,
8,2799,2.0778331756591797,,,
8,2816,,0.42340001463890076,1.6332582235336304,
8,2816,,,,0.45332279801368713
9,2849,1.9662110805511475,,,
9,2899,1.8434325456619263,,,
9,2949,1.9097545146942139,,,
9,2999,1.8905396461486816,,,
9,3049,1.969207525253296,,,
9,3099,1.9043779373168945,,,
9,3129,,0.4668999910354614,1.514322280883789,
9,3129,,,,0.4769580662250519
10,3149,1.5624626874923706,,,
10,3199,1.9737601280212402,,,
10,3249,1.9749077558517456,,,
10,3299,2.055750608444214,,,
10,3349,1.5331182479858398,,,
10,3399,1.6385009288787842,,,
10,3442,,0.5044000148773193,1.4558247327804565,
10,3442,,,,0.5112737417221069
11,3449,1.768494963645935,,,
11,3499,2.02573561668396,,,
11,3549,1.8019423484802246,,,
11,3599,2.0458428859710693,,,
11,3649,1.9552797079086304,,,
11,3699,1.9256937503814697,,,
11,3749,1.9244438409805298,,,
11,3755,,0.5351999998092651,1.3737332820892334,
11,3755,,,,0.5363923907279968
12,3799,1.9800307750701904,,,
12,3849,1.938366174697876,,,
12,3899,2.0078439712524414,,,
12,3949,1.4282959699630737,,,
12,3999,1.8992164134979248,,,
12,4049,1.8206440210342407,,,
12,4068,,0.5016999840736389,1.4720587730407715,
12,4068,,,,0.4999011158943176
13,4099,1.80559241771698,,,
13,4149,1.5161837339401245,,,
13,4199,2.04206919670105,,,
13,4249,1.3663628101348877,,,
13,4299,1.566603422164917,,,
13,4349,1.788092017173767,,,
13,4381,,0.5210000276565552,1.3945168256759644,
13,4381,,,,0.5336233973503113
14,4399,1.745669960975647,,,
14,4449,1.6791797876358032,,,
14,4499,1.4348963499069214,,,
14,4549,1.8410450220108032,,,
14,4599,2.0115115642547607,,,
14,4649,1.3223328590393066,,,
14,4694,,0.5602999925613403,1.2795828580856323,
14,4694,,,,0.574367105960846
15,4699,2.1092369556427,,,
15,4749,1.9698891639709473,,,
15,4799,1.4166640043258667,,,
15,4849,1.4772405624389648,,,
15,4899,1.3029156923294067,,,
15,4949,1.589846134185791,,,
15,4999,1.8391170501708984,,,
15,5007,,0.5827999711036682,1.2428076267242432,
15,5007,,,,0.6018591523170471
16,5049,1.878991961479187,,,
16,5099,1.9502732753753662,,,
16,5149,2.035536766052246,,,
16,5199,1.4853724241256714,,,
16,5249,1.558516502380371,,,
16,5299,1.5233954191207886,,,
16,5320,,0.6180999875068665,1.177634358406067,
16,5320,,,,0.6199564933776855
17,5349,1.9209986925125122,,,
17,5399,1.9114052057266235,,,
17,5449,1.411723256111145,,,
17,5499,1.9834626913070679,,,
17,5549,1.317916989326477,,,
17,5599,1.485605001449585,,,
17,5633,,0.6335999965667725,1.1393550634384155,
17,5633,,,,0.6455696225166321
18,5649,1.6026314496994019,,,
18,5699,1.891431212425232,,,
18,5749,1.499043345451355,,,
18,5799,1.73110032081604,,,
18,5849,2.003140449523926,,,
18,5899,1.8144195079803467,,,
18,5946,,0.6474000215530396,1.1111971139907837,
18,5946,,,,0.6573378443717957
19,5949,1.904695749282837,,,
19,5999,1.892013669013977,,,
19,6049,1.7686173915863037,,,
19,6099,1.1828134059906006,,,
19,6149,1.7639186382293701,,,
19,6199,1.3276327848434448,,,
19,6249,1.7454142570495605,,,
19,6259,,0.6615999937057495,1.0762381553649902,
19,6259,,,,0.6598101258277893
20,6299,1.7752759456634521,,,
20,6349,1.771194338798523,,,
20,6399,1.8188235759735107,,,
20,6449,1.3690861463546753,,,
20,6499,1.422038197517395,,,
20,6549,2.00732159614563,,,
20,6572,,0.6730999946594238,1.0748045444488525,
20,6572,,,,0.6571400165557861
21,6599,1.5633903741836548,,,
21,6649,1.2791345119476318,,,
21,6699,1.6972275972366333,,,
21,6749,1.2227752208709717,,,
21,6799,1.2453348636627197,,,
21,6849,1.4189245700836182,,,
21,6885,,0.673799991607666,1.0844467878341675,
21,6885,,,,0.6708860993385315
22,6899,1.6093525886535645,,,
22,6949,1.8226784467697144,,,
22,6999,1.5625462532043457,,,
22,7049,1.029382348060608,,,
22,7099,1.8602254390716553,,,
22,7149,1.907716989517212,,,
22,7198,,0.6669999957084656,1.1009461879730225,
22,7198,,,,0.6710838675498962
23,7199,1.6151469945907593,,,
23,7249,1.5166114568710327,,,
23,7299,1.829636812210083,,,
23,7349,1.7798353433609009,,,
23,7399,1.2807526588439941,,,
23,7449,1.8984613418579102,,,
23,7499,1.5636523962020874,,,
23,7511,,0.669700026512146,1.068799376487732,
23,7511,,,,0.6721716523170471
24,7549,1.1110131740570068,,,
24,7599,1.647494912147522,,,
24,7649,1.6827366352081299,,,
24,7699,1.5420171022415161,,,
24,7749,1.5571497678756714,,,
24,7799,1.429888129234314,,,
24,7824,,0.6829000115394592,1.013411521911621,
24,7824,,,,0.685719907283783
25,7849,1.7962125539779663,,,
25,7899,1.4113951921463013,,,
25,7949,1.3167519569396973,,,
25,7999,2.0318069458007812,,,
25,8049,1.5205870866775513,,,
25,8099,1.747121810913086,,,
25,8137,,0.6938999891281128,0.9983962774276733,
25,8137,,,,0.6896756291389465
26,8149,1.3480631113052368,,,
26,8199,1.8105053901672363,,,
26,8249,1.7948963642120361,,,
26,8299,1.5620946884155273,,,
26,8349,1.7831385135650635,,,
26,8399,1.6168912649154663,,,
26,8449,1.941953182220459,,,
26,8450,,0.7024000287055969,0.9760181903839111,
26,8450,,,,0.698477029800415
27,8499,1.162625789642334,,,
27,8549,1.8055508136749268,,,
27,8599,1.8605413436889648,,,
27,8649,1.5158321857452393,,,
27,8699,2.00911545753479,,,
27,8749,1.7424038648605347,,,
27,8763,,0.7166000008583069,0.9477864503860474,
27,8763,,,,0.7118275165557861
28,8799,1.4958767890930176,,,
28,8849,1.3647886514663696,,,
28,8899,1.607835292816162,,,
28,8949,1.7308874130249023,,,
28,8999,1.0097256898880005,,,
28,9049,1.9335774183273315,,,
28,9076,,0.70169997215271,0.9851717948913574,
28,9076,,,,0.7126186490058899
29,9099,1.1525663137435913,,,
29,9149,1.1990736722946167,,,
29,9199,1.6315809488296509,,,
29,9249,1.2052502632141113,,,
29,9299,1.7485893964767456,,,
29,9349,1.6847598552703857,,,
29,9389,,0.6996999979019165,0.9912714958190918,
29,9389,,,,0.7073773741722107
30,9399,1.405185580253601,,,
30,9449,1.8322575092315674,,,
30,9499,1.1797822713851929,,,
30,9549,1.8350385427474976,,,
30,9599,1.8980438709259033,,,
30,9649,1.0894116163253784,,,
30,9699,1.369670033454895,,,
30,9702,,0.7038000226020813,0.9445605278015137,
30,9702,,,,0.7152887582778931
31,9749,1.380579948425293,,,
31,9799,1.1137118339538574,,,
31,9849,1.9450218677520752,,,
31,9899,1.0138378143310547,,,
31,9949,0.8128677010536194,,,
31,9999,1.492539644241333,,,
31,10015,,0.7267000079154968,0.9366475343704224,
31,10015,,,,0.7216178774833679
32,10049,1.1377180814743042,,,
32,10099,1.7983425855636597,,,
32,10149,0.8851364850997925,,,
32,10199,1.5526089668273926,,,
32,10249,1.8233286142349243,,,
32,10299,1.1382197141647339,,,
32,10328,,0.7200000286102295,0.9369158148765564,
32,10328,,,,0.723397970199585
33,10349,1.866113543510437,,,
33,10399,1.8208287954330444,,,
33,10449,1.272797703742981,,,
33,10499,1.6582380533218384,,,
33,10549,1.158803105354309,,,
33,10599,1.0855687856674194,,,
33,10641,,0.7263000011444092,0.9613035917282104,
33,10641,,,,0.7307159900665283
34,10649,1.721704125404358,,,
34,10699,1.9515093564987183,,,
34,10749,1.6161242723464966,,,
34,10799,1.239047646522522,,,
34,10849,1.1656702756881714,,,
34,10899,1.5099725723266602,,,
34,10949,1.6028670072555542,,,
34,10954,,0.7250000238418579,0.9266340136528015,
34,10954,,,,0.7333860993385315
35,10999,1.626978874206543,,,
35,11049,1.7516915798187256,,,
35,11099,1.8837916851043701,,,
35,11149,1.521579384803772,,,
35,11199,1.7637028694152832,,,
35,11249,1.6210525035858154,,,
35,11267,,0.7411999702453613,0.8751439452171326,
35,11267,,,,0.7353639006614685
36,11299,1.3248035907745361,,,
36,11349,1.9437248706817627,,,
36,11399,1.3744513988494873,,,
36,11449,1.7668579816818237,,,
36,11499,0.9461038708686829,,,
36,11549,1.0852656364440918,,,
36,11580,,0.73580002784729,0.8952451348304749,
36,11580,,,,0.7310126423835754
37,11599,1.7920759916305542,,,
37,11649,1.10373055934906,,,
37,11699,1.6813610792160034,,,
37,11749,1.1359796524047852,,,
37,11799,1.1737078428268433,,,
37,11849,1.4531619548797607,,,
37,11893,,0.7275999784469604,0.9443511962890625,
37,11893,,,,0.7402096390724182
38,11899,1.732683539390564,,,
38,11949,1.2595971822738647,,,
38,11999,0.9430868625640869,,,
38,12049,1.7421294450759888,,,
38,12099,1.6213432550430298,,,
38,12149,1.2402594089508057,,,
38,12199,1.3690763711929321,,,
38,12206,,0.7451000213623047,0.901950478553772,
38,12206,,,,0.7351661324501038
39,12249,1.5265053510665894,,,
39,12299,1.8184244632720947,,,
39,12349,1.3323280811309814,,,
39,12399,0.892633318901062,,,
39,12449,1.4886435270309448,,,
39,12499,1.2315138578414917,,,
39,12519,,0.7339000105857849,0.8747743368148804,
39,12519,,,,0.7310126423835754
40,12549,1.7792659997940063,,,
40,12599,1.7297223806381226,,,
40,12649,1.3106889724731445,,,
40,12699,1.639155387878418,,,
40,12749,1.2605674266815186,,,
40,12799,1.2107712030410767,,,
40,12832,,0.7548999786376953,0.8262863159179688,
40,12832,,,,0.7441653609275818
41,12849,1.8195559978485107,,,
41,12899,1.84011709690094,,,
41,12949,1.2373223304748535,,,
41,12999,1.002273678779602,,,
41,13049,0.9172815680503845,,,
41,13099,1.159422516822815,,,
41,13145,,0.7386000156402588,0.8655374050140381,
41,13145,,,,0.7455498576164246
42,13149,1.7230017185211182,,,
42,13199,1.8158141374588013,,,
42,13249,1.6319395303726196,,,
42,13299,0.9275650382041931,,,
42,13349,1.066141963005066,,,
42,13399,1.7019119262695312,,,
42,13449,1.3067653179168701,,,
42,13458,,0.762499988079071,0.8393545746803284,
42,13458,,,,0.7443631291389465
43,13499,1.5553747415542603,,,
43,13549,1.8225531578063965,,,
