epoch,step,train_loss,test_acc,train_acc,mix_match_loss
12,4849,0.24004173278808594,,,
12,4899,0.35646167397499084,,,
12,4949,0.3553328812122345,,,
12,4999,0.32599884271621704,,,
12,5049,0.210446298122406,,,
12,5069,,0.847599983215332,0.8949719667434692,
13,5099,0.2585585415363312,,,
13,5149,0.27413296699523926,,,
13,5199,0.23300699889659882,,,
13,5249,0.27027827501296997,,,
13,5299,0.3153938353061676,,,
13,5349,0.3211078345775604,,,
13,5399,0.28663739562034607,,,
13,5449,0.2772996425628662,,,
13,5459,,0.8460999727249146,0.9024238586425781,
14,5499,0.25740161538124084,,,
14,5549,0.22539269924163818,,,
14,5599,0.3531203866004944,,,
14,5649,0.11305329203605652,,,
14,5699,0.22112195193767548,,,
14,5749,0.3507738411426544,,,
14,5799,0.21886096894741058,,,
14,5849,0.3138793110847473,,,
14,5849,,0.863099992275238,0.9098157286643982,
15,5899,0.31434425711631775,,,
15,5949,0.306240975856781,,,
15,5999,0.24599410593509674,,,
15,6049,0.21597233414649963,,,
15,6099,0.243552103638649,,,
15,6149,0.2812212109565735,,,
15,6199,0.19518813490867615,,,
15,6239,,0.8737999796867371,0.9111378192901611,
16,6249,0.1795928180217743,,,
16,6299,0.27528733015060425,,,
16,6349,0.2171134650707245,,,
16,6399,0.4552847743034363,,,
16,6449,0.27342575788497925,,,
16,6499,0.20910227298736572,,,
16,6549,0.20487844944000244,,,
16,6599,0.313921183347702,,,
16,6629,,0.8677999973297119,0.9164663553237915,
17,6649,0.17410649359226227,,,
17,6699,0.171571284532547,,,
17,6749,0.15711526572704315,,,
17,6799,0.2745155096054077,,,
17,6849,0.22065268456935883,,,
17,6899,0.2208484709262848,,,
17,6949,0.33054032921791077,,,
17,6999,0.21196241676807404,,,
17,7019,,0.8403000235557556,0.918129026889801,
18,7049,0.14406739175319672,,,
18,7099,0.19101765751838684,,,
18,7149,0.20109589397907257,,,
18,7199,0.19073070585727692,,,
18,7249,0.24656803905963898,,,
18,7299,0.1361628621816635,,,
18,7349,0.2683848738670349,,,
18,7399,0.3249998092651367,,,
18,7409,,0.8758999705314636,0.9234575033187866,
19,7449,0.21527345478534698,,,
19,7499,0.1126156598329544,,,
19,7549,0.20469360053539276,,,
19,7599,0.2039523422718048,,,
19,7649,0.16274726390838623,,,
19,7699,0.13235707581043243,,,
19,7749,0.20231883227825165,,,
19,7799,0.2612537443637848,,,
19,7799,,0.8806999921798706,0.9254006147384644,
20,7849,,,,1.3817167282104492
20,7899,,,,1.027114748954773
20,7949,,,,1.387963891029358
20,7999,,,,1.6208763122558594
20,8049,,,,1.5535755157470703
20,8099,,,,0.8856375813484192
20,8149,,,,1.3486658334732056
20,8199,,,,1.0390756130218506
20,8207,0.46543440222740173,0.835099995136261,0.9154487252235413,
21,8249,,,,1.5155668258666992
21,8299,,,,1.6432873010635376
21,8349,,,,1.4734065532684326
21,8399,,,,1.4127110242843628
21,8449,,,,1.5326179265975952
21,8499,,,,1.6043708324432373
21,8549,,,,1.311035394668579
21,8599,,,,1.6534932851791382
21,8621,,0.8463000059127808,,
22,8649,,,,1.2885992527008057
22,8699,,,,1.6279220581054688
22,8749,,,,1.2169697284698486
22,8799,,,,1.1504404544830322
22,8849,,,,1.2187399864196777
22,8899,,,,1.5385183095932007
22,8949,,,,0.6543217301368713
22,8999,,,,1.3509807586669922
22,9032,,0.8669999837875366,,
23,9049,,,,1.481378436088562
23,9099,,,,0.9195603132247925
23,9149,,,,1.3739458322525024
23,9199,,,,1.5134284496307373
23,9249,,,,1.475716233253479
23,9299,,,,1.6421418190002441
23,9349,,,,1.3907254934310913
23,9399,,,,1.3767690658569336
23,9449,,,,1.520618200302124
23,9452,,0.8593000173568726,,
24,9499,,,,1.2059580087661743
24,9549,,,,1.0352723598480225
24,9599,,,,1.1623952388763428
24,9649,,,,1.063520073890686
24,9699,,,,1.3433213233947754
24,9749,,,,1.4735159873962402
24,9799,,,,1.2744776010513306
24,9849,,,,1.1827689409255981
24,9857,,0.8651999831199646,,
25,9899,,,,1.361430287361145
25,9949,,,,1.4081766605377197
25,9999,,,,1.4322068691253662
25,10049,,,,1.566715121269226
25,10099,,,,1.3391884565353394
25,10149,,,,1.354020595550537
25,10199,,,,1.4120192527770996
25,10249,,,,1.4960899353027344
25,10272,,0.8321999907493591,,
26,10299,,,,1.2395780086517334
26,10349,,,,1.4149651527404785
26,10399,,,,1.1816710233688354
26,10449,,,,1.193394422531128
26,10499,,,,1.197664737701416
26,10549,,,,1.4981502294540405
26,10599,,,,1.1478182077407837
26,10649,,,,1.4204578399658203
26,10683,,0.8453999757766724,,
27,10699,,,,1.580350637435913
27,10749,,,,1.1693246364593506
27,10799,,,,1.3771599531173706
27,10849,,,,1.209099292755127
27,10899,,,,1.1668280363082886
27,10949,,,,1.5401097536087036
27,10999,,,,1.3435481786727905
27,11049,,,,1.0185984373092651
27,11090,,0.8450999855995178,,
28,11099,,,,1.436342716217041
28,11149,,,,1.3929362297058105
28,11199,,,,1.3984088897705078
28,11249,,,,1.4383854866027832
28,11299,,,,1.3544591665267944
28,11349,,,,1.204452633857727
28,11399,,,,1.1844921112060547
28,11449,,,,1.1112723350524902
28,11498,,0.8557000160217285,,
29,11499,,,,1.3769296407699585
29,11549,,,,1.369066596031189
29,11599,,,,1.1193879842758179
29,11649,,,,1.4570963382720947
29,11699,,,,0.9512038230895996
29,11749,,,,1.1726412773132324
29,11799,,,,1.1164963245391846
29,11849,,,,1.283785343170166
29,11894,,0.8529000282287598,,
30,11899,,,,1.4208040237426758
30,11949,,,,1.4855395555496216
30,11999,,,,1.37483549118042
30,12049,,,,1.282544493675232
30,12099,,,,0.8886626362800598
30,12149,,,,1.531251072883606
30,12199,,,,1.4301223754882812
30,12249,,,,1.410962700843811
30,12296,,0.8348000049591064,,
31,12299,,,,1.216251254081726
31,12349,,,,1.160880208015442
31,12399,,,,0.5257952809333801
31,12449,,,,1.4042460918426514
31,12499,,,,1.40583074092865
31,12549,,,,1.4499485492706299
31,12599,,,,1.3175486326217651
31,12649,,,,1.4231752157211304
31,12699,,,,1.3795652389526367
31,12701,,0.8508999943733215,,
32,12749,,,,1.2495129108428955
32,12799,,,,1.4529293775558472
32,12849,,,,1.5192112922668457
32,12899,,,,1.3527213335037231
32,12949,,,,1.30534827709198
32,12999,,,,1.3437786102294922
32,13049,,,,1.3924981355667114
32,13099,,,,1.3753373622894287
32,13107,,0.830299973487854,,
33,13149,,,,1.4047883749008179
33,13199,,,,1.44882071018219
33,13249,,,,1.4114891290664673
33,13299,,,,1.4082666635513306
33,13349,,,,1.3940470218658447
33,13399,,,,1.3748769760131836
33,13449,,,,1.366520881652832
33,13499,,,,1.1875386238098145
33,13514,,0.8288999795913696,,
34,13549,,,,1.209999680519104
34,13599,,,,1.4357935190200806
34,13649,,,,1.4045671224594116
34,13699,,,,1.4179459810256958
34,13749,,,,1.3906211853027344
34,13799,,,,0.5693628191947937
34,13849,,,,1.2931833267211914
34,13899,,,,1.451806664466858
34,13922,,0.8389000296592712,,
35,13949,,,,1.4365652799606323
35,13999,,,,1.370112419128418
35,14049,,,,1.2915915250778198
35,14099,,,,1.4878828525543213
35,14149,,,,1.4594604969024658
35,14199,,,,0.9118271470069885
35,14249,,,,1.177697777748108
35,14299,,,,1.3646138906478882
35,14325,,0.8446999788284302,,
36,14349,,,,1.3903553485870361
36,14399,,,,1.3868247270584106
36,14449,,,,1.6293002367019653
36,14499,,,,1.433750867843628
36,14549,,,,1.4910491704940796
36,14599,,,,1.3983474969863892
36,14649,,,,1.3685413599014282
36,14699,,,,1.3625831604003906
36,14738,,0.8406999707221985,,
37,14749,,,,1.3352645635604858
37,14799,,,,1.3725587129592896
37,14849,,,,1.3935977220535278
37,14899,,,,1.4500219821929932
37,14949,,,,1.0902609825134277
37,14999,,,,1.4540982246398926
37,15049,,,,1.3163059949874878
37,15099,,,,0.9866769313812256
37,15148,,0.8626999855041504,,
38,15149,,,,1.2692326307296753
38,15199,,,,1.4666072130203247
38,15249,,,,1.403208613395691
38,15299,,,,1.4285496473312378
38,15349,,,,1.3226957321166992
38,15399,,,,1.2589162588119507
38,15449,,,,1.6176530122756958
38,15499,,,,1.2988308668136597
38,15549,,,,1.2756524085998535
38,15551,,0.8535000085830688,,
39,15599,,,,1.402001142501831
39,15649,,,,1.4240609407424927
39,15699,,,,1.3527584075927734
39,15749,,,,1.4757014513015747
39,15799,,,,0.9378131031990051
39,15849,,,,1.3511162996292114
39,15899,,,,1.2137442827224731
39,15949,,,,1.3076512813568115
39,15960,,0.8513000011444092,,
40,15999,,,,1.294335126876831
40,16049,,,,1.2898449897766113
40,16099,,,,0.9659738540649414
40,16149,,,,1.404771089553833
40,16199,,,,1.4848487377166748
40,16249,,,,1.3820234537124634
40,16299,,,,1.1661089658737183
40,16349,,,,1.5345488786697388
40,16366,,0.8432999849319458,,
41,16399,,,,1.3825727701187134
41,16449,,,,1.3510961532592773
41,16499,,,,1.2776401042938232
41,16549,,,,1.4320766925811768
41,16599,,,,1.392919898033142
41,16649,,,,1.4636201858520508
41,16699,,,,1.2773091793060303
41,16749,,,,1.422294020652771
41,16778,,0.8181999921798706,,
42,16799,,,,1.3448524475097656
42,16849,,,,1.5111205577850342
42,16899,,,,1.2845332622528076
42,16949,,,,0.9776533842086792
42,16999,,,,1.359363317489624
42,17049,,,,0.9688723683357239
42,17099,,,,1.2245807647705078
42,17149,,,,1.351837396621704
42,17171,,0.8418999910354614,,
43,17199,,,,1.4749399423599243
43,17249,,,,1.4340035915374756
43,17299,,,,1.3308687210083008
43,17349,,,,1.4046319723129272
43,17399,,,,1.3431059122085571
43,17449,,,,1.0690141916275024
43,17499,,,,1.266626000404358
43,17549,,,,1.2842669486999512
43,17574,,0.8568999767303467,,
44,17599,,,,1.435190200805664
44,17649,,,,1.212449073791504
44,17699,,,,1.2175793647766113
44,17749,,,,1.375607967376709
44,17799,,,,1.3206160068511963
44,17849,,,,1.1574655771255493
44,17899,,,,1.2881115674972534
44,17949,,,,1.2538039684295654
44,17967,,0.8492000102996826,,
45,17999,,,,1.197014570236206
45,18049,,,,1.269828200340271
45,18099,,,,1.5156763792037964
45,18149,,,,1.2332088947296143
45,18199,,,,1.1332957744598389
45,18249,,,,1.4305779933929443
45,18299,,,,1.3705213069915771
45,18349,,,,1.5095977783203125
45,18361,,0.8385999798774719,,
46,18399,,,,1.4037028551101685
46,18449,,,,1.0244699716567993
46,18499,,,,0.8497940301895142
46,18549,,,,1.3481565713882446
46,18599,,,,1.383701205253601
46,18649,,,,1.3831194639205933
46,18699,,,,1.205802321434021
46,18749,,,,1.6878020763397217
46,18753,,0.8122000098228455,,
47,18799,,,,1.3931612968444824
47,18849,,,,1.4307981729507446
47,18899,,,,1.3359254598617554
47,18949,,,,1.1161284446716309
47,18999,,,,1.4890426397323608
47,19049,,,,1.296303153038025
47,19099,,,,1.2614529132843018
47,19149,,,,1.0979728698730469
47,19155,,0.8396999835968018,,
48,19199,,,,1.4217877388000488
48,19249,,,,1.3316309452056885
48,19299,,,,1.1649401187896729
48,19349,,,,1.2468270063400269
48,19399,,,,1.1608448028564453
48,19449,,,,1.4827524423599243
48,19499,,,,1.3003143072128296
48,19549,,,,1.3632898330688477
48,19558,,0.8525000214576721,,
49,19599,,,,1.3981401920318604
49,19649,,,,1.2985663414001465
49,19699,,,,1.2412333488464355
49,19749,,,,1.3462960720062256
49,19799,,,,1.420725703239441
49,19849,,,,1.297022819519043
49,19899,,,,1.2025914192199707
49,19949,,,,1.1459214687347412
49,19972,,0.8589000105857849,,
50,19999,,,,1.2917078733444214
50,20049,,,,1.287854790687561
50,20099,,,,1.19206964969635
50,20149,,,,1.4934748411178589
50,20199,,,,1.4378271102905273
50,20249,,,,1.4127767086029053
50,20299,,,,1.3539952039718628
50,20349,,,,1.1777106523513794
50,20380,,0.8536999821662903,,
51,20399,,,,1.3563666343688965
51,20449,,,,1.3870710134506226
51,20499,,,,1.24197256565094
51,20549,,,,1.3473329544067383
51,20599,,,,1.2627921104431152
51,20649,,,,1.3754359483718872
51,20699,,,,1.2919610738754272
51,20749,,,,1.359749674797058
51,20781,,0.8337000012397766,,
52,20799,,,,1.2280292510986328
52,20849,,,,1.3868314027786255
52,20899,,,,1.3379669189453125
52,20949,,,,1.3544337749481201
52,20999,,,,1.3675035238265991
52,21049,,,,1.3223555088043213
52,21099,,,,1.3755923509597778
52,21149,,,,1.1391531229019165
52,21175,,0.8621000051498413,,
53,21199,,,,1.234956979751587
53,21249,,,,1.236084222793579
53,21299,,,,1.3026248216629028
53,21349,,,,1.1891051530838013
53,21399,,,,1.2947354316711426
53,21449,,,,1.2342758178710938
53,21499,,,,1.2791881561279297
53,21549,,,,1.3236523866653442
53,21588,,0.8421000242233276,,
54,21599,,,,1.3356544971466064
54,21649,,,,1.301941156387329
54,21699,,,,1.4298653602600098
54,21749,,,,1.2869938611984253
54,21799,,,,1.3319740295410156
54,21849,,,,1.3646633625030518
54,21899,,,,1.1993991136550903
54,21949,,,,1.3675819635391235
54,21988,,0.8565000295639038,,
55,21999,,,,1.3833551406860352
55,22049,,,,1.2912099361419678
55,22099,,,,1.0152994394302368
55,22149,,,,1.406280279159546
55,22199,,,,1.227473497390747
55,22249,,,,1.1735591888427734
55,22299,,,,1.2778294086456299
55,22349,,,,1.3261173963546753
55,22386,,0.8565999865531921,,
56,22399,,,,1.3697552680969238
56,22449,,,,1.0350620746612549
56,22499,,,,1.4150390625
56,22549,,,,1.1655749082565308
56,22599,,,,1.340221881866455
56,22649,,,,1.181707501411438
56,22699,,,,1.278309941291809
56,22749,,,,1.3772385120391846
56,22779,,0.8622000217437744,,
57,22799,,,,1.3545082807540894
57,22849,,,,1.0219917297363281
57,22899,,,,1.3699116706848145
57,22949,,,,0.9859216213226318
57,22999,,,,1.220534086227417
57,23049,,,,1.4170498847961426
57,23099,,,,1.4034186601638794
57,23149,,,,1.294008493423462
57,23188,,0.8521999716758728,,
58,23199,,,,1.3097200393676758
58,23249,,,,1.3185771703720093
58,23299,,,,1.2433053255081177
58,23349,,,,1.3684214353561401
58,23399,,,,1.3221917152404785
58,23449,,,,1.3512290716171265
58,23499,,,,1.2483412027359009
58,23549,,,,1.2790292501449585
58,23599,,,,1.2320899963378906
58,23600,,0.828000009059906,,
59,23649,,,,1.2333800792694092
59,23699,,,,1.419307827949524
59,23749,,,,1.3692646026611328
59,23799,,,,1.342383861541748
59,23849,,,,1.4053720235824585
59,23899,,,,1.3344327211380005
59,23949,,,,1.3911640644073486
59,23996,,0.8537999987602234,,
60,23999,,,,1.3331578969955444
60,24049,,,,1.3002394437789917
60,24099,,,,1.3407315015792847
60,24149,,,,1.2788958549499512
60,24199,,,,1.2725586891174316
60,24249,,,,1.3610724210739136
60,24299,,,,1.3851741552352905
60,24349,,,,1.3058452606201172
60,24396,,0.830299973487854,,
61,24399,,,,1.3157004117965698
61,24449,,,,1.212660551071167
61,24499,,,,1.4994232654571533
61,24549,,,,1.401206374168396
61,24599,,,,1.26175856590271
61,24649,,,,1.4000153541564941
61,24699,,,,1.3044482469558716
61,24749,,,,1.3370965719223022
61,24799,,,,1.3531687259674072
61,24805,,0.8540999889373779,,
62,24849,,,,0.8309450149536133
62,24899,,,,1.1931453943252563
62,24949,,,,1.177687168121338
62,24999,,,,1.2513939142227173
62,25049,,,,1.168426513671875
62,25099,,,,1.1753252744674683
62,25149,,,,0.952377200126648
62,25199,,,,0.5744866728782654
62,25200,,0.8626999855041504,,
63,25249,,,,1.2773903608322144
63,25299,,,,1.3177540302276611
63,25349,,,,1.0531930923461914
63,25399,,,,1.3759876489639282
63,25449,,,,1.4917114973068237
63,25499,,,,1.3317949771881104
63,25549,,,,1.2048492431640625
63,25594,,0.8169999718666077,,
64,25599,,,,1.3917711973190308
64,25649,,,,1.1970399618148804
64,25699,,,,1.3408401012420654
64,25749,,,,1.2837128639221191
64,25799,,,,1.3161636590957642
64,25849,,,,1.266528844833374
64,25899,,,,1.3035029172897339
64,25949,,,,1.4287476539611816
64,25998,,0.8586000204086304,,
65,25999,,,,1.3391475677490234
65,26049,,,,1.0766284465789795
65,26099,,,,1.3223735094070435
65,26149,,,,1.3625271320343018
65,26199,,,,1.1996259689331055
65,26249,,,,1.274880290031433
65,26299,,,,1.3102047443389893
65,26349,,,,1.349340558052063
65,26399,,,,1.367719054222107
65,26408,,0.8500000238418579,,
66,26449,,,,1.3327010869979858
66,26499,,,,1.2364625930786133
66,26549,,,,1.0373831987380981
66,26599,,,,1.2852314710617065
66,26649,,,,1.299001932144165
66,26699,,,,0.9903101325035095
66,26749,,,,0.935011088848114
66,26799,,,,1.1251097917556763
66,26809,,0.8503999710083008,,
67,26849,,,,1.2887269258499146
67,26899,,,,1.3621245622634888
67,26949,,,,1.3381942510604858
67,26999,,,,1.2558389902114868
67,27049,,,,1.2894859313964844
67,27099,,,,1.1224128007888794
67,27149,,,,1.285064935684204
67,27199,,,,1.2026357650756836
67,27209,,0.8391000032424927,,
68,27249,,,,1.264967441558838
68,27299,,,,1.2265958786010742
68,27349,,,,1.2343369722366333
68,27399,,,,1.4003374576568604
68,27449,,,,1.3199336528778076
68,27499,,,,1.3608907461166382
68,27549,,,,1.1314010620117188
68,27599,,,,1.0453715324401855
68,27616,,0.8652999997138977,,
69,27649,,,,1.412031888961792
69,27699,,,,1.366094708442688
69,27749,,,,1.3198270797729492
69,27799,,,,1.3449211120605469
69,27849,,,,0.8180050849914551
69,27899,,,,1.2900711297988892
69,27949,,,,1.2106436491012573
69,27999,,,,1.212618350982666
69,28015,,0.8687000274658203,,
70,28049,,,,1.0791572332382202
70,28099,,,,1.1036937236785889
70,28149,,,,1.3441418409347534
70,28199,,,,1.2588317394256592
70,28249,,,,1.2137489318847656
70,28299,,,,1.0490293502807617
70,28349,,,,1.3367135524749756
70,28399,,,,1.3587298393249512
70,28421,,0.8633000254631042,,
71,28449,,,,1.3051488399505615
71,28499,,,,1.2519692182540894
71,28549,,,,1.3885923624038696
71,28599,,,,1.2690984010696411
71,28649,,,,1.1830981969833374
71,28699,,,,1.266249418258667
71,28749,,,,1.1596015691757202
71,28799,,,,1.3406710624694824
71,28822,,0.8629999756813049,,
72,28849,,,,1.272684097290039
72,28899,,,,1.0391262769699097
72,28949,,,,1.373177170753479
72,28999,,,,1.2455711364746094
72,29049,,,,1.362904667854309
72,29099,,,,1.375920057296753
72,29149,,,,1.3711795806884766
72,29199,,,,1.317033052444458
72,29240,,0.8203999996185303,,
73,29249,,,,0.8133687376976013
73,29299,,,,1.2650288343429565
73,29349,,,,1.3007590770721436
73,29399,,,,1.1105918884277344
73,29449,,,,1.2177234888076782
73,29499,,,,1.2467883825302124
73,29549,,,,1.3977129459381104
73,29599,,,,1.344861626625061
73,29640,,0.8511999845504761,,
74,29649,,,,0.8061943054199219
74,29699,,,,1.1440623998641968
74,29749,,,,1.0342272520065308
74,29799,,,,0.6279518604278564
74,29849,,,,1.3831760883331299
74,29899,,,,1.217688798904419
74,29949,,,,1.2589876651763916
74,29999,,,,1.3971751928329468
74,30031,,0.8526999950408936,,
75,30049,,,,0.8963789939880371
75,30099,,,,1.335201382637024
75,30149,,,,1.348708987236023
75,30199,,,,1.3634905815124512
75,30249,,,,1.2430180311203003
75,30299,,,,1.366019368171692
75,30349,,,,1.321998953819275
75,30399,,,,1.4576187133789062
75,30436,,0.8486999869346619,,
76,30449,,,,1.2361328601837158
76,30499,,,,1.2744313478469849
76,30549,,,,1.242756724357605
76,30599,,,,1.1323282718658447
76,30649,,,,0.9127916097640991
76,30699,,,,1.288901686668396
76,30749,,,,1.262108564376831
76,30799,,,,1.2401171922683716
76,30831,,0.8562999963760376,,
77,30849,,,,1.3179577589035034
77,30899,,,,1.3878803253173828
77,30949,,,,1.1983249187469482
77,30999,,,,1.379038691520691
77,31049,,,,1.3200634717941284
77,31099,,,,1.3547046184539795
77,31149,,,,1.3109595775604248
77,31199,,,,1.257060170173645
77,31233,,0.8483999967575073,,
78,31249,,,,1.3517791032791138
78,31299,,,,1.222936749458313
78,31349,,,,1.3013386726379395
78,31399,,,,1.2926509380340576
78,31449,,,,1.2786074876785278
78,31499,,,,1.191861629486084
78,31549,,,,1.419426679611206
78,31599,,,,1.3275502920150757
78,31637,,0.8388000130653381,,
79,31649,,,,1.2801101207733154
79,31699,,,,1.1265647411346436
79,31749,,,,1.353114128112793
79,31799,,,,1.2307350635528564
79,31849,,,,1.2514604330062866
79,31899,,,,1.2931158542633057
79,31949,,,,1.194695234298706
79,31999,,,,1.2045392990112305
79,32034,,0.8557999730110168,,
80,32049,,,,0.922275185585022
80,32099,,,,1.141154408454895
80,32149,,,,1.3537695407867432
80,32199,,,,0.8739352226257324
80,32249,,,,1.365364909172058
80,32299,,,,1.1829174757003784
80,32349,,,,0.8509882092475891
80,32399,,,,1.2363961935043335
80,32444,,0.8320000171661377,,
81,32449,,,,1.274489164352417
81,32499,,,,1.2159507274627686
81,32549,,,,1.1407884359359741
81,32599,,,,1.1715391874313354
81,32649,,,,0.8622913956642151
81,32699,,,,1.2400610446929932
81,32749,,,,1.212739109992981
81,32799,,,,1.1354641914367676
81,32849,,,,0.9799426198005676
81,32857,,0.8590999841690063,,
82,32899,,,,1.1601438522338867
82,32949,,,,1.3407829999923706
82,32999,,,,1.0280934572219849
82,33049,,,,1.312139630317688
82,33099,,,,0.6984325051307678
82,33149,,,,1.415715217590332
82,33199,,,,1.2705183029174805
82,33249,,,,1.237274408340454
82,33257,,0.8647000193595886,,
83,33299,,,,1.404249906539917
83,33349,,,,1.3008387088775635
83,33399,,,,1.2240288257598877
83,33449,,,,1.2768235206604004
83,33499,,,,1.102509617805481
83,33549,,,,1.4561524391174316
83,33599,,,,1.4293917417526245
83,33648,,0.8561999797821045,,
84,33649,,,,1.164093017578125
84,33699,,,,1.0966538190841675
84,33749,,,,1.2696616649627686
84,33799,,,,1.3270907402038574
84,33849,,,,1.3729801177978516
84,33899,,,,1.4617338180541992
84,33949,,,,1.2373110055923462
84,33999,,,,1.1612160205841064
84,34049,,,,1.475214958190918
84,34061,,0.8442000150680542,,
85,34099,,,,1.3593292236328125
85,34149,,,,1.3090834617614746
85,34199,,,,1.2910284996032715
85,34249,,,,1.2261754274368286
85,34299,,,,1.3403606414794922
85,34349,,,,1.1748080253601074
85,34399,,,,1.2761479616165161
85,34449,,,,1.2661529779434204
85,34468,,0.8600000143051147,,
86,34499,,,,1.100434422492981
86,34549,,,,1.245245337486267
86,34599,,,,1.1228737831115723
86,34649,,,,1.3255382776260376
86,34699,,,,1.2861292362213135
86,34749,,,,1.3323007822036743
86,34799,,,,1.1830759048461914
86,34849,,,,1.2192015647888184
86,34869,,0.8628000020980835,,
87,34899,,,,1.2416980266571045
87,34949,,,,1.384878396987915
87,34999,,,,1.1008894443511963
87,35049,,,,1.3020719289779663
87,35099,,,,1.0976661443710327
87,35149,,,,1.3005211353302002
87,35199,,,,1.110896110534668
87,35249,,,,1.049438714981079
87,35286,,0.8647000193595886,,
88,35299,,,,1.1017664670944214
88,35349,,,,1.2855061292648315
88,35399,,,,0.9858981370925903
88,35449,,,,1.2235413789749146
88,35499,,,,1.2665528059005737
88,35549,,,,1.238511562347412
88,35599,,,,1.3130419254302979
88,35649,,,,1.1413198709487915
88,35684,,0.8730000257492065,,
89,35699,,,,1.3513331413269043
89,35749,,,,1.350250244140625
89,35799,,,,1.3375121355056763
89,35849,,,,1.0503758192062378
89,35899,,,,1.188222050666809
89,35949,,,,1.4730538129806519
89,35999,,,,1.0976840257644653
89,36049,,,,1.244328498840332
89,36076,,0.843999981880188,,
90,36099,,,,1.0217665433883667
90,36149,,,,1.2497189044952393
90,36199,,,,1.272333025932312
90,36249,,,,1.1529427766799927
90,36299,,,,1.256308674812317
90,36349,,,,1.2483954429626465
90,36399,,,,1.3071529865264893
90,36449,,,,1.341233491897583
90,36484,,0.8636999726295471,,
