epoch,train_loss,step,val_loss,val_acc,train_acc,test_acc
0,2.7318308353424072,49,,,,
0,2.86543607711792,99,,,,
0,2.3431761264801025,149,,,,
0,2.3192594051361084,199,,,,
0,2.083099365234375,249,,,,
0,2.0554144382476807,299,,,,
0,,312,2.0890841484069824,0.22450000047683716,,
0,,312,,,0.16130000352859497,0.23259493708610535
1,1.9031715393066406,349,,,,
1,1.911676049232483,399,,,,
1,1.8917663097381592,449,,,,
1,2.0423786640167236,499,,,,
1,1.858144998550415,549,,,,
1,1.8176064491271973,599,,,,
1,,625,1.8192921876907349,0.30570000410079956,,
1,,625,,,0.2631250023841858,0.33049842715263367
2,1.9395393133163452,649,,,,
2,1.8419996500015259,699,,,,
2,1.763576626777649,749,,,,
2,1.7686601877212524,799,,,,
2,1.744513988494873,849,,,,
2,1.7461076974868774,899,,,,
2,,938,1.702960729598999,0.3467000126838684,,
2,,938,,,0.33012500405311584,0.3897349536418915
3,1.736485242843628,949,,,,
3,1.7159830331802368,999,,,,
3,1.597808837890625,1049,,,,
3,1.7172789573669434,1099,,,,
3,1.5519143342971802,1149,,,,
3,1.7469487190246582,1199,,,,
3,1.5895360708236694,1249,,,,
3,,1251,1.6287989616394043,0.39089998602867126,,
3,,1251,,,0.38600000739097595,0.41515031456947327
4,1.6305946111679077,1299,,,,
4,1.5988343954086304,1349,,,,
4,1.4087989330291748,1399,,,,
4,1.336128830909729,1449,,,,
4,1.460128903388977,1499,,,,
4,1.5568666458129883,1549,,,,
4,,1564,1.5422093868255615,0.44020000100135803,,
4,,1564,,,0.4243749976158142,0.48358386754989624
5,1.4088398218154907,1599,,,,
5,1.347072720527649,1649,,,,
5,1.478958249092102,1699,,,,
5,1.3435128927230835,1749,,,,
5,1.381638765335083,1799,,,,
5,1.454357624053955,1849,,,,
5,,1877,1.6868704557418823,0.44760000705718994,,
5,,1877,,,0.4711250066757202,0.5129548907279968
6,1.087458848953247,1899,,,,
6,1.2499747276306152,1949,,,,
6,1.2895212173461914,1999,,,,
6,1.3655805587768555,2049,,,,
6,1.3942897319793701,2099,,,,
6,1.301256537437439,2149,,,,
6,,2190,1.3019357919692993,0.5498999953269958,,
6,,2190,,,0.5146499872207642,0.5386669039726257
7,1.2509950399398804,2199,,,,
7,1.2522639036178589,2249,,,,
7,1.1329529285430908,2299,,,,
7,1.1001547574996948,2349,,,,
7,1.062138557434082,2399,,,,
7,1.2511018514633179,2449,,,,
7,1.1725353002548218,2499,,,,
7,,2503,1.1300570964813232,0.5967000126838684,,
7,,2503,,,0.5566499829292297,0.5785205960273743
8,1.0256757736206055,2549,,,,
8,1.2038590908050537,2599,,,,
8,1.5256210565567017,2649,,,,
8,1.2256839275360107,2699,,,,
8,1.0735851526260376,2749,,,,
8,1.220719337463379,2799,,,,
8,,2816,1.2215691804885864,0.5820000171661377,,
8,,2816,,,0.583050012588501,0.6014636158943176
9,1.1892956495285034,2849,,,,
9,1.0510789155960083,2899,,,,
9,1.1137419939041138,2949,,,,
9,1.1834404468536377,2999,,,,
9,1.1665666103363037,3049,,,,
9,1.103664517402649,3099,,,,
9,,3129,1.161659598350525,0.5995000004768372,,
9,,3129,,,0.6009250283241272,0.6399327516555786
10,1.0223876237869263,3149,,,,
10,0.8391976356506348,3199,,,,
10,1.2017779350280762,3249,,,,
10,1.1834521293640137,3299,,,,
10,1.041707158088684,3349,,,,
10,1.1376734972000122,3399,,,,
10,,3442,1.2116798162460327,0.590499997138977,,
10,,3442,,,0.6291249990463257,0.6312302350997925
11,0.9834414720535278,3449,,,,
11,1.0629240274429321,3499,,,,
11,1.0643229484558105,3549,,,,
11,0.9035289287567139,3599,,,,
11,0.9498229026794434,3649,,,,
11,0.9862310290336609,3699,,,,
11,0.9121501445770264,3749,,,,
11,,3755,0.9402649402618408,0.6765999794006348,,
11,,3755,,,0.6464750170707703,0.6552610993385315
12,0.907151460647583,3799,,,,
12,1.0529006719589233,3849,,,,
12,0.8641287088394165,3899,,,,
12,1.011068344116211,3949,,,,
12,0.946323573589325,3999,,,,
12,0.865929365158081,4049,,,,
12,,4068,0.9675190448760986,0.6682999730110168,,
12,,4068,,,0.6565750241279602,0.670688271522522
13,0.9798313975334167,4099,,,,
13,0.8273200392723083,4149,,,,
13,0.8710249066352844,4199,,,,
13,1.0069875717163086,4249,,,,
13,0.9776831865310669,4299,,,,
13,0.8791124820709229,4349,,,,
13,,4381,0.9002818465232849,0.6866999864578247,,
13,,4381,,,0.6703000068664551,0.6898733973503113
14,0.9148972630500793,4399,,,,
14,0.7774258255958557,4449,,,,
14,0.8061482906341553,4499,,,,
14,0.8903045654296875,4549,,,,
14,1.0080267190933228,4599,,,,
14,0.8493414521217346,4649,,,,
14,,4694,1.039673089981079,0.6485999822616577,,
14,,4694,,,0.6813250184059143,0.6851266026496887
15,0.8746888041496277,4699,,,,
15,0.8340368270874023,4749,,,,
15,0.9317110180854797,4799,,,,
15,0.9219503402709961,4849,,,,
15,0.857124388217926,4899,,,,
15,0.6247918605804443,4949,,,,
15,0.6996579170227051,4999,,,,
