step,epoch,train_loss,val_loss,val_acc,test_acc
49,0,2.328604221343994,,,
99,0,2.038240671157837,,,
149,0,2.1018552780151367,,,
199,0,1.8186002969741821,,,
249,0,2.156111001968384,,,
299,0,2.028280019760132,,,
311,0,,1.9062188863754272,0.3779999911785126,
311,0,,,,0.42149999737739563
349,1,2.487436532974243,,,
399,1,1.934753179550171,,,
449,1,1.7543339729309082,,,
499,1,1.7426084280014038,,,
549,1,2.0099480152130127,,,
599,1,1.6697008609771729,,,
623,1,,1.7221683263778687,0.40540000796318054,
623,1,,,,0.4456000030040741
649,2,1.9432369470596313,,,
699,2,1.6780787706375122,,,
749,2,1.8801995515823364,,,
799,2,1.465683102607727,,,
849,2,1.4153449535369873,,,
899,2,1.5348005294799805,,,
935,2,,1.5861603021621704,0.4620000123977661,
935,2,,,,0.5048999786376953
949,3,1.4683101177215576,,,
999,3,1.7853385210037231,,,
1049,3,1.7596368789672852,,,
1099,3,1.8513424396514893,,,
1149,3,1.3484759330749512,,,
1199,3,1.6915559768676758,,,
1247,3,,1.828568696975708,0.44749999046325684,
1247,3,,,,0.48179998993873596
1249,4,1.597318410873413,,,
1299,4,1.6598056554794312,,,
1349,4,1.0789401531219482,,,
1399,4,1.1774317026138306,,,
1449,4,1.2347044944763184,,,
1499,4,1.41213059425354,,,
1549,4,0.8991086483001709,,,
1559,4,,1.6609058380126953,0.5040000081062317,
1559,4,,,,0.5461999773979187
1599,5,1.078568458557129,,,
1649,5,1.0493674278259277,,,
1699,5,1.0268235206604004,,,
1749,5,1.6594369411468506,,,
1799,5,0.9571966528892517,,,
1849,5,1.218441128730774,,,
1871,5,,1.3625895977020264,0.5497999787330627,
1871,5,,,,0.6010000109672546
1899,6,1.5137557983398438,,,
1949,6,1.4875822067260742,,,
1999,6,1.4151837825775146,,,
2049,6,0.938944935798645,,,
2099,6,1.663960576057434,,,
2149,6,1.2071545124053955,,,
2183,6,,1.334177851676941,0.5637999773025513,
2183,6,,,,0.6223999857902527
2199,7,1.1810758113861084,,,
2249,7,1.4634385108947754,,,
2299,7,1.4947755336761475,,,
2349,7,1.101104974746704,,,
2399,7,1.1729698181152344,,,
2449,7,1.0391640663146973,,,
2495,7,,1.293320894241333,0.5756999850273132,
2495,7,,,,0.6420000195503235
2499,8,0.9964022636413574,,,
2549,8,1.3238263130187988,,,
2599,8,1.2667663097381592,,,
2649,8,1.213526725769043,,,
2699,8,0.9726240634918213,,,
2749,8,0.732864260673523,,,
2799,8,0.30712127685546875,,,
2807,8,,1.2742812633514404,0.5856999754905701,
2807,8,,,,0.6518999934196472
2849,9,0.7444884777069092,,,
2899,9,0.6003589630126953,,,
2949,9,1.2522401809692383,,,
2999,9,0.22840487957000732,,,
3049,9,0.8751643896102905,,,
3099,9,1.4127562046051025,,,
3119,9,,1.198892593383789,0.6236000061035156,
3119,9,,,,0.7059000134468079
3149,10,0.41281557083129883,,,
3199,10,0.680455207824707,,,
3249,10,0.5015242099761963,,,
3299,10,0.36796748638153076,,,
3349,10,0.9332830309867859,,,
3399,10,0.7131919264793396,,,
3431,10,,1.2052338123321533,0.6316999793052673,
3431,10,,,,0.7243000268936157
3449,11,1.3523750305175781,,,
3499,11,0.07981860637664795,,,
3549,11,0.08877801895141602,,,
3599,11,1.3136650323867798,,,
3649,11,-0.4335498809814453,,,
3699,11,0.32214653491973877,,,
3743,11,,1.2214184999465942,0.6237999796867371,
3743,11,,,,0.7089999914169312
3749,12,0.1873413324356079,,,
3799,12,0.23277556896209717,,,
3849,12,1.1107920408248901,,,
3899,12,0.9119997024536133,,,
3949,12,0.8343387842178345,,,
3999,12,0.21276116371154785,,,
4049,12,1.0944736003875732,,,
4055,12,,1.225236177444458,0.6200000047683716,
4055,12,,,,0.6909000277519226
4099,13,1.0898112058639526,,,
4149,13,0.8809425830841064,,,
4199,13,1.2473077774047852,,,
4249,13,1.2206947803497314,,,
4299,13,0.2580740451812744,,,
4349,13,0.856676459312439,,,
4367,13,,1.2368695735931396,0.6326000094413757,
4367,13,,,,0.7062000036239624
4399,14,-0.6826125383377075,,,
4449,14,-0.7247786521911621,,,
4499,14,0.16332507133483887,,,
4549,14,-0.4765336513519287,,,
4599,14,-0.6458320617675781,,,
4649,14,-0.28119754791259766,,,
4679,14,,1.2258137464523315,0.6467999815940857,
4679,14,,,,0.7293000221252441
4699,15,-0.15419840812683105,,,
4749,15,1.1534054279327393,,,
4799,15,0.7522611618041992,,,
4849,15,0.6255905628204346,,,
4899,15,0.7092576026916504,,,
4949,15,1.1182098388671875,,,
4991,15,,1.1636145114898682,0.6618000268936157,
4991,15,,,,0.7505000233650208
4999,16,-1.1307467222213745,,,
5049,16,-0.17752349376678467,,,
5099,16,1.3604470491409302,,,
5149,16,-0.769525408744812,,,
5199,16,1.1713471412658691,,,
5249,16,0.6305553913116455,,,
5299,16,0.36130428314208984,,,
5303,16,,1.1069204807281494,0.6862999796867371,
5303,16,,,,0.7889000177383423
5349,17,0.6748400926589966,,,
5399,17,0.788544774055481,,,
5449,17,1.0396770238876343,,,
5499,17,-1.5929521322250366,,,
5549,17,0.9748268127441406,,,
5599,17,0.08817553520202637,,,
5615,17,,1.1441189050674438,0.6782000064849854,
5615,17,,,,0.7757999897003174
5649,18,0.1483691930770874,,,
5699,18,-1.0055785179138184,,,
5749,18,0.7918292284011841,,,
5799,18,-0.3728010654449463,,,
5849,18,-0.17219781875610352,,,
5899,18,0.5916315317153931,,,
5927,18,,1.1625220775604248,0.6656000018119812,
5927,18,,,,0.7511000037193298
5949,19,1.1321593523025513,,,
5999,19,0.3427211046218872,,,
6049,19,0.7509980201721191,,,
6099,19,0.474284291267395,,,
6149,19,0.3090871572494507,,,
6199,19,-2.7053771018981934,,,
6239,19,,1.2441164255142212,0.6503999829292297,
6239,19,,,,0.7366999983787537
6249,20,-2.0503830909729004,,,
6299,20,-2.470221996307373,,,
6349,20,0.043869733810424805,,,
6399,20,0.6230287551879883,,,
6449,20,-0.2326183319091797,,,
6499,20,0.6581342220306396,,,
6549,20,0.8690066337585449,,,
6551,20,,1.2890703678131104,0.6585999727249146,
6551,20,,,,0.7365000247955322
6599,21,-1.5523948669433594,,,
6649,21,0.595194935798645,,,
6699,21,-2.289069890975952,,,
6749,21,-1.7249853610992432,,,
6799,21,-1.9400769472122192,,,
6849,21,-2.613574981689453,,,
6863,21,,1.2176506519317627,0.6833000183105469,
6863,21,,,,0.7724999785423279
6899,22,-1.8716623783111572,,,
6949,22,-0.4996812343597412,,,
6999,22,0.20209264755249023,,,
7049,22,0.239660382270813,,,
7099,22,-0.005642890930175781,,,
7149,22,0.12693679332733154,,,
7175,22,,1.223384976387024,0.6843000054359436,
7175,22,,,,0.7760999798774719
7199,23,-2.923670768737793,,,
7249,23,0.4330528974533081,,,
7299,23,-0.8207032680511475,,,
7349,23,-0.6673393249511719,,,
7399,23,0.12866711616516113,,,
7449,23,-2.00001859664917,,,
7487,23,,1.175184965133667,0.6937999725341797,
7487,23,,,,0.7820000052452087
7499,24,-0.9747964143753052,,,
7549,24,-0.3804466724395752,,,
7599,24,-0.14996445178985596,,,
7649,24,-2.0611343383789062,,,
7699,24,0.2958186864852905,,,
7749,24,-2.516979455947876,,,
7799,24,-0.9872876405715942,,,
7799,24,,1.1286660432815552,0.7003999948501587,
7799,24,,,,0.7925999760627747
7849,25,-3.3465795516967773,,,
7899,25,-0.09507536888122559,,,
7949,25,0.9563572406768799,,,
7999,25,-0.5161433219909668,,,
8049,25,-0.8269736766815186,,,
8099,25,0.3574690818786621,,,
8111,25,,1.0923917293548584,0.7102000117301941,
8111,25,,,,0.8108000159263611
8149,26,0.04496049880981445,,,
8199,26,-2.912140369415283,,,
8249,26,-1.327498435974121,,,
8299,26,-1.7454042434692383,,,
8349,26,0.6522150039672852,,,
8399,26,-2.941786766052246,,,
8423,26,,1.0963008403778076,0.7195000052452087,
8423,26,,,,0.8230999708175659
8449,27,-2.2564916610717773,,,
8499,27,-2.781705856323242,,,
8549,27,0.5271539688110352,,,
8599,27,0.3745948076248169,,,
8649,27,-0.1286602020263672,,,
8699,27,-2.67207932472229,,,
8735,27,,1.117689609527588,0.7139000296592712,
8735,27,,,,0.8147000074386597
8749,28,-1.0321478843688965,,,
8799,28,-3.1300344467163086,,,
8849,28,-0.016175031661987305,,,
8899,28,-0.06288862228393555,,,
8949,28,0.543992280960083,,,
8999,28,-0.4106879234313965,,,
9047,28,,1.1540734767913818,0.7063999772071838,
9047,28,,,,0.8066999912261963
9049,29,-5.218417644500732,,,
9099,29,-0.39208292961120605,,,
9149,29,0.10033512115478516,,,
9199,29,-3.7866063117980957,,,
9249,29,-0.39476680755615234,,,
9299,29,0.32783937454223633,,,
9349,29,-1.1671621799468994,,,
9359,29,,1.1986581087112427,0.7059000134468079,
9359,29,,,,0.8027999997138977
9399,30,-3.894442081451416,,,
9449,30,-0.0005574226379394531,,,
9499,30,-0.10428452491760254,,,
9549,30,-5.600039958953857,,,
9599,30,-2.991283655166626,,,
9649,30,0.28264784812927246,,,
