step,train_loss,epoch,val_loss,val_acc,train_acc,test_acc
49,2.3135182857513428,0,,,,
99,2.080246686935425,0,,,,
149,2.128129482269287,0,,,,
199,1.996497392654419,0,,,,
249,2.0377800464630127,0,,,,
299,1.9581836462020874,0,,,,
311,,0,1.9184818267822266,0.27959999442100525,,
311,,0,,,0.2005208283662796,0.2858999967575073
349,1.9349448680877686,1,,,,
399,1.8584926128387451,1,,,,
449,1.722424030303955,1,,,,
499,1.6612881422042847,1,,,,
549,1.7281301021575928,1,,,,
599,1.8118259906768799,1,,,,
623,,1,1.6712838411331177,0.3734000027179718,,
623,,1,,,0.32729867100715637,0.3806000053882599
649,1.6300625801086426,2,,,,
699,1.6061714887619019,2,,,,
749,1.6703910827636719,2,,,,
799,1.6355639696121216,2,,,,
849,1.65205979347229,2,,,,
899,1.6050447225570679,2,,,,
935,,2,1.5824699401855469,0.43059998750686646,,
935,,2,,,0.39533254504203796,0.4465999901294708
949,1.66253662109375,3,,,,
999,1.634841799736023,3,,,,
1049,1.564326286315918,3,,,,
1099,1.6633496284484863,3,,,,
1149,1.52651846408844,3,,,,
1199,1.4087395668029785,3,,,,
1247,,3,1.4174606800079346,0.5019000172615051,,
1247,,3,,,0.4518229067325592,0.508899986743927
1249,1.371720314025879,4,,,,
1299,1.3434560298919678,4,,,,
1349,1.5122480392456055,4,,,,
1399,1.350180983543396,4,,,,
1449,1.3858753442764282,4,,,,
1499,1.3749163150787354,4,,,,
1549,1.2822024822235107,4,,,,
1559,,4,1.5173429250717163,0.4724000096321106,,
1559,,4,,,0.5003004670143127,0.484499990940094
1599,1.191872239112854,5,,,,
1649,1.2550631761550903,5,,,,
1699,1.3885670900344849,5,,,,
1749,1.3668015003204346,5,,,,
1799,1.3051894903182983,5,,,,
1849,1.3023980855941772,5,,,,
1871,,5,1.297538161277771,0.5540000200271606,,
1871,,5,,,0.5459485054016113,0.5827000141143799
1899,1.1339510679244995,6,,,,
1949,1.2104936838150024,6,,,,
1999,1.4203909635543823,6,,,,
2049,1.226723074913025,6,,,,
2099,1.1186106204986572,6,,,,
2149,1.3199889659881592,6,,,,
2183,,6,1.1367769241333008,0.6096000075340271,,
2183,,6,,,0.5855118036270142,0.6399999856948853
2199,1.2418431043624878,7,,,,
2249,0.9482650756835938,7,,,,
2299,1.0190236568450928,7,,,,
2349,1.2287817001342773,7,,,,
2399,1.0520997047424316,7,,,,
2449,1.0115453004837036,7,,,,
2495,,7,1.1017955541610718,0.6315000057220459,,
2495,,7,,,0.6218699812889099,0.6514000296592712
2499,1.017615556716919,8,,,,
2549,1.1634771823883057,8,,,,
2599,0.9565204977989197,8,,,,
2649,0.9407422542572021,8,,,,
2699,1.1686537265777588,8,,,,
2749,1.1921964883804321,8,,,,
2799,0.9651437401771545,8,,,,
2807,,8,1.071196436882019,0.6424000263214111,,
2807,,8,,,0.6438551545143127,0.6699000000953674
2849,1.0381381511688232,9,,,,
2899,0.9597913026809692,9,,,,
2949,0.9628303647041321,9,,,,
2999,0.8139296174049377,9,,,,
3049,0.9443486928939819,9,,,,
3099,1.0439010858535767,9,,,,
3119,,9,1.1453379392623901,0.6394000053405762,,
3119,,9,,,0.6663411259651184,0.6714000105857849
3149,0.9038999676704407,10,,,,
3199,0.8280903697013855,10,,,,
3249,0.8757711052894592,10,,,,
3299,0.9484686851501465,10,,,,
3349,0.7462738156318665,10,,,,
3399,0.8029879331588745,10,,,,
3431,,10,0.9798111319541931,0.6758000254631042,,
3431,,10,,,0.6845703125,0.7093999981880188
