epoch,train_loss,step,val_acc,val_loss,train_acc,test_acc
0,4.792292594909668,49,,,,
0,4.2857255935668945,99,,,,
0,4.3545098304748535,149,,,,
0,5.425614833831787,199,,,,
0,4.170607089996338,249,,,,
0,4.237732887268066,299,,,,
0,,312,0.1662999987602234,2.4763922691345215,,
0,,312,,,0.1426125019788742,0.1751384437084198
1,4.174785137176514,349,,,,
1,4.020157814025879,399,,,,
1,3.9652645587921143,449,,,,
1,3.972870111465454,499,,,,
1,3.8196792602539062,549,,,,
1,3.8208160400390625,599,,,,
1,,625,0.29010000824928284,1.8398810625076294,,
1,,625,,,0.20835000276565552,0.306566447019577
2,3.6401400566101074,649,,,,
2,3.9159114360809326,699,,,,
2,3.5924787521362305,749,,,,
2,3.291471242904663,799,,,,
2,3.4126136302948,849,,,,
2,3.3258912563323975,899,,,,
2,,938,0.3449999988079071,1.7036939859390259,,
2,,938,,,0.280287504196167,0.359968364238739
3,3.437060832977295,949,,,,
3,3.7977523803710938,999,,,,
3,3.3845951557159424,1049,,,,
3,3.423790454864502,1099,,,,
3,3.3517906665802,1149,,,,
3,3.3575081825256348,1199,,,,
3,3.3386013507843018,1249,,,,
3,,1251,0.42239999771118164,1.5693126916885376,,
3,,1251,,,0.3328250050544739,0.4323576092720032
4,3.328794479370117,1299,,,,
4,3.085111618041992,1349,,,,
4,2.849996566772461,1399,,,,
4,3.4800162315368652,1449,,,,
4,3.0401320457458496,1499,,,,
4,3.2344305515289307,1549,,,,
4,,1564,0.43149998784065247,1.5365543365478516,,
4,,1564,,,0.38741248846054077,0.47765031456947327
5,2.920546531677246,1599,,,,
5,3.075831174850464,1649,,,,
5,3.089885950088501,1699,,,,
5,2.625558853149414,1749,,,,
5,2.566999673843384,1799,,,,
5,3.0311226844787598,1849,,,,
5,,1877,0.49810001254081726,1.3996772766113281,,
5,,1877,,,0.4439750015735626,0.5370846390724182
6,2.7324347496032715,1899,,,,
6,2.6219072341918945,1949,,,,
6,2.910306692123413,1999,,,,
6,2.606468439102173,2049,,,,
6,2.560439109802246,2099,,,,
6,2.8512375354766846,2149,,,,
6,,2190,0.5849000215530396,1.165995478630066,,
6,,2190,,,0.4909749925136566,0.5703125
7,2.6783645153045654,2199,,,,
7,2.536151170730591,2249,,,,
7,2.650501251220703,2299,,,,
7,2.477393865585327,2349,,,,
7,2.689223527908325,2399,,,,
7,2.470118522644043,2449,,,,
7,2.538466691970825,2499,,,,
7,,2503,0.567799985408783,1.2474181652069092,,
7,,2503,,,0.5294625163078308,0.6192642450332642
8,2.310830593109131,2549,,,,
8,2.5360631942749023,2599,,,,
8,2.3548829555511475,2649,,,,
8,2.3302574157714844,2699,,,,
8,2.18540096282959,2749,,,,
8,2.1041102409362793,2799,,,,
8,,2816,0.5807999968528748,1.2046700716018677,,
8,,2816,,,0.5570874810218811,0.6251977682113647
9,2.228574275970459,2849,,,,
9,2.20280122756958,2899,,,,
9,2.239271640777588,2949,,,,
9,2.1051197052001953,2999,,,,
9,2.0399861335754395,3049,,,,
9,2.32122802734375,3099,,,,
9,,3129,0.6754999756813049,0.9836204051971436,,
9,,3129,,,0.5754250288009644,0.6641613841056824
10,2.226595401763916,3149,,,,
10,2.43691349029541,3199,,,,
10,2.234055757522583,3249,,,,
10,2.179288387298584,3299,,,,
10,2.103091239929199,3349,,,,
10,2.137200117111206,3399,,,,
10,,3442,0.6600000262260437,0.9799371957778931,,
10,,3442,,,0.5925874710083008,0.667820394039154
11,2.0061771869659424,3449,,,,
11,2.196269989013672,3499,,,,
11,1.903518795967102,3549,,,,
11,2.353363037109375,3599,,,,
11,2.4272570610046387,3649,,,,
11,2.398191452026367,3699,,,,
11,2.0585672855377197,3749,,,,
11,,3755,0.6467999815940857,1.0453439950942993,,
11,,3755,,,0.6001874804496765,0.6717761158943176
