train_loss,epoch,step,val_loss,val_acc,test_acc
2.225964307785034,0,49,,,
1.99918532371521,0,99,,,
1.9510092735290527,0,149,,,
1.9670065641403198,0,199,,,
1.9432772397994995,0,249,,,
2.078453302383423,0,299,,,
,0,311,2.043393850326538,0.2912999987602234,
,0,311,,,0.3594000041484833
2.1684014797210693,1,349,,,
2.1066195964813232,1,399,,,
2.1682941913604736,1,449,,,
1.971489429473877,1,499,,,
2.045964479446411,1,549,,,
2.038829803466797,1,599,,,
,1,623,1.9200539588928223,0.319599986076355,
,1,623,,,0.39089998602867126
1.7462031841278076,2,649,,,
1.9959460496902466,2,699,,,
1.9162160158157349,2,749,,,
1.8625622987747192,2,799,,,
1.9682621955871582,2,849,,,
1.901772141456604,2,899,,,
,2,935,1.909851312637329,0.3343999981880188,
,2,935,,,0.42739999294281006
2.0080535411834717,3,949,,,
1.8341119289398193,3,999,,,
1.9705513715744019,3,1049,,,
1.7803484201431274,3,1099,,,
1.9510278701782227,3,1149,,,
1.5059900283813477,3,1199,,,
,3,1247,1.7911407947540283,0.38920000195503235,
,3,1247,,,0.5008999705314636
1.850714921951294,4,1249,,,
1.8390127420425415,4,1299,,,
1.7592239379882812,4,1349,,,
1.8754322528839111,4,1399,,,
1.6899070739746094,4,1449,,,
1.7953581809997559,4,1499,,,
1.852858304977417,4,1549,,,
,4,1559,1.7415006160736084,0.40049999952316284,
,4,1559,,,0.5030999779701233
1.8513059616088867,5,1599,,,
1.8854091167449951,5,1649,,,
1.6755365133285522,5,1699,,,
1.7102432250976562,5,1749,,,
1.8565564155578613,5,1799,,,
1.8655283451080322,5,1849,,,
,5,1871,1.7101417779922485,0.41760000586509705,
,5,1871,,,0.544700026512146
1.5132412910461426,6,1899,,,
1.653944730758667,6,1949,,,
1.2122758626937866,6,1999,,,
1.442785620689392,6,2049,,,
1.4196878671646118,6,2099,,,
1.5030978918075562,6,2149,,,
,6,2183,1.6835885047912598,0.4320000112056732,
,6,2183,,,0.5702000260353088
1.62534761428833,7,2199,,,
1.6490691900253296,7,2249,,,
1.6552107334136963,7,2299,,,
1.3144757747650146,7,2349,,,
1.6061460971832275,7,2399,,,
1.6647982597351074,7,2449,,,
,7,2495,1.7000759840011597,0.42179998755455017,
,7,2495,,,0.5482000112533569
0.971071720123291,8,2499,,,
1.435718059539795,8,2549,,,
1.5543299913406372,8,2599,,,
1.815818190574646,8,2649,,,
1.2191334962844849,8,2699,,,
1.5273951292037964,8,2749,,,
1.4786511659622192,8,2799,,,
,8,2807,1.746297836303711,0.40560001134872437,
,8,2807,,,0.5181000232696533
1.5858561992645264,9,2849,,,
1.2748103141784668,9,2899,,,
1.6821935176849365,9,2949,,,
1.1760412454605103,9,2999,,,
1.428299903869629,9,3049,,,
1.350726842880249,9,3099,,,
,9,3119,1.7182730436325073,0.43389999866485596,
,9,3119,,,0.566100001335144
1.5317256450653076,10,3149,,,
0.7818639278411865,10,3199,,,
1.1083111763000488,10,3249,,,
0.8793308734893799,10,3299,,,
0.9828473329544067,10,3349,,,
1.1392621994018555,10,3399,,,
,10,3431,1.7093209028244019,0.44609999656677246,
,10,3431,,,0.5842000246047974
0.6216237545013428,11,3449,,,
1.4631434679031372,11,3499,,,
1.257382869720459,11,3549,,,
0.9001131057739258,11,3599,,,
1.5767848491668701,11,3649,,,
1.5040507316589355,11,3699,,,
,11,3743,1.6947253942489624,0.45210000872612,
,11,3743,,,0.5914000272750854
1.2042142152786255,12,3749,,,
0.9520440101623535,12,3799,,,
1.0853314399719238,12,3849,,,
1.4835727214813232,12,3899,,,
1.6106863021850586,12,3949,,,
1.4291691780090332,12,3999,,,
1.0632572174072266,12,4049,,,
,12,4055,1.7388129234313965,0.44929999113082886,
,12,4055,,,0.59170001745224
1.2492194175720215,13,4099,,,
0.7826085090637207,13,4149,,,
1.5925897359848022,13,4199,,,
0.7614364624023438,13,4249,,,
0.7788623571395874,13,4299,,,
1.0038344860076904,13,4349,,,
,13,4367,1.7339062690734863,0.4569000005722046,
,13,4367,,,0.6053000092506409
-0.02902960777282715,14,4399,,,
1.3078389167785645,14,4449,,,
0.8382478952407837,14,4499,,,
1.2045276165008545,14,4549,,,
0.6197835206985474,14,4599,,,
0.2620471715927124,14,4649,,,
,14,4679,1.6494853496551514,0.48330000042915344,
,14,4679,,,0.6488999724388123
0.8955456018447876,15,4699,,,
1.419487714767456,15,4749,,,
1.3217804431915283,15,4799,,,
1.0581620931625366,15,4849,,,
1.007441759109497,15,4899,,,
-0.36746323108673096,15,4949,,,
,15,4991,1.6618175506591797,0.475600004196167,
,15,4991,,,0.635200023651123
1.558995246887207,16,4999,,,
0.940454363822937,16,5049,,,
1.3714468479156494,16,5099,,,
0.10818266868591309,16,5149,,,
1.0179601907730103,16,5199,,,
0.9795424938201904,16,5249,,,
0.8890488147735596,16,5299,,,
,16,5303,1.7120752334594727,0.4706000089645386,
,16,5303,,,0.6274999976158142
0.49240028858184814,17,5349,,,
1.1926183700561523,17,5399,,,
1.349852204322815,17,5449,,,
0.8612551689147949,17,5499,,,
1.45170259475708,17,5549,,,
0.7052890062332153,17,5599,,,
,17,5615,1.7013925313949585,0.4973999857902527,
,17,5615,,,0.6832000017166138
1.1241437196731567,18,5649,,,
-0.25274014472961426,18,5699,,,
0.9711380004882812,18,5749,,,
0.9776010513305664,18,5799,,,
-0.022094368934631348,18,5849,,,
0.6182025671005249,18,5899,,,
,18,5927,1.7203426361083984,0.4966999888420105,
,18,5927,,,0.6784999966621399
0.8104733228683472,19,5949,,,
1.181135654449463,19,5999,,,
0.6905684471130371,19,6049,,,
-0.004104137420654297,19,6099,,,
1.443040132522583,19,6149,,,
1.2179747819900513,19,6199,,,
,19,6239,1.6878405809402466,0.5042999982833862,
,19,6239,,,0.6855999827384949
1.2314643859863281,20,6249,,,
1.1905401945114136,20,6299,,,
-0.2575998306274414,20,6349,,,
-0.17500829696655273,20,6399,,,
-0.10775947570800781,20,6449,,,
0.16602039337158203,20,6499,,,
0.06809496879577637,20,6549,,,
,20,6551,1.6362204551696777,0.5218999981880188,
,20,6551,,,0.7253999710083008
1.121455430984497,21,6599,,,
0.07307755947113037,21,6649,,,
0.6549468040466309,21,6699,,,
0.575458288192749,21,6749,,,
0.9382389783859253,21,6799,,,
1.075631856918335,21,6849,,,
,21,6863,1.6686534881591797,0.5098000168800354,
,21,6863,,,0.6924999952316284
0.08038806915283203,22,6899,,,
1.1891518831253052,22,6949,,,
1.179720401763916,22,6999,,,
-1.266156554222107,22,7049,,,
-0.1407947540283203,22,7099,,,
0.0579984188079834,22,7149,,,
,22,7175,1.7366681098937988,0.5056999921798706,
,22,7175,,,0.6952999830245972
-1.2030091285705566,23,7199,,,
-0.4110078811645508,23,7249,,,
-0.7385783195495605,23,7299,,,
1.0874247550964355,23,7349,,,
1.1753120422363281,23,7399,,,
-0.3399165868759155,23,7449,,,
,23,7487,1.7113395929336548,0.5245000123977661,
,23,7487,,,0.7372999787330627
0.34536004066467285,24,7499,,,
0.4566631317138672,24,7549,,,
-0.1568903923034668,24,7599,,,
0.5921251773834229,24,7649,,,
-0.27948451042175293,24,7699,,,
-0.4172717332839966,24,7749,,,
-0.6977968215942383,24,7799,,,
,24,7799,1.7523304224014282,0.5194000005722046,
,24,7799,,,0.7267000079154968
1.1395552158355713,25,7849,,,
0.6517685651779175,25,7899,,,
-1.0606486797332764,25,7949,,,
1.1578208208084106,25,7999,,,
0.053063154220581055,25,8049,,,
-0.4202442169189453,25,8099,,,
,25,8111,1.7953331470489502,0.5102999806404114,
,25,8111,,,0.707099974155426
-1.3631293773651123,26,8149,,,
0.7008945941925049,26,8199,,,
-0.43953239917755127,26,8249,,,
-1.3407598733901978,26,8299,,,
1.2189537286758423,26,8349,,,
0.018532276153564453,26,8399,,,
,26,8423,1.8043243885040283,0.5149000287055969,
,26,8423,,,0.7185999751091003
-0.7089207172393799,27,8449,,,
0.5804958343505859,27,8499,,,
0.8293067216873169,27,8549,,,
-0.5597600936889648,27,8599,,,
0.3371315002441406,27,8649,,,
-1.2206604480743408,27,8699,,,
,27,8735,1.8291609287261963,0.5184000134468079,
,27,8735,,,0.7297000288963318
0.8365763425827026,28,8749,,,
1.2077105045318604,28,8799,,,
-0.19347214698791504,28,8849,,,
-1.0520470142364502,28,8899,,,
-2.1219828128814697,28,8949,,,
0.9374508857727051,28,8999,,,
,28,9047,1.7812254428863525,0.5303999781608582,
,28,9047,,,0.7462000250816345
0.8581678867340088,29,9049,,,
0.21006441116333008,29,9099,,,
0.23112952709197998,29,9149,,,
-0.3311960697174072,29,9199,,,
1.1814911365509033,29,9249,,,
-1.198133945465088,29,9299,,,
0.22126245498657227,29,9349,,,
,29,9359,1.8541425466537476,0.5235000252723694,
,29,9359,,,0.7251999974250793
-0.8868951797485352,30,9399,,,
-0.6099667549133301,30,9449,,,
0.994659423828125,30,9499,,,
-0.9344625473022461,30,9549,,,
-0.21736788749694824,30,9599,,,
0.901512861251831,30,9649,,,
,30,9671,1.905044674873352,0.5210999846458435,
