train_loss,epoch,step,val_acc,val_loss,test_acc,train_acc
3.6186318397521973,0,49,,,,
2.611161470413208,0,99,,,,
2.2658350467681885,0,149,,,,
2.2213382720947266,0,199,,,,
2.145780563354492,0,249,,,,
2.037759304046631,0,299,,,,
,0,312,0.2159000039100647,2.0200257301330566,,
,0,312,,,0.2255735695362091,0.1691250056028366
1.86557936668396,1,349,,,,
1.914681315422058,1,399,,,,
1.967896819114685,1,449,,,,
1.8644722700119019,1,499,,,,
1.7761809825897217,1,549,,,,
1.7615116834640503,1,599,,,,
,1,625,0.32910001277923584,1.776361107826233,,
,1,625,,,0.35176029801368713,0.2680000066757202
1.7635197639465332,2,649,,,,
1.7883822917938232,2,699,,,,
1.5954933166503906,2,749,,,,
1.743849754333496,2,799,,,,
1.7834558486938477,2,849,,,,
1.6971052885055542,2,899,,,,
,2,938,0.36629998683929443,1.6845506429672241,,
,2,938,,,0.3974485695362091,0.3561500012874603
1.6342958211898804,3,949,,,,
1.617702841758728,3,999,,,,
1.493622064590454,3,1049,,,,
1.4083576202392578,3,1099,,,,
1.4657647609710693,3,1149,,,,
1.3804452419281006,3,1199,,,,
1.612965703010559,3,1249,,,,
,3,1251,0.4499000012874603,1.470686674118042,,
,3,1251,,,0.45856407284736633,0.4178999960422516
1.4102227687835693,4,1299,,,,
1.4843671321868896,4,1349,,,,
1.4340330362319946,4,1399,,,,
1.4577845335006714,4,1449,,,,
1.461238980293274,4,1499,,,,
1.3825551271438599,4,1549,,,,
,4,1564,0.5069000124931335,1.355039119720459,,
,4,1564,,,0.5024722814559937,0.4622499942779541
1.317747712135315,5,1599,,,,
1.1371086835861206,5,1649,,,,
1.2673386335372925,5,1699,,,,
1.2829968929290771,5,1749,,,,
1.3531438112258911,5,1799,,,,
1.3495463132858276,5,1849,,,,
,5,1877,0.5476999878883362,1.238853096961975,,
,5,1877,,,0.5524129867553711,0.5054000020027161
1.1726272106170654,6,1899,,,,
1.2847559452056885,6,1949,,,,
1.3604395389556885,6,1999,,,,
1.2527275085449219,6,2049,,,,
1.3020612001419067,6,2099,,,,
1.347808599472046,6,2149,,,,
,6,2190,0.5791000127792358,1.1593180894851685,,
,6,2190,,,0.5794106125831604,0.5428249835968018
1.2426725625991821,7,2199,,,,
1.1473915576934814,7,2249,,,,
0.9585206508636475,7,2299,,,,
1.0688430070877075,7,2349,,,,
1.2500100135803223,7,2399,,,,
1.1412346363067627,7,2449,,,,
1.1857675313949585,7,2499,,,,
,7,2503,0.5695000290870667,1.1869858503341675,,
,7,2503,,,0.5982990264892578,0.5784000158309937
1.0124449729919434,8,2549,,,,
1.192619800567627,8,2599,,,,
1.216291904449463,8,2649,,,,
1.1000182628631592,8,2699,,,,
1.070006251335144,8,2749,,,,
1.18180513381958,8,2799,,,,
