epoch,train_loss2,train_loss1,step,test_acc,train_acc1,train_acc2
0,0.015598800964653492,0.01601283811032772,49,,,
0,0.015137550421059132,0.015397544018924236,99,,,
0,0.015518635511398315,0.015378870069980621,149,,,
0,0.015478015877306461,0.01571778766810894,199,,,
0,0.01507615391165018,0.014127402566373348,249,,,
0,0.01482691802084446,0.014600029215216637,299,,,
0,0.01516704075038433,0.015114810317754745,349,,,
0,,,389,0.413100004196167,0.28327324986457825,0.2682091295719147
1,0.016178667545318604,0.015134797431528568,399,,,
1,0.014413152821362019,0.014165959320962429,449,,,
1,0.013884811662137508,0.013614313676953316,499,,,
1,0.01446545124053955,0.013875267468392849,549,,,
1,0.013648354448378086,0.013367663137614727,599,,,
1,0.012280348688364029,0.012439747340977192,649,,,
1,0.013863619416952133,0.013888214714825153,699,,,
1,0.013759451918303967,0.013570367358624935,749,,,
1,,,779,0.505299985408783,0.3725961446762085,0.3555488884449005
2,0.013275769539177418,0.013753836043179035,799,,,
2,0.012722508050501347,0.012356286868453026,849,,,
2,0.014927991665899754,0.014725149609148502,899,,,
2,0.013201823458075523,0.012811940163373947,949,,,
2,0.012806902639567852,0.012364055030047894,999,,,
2,0.012744581326842308,0.012612491846084595,1049,,,
2,0.013400621712207794,0.013867161236703396,1099,,,
2,0.011417016386985779,0.011245444416999817,1149,,,
2,,,1169,0.5496000051498413,0.4103565812110901,0.4017828404903412
3,0.013483794406056404,0.012634540908038616,1199,,,
3,0.013379347510635853,0.013636966235935688,1249,,,
3,0.011675487272441387,0.011847141198813915,1299,,,
3,0.012452740222215652,0.012478742748498917,1349,,,
3,0.012185175903141499,0.012220192700624466,1399,,,
3,0.013055408373475075,0.01265299879014492,1449,,,
3,0.014929385855793953,0.01510845497250557,1499,,,
3,0.010859951376914978,0.010742838494479656,1549,,,
3,,,1559,0.5881999731063843,0.43567708134651184,0.4300480782985687
4,0.010542145930230618,0.011221952736377716,1599,,,
4,0.01036375854164362,0.011037326417863369,1649,,,
4,0.011519585736095905,0.010822637937963009,1699,,,
4,0.012846993282437325,0.012463525868952274,1749,,,
4,0.012498985975980759,0.01206587441265583,1799,,,
4,0.011295021511614323,0.011358707211911678,1849,,,
4,0.011674023233354092,0.010841852985322475,1899,,,
4,0.010831953957676888,0.010650280863046646,1949,,,
4,,,1949,0.6026999950408936,0.45622995495796204,0.4518830180168152
5,0.009554753080010414,0.009117547422647476,1999,,,
5,0.013309684582054615,0.012679868377745152,2049,,,
5,0.011700031347572803,0.011441761627793312,2099,,,
5,0.011069473810493946,0.010959720239043236,2149,,,
5,0.012409654445946217,0.012564093805849552,2199,,,
5,0.012722650542855263,0.012660219334065914,2249,,,
5,0.010829982347786427,0.011363791301846504,2299,,,
5,,,2339,0.6172999739646912,0.4715544879436493,0.46955129504203796
6,0.009633088484406471,0.009758606553077698,2349,,,
6,0.01164587028324604,0.011344462633132935,2399,,,
6,0.011221105232834816,0.01052663940936327,2449,,,
6,0.00986753311008215,0.010291689075529575,2499,,,
6,0.010225984267890453,0.010729209519922733,2549,,,
6,0.010768049396574497,0.010691587813198566,2599,,,
6,0.009763561189174652,0.009015238843858242,2649,,,
6,0.010219144634902477,0.01019201148301363,2699,,,
6,,,2729,0.6473000049591064,0.4864182770252228,0.4838942289352417
7,0.010220973752439022,0.010182513855397701,2749,,,
7,0.011089343577623367,0.011130863800644875,2799,,,
7,0.00932939164340496,0.00901588425040245,2849,,,
7,0.011119574308395386,0.010534415952861309,2899,,,
7,0.011219866573810577,0.010906546376645565,2949,,,
7,0.008276223205029964,0.008447347208857536,2999,,,
7,0.009585915133357048,0.008951765485107899,3049,,,
7,0.011856566183269024,0.011653040535748005,3099,,,
7,,,3119,0.6837999820709229,0.5000400543212891,0.49797675013542175
8,0.007558849640190601,0.0076713720336556435,3149,,,
8,0.009548272006213665,0.009937555529177189,3199,,,
8,0.008970772847533226,0.008897797204554081,3249,,,
8,0.013049319386482239,0.012649718672037125,3299,,,
8,0.008524383418262005,0.00858961883932352,3349,,,
8,0.007550135254859924,0.007478648331016302,3399,,,
8,0.009811686351895332,0.009789107367396355,3449,,,
8,0.009679019451141357,0.009447658434510231,3499,,,
8,,,3509,0.7110999822616577,0.513241171836853,0.5101562738418579
9,0.013194444589316845,0.013900474645197392,3549,,,
9,0.010120091028511524,0.009989575482904911,3599,,,
9,0.008243292570114136,0.008068390190601349,3649,,,
9,0.010332215577363968,0.00957901868969202,3699,,,
9,0.008571997284889221,0.008314096368849277,3749,,,
9,0.007549171801656485,0.007599721197038889,3799,,,
9,0.007797396741807461,0.007954863831400871,3849,,,
9,0.006971229799091816,0.006564800161868334,3899,,,
9,,,3899,0.7419000267982483,0.5212940573692322,0.5199319124221802
10,0.007976477034389973,0.007482082117348909,3949,,,
10,0.00896954070776701,0.0091916024684906,3999,,,
10,0.011924946680665016,0.011422808282077312,4049,,,
10,0.007822902873158455,0.007879864424467087,4099,,,
10,0.008572605438530445,0.007892088033258915,4149,,,
10,0.006941202562302351,0.0072363330982625484,4199,,,
10,0.00751216895878315,0.007705433294177055,4249,,,
10,,,4289,0.7538999915122986,0.5307692289352417,0.5300480723381042
11,0.005143505986779928,0.005249650217592716,4299,,,
11,0.0059654382057487965,0.006175977643579245,4349,,,
11,0.009510551579296589,0.009494243189692497,4399,,,
11,0.009258114732801914,0.008721872232854366,4449,,,
11,0.008870035409927368,0.008155763149261475,4499,,,
11,0.00932052917778492,0.00952858105301857,4549,,,
11,0.006960650905966759,0.006500909570604563,4599,,,
11,0.011785604991018772,0.011733531951904297,4649,,,
11,,,4679,0.7684000134468079,0.5388421416282654,0.5390024185180664
12,0.009218467399477959,0.009586527943611145,4699,,,
12,0.007037870120257139,0.007347221951931715,4749,,,
12,0.007313511800020933,0.007206553593277931,4799,,,
12,0.00774277513846755,0.008129366673529148,4849,,,
12,0.007188699208199978,0.00711773382499814,4899,,,
12,0.010129808448255062,0.009856034070253372,4949,,,
12,0.006499301642179489,0.006518497597426176,4999,,,
12,0.007708484772592783,0.007963987067341805,5049,,,
12,,,5069,0.7235000133514404,0.5473157167434692,0.545192301273346
13,0.008632805198431015,0.00874783843755722,5099,,,
13,0.008160649798810482,0.008178828284144402,5149,,,
13,0.006862091366201639,0.007540672551840544,5199,,,
13,0.007436239626258612,0.0077561489306390285,5249,,,
13,0.005753399338573217,0.005607526749372482,5299,,,
13,0.009950966574251652,0.009831687435507774,5349,,,
13,0.008260940201580524,0.008963425643742085,5399,,,
13,0.008187592960894108,0.008783705532550812,5449,,,
13,,,5459,0.7369999885559082,0.5521434545516968,0.5510016083717346
14,0.006212511565536261,0.006624727509915829,5499,,,
14,0.00975749734789133,0.00955315213650465,5549,,,
14,0.008052046410739422,0.0081014484167099,5599,,,
14,0.008257645182311535,0.008060822263360023,5649,,,
14,0.00822475366294384,0.00792038906365633,5699,,,
14,0.007956769317388535,0.007728724740445614,5749,,,
14,0.010401739738881588,0.010576903820037842,5799,,,
14,0.00835773628205061,0.007814764976501465,5849,,,
14,,,5849,0.7736999988555908,0.5561097860336304,0.5552884340286255
15,0.007924674078822136,0.008091290481388569,5899,,,
15,0.00681613152846694,0.0065830061212182045,5949,,,
15,0.008312689140439034,0.008116907440125942,5999,,,
15,0.0072698635049164295,0.0069533721543848515,6049,,,
15,0.00741812027990818,0.007133382838219404,6099,,,
15,0.0068952776491642,0.0074210502207279205,6149,,,
15,0.007527923211455345,0.00762165104970336,6199,,,
15,,,6239,0.7800999879837036,0.5607371926307678,0.560857355594635
16,0.006186519283801317,0.005826379172503948,6249,,,
16,0.005534998141229153,0.00555861322209239,6299,,,
