epoch,train_loss,step,train_acc,test_acc
0,1.964949369430542,49,,
0,1.5715720653533936,99,,
0,1.3698856830596924,149,,
0,1.4559987783432007,199,,
0,1.3362112045288086,249,,
0,1.4591679573059082,299,,
0,1.3990153074264526,349,,
0,,389,0.3460136353969574,0.4643000066280365
1,1.0627882480621338,399,,
1,0.8652191162109375,449,,
1,1.2089385986328125,499,,
1,1.1999562978744507,549,,
1,0.8760438561439514,599,,
1,0.8661309480667114,649,,
1,0.6298569440841675,699,,
1,0.6994290351867676,749,,
1,,779,0.48637819290161133,0.5947999954223633
2,0.5404483079910278,799,,
2,0.160058856010437,849,,
2,0.29756271839141846,899,,
2,0.7360855340957642,949,,
2,0.532278299331665,999,,
2,0.28798580169677734,1049,,
2,0.5487165451049805,1099,,
2,0.39928972721099854,1149,,
2,,1169,0.5665464997291565,0.6610000133514404
3,-0.3413095474243164,1199,,
3,0.1446385383605957,1249,,
3,-0.2168421745300293,1299,,
3,-0.47639310359954834,1349,,
3,-0.6264868974685669,1399,,
3,-0.64574134349823,1449,,
3,-0.3630727529525757,1499,,
3,-0.6691808700561523,1549,,
3,,1559,0.6183894276618958,0.7037000060081482
4,-0.9920902252197266,1599,,
4,-0.9653244018554688,1649,,
4,-1.0106123685836792,1699,,
4,-1.213328242301941,1749,,
4,-0.9210047721862793,1799,,
4,-1.0900602340698242,1849,,
4,-0.633945107460022,1899,,
4,-1.039844274520874,1949,,
4,,1949,0.654607355594635,0.7383000254631042
5,-1.7733802795410156,1999,,
5,-1.315976858139038,2049,,
5,-2.087205171585083,2099,,
5,-1.882857322692871,2149,,
5,-1.669602394104004,2199,,
5,-1.6220699548721313,2249,,
5,-1.7836486101150513,2299,,
5,,2339,0.6801282167434692,0.7878999710083008
6,-2.621917247772217,2349,,
6,-1.9652360677719116,2399,,
6,-2.302769422531128,2449,,
6,-2.0704174041748047,2499,,
6,-2.4324870109558105,2549,,
6,-2.1649892330169678,2599,,
6,-2.1915109157562256,2649,,
6,-2.66857647895813,2699,,
6,,2729,0.7015625238418579,0.7788000106811523
7,-3.3932595252990723,2749,,
7,-3.3383073806762695,2799,,
7,-2.9937472343444824,2849,,
7,-3.2262792587280273,2899,,
7,-3.178861618041992,2949,,
7,-3.0827667713165283,2999,,
7,-3.271230697631836,3049,,
