step,train_loss,epoch,val_loss,val_acc,test_acc,train_acc
49,1.9468334913253784,0,,,,
99,1.8977131843566895,0,,,,
149,1.7014200687408447,0,,,,
199,1.6298737525939941,0,,,,
249,1.6238707304000854,0,,,,
299,1.5737857818603516,0,,,,
311,,0,1.594186544418335,0.4462999999523163,,
311,,0,,,0.4943000078201294,0.3442758321762085
349,1.6048461198806763,1,,,,
399,1.6870197057724,1,,,,
449,1.3510966300964355,1,,,,
499,1.5273492336273193,1,,,,
549,1.5403919219970703,1,,,,
599,1.5603114366531372,1,,,,
623,,1,1.5351067781448364,0.4927999973297119,,
623,,1,,,0.54830002784729,0.47934195399284363
649,1.3148677349090576,2,,,,
699,1.4619545936584473,2,,,,
749,1.4117364883422852,2,,,,
799,1.3237954378128052,2,,,,
849,1.3710157871246338,2,,,,
899,1.3290340900421143,2,,,,
935,,2,1.3171265125274658,0.5827000141143799,,
935,,2,,,0.6466000080108643,0.5568159222602844
949,1.3008501529693604,3,,,,
999,1.1050684452056885,3,,,,
1049,1.0281273126602173,3,,,,
1099,1.1246542930603027,3,,,,
1149,1.422308087348938,3,,,,
1199,0.9784708023071289,3,,,,
1247,,3,1.2892521619796753,0.6022999882698059,,
1247,,3,,,0.6744999885559082,0.6076222062110901
1249,1.2813420295715332,4,,,,
1299,1.0131661891937256,4,,,,
1349,1.1950180530548096,4,,,,
1399,1.0625805854797363,4,,,,
1449,1.1017279624938965,4,,,,
1499,1.028631329536438,4,,,,
1549,1.0636664628982544,4,,,,
1559,,4,1.1356784105300903,0.6542999744415283,,
1559,,4,,,0.7366999983787537,0.6478114724159241
1599,0.8713086247444153,5,,,,
1649,1.2755284309387207,5,,,,
1699,0.8993507623672485,5,,,,
1749,1.1967418193817139,5,,,,
1799,0.8735851049423218,5,,,,
1849,1.0414003133773804,5,,,,
1871,,5,1.1079120635986328,0.6735000014305115,,
1871,,5,,,0.758400022983551,0.6743289232254028
1899,1.0766633749008179,6,,,,
1949,1.0183217525482178,6,,,,
1999,1.1411359310150146,6,,,,
2049,1.1043657064437866,6,,,,
2099,0.9147306680679321,6,,,,
2149,0.9955747127532959,6,,,,
2183,,6,1.129453420639038,0.6632000207901001,,
2183,,6,,,0.7505999803543091,0.6903044581413269
2199,0.9772162437438965,7,,,,
2249,0.8203758597373962,7,,,,
2299,1.018696665763855,7,,,,
2349,0.9310812950134277,7,,,,
2399,1.1826660633087158,7,,,,
2449,0.9761373996734619,7,,,,
2495,,7,1.0369913578033447,0.6944000124931335,,
2495,,7,,,0.7858999967575073,0.7032251358032227
2499,1.0185893774032593,8,,,,
2549,1.0646836757659912,8,,,,
2599,0.9567387700080872,8,,,,
