step,epoch,train_loss,val_acc,val_loss,test_acc,train_acc
49,0,1.9232068061828613,,,,
99,0,1.8661670684814453,,,,
149,0,1.7426897287368774,,,,
199,0,1.7634282112121582,,,,
249,0,1.7317616939544678,,,,
299,0,1.5979485511779785,,,,
311,0,,0.44429999589920044,1.7392386198043823,,
311,0,,,,0.4828999936580658,0.3505859375
349,1,1.5459625720977783,,,,
399,1,1.575731635093689,,,,
449,1,1.67885160446167,,,,
499,1,1.3619457483291626,,,,
549,1,1.2308769226074219,,,,
599,1,1.6203490495681763,,,,
623,1,,0.5277000069618225,1.3946603536605835,,
623,1,,,,0.588100016117096,0.4937399923801422
649,2,1.5283293724060059,,,,
699,2,1.2945916652679443,,,,
749,2,1.0935258865356445,,,,
799,2,1.2326347827911377,,,,
849,2,1.1231689453125,,,,
899,2,1.4443316459655762,,,,
935,2,,0.595300018787384,1.2661070823669434,,
935,2,,,,0.6574000120162964,0.5655549168586731
949,3,1.3196029663085938,,,,
999,3,1.055069923400879,,,,
1049,3,1.0760442018508911,,,,
1099,3,1.2542991638183594,,,,
1149,3,1.3294185400009155,,,,
1199,3,1.3360536098480225,,,,
1247,3,,0.633400022983551,1.1953487396240234,,
1247,3,,,,0.7208999991416931,0.6195663213729858
1249,4,1.1556503772735596,,,,
1299,4,1.0117181539535522,,,,
1349,4,1.1357017755508423,,,,
1399,4,1.2864835262298584,,,,
1449,4,1.091264247894287,,,,
1499,4,1.1257109642028809,,,,
1549,4,1.064959168434143,,,,
1559,4,,0.645799994468689,1.1607704162597656,,
1559,4,,,,0.7321000099182129,0.6521434187889099
1599,5,0.9350491762161255,,,,
1649,5,1.1335828304290771,,,,
1699,5,1.181398630142212,,,,
1749,5,0.9464358687400818,,,,
1799,5,1.0077522993087769,,,,
1849,5,1.2138735055923462,,,,
1871,5,,0.6700999736785889,1.0948386192321777,,
1871,5,,,,0.7577000260353088,0.6727012991905212
1899,6,1.2316220998764038,,,,
1949,6,1.0667290687561035,,,,
1999,6,1.0313624143600464,,,,
2049,6,0.9490967988967896,,,,
2099,6,1.0938761234283447,,,,
2149,6,0.928221583366394,,,,
2183,6,,0.670799970626831,1.114332675933838,,
2183,6,,,,0.7519999742507935,0.6920322775840759
2199,7,0.9173229336738586,,,,
2249,7,0.8066064119338989,,,,
2299,7,0.8972103595733643,,,,
2349,7,0.9888941049575806,,,,
2399,7,0.8847262263298035,,,,
2449,7,0.9446280598640442,,,,
2495,7,,0.6858000159263611,1.0667551755905151,,
2495,7,,,,0.7684999704360962,0.7051281929016113
2499,8,0.956494927406311,,,,
2549,8,0.9262348413467407,,,,
2599,8,1.028725028038025,,,,
2649,8,1.1449308395385742,,,,
2699,8,1.0088574886322021,,,,
2749,8,1.0265843868255615,,,,
2799,8,1.1928577423095703,,,,
2807,8,,0.6931999921798706,1.0375920534133911,,
2807,8,,,,0.7829999923706055,0.7171975374221802
2849,9,1.0887986421585083,,,,
2899,9,0.8346758484840393,,,,
2949,9,1.0234651565551758,,,,
2999,9,0.8581365942955017,,,,
3049,9,0.9385619163513184,,,,
3099,9,0.8713827133178711,,,,
3119,9,,0.6850000023841858,1.0719066858291626,,
3119,9,,,,0.7796000242233276,0.7244841456413269
3149,10,0.8519874215126038,,,,
3199,10,0.8590229749679565,,,,
