step,epoch,train_loss,test_acc,train_acc
49,0,2.9742043018341064,,
99,0,2.263073444366455,,
149,0,2.37664532661438,,
199,0,2.187171697616577,,
249,0,2.177307367324829,,
299,0,2.0996532440185547,,
349,0,2.0538852214813232,,
389,0,,0.3084000051021576,0.20691105723381042
399,1,2.0185062885284424,,
449,1,2.222158193588257,,
499,1,2.186032295227051,,
549,1,1.7184339761734009,,
599,1,1.9032328128814697,,
649,1,1.782374382019043,,
699,1,1.9923573732376099,,
749,1,2.044363498687744,,
779,1,,0.24549999833106995,0.3043469488620758
799,2,1.889561653137207,,
849,2,2.32464861869812,,
899,2,1.9426816701889038,,
949,2,1.8346220254898071,,
999,2,1.7217426300048828,,
1049,2,1.626893162727356,,
1099,2,1.7614485025405884,,
1149,2,1.7930959463119507,,
1169,2,,0.38749998807907104,0.32349759340286255
1199,3,1.7965666055679321,,
1249,3,1.564009428024292,,
1299,3,1.4793250560760498,,
1349,3,1.4986646175384521,,
1399,3,1.5074052810668945,,
1449,3,1.5154331922531128,,
1499,3,1.4472639560699463,,
1549,3,1.3666170835494995,,
1559,3,,0.47929999232292175,0.42902645468711853
1599,4,1.387080430984497,,
1649,4,1.3022936582565308,,
1699,4,1.526828646659851,,
1749,4,1.161315679550171,,
1799,4,1.2056074142456055,,
1849,4,1.2094570398330688,,
1899,4,1.2153857946395874,,
1949,4,1.1645805835723877,,
1949,4,,0.5683000087738037,0.5236979126930237
1999,5,1.202782392501831,,
2049,5,1.2179958820343018,,
2099,5,1.1453884840011597,,
2149,5,0.9305940866470337,,
2199,5,1.084174633026123,,
2249,5,1.1556710004806519,,
2299,5,0.9249035120010376,,
2339,5,,0.6552000045776367,0.618709921836853
2349,6,0.8410184979438782,,
2399,6,0.7680470943450928,,
2449,6,0.9536300301551819,,
2499,6,0.8191960453987122,,
2549,6,0.7579496502876282,,
2599,6,0.7880502939224243,,
2649,6,0.7690113186836243,,
2699,6,0.816005527973175,,
2729,6,,0.6636000275611877,0.6995592713356018
2749,7,0.6012588739395142,,
2799,7,0.6174459457397461,,
2849,7,0.831100583076477,,
2899,7,0.6834309101104736,,
2949,7,0.6938238739967346,,
2999,7,0.6425228118896484,,
3049,7,0.7077891826629639,,
3099,7,0.7475950121879578,,
3119,7,,0.7059000134468079,0.7512620091438293
3149,8,0.6138140559196472,,
3199,8,0.7338777780532837,,
3249,8,0.8202835321426392,,
3299,8,0.7192459106445312,,
3349,8,0.5759647488594055,,
3399,8,0.6110436916351318,,
3449,8,0.6663880348205566,,
3499,8,0.5556312203407288,,
3509,8,,0.7299000024795532,0.7792668342590332
