epoch,step,train_loss,val_loss,val_acc,train_acc,test_acc
0,49,3.757668972015381,,,,
0,99,4.145510196685791,,,,
0,149,3.474733591079712,,,,
0,199,3.5359256267547607,,,,
0,249,3.4520795345306396,,,,
0,299,3.6290173530578613,,,,
0,311,,1.8187984228134155,0.34700000286102295,,
0,311,,,,0.25286707282066345,0.3758000135421753
1,349,3.3252813816070557,,,,
1,399,3.401765823364258,,,,
1,449,3.338778018951416,,,,
1,499,3.166077136993408,,,,
1,549,2.8190231323242188,,,,
1,599,3.0580461025238037,,,,
1,623,,1.6069271564483643,0.43220001459121704,,
1,623,,,,0.35710886120796204,0.4781999886035919
2,649,3.326298475265503,,,,
2,699,2.917736291885376,,,,
2,749,3.0306050777435303,,,,
2,799,3.4184160232543945,,,,
2,849,3.2160911560058594,,,,
2,899,3.256667137145996,,,,
2,935,,1.5031384229660034,0.4934999942779541,,
2,935,,,,0.4266826808452606,0.545799970626831
3,949,3.101369857788086,,,,
3,999,2.630082130432129,,,,
3,1049,2.951047658920288,,,,
3,1099,2.912285566329956,,,,
3,1149,2.791977882385254,,,,
3,1199,2.973314046859741,,,,
3,1247,,1.3527525663375854,0.5462999939918518,,
3,1247,,,,0.4846629500389099,0.6176999807357788
4,1249,2.79180645942688,,,,
4,1299,2.624603033065796,,,,
4,1349,2.6554007530212402,,,,
4,1399,2.8007357120513916,,,,
4,1449,2.673018217086792,,,,
4,1499,2.684056520462036,,,,
4,1549,2.4085278511047363,,,,
4,1559,,1.2695176601409912,0.59170001745224,,
4,1559,,,,0.5319386124610901,0.6761999726295471
5,1599,2.2508041858673096,,,,
5,1649,2.2322726249694824,,,,
5,1699,2.539602041244507,,,,
5,1749,2.313769817352295,,,,
5,1799,2.057656764984131,,,,
5,1849,2.14328932762146,,,,
5,1871,,1.2376084327697754,0.6122999787330627,,
5,1871,,,,0.5714017152786255,0.7070000171661377
6,1899,2.3302855491638184,,,,
6,1949,2.6775810718536377,,,,
6,1999,2.212369680404663,,,,
6,2049,2.152076482772827,,,,
6,2099,2.247793436050415,,,,
6,2149,2.3035807609558105,,,,
6,2183,,1.2009724378585815,0.6276999711990356,,
6,2183,,,,0.5998347401618958,0.7215999960899353
7,2199,2.5415775775909424,,,,
7,2249,2.0926318168640137,,,,
7,2299,1.9130202531814575,,,,
7,2349,1.9161324501037598,,,,
7,2399,2.1401591300964355,,,,
7,2449,2.057095527648926,,,,
7,2495,,1.2368924617767334,0.6381000280380249,,
7,2495,,,,0.6150966286659241,0.729200005531311
8,2499,2.2145252227783203,,,,
8,2549,1.8738731145858765,,,,
8,2599,2.016200304031372,,,,
8,2649,1.724043607711792,,,,
8,2699,1.8409591913223267,,,,
8,2749,2.4975759983062744,,,,
8,2799,2.230656147003174,,,,
8,2807,,1.2116414308547974,0.652400016784668,,
8,2807,,,,0.6229216456413269,0.7422000169754028
9,2849,1.7756898403167725,,,,
9,2899,1.5649322271347046,,,,
9,2949,1.894837737083435,,,,
9,2999,1.7782950401306152,,,,
9,3049,1.8625916242599487,,,,
9,3099,1.8415582180023193,,,,
9,3119,,1.1750764846801758,0.682699978351593,,
9,3119,,,,0.6410131454467773,0.7896000146865845
10,3149,1.770700454711914,,,,
10,3199,1.8765168190002441,,,,
10,3249,1.4120982885360718,,,,
10,3299,1.8597087860107422,,,,
10,3349,1.7641749382019043,,,,
10,3399,1.7456090450286865,,,,
10,3431,,1.2972503900527954,0.6579999923706055,,
10,3431,,,,0.6555488705635071,0.7537999749183655
11,3449,1.7475379705429077,,,,
11,3499,1.5552687644958496,,,,
11,3549,1.6838120222091675,,,,
11,3599,1.4770444631576538,,,,
11,3649,1.9642961025238037,,,,
11,3699,1.726920247077942,,,,
11,3743,,1.244140386581421,0.6725000143051147,,
11,3743,,,,0.6660031080245972,0.7684000134468079
12,3749,1.5950149297714233,,,,
12,3799,1.7151020765304565,,,,
12,3849,1.8285458087921143,,,,
12,3899,1.377730131149292,,,,
12,3949,1.5745511054992676,,,,
12,3999,1.494124412536621,,,,
12,4049,1.8830480575561523,,,,
12,4055,,1.2427982091903687,0.7128999829292297,,
12,4055,,,,0.6769205927848816,0.8091999888420105
13,4099,1.4042773246765137,,,,
13,4149,1.4234981536865234,,,,
13,4199,1.6607459783554077,,,,
13,4249,1.8023979663848877,,,,
13,4299,1.5700162649154663,,,,
13,4349,1.5107675790786743,,,,
13,4367,,1.2794872522354126,0.7020999789237976,,
13,4367,,,,0.6845953464508057,0.8021000027656555
14,4399,1.6179533004760742,,,,
14,4449,1.3068503141403198,,,,
14,4499,1.4530246257781982,,,,
14,4549,1.5642199516296387,,,,
14,4599,1.3469486236572266,,,,
14,4649,1.604443907737732,,,,
14,4679,,1.2279568910598755,0.7293000221252441,,
14,4679,,,,0.6898913383483887,0.8439000248908997
15,4699,1.3280454874038696,,,,
15,4749,1.574183702468872,,,,
15,4799,1.4113255739212036,,,,
15,4849,1.1285508871078491,,,,
15,4899,1.2583001852035522,,,,
15,4949,1.3756660223007202,,,,
15,4991,,1.2952262163162231,0.7240999937057495,,
15,4991,,,,0.6984675526618958,0.8356999754905701
16,4999,1.3278112411499023,,,,
16,5049,1.2013553380966187,,,,
16,5099,1.2619059085845947,,,,
16,5149,1.3793842792510986,,,,
16,5199,1.465756893157959,,,,
16,5249,1.5836634635925293,,,,
16,5299,1.2061882019042969,,,,
16,5303,,1.3204416036605835,0.71670001745224,,
16,5303,,,,0.7019355893135071,0.8238000273704529
17,5349,1.4416794776916504,,,,
17,5399,1.2761881351470947,,,,
17,5449,1.3672651052474976,,,,
17,5499,1.339329719543457,,,,
17,5549,1.2955626249313354,,,,
17,5599,1.550386905670166,,,,
17,5615,,1.3388557434082031,0.7358999848365784,,
17,5615,,,,0.7042016983032227,0.8475000262260437
18,5649,1.4074815511703491,,,,
18,5699,1.0387099981307983,,,,
18,5749,1.42643404006958,,,,
18,5799,1.3139359951019287,,,,
18,5849,1.289735198020935,,,,
18,5899,1.2635347843170166,,,,
18,5927,,1.4053282737731934,0.717199981212616,,
18,5927,,,,0.7107246518135071,0.8303999900817871
19,5949,1.3387031555175781,,,,
19,5999,1.0444297790527344,,,,
19,6049,1.2260322570800781,,,,
19,6099,1.3377480506896973,,,,
19,6149,1.4715017080307007,,,,
19,6199,1.3801182508468628,,,,
19,6239,,1.41156005859375,0.744700014591217,,
19,6239,,,,0.7128405570983887,0.8554999828338623
20,6249,1.0968914031982422,,,,
20,6299,1.3109359741210938,,,,
20,6349,1.2578060626983643,,,,
20,6399,1.2339839935302734,,,,
20,6449,1.1748168468475342,,,,
20,6499,1.2098411321640015,,,,
20,6549,1.280388593673706,,,,
20,6551,,1.448350191116333,0.7312999963760376,,
20,6551,,,,0.7176482081413269,0.8496999740600586
21,6599,1.2814035415649414,,,,
21,6649,1.133206844329834,,,,
21,6699,1.4567793607711792,,,,
21,6749,1.016777753829956,,,,
21,6799,1.1856781244277954,,,,
21,6849,1.1658128499984741,,,,
21,6863,,1.5880602598190308,0.7156000137329102,,
21,6863,,,,0.7226687669754028,0.82669997215271
22,6899,1.0685347318649292,,,,
22,6949,1.2329047918319702,,,,
22,6999,1.1490812301635742,,,,
