step,epoch,train_loss,val_loss,val_acc,train_acc,test_acc
49,0,3.7009212970733643,,,,
99,0,3.275386333465576,,,,
149,0,3.525672435760498,,,,
199,0,3.057387351989746,,,,
249,0,2.8946616649627686,,,,
299,0,3.0122382640838623,,,,
311,0,,1.6457611322402954,0.4171000123023987,,
311,0,,,,0.3229917883872986,0.4487000107765198
349,1,3.1001813411712646,,,,
399,1,2.7666072845458984,,,,
449,1,2.7813799381256104,,,,
499,1,2.1881957054138184,,,,
549,1,1.9043562412261963,,,,
599,1,2.408745050430298,,,,
623,1,,1.4406508207321167,0.5109000205993652,,
623,1,,,,0.4650440812110901,0.5684000253677368
649,2,2.3671159744262695,,,,
699,2,2.4223365783691406,,,,
749,2,1.8885650634765625,,,,
799,2,2.2583305835723877,,,,
849,2,2.2534313201904297,,,,
899,2,2.248610734939575,,,,
935,2,,1.3397847414016724,0.5630999803543091,,
935,2,,,,0.5394381284713745,0.6298999786376953
949,3,2.022611379623413,,,,
999,3,2.3263351917266846,,,,
1049,3,2.1519553661346436,,,,
1099,3,2.0397167205810547,,,,
1149,3,2.214155673980713,,,,
1199,3,1.982966661453247,,,,
1247,3,,1.2903047800064087,0.586899995803833,,
1247,3,,,,0.5933243036270142,0.6521999835968018
1249,4,1.7114603519439697,,,,
1299,4,2.0154547691345215,,,,
1349,4,1.8327189683914185,,,,
1399,4,1.8406367301940918,,,,
1449,4,1.619511365890503,,,,
1499,4,1.7255722284317017,,,,
1549,4,2.2470717430114746,,,,
1559,4,,1.2624012231826782,0.6062999963760376,,
1559,4,,,,0.6325120329856873,0.6748999953269958
1599,5,1.9964263439178467,,,,
1649,5,1.631617784500122,,,,
1699,5,1.7016823291778564,,,,
1749,5,1.6528027057647705,,,,
1799,5,1.9183318614959717,,,,
1849,5,1.7331058979034424,,,,
1871,5,,1.1746056079864502,0.6486999988555908,,
1871,5,,,,0.6607571840286255,0.7314000129699707
1899,6,1.4664146900177002,,,,
1949,6,1.2478666305541992,,,,
1999,6,1.318620204925537,,,,
2049,6,1.6228868961334229,,,,
2099,6,1.4766322374343872,,,,
2149,6,1.7594527006149292,,,,
2183,6,,1.120511770248413,0.6729000210762024,,
2183,6,,,,0.6786608695983887,0.7670999765396118
2199,7,1.6281439065933228,,,,
2249,7,1.4739677906036377,,,,
2299,7,1.400301218032837,,,,
2349,7,1.2124838829040527,,,,
2399,7,1.8024637699127197,,,,
2449,7,1.2151575088500977,,,,
2495,7,,1.071568250656128,0.6876999735832214,,
2495,7,,,,0.6948117017745972,0.7781000137329102
2499,8,1.2773711681365967,,,,
2549,8,1.509284496307373,,,,
2599,8,1.3122961521148682,,,,
2649,8,1.304917335510254,,,,
2699,8,1.2751668691635132,,,,
2749,8,1.3367817401885986,,,,
2799,8,1.408189058303833,,,,
2807,8,,1.1235839128494263,0.6944000124931335,,
2807,8,,,,0.7041516304016113,0.7972999811172485
2849,9,1.2024447917938232,,,,
2899,9,1.0660706758499146,,,,
2949,9,1.4401530027389526,,,,
2999,9,1.1483869552612305,,,,
3049,9,1.7061984539031982,,,,
3099,9,1.0719438791275024,,,,
3119,9,,1.2437628507614136,0.666700005531311,,
3119,9,,,,0.7123397588729858,0.7556999921798706
3149,10,1.1202502250671387,,,,
3199,10,1.3470208644866943,,,,
3249,10,1.224290370941162,,,,
3299,10,1.1611274480819702,,,,
3349,10,1.0061359405517578,,,,
3399,10,0.9882692694664001,,,,
3431,10,,1.2016531229019165,0.6890000104904175,,
3431,10,,,,0.7221304178237915,0.7890999913215637
3449,11,1.0523455142974854,,,,
3499,11,1.111446499824524,,,,
3549,11,1.079317331314087,,,,
3599,11,1.186737298965454,,,,
3649,11,1.1603264808654785,,,,
3699,11,0.9404209852218628,,,,
3743,11,,1.1795235872268677,0.7186999917030334,,
3743,11,,,,0.7262620329856873,0.8154000043869019
3749,12,0.9742176532745361,,,,
3799,12,1.0346239805221558,,,,
3849,12,0.7571375370025635,,,,
3899,12,0.997651219367981,,,,
3949,12,1.097617745399475,,,,
3999,12,1.1305978298187256,,,,
4049,12,1.0807427167892456,,,,
4055,12,,1.2519086599349976,0.7099999785423279,,
4055,12,,,,0.736253023147583,0.8144999742507935
4099,13,0.9163510799407959,,,,
4149,13,1.2159571647644043,,,,
4199,13,0.945305347442627,,,,
4249,13,0.6990097165107727,,,,
4299,13,1.0529725551605225,,,,
4349,13,0.898298978805542,,,,
4367,13,,1.3711336851119995,0.6736000180244446,,
4367,13,,,,0.7398587465286255,0.7628999948501587
4399,14,0.9240231513977051,,,,
4449,14,0.915555477142334,,,,
4499,14,0.9843736290931702,,,,
4549,14,0.875088095664978,,,,
4599,14,1.1229288578033447,,,,
4649,14,0.9154942631721497,,,,
4679,14,,1.3603618144989014,0.7035999894142151,,
4679,14,,,,0.7462440133094788,0.8059999942779541
4699,15,0.9985091686248779,,,,
4749,15,0.8352974653244019,,,,
4799,15,0.7481988072395325,,,,
4849,15,0.8796898126602173,,,,
4899,15,1.061410903930664,,,,
4949,15,0.6549087166786194,,,,
4991,15,,1.5121384859085083,0.6972000002861023,,
4991,15,,,,0.7515524625778198,0.7961999773979187
4999,16,0.7186657190322876,,,,
5049,16,0.8543049097061157,,,,
5099,16,0.8922304511070251,,,,
5149,16,0.6054179072380066,,,,
5199,16,0.8565353155136108,,,,
5249,16,0.722418487071991,,,,
5299,16,0.847010612487793,,,,
5303,16,,1.589269995689392,0.6876000165939331,,
5303,16,,,,0.7574368715286255,0.7802000045776367
5349,17,0.7676705718040466,,,,
5399,17,0.8038864135742188,,,,
5449,17,0.7607654333114624,,,,
5499,17,0.7129006385803223,,,,
5549,17,0.802487850189209,,,,
5599,17,0.6996304392814636,,,,
5615,17,,1.475359320640564,0.7203999757766724,,
5615,17,,,,0.7600160241127014,0.8242999911308289
5649,18,0.8001613616943359,,,,
5699,18,0.5861581563949585,,,,
5749,18,0.5521199703216553,,,,
5799,18,0.7578638195991516,,,,
5849,18,0.5497625470161438,,,,
5899,18,0.7811704874038696,,,,
5927,18,,1.5901498794555664,0.7014999985694885,,
5927,18,,,,0.7631210088729858,0.7968999743461609
5949,19,0.7725797891616821,,,,
5999,19,0.6888262629508972,,,,
6049,19,0.6639077067375183,,,,
6099,19,0.5304328203201294,,,,
6149,19,0.9301072359085083,,,,
6199,19,0.5465537309646606,,,,
6239,19,,1.4936844110488892,0.7124000191688538,,
6239,19,,,,0.7652744650840759,0.8046000003814697
6249,20,0.7778207659721375,,,,
6299,20,0.5627462863922119,,,,
6349,20,0.6375288367271423,,,,
6399,20,0.7460476160049438,,,,
6449,20,0.5530519485473633,,,,
6499,20,0.6458443403244019,,,,
6549,20,0.5656768083572388,,,,
6551,20,,1.5246455669403076,0.7297999858856201,,
6551,20,,,,0.7723106741905212,0.8307999968528748
6599,21,0.5964088439941406,,,,
6649,21,0.6293905973434448,,,,
6699,21,0.6486918926239014,,,,
6749,21,0.46042710542678833,,,,
6799,21,0.5615671873092651,,,,
6849,21,0.3466547727584839,,,,
6863,21,,1.7321667671203613,0.7164999842643738,,
6863,21,,,,0.7721604704856873,0.8077999949455261
6899,22,0.7379162311553955,,,,
6949,22,0.5730516910552979,,,,
6999,22,0.4294789731502533,,,,
7049,22,0.5660629868507385,,,,
7099,22,0.5096701979637146,,,,
7149,22,0.595423698425293,,,,
7175,22,,1.6819398403167725,0.717199981212616,,
7175,22,,,,0.773362398147583,0.8101999759674072
7199,23,0.5321666598320007,,,,
7249,23,0.5836671590805054,,,,
7299,23,0.8669354915618896,,,,
7349,23,0.5096597075462341,,,,
7399,23,0.6415238380432129,,,,
7449,23,0.4270896911621094,,,,
7487,23,,1.7782349586486816,0.7166000008583069,,
7487,23,,,,0.7770933508872986,0.8195000290870667
7499,24,0.37218132615089417,,,,
7549,24,0.5706654787063599,,,,
7599,24,0.46572354435920715,,,,
7649,24,0.6191534399986267,,,,
7699,24,0.6867953538894653,,,,
7749,24,0.49261072278022766,,,,
7799,24,0.5710633993148804,,,,
7799,24,,1.729960322380066,0.7346000075340271,,
7799,24,,,,0.7807992696762085,0.8446000218391418
7849,25,0.7206763029098511,,,,
7899,25,0.5402719378471375,,,,
7949,25,0.4922390580177307,,,,
7999,25,0.5074194669723511,,,,
8049,25,0.847845196723938,,,,
8099,25,0.49232184886932373,,,,
8111,25,,1.7289015054702759,0.748199999332428,,
8111,25,,,,0.7820262312889099,0.8522999882698059
8149,26,0.44862276315689087,,,,
8199,26,0.45796623826026917,,,,
8249,26,0.4660894274711609,,,,
8299,26,0.31881651282310486,,,,
8349,26,0.5594896078109741,,,,
8399,26,0.3333907723426819,,,,
8423,26,,1.7661664485931396,0.7366999983787537,,
8423,26,,,,0.7825520634651184,0.84579998254776
8449,27,0.5009685158729553,,,,
8499,27,0.461403489112854,,,,
8549,27,0.43726974725723267,,,,
8599,27,0.5105546712875366,,,,
8649,27,0.5204950571060181,,,,
8699,27,0.5525212287902832,,,,
8735,27,,1.7471636533737183,0.7336999773979187,,
8735,27,,,,0.7862580418586731,0.8413000106811523
8749,28,0.48017579317092896,,,,
8799,28,0.5460764765739441,,,,
8849,28,0.3719179630279541,,,,
8899,28,0.5418124198913574,,,,
8949,28,0.48364269733428955,,,,
8999,28,0.4712396264076233,,,,
9047,28,,1.8237518072128296,0.7415000200271606,,
9047,28,,,,0.7846304178237915,0.8481000065803528
9049,29,0.4440283179283142,,,,
9099,29,0.5579764246940613,,,,
9149,29,0.711640477180481,,,,
9199,29,0.48360690474510193,,,,
9249,29,0.6106916666030884,,,,
9299,29,0.4284266233444214,,,,
9349,29,0.4139687418937683,,,,
9359,29,,1.7600511312484741,0.7398999929428101,,
9359,29,,,,0.7876352071762085,0.8529000282287598
9399,30,0.4349979758262634,,,,
9449,30,0.5622707605361938,,,,
9499,30,0.3956044316291809,,,,
9549,30,0.6486796140670776,,,,
9599,30,0.5678618550300598,,,,
9649,30,0.6615664958953857,,,,
9671,30,,1.7818855047225952,0.7411999702453613,,
9671,30,,,,0.7872095108032227,0.8525999784469604
9699,31,0.2825166881084442,,,,
9749,31,0.5027741193771362,,,,
9799,31,0.48316821455955505,,,,
9849,31,0.5461711883544922,,,,
9899,31,0.49439191818237305,,,,
9949,31,0.3982260227203369,,,,
9983,31,,1.8770357370376587,0.7347999811172485,,
9983,31,,,,0.7882362008094788,0.8499000072479248
9999,32,0.41911983489990234,,,,
10049,32,0.5361314415931702,,,,
10099,32,0.47356703877449036,,,,
10149,32,0.5080125331878662,,,,
10199,32,0.6491036415100098,,,,
10249,32,0.535041332244873,,,,
10295,32,,1.8112927675247192,0.7459999918937683,,
10295,32,,,,0.7877103090286255,0.8557999730110168
10299,33,0.3936970829963684,,,,
10349,33,0.3503578007221222,,,,
10399,33,0.3925962448120117,,,,
10449,33,0.41599011421203613,,,,
10499,33,0.35582733154296875,,,,
10549,33,0.581478476524353,,,,
10599,33,0.5470121502876282,,,,
10607,33,,1.832389235496521,0.7436000108718872,,
10607,33,,,,0.7914162874221802,0.8518000245094299
10649,34,0.33492904901504517,,,,
10699,34,0.4642694890499115,,,,
10749,34,0.5953359603881836,,,,
10799,34,0.5708535313606262,,,,
10849,34,0.3944067358970642,,,,
10899,34,0.5230439901351929,,,,
10919,34,,1.8937541246414185,0.7419000267982483,,
10919,34,,,,0.7896384000778198,0.8521999716758728
10949,35,0.44499003887176514,,,,
10999,35,0.4383763074874878,,,,
11049,35,0.30739355087280273,,,,
11099,35,0.31106123328208923,,,,
11149,35,0.5617499351501465,,,,
11199,35,0.3940567374229431,,,,
11231,35,,1.9213732481002808,0.7408999800682068,,
11231,35,,,,0.7941456437110901,0.8507999777793884
11249,36,0.3008761405944824,,,,
11299,36,0.49050402641296387,,,,
11349,36,0.4280325770378113,,,,
11399,36,0.5424061417579651,,,,
11449,36,0.4399907886981964,,,,
