epoch,train_loss,step,val_acc,val_loss,test_acc,train_acc
0,2.9403913021087646,49,,,,
0,2.575869560241699,99,,,,
0,2.43959641456604,149,,,,
0,2.3019044399261475,199,,,,
0,1.926283359527588,249,,,,
0,2.2329797744750977,299,,,,
0,,311,0.20550000667572021,2.5986733436584473,,
0,,311,,,0.2021999955177307,0.1852213591337204
1,2.3546125888824463,349,,,,
1,2.0783514976501465,399,,,,
1,1.9369083642959595,449,,,,
1,2.135603427886963,499,,,,
1,2.100855588912964,549,,,,
1,2.1929092407226562,599,,,,
1,,623,0.24969999492168427,27.76976203918457,,
1,,623,,,0.2515000104904175,0.26031652092933655
2,1.9961057901382446,649,,,,
2,2.1177031993865967,699,,,,
2,2.3929378986358643,749,,,,
2,2.0705819129943848,799,,,,
2,2.0294525623321533,849,,,,
2,2.123008966445923,899,,,,
2,,935,0.3046000003814697,4.892905235290527,,
2,,935,,,0.31220000982284546,0.25701120495796204
3,1.908951759338379,949,,,,
3,1.9824365377426147,999,,,,
3,1.8449106216430664,1049,,,,
3,1.7852553129196167,1099,,,,
3,1.7499879598617554,1149,,,,
3,1.7833796739578247,1199,,,,
3,,1247,0.3783000111579895,1.7132198810577393,,
3,,1247,,,0.38940000534057617,0.34332433342933655
4,1.786937952041626,1249,,,,
4,1.7914808988571167,1299,,,,
4,1.6193791627883911,1349,,,,
4,1.7286783456802368,1399,,,,
4,1.7202589511871338,1449,,,,
4,1.647682785987854,1499,,,,
4,1.7484509944915771,1549,,,,
4,,1559,0.42260000109672546,1.6082361936569214,,
4,,1559,,,0.43639999628067017,0.4005909562110901
5,1.5075507164001465,1599,,,,
5,1.4844802618026733,1649,,,,
5,1.4697997570037842,1699,,,,
5,1.5591673851013184,1749,,,,
5,1.7284321784973145,1799,,,,
5,1.468396782875061,1849,,,,
5,,1871,0.48170000314712524,1.4777717590332031,,
5,,1871,,,0.5020999908447266,0.4393779933452606
6,1.5068284273147583,1899,,,,
6,1.556268572807312,1949,,,,
6,1.3209621906280518,1999,,,,
6,1.3197661638259888,2049,,,,
6,1.3591632843017578,2099,,,,
6,1.450009822845459,2149,,,,
6,,2183,0.5228999853134155,1.3553277254104614,,
6,,2183,,,0.5396999716758728,0.48745492100715637
7,1.3678534030914307,2199,,,,
7,1.4172329902648926,2249,,,,
7,1.3004481792449951,2299,,,,
7,1.3058968782424927,2349,,,,
7,1.3577063083648682,2399,,,,
7,1.407138705253601,2449,,,,
7,,2495,0.5551000237464905,1.2931283712387085,,
7,,2495,,,0.572700023651123,0.5248898267745972
8,1.3450634479522705,2499,,,,
8,0.9948593974113464,2549,,,,
8,1.0742228031158447,2599,,,,
8,1.1768584251403809,2649,,,,
8,1.4961754083633423,2699,,,,
8,1.0989340543746948,2749,,,,
8,1.1355953216552734,2799,,,,
8,,2807,0.5873000025749207,1.1917827129364014,,
8,,2807,,,0.6082000136375427,0.5694862008094788
9,1.0878658294677734,2849,,,,
9,0.9465494751930237,2899,,,,
9,1.2831224203109741,2949,,,,
9,1.1581584215164185,2999,,,,
9,1.108932375907898,3049,,,,
9,1.0703247785568237,3099,,,,
9,,3119,0.6051999926567078,1.1826969385147095,,
9,,3119,,,0.6234999895095825,0.6157351732254028
10,1.120922565460205,3149,,,,
10,0.9533820152282715,3199,,,,
10,1.0797367095947266,3249,,,,
10,1.0311464071273804,3299,,,,
10,1.102282166481018,3349,,,,
10,0.9061686396598816,3399,,,,
10,,3431,0.6154999732971191,1.1662808656692505,,
10,,3431,,,0.6470000147819519,0.6626602411270142
11,0.5741029977798462,3449,,,,
11,0.8513288497924805,3499,,,,
11,0.4923482835292816,3549,,,,
11,0.5366926789283752,3599,,,,
11,0.7653761506080627,3649,,,,
11,0.5442953109741211,3699,,,,
11,,3743,0.6463000178337097,1.2111142873764038,,
11,,3743,,,0.667900025844574,0.6804386973381042
12,0.12708616256713867,3749,,,,
12,0.21851801872253418,3799,,,,
12,0.3045946955680847,3849,,,,
12,0.022199571132659912,3899,,,,
12,-0.005211293697357178,3949,,,,
12,0.27734488248825073,3999,,,,
12,-0.15734052658081055,4049,,,,
