epoch,train_loss,step,test_acc
9,0.17488837242126465,3749,
9,1.023695468902588,3799,
9,0.30989694595336914,3849,
9,-0.9911637902259827,3899,
9,,3899,0.7502999901771545
10,0.7698502540588379,3949,
10,0.8934494256973267,3999,
10,0.4736053943634033,4049,
10,0.9819798469543457,4099,
10,0.7583959102630615,4149,
10,-0.12104833126068115,4199,
10,-0.5768048763275146,4249,
10,,4289,0.6717000007629395
11,-1.5444058179855347,4299,
11,-0.515802264213562,4349,
11,-0.13938236236572266,4399,
11,-1.683182716369629,4449,
11,-1.4819461107254028,4499,
11,-1.753737449645996,4549,
11,-0.26020240783691406,4599,
11,-1.4879565238952637,4649,
11,,4679,0.6736999750137329
12,1.0216150283813477,4699,
12,-0.45444226264953613,4749,
12,-1.045264482498169,4799,
12,-1.0543224811553955,4849,
12,-0.24600625038146973,4899,
12,0.6840939521789551,4949,
12,0.5799568891525269,4999,
12,-0.649681806564331,5049,
12,,5069,0.7789000272750854
13,0.09113585948944092,5099,
13,-2.597756862640381,5149,
13,-2.3503425121307373,5199,
13,0.35636138916015625,5249,
13,-0.5239219665527344,5299,
13,-1.74367094039917,5349,
13,-1.1119250059127808,5399,
13,-2.4462461471557617,5449,
13,,5459,0.7973999977111816
14,0.4021569490432739,5499,
14,-1.3658047914505005,5549,
14,0.19110560417175293,5599,
14,-0.5140126943588257,5649,
14,-0.21892035007476807,5699,
14,-2.7517409324645996,5749,
14,0.3372166156768799,5799,
14,0.578540563583374,5849,
14,,5849,0.817300021648407
15,0.6472992897033691,5899,
15,-0.9786735773086548,5949,
15,-0.723603367805481,5999,
15,-0.5821100473403931,6049,
15,-1.1468966007232666,6099,
15,-2.947554111480713,6149,
15,-1.4285790920257568,6199,
15,,6239,0.8198999762535095
16,-1.9427900314331055,6249,
16,-2.1155967712402344,6299,
16,-1.8442416191101074,6349,
16,-0.5758790969848633,6399,
16,-3.398733615875244,6449,
16,-1.6448580026626587,6499,
16,-2.83919095993042,6549,
16,0.7016196250915527,6599,
16,,6629,0.8205999732017517
17,-2.5781750679016113,6649,
17,-2.810781955718994,6699,
17,-1.0574102401733398,6749,
17,0.05960392951965332,6799,
17,-3.5320911407470703,6849,
17,0.5527606010437012,6899,
17,0.08191180229187012,6949,
17,0.3177053928375244,6999,
17,,7019,0.838699996471405
18,-2.7648158073425293,7049,
18,-2.743628740310669,7099,
18,0.2933626174926758,7149,
18,0.4554353952407837,7199,
18,-1.1462031602859497,7249,
18,-1.9590308666229248,7299,
18,0.4985145330429077,7349,
18,0.06916332244873047,7399,
18,,7409,0.8428000211715698
19,0.3160346746444702,7449,
19,0.4518096446990967,7499,
19,-0.22551679611206055,7549,
19,0.4052051305770874,7599,
19,0.3303326368331909,7649,
19,-0.7843091487884521,7699,
19,-0.4536426067352295,7749,
19,0.49317800998687744,7799,
19,,7799,0.8337000012397766
20,0.2928379774093628,7849,
20,-4.6514201164245605,7899,
20,0.4311777353286743,7949,
20,0.265730619430542,7999,
20,-0.683211088180542,8049,
20,-4.61210298538208,8099,
20,-1.3734030723571777,8149,
20,,8189,0.8418999910354614
21,-4.464357852935791,8199,
21,-2.4390881061553955,8249,
21,0.14120113849639893,8299,
21,-1.9654947519302368,8349,
21,-1.0084006786346436,8399,
21,-0.9583446979522705,8449,
21,-1.9335627555847168,8499,
21,-2.731720209121704,8549,
21,,8579,0.8472999930381775
22,-0.46732640266418457,8599,
22,0.485919713973999,8649,
22,-2.509443521499634,8699,
22,-3.8789267539978027,8749,
22,0.0439150333404541,8799,
22,0.055848002433776855,8849,
22,-1.0061697959899902,8899,
22,0.2885572910308838,8949,
22,,8969,0.8421000242233276
23,-2.441441774368286,8999,
23,-4.746557235717773,9049,
23,0.3002814054489136,9099,
23,-1.7573258876800537,9149,
23,0.106545090675354,9199,
23,-2.9166290760040283,9249,
23,-2.6950693130493164,9299,
23,0.40254783630371094,9349,
23,,9359,0.8367999792098999
24,0.08283424377441406,9399,
24,-3.981767177581787,9449,
24,-1.8956371545791626,9499,
24,0.032866477966308594,9549,
24,-3.851128578186035,9599,
24,-0.5809848308563232,9649,
24,-3.6183338165283203,9699,
24,-1.0675885677337646,9749,
24,,9749,0.8517000079154968
25,-1.0670709609985352,9799,
25,-3.3114218711853027,9849,
25,0.1703711748123169,9899,
25,-4.824529647827148,9949,
25,-3.4688518047332764,9999,
25,-3.2553250789642334,10049,
25,-0.16629409790039062,10099,
25,,10139,0.8535000085830688
26,-3.458919048309326,10149,
26,-5.612496376037598,10199,
26,-1.3946850299835205,10249,
26,-1.729222059249878,10299,
26,-1.9503930807113647,10349,
26,-2.334615707397461,10399,
26,-0.03485417366027832,10449,
26,-5.393078804016113,10499,
26,,10529,0.8258000016212463
27,-0.04579281806945801,10549,
27,-1.2498496770858765,10599,
27,-2.368776321411133,10649,
27,-6.696353435516357,10699,
27,-5.9134202003479,10749,
27,-1.8282625675201416,10799,
27,-0.22051620483398438,10849,
27,-5.495863914489746,10899,
27,,10919,0.8434000015258789
28,-0.09037458896636963,10949,
28,-1.366612434387207,10999,
28,0.09593403339385986,11049,
28,-2.7542977333068848,11099,
28,-1.5894670486450195,11149,
28,-4.369900226593018,11199,
28,0.0583646297454834,11249,
28,-0.3260972499847412,11299,
28,,11309,0.8661999702453613
29,-3.7880353927612305,11349,
29,-3.885859966278076,11399,
29,-0.0734093189239502,11449,
29,-2.0907158851623535,11499,
29,-0.27015364170074463,11549,
29,-3.941577434539795,11599,
29,-1.018951416015625,11649,
29,-0.5044372081756592,11699,
29,,11699,0.8592000007629395
30,-6.135400295257568,11749,
30,-0.9807084798812866,11799,
30,-3.991636037826538,11849,
30,-0.9398320913314819,11899,
30,-2.9693191051483154,11949,
30,-3.0948994159698486,11999,
30,-1.3815160989761353,12049,
30,,12089,0.8424999713897705
31,-6.594178199768066,12099,
31,-4.072770118713379,12149,
31,-0.8513036966323853,12199,
31,-0.18003463745117188,12249,
31,-4.34867000579834,12299,
31,-1.7607907056808472,12349,
31,-0.8564172983169556,12399,
31,-5.588601112365723,12449,
31,,12479,0.8389000296592712
32,-3.490579843521118,12499,
32,-0.11479306221008301,12549,
32,-2.982426643371582,12599,
32,-2.355159044265747,12649,
32,-0.2934539318084717,12699,
32,-2.7883660793304443,12749,
32,-0.15649747848510742,12799,
32,-2.4064762592315674,12849,
32,,12869,0.859000027179718
33,-0.9232722520828247,12899,
33,-0.9735161066055298,12949,
33,-3.9695539474487305,12999,
33,-3.2700209617614746,13049,
33,-0.043869972229003906,13099,
33,-6.91348123550415,13149,
33,-0.7506599426269531,13199,
33,-0.5858943462371826,13249,
33,,13259,0.8579000234603882
34,-5.074199199676514,13299,
34,-7.39258337020874,13349,
34,-1.139909267425537,13399,
34,0.2138221263885498,13449,
34,-0.4899289608001709,13499,
34,-0.6494117975234985,13549,
34,-2.2871804237365723,13599,
34,-4.060121536254883,13649,
34,,13649,0.8521000146865845
35,-3.4770328998565674,13699,
35,0.5045250654220581,13749,
35,-1.8425581455230713,13799,
35,-3.3366823196411133,13849,
35,-0.4122198820114136,13899,
35,-2.052537441253662,13949,
35,-1.5967369079589844,13999,
35,,14039,0.8586999773979187
36,-0.5442590713500977,14049,
36,-0.4973175525665283,14099,
36,-2.7865521907806396,14149,
36,-0.5858817100524902,14199,
36,-1.5384328365325928,14249,
36,-6.38989782333374,14299,
36,-0.6427640914916992,14349,
36,-5.545991897583008,14399,
36,,14429,0.8691999912261963
37,-4.303223133087158,14449,
37,-0.9755785465240479,14499,
37,-0.8967704772949219,14549,
37,-4.372015476226807,14599,
37,-8.94880199432373,14649,
37,-3.706460952758789,14699,
37,-8.219476699829102,14749,
37,-0.5783298015594482,14799,
37,,14819,0.876800000667572
38,-3.8166556358337402,14849,
38,-3.8099215030670166,14899,
38,-1.0766689777374268,14949,
38,-2.0431528091430664,14999,
38,-0.42087507247924805,15049,
38,-4.531838893890381,15099,
38,-0.8010025024414062,15149,
38,-4.417484283447266,15199,
38,,15209,0.8880000114440918
39,-2.4719834327697754,15249,
39,-4.504344940185547,15299,
39,-2.9376885890960693,15349,
39,-1.9064607620239258,15399,
39,-0.9716541767120361,15449,
39,-1.228494644165039,15499,
39,-4.806838035583496,15549,
39,-3.8303658962249756,15599,
39,,15599,0.8787000179290771
40,-2.413994789123535,15649,
40,-2.714864492416382,15699,
40,-0.25428318977355957,15749,
40,-8.21579647064209,15799,
40,0.12730371952056885,15849,
40,-0.9252619743347168,15899,
40,-0.5854061841964722,15949,
40,,15989,0.8510000109672546
41,0.18866348266601562,15999,
41,-1.821833610534668,16049,
41,-4.488893508911133,16099,
41,-1.2974913120269775,16149,
41,-5.951651573181152,16199,
41,-2.0385243892669678,16249,
41,-5.492250919342041,16299,
41,-9.142065048217773,16349,
41,,16379,0.8664000034332275
42,-1.4780194759368896,16399,
42,-0.7388145923614502,16449,
42,-3.2784852981567383,16499,
42,-1.3985224962234497,16549,
42,0.03883862495422363,16599,
42,-2.5297927856445312,16649,
42,-3.086587429046631,16699,
42,0.2836771011352539,16749,
42,,16769,0.8787000179290771
43,-3.177551507949829,16799,
43,-7.2647318840026855,16849,
43,-1.1434698104858398,16899,
43,-5.494228363037109,16949,
43,-0.40493178367614746,16999,
43,-4.862937927246094,17049,
43,-0.2473515272140503,17099,
43,-3.626662254333496,17149,
43,,17159,0.8917999863624573
44,-2.4571871757507324,17199,
44,-3.8305349349975586,17249,
44,-5.484848976135254,17299,
44,-1.6504414081573486,17349,
44,0.24807453155517578,17399,
44,-4.846404552459717,17449,
44,-0.8119971752166748,17499,
44,-2.9904849529266357,17549,
44,,17549,0.890500009059906
45,-3.026360034942627,17599,
45,-1.9565966129302979,17649,
45,-1.5719969272613525,17699,
45,-0.4373772144317627,17749,
45,-0.46187710762023926,17799,
45,-4.45207405090332,17849,
45,-3.7418675422668457,17899,
45,,17939,0.8896999955177307
46,-0.1832735538482666,17949,
46,-6.5651326179504395,17999,
46,-1.6612677574157715,18049,
46,-1.8365706205368042,18099,
46,-1.0531582832336426,18149,
46,-0.2933173179626465,18199,
46,-1.457451581954956,18249,
46,-0.32776451110839844,18299,
46,,18329,0.8907999992370605
47,-8.510394096374512,18349,
47,-6.87617826461792,18399,
47,-7.932965278625488,18449,
47,-3.91837739944458,18499,
47,-0.9481492042541504,18549,
47,-1.1718661785125732,18599,
47,-1.3133528232574463,18649,
47,-5.058716773986816,18699,
47,,18719,0.891700029373169
48,-1.1350221633911133,18749,
48,-1.0924394130706787,18799,
48,-7.153228759765625,18849,
48,-1.3304800987243652,18899,
48,-0.663658857345581,18949,
48,-0.6864783763885498,18999,
48,-1.6702169179916382,19049,
48,-2.2884833812713623,19099,
48,,19109,0.896399974822998
49,-1.021458387374878,19149,
49,-0.23034906387329102,19199,
49,-1.7056105136871338,19249,
49,-1.7114286422729492,19299,
49,-1.0290226936340332,19349,
49,-3.749350070953369,19399,
49,-1.3048815727233887,19449,
49,-3.2019753456115723,19499,
49,,19499,0.8966000080108643
50,-0.7801027297973633,19549,
50,-1.1798210144042969,19599,
50,-7.418024063110352,19649,
50,-0.27198612689971924,19699,
50,-10.893917083740234,19749,
50,-0.6087064743041992,19799,
50,-0.6875205039978027,19849,
50,,19889,0.8790000081062317
51,-2.4005372524261475,19899,
51,-1.2091954946517944,19949,
51,-3.7761595249176025,19999,
51,-4.019036293029785,20049,
51,-4.594971656799316,20099,
51,-5.185140609741211,20149,
51,-0.19202136993408203,20199,
51,-0.5398684740066528,20249,
51,,20279,0.8766999840736389
52,-7.079885005950928,20299,
52,-1.845850944519043,20349,
52,-0.18575870990753174,20399,
52,-1.5338839292526245,20449,
52,-3.107097625732422,20499,
52,-0.2843959331512451,20549,
52,-7.661574363708496,20599,
52,-3.6514179706573486,20649,
52,,20669,0.8903999924659729
53,0.10799264907836914,20699,
53,-0.7496558427810669,20749,
53,-3.779097318649292,20799,
53,-0.03213810920715332,20849,
53,-1.3838341236114502,20899,
53,-1.5614128112792969,20949,
53,-1.3302898406982422,20999,
53,-3.6882288455963135,21049,
53,,21059,0.8930000066757202
54,-0.6454148292541504,21099,
54,-4.251418590545654,21149,
54,-1.8519713878631592,21199,
54,-0.4633157253265381,21249,
54,-5.229921340942383,21299,
54,-0.4639577865600586,21349,
54,-6.029543399810791,21399,
54,-4.081554412841797,21449,
54,,21449,0.8962000012397766
55,-0.607425332069397,21499,
55,-0.4148397445678711,21549,
55,-2.0988998413085938,21599,
55,-1.6120182275772095,21649,
55,-2.9151699542999268,21699,
55,-3.8229405879974365,21749,
55,-7.190787315368652,21799,
55,,21839,0.8967000246047974
56,-1.5974072217941284,21849,
56,-2.510105609893799,21899,
56,-3.865471839904785,21949,
56,-1.8021513223648071,21999,
56,-2.3187053203582764,22049,
56,-0.2518587112426758,22099,
56,-9.916454315185547,22149,
56,-0.6619640588760376,22199,
56,,22229,0.9016000032424927
57,-5.8128767013549805,22249,
57,-5.065636157989502,22299,
57,-2.3682847023010254,22349,
57,-0.23946738243103027,22399,
57,-0.26535820960998535,22449,
57,-3.848499298095703,22499,
57,-9.863475799560547,22549,
57,-2.623627185821533,22599,
57,,22619,0.8998000025749207
58,-0.9965554475784302,22649,
58,-0.5977363586425781,22699,
58,-2.6395158767700195,22749,
58,-3.806837558746338,22799,
58,-0.4856407642364502,22849,
58,-8.55316162109375,22899,
58,-8.152511596679688,22949,
58,-1.948035717010498,22999,
58,,23009,0.8970000147819519
59,-4.100456237792969,23049,
59,-1.7465813159942627,23099,
59,-0.7594524621963501,23149,
59,-0.7500001192092896,23199,
59,-2.934192657470703,23249,
59,-7.175546169281006,23299,
59,-6.170998573303223,23349,
59,-1.9802660942077637,23399,
59,,23399,0.8971999883651733
60,-0.718878984451294,23449,
60,-0.04454302787780762,23499,
60,-9.507089614868164,23549,
60,-2.1269450187683105,23599,
60,-3.939176559448242,23649,
60,-1.1185822486877441,23699,
60,-1.2782983779907227,23749,
60,,23789,0.8974000215530396
61,-4.372509956359863,23799,
61,-3.0700478553771973,23849,
61,-3.739356756210327,23899,
61,-4.670231819152832,23949,
61,-1.7137298583984375,23999,
61,-0.975078821182251,24049,
61,-6.819902420043945,24099,
61,-1.7059731483459473,24149,
61,,24179,0.902400016784668
62,-6.83402681350708,24199,
62,-3.650451183319092,24249,
62,-5.761429786682129,24299,
62,-2.3031821250915527,24349,
62,-1.5797483921051025,24399,
62,-8.3095064163208,24449,
62,-6.23195219039917,24499,
62,-1.9961106777191162,24549,
62,,24569,0.9004999995231628
63,-6.997422695159912,24599,
63,-5.051631927490234,24649,
63,-1.946609616279602,24699,
63,-0.5433497428894043,24749,
63,-0.5303854942321777,24799,
63,-7.722175598144531,24849,
63,-0.9222390651702881,24899,
63,-3.2769649028778076,24949,
63,,24959,0.9045000076293945
64,-2.970335006713867,24999,
64,-7.662154197692871,25049,
64,-5.345834732055664,25099,
64,-0.6069765090942383,25149,
64,-2.433438301086426,25199,
64,-1.6439050436019897,25249,
64,-5.802494049072266,25299,
64,-0.6441735029220581,25349,
64,,25349,0.8999999761581421
65,-0.7956640720367432,25399,
65,-7.590219974517822,25449,
65,-0.42932748794555664,25499,
65,-3.4038805961608887,25549,
65,-5.3136887550354,25599,
65,-2.3852293491363525,25649,
65,-0.525827169418335,25699,
65,,25739,0.900600016117096
66,-3.2125024795532227,25749,
66,-2.133474826812744,25799,
66,-6.160707473754883,25849,
66,-6.217231273651123,25899,
66,-3.422489881515503,25949,
66,-2.660256862640381,25999,
66,-4.227002143859863,26049,
66,-4.797438144683838,26099,
66,,26129,0.9053999781608582
67,-4.3249077796936035,26149,
67,-5.138920307159424,26199,
67,-6.557714462280273,26249,
67,-0.8290789127349854,26299,
67,-7.883056163787842,26349,
67,-0.27858400344848633,26399,
67,-3.303795337677002,26449,
67,-1.6732436418533325,26499,
67,,26519,0.9071000218391418
68,-7.4708476066589355,26549,
68,-0.9169063568115234,26599,
68,-5.8409576416015625,26649,
68,-1.7484149932861328,26699,
68,-1.4466912746429443,26749,
68,-5.345828533172607,26799,
68,-9.536455154418945,26849,
68,-7.026123523712158,26899,
68,,26909,0.9052000045776367
69,-10.847756385803223,26949,
69,-0.29191696643829346,26999,
69,-1.5309512615203857,27049,
69,-7.703447341918945,27099,
69,-4.600254535675049,27149,
69,-1.0512168407440186,27199,
69,-0.8253525495529175,27249,
69,-3.4553515911102295,27299,
69,,27299,0.9021000266075134
70,-0.22983098030090332,27349,
70,-4.781558990478516,27399,
70,-0.6643764972686768,27449,
70,-7.102743625640869,27499,
70,-0.6007866859436035,27549,
70,0.49459946155548096,27599,
70,-0.6721799373626709,27649,
70,,27689,0.9067000150680542
71,-1.0206575393676758,27699,
71,-4.663943767547607,27749,
71,-7.146334171295166,27799,
71,-1.5366201400756836,27849,
71,-7.063967227935791,27899,
71,-1.4739248752593994,27949,
71,-7.478973388671875,27999,
71,-5.456947326660156,28049,
71,,28079,0.9041000008583069
72,-1.950584888458252,28099,
72,-1.5663957595825195,28149,
72,-2.58526611328125,28199,
72,-0.6940419673919678,28249,
72,-4.540657997131348,28299,
72,-3.7621943950653076,28349,
72,-1.9386277198791504,28399,
72,-1.7220518589019775,28449,
72,,28469,0.8988000154495239
73,-3.4752283096313477,28499,
73,-6.385557174682617,28549,
73,-0.43519115447998047,28599,
73,-0.32637882232666016,28649,
73,-4.151803970336914,28699,
73,-0.3210301399230957,28749,
73,-7.36298131942749,28799,
73,-6.0295257568359375,28849,
73,,28859,0.909500002861023
74,-0.5996744632720947,28899,
74,-6.595482349395752,28949,
74,-0.7603721618652344,28999,
74,-2.4293856620788574,29049,
74,-5.304638385772705,29099,
74,-2.5600438117980957,29149,
74,-2.8806798458099365,29199,
74,-3.623181104660034,29249,
74,,29249,0.9027000069618225
75,-4.209035873413086,29299,
75,-3.257160186767578,29349,
75,-5.305092811584473,29399,
75,-9.310967445373535,29449,
75,-6.6228837966918945,29499,
75,-0.9925546646118164,29549,
75,-1.0433707237243652,29599,
75,,29639,0.9000999927520752
76,-5.016570091247559,29649,
76,-0.6043801307678223,29699,
76,-0.9266573190689087,29749,
76,-7.158865451812744,29799,
76,-1.3167266845703125,29849,
76,-0.9686387777328491,29899,
76,-12.261087417602539,29949,
76,-0.49652600288391113,29999,
76,,30029,0.9045000076293945
77,0.053067564964294434,30049,
77,-0.5339632034301758,30099,
77,-8.50828742980957,30149,
77,-0.30756282806396484,30199,
77,-3.198235034942627,30249,
77,-5.440586090087891,30299,
77,-1.9228880405426025,30349,
77,-3.524073362350464,30399,
77,,30419,0.9063000082969666
78,-6.838741779327393,30449,
78,-10.842883110046387,30499,
78,-5.049213886260986,30549,
78,-4.261244773864746,30599,
78,-7.396379470825195,30649,
78,-0.7757470607757568,30699,
78,-0.9797477722167969,30749,
78,-1.5342655181884766,30799,
78,,30809,0.9110999703407288
79,-1.1019290685653687,30849,
79,-2.071268320083618,30899,
79,-0.7648308277130127,30949,
79,-2.21406888961792,30999,
79,-0.42354846000671387,31049,
79,-0.7347855567932129,31099,
79,-3.0668530464172363,31149,
79,-2.585071325302124,31199,
79,,31199,0.9139999747276306
80,-1.156306266784668,31249,
80,-9.194920539855957,31299,
80,-10.475095748901367,31349,
80,-4.665091514587402,31399,
80,-2.8115739822387695,31449,
80,-6.7413740158081055,31499,
80,-2.4432759284973145,31549,
80,,31589,0.9132999777793884
81,0.12168002128601074,31599,
81,-1.8375473022460938,31649,
81,-1.0074422359466553,31699,
81,-0.6959679126739502,31749,
81,-2.208860158920288,31799,
81,-1.7027256488800049,31849,
81,-8.792488098144531,31899,
81,-5.353693962097168,31949,
81,,31979,0.909500002861023
82,-0.8026766777038574,31999,
82,-1.4397213459014893,32049,
82,-3.470154285430908,32099,
82,-2.73508620262146,32149,
82,-11.302251815795898,32199,
82,0.14906930923461914,32249,
82,-2.435269832611084,32299,
82,-1.4582383632659912,32349,
82,,32369,0.9083999991416931
83,-1.7447257041931152,32399,
83,-12.168769836425781,32449,
83,-0.6639790534973145,32499,
83,-1.5736390352249146,32549,
83,-0.6370790004730225,32599,
83,-7.624528884887695,32649,
83,-0.8681445121765137,32699,
83,-2.3363707065582275,32749,
83,,32759,0.9092000126838684
84,-0.42675089836120605,32799,
84,-13.158823013305664,32849,
84,-6.343857288360596,32899,
84,-1.9936614036560059,32949,
84,-8.53897476196289,32999,
84,-2.202650547027588,33049,
84,-0.951529860496521,33099,
84,-2.482114315032959,33149,
84,,33149,0.9120000004768372
85,-1.374948501586914,33199,
85,-2.432041645050049,33249,
85,-4.587398529052734,33299,
85,-0.5162677764892578,33349,
85,-1.1294472217559814,33399,
85,-2.872464895248413,33449,
85,-7.099280834197998,33499,
85,,33539,0.899399995803833
86,-0.9325954914093018,33549,
86,-2.0576515197753906,33599,
86,-1.1293928623199463,33649,
86,-6.4212327003479,33699,
86,-2.856520891189575,33749,
86,-5.594011306762695,33799,
86,-6.073958396911621,33849,
86,-5.901994705200195,33899,
86,,33929,0.9025999903678894
87,-0.38489651679992676,33949,
87,-0.3970949649810791,33999,
87,-3.169431447982788,34049,
87,-4.292575836181641,34099,
87,-2.3508810997009277,34149,
87,-2.9112305641174316,34199,
87,-2.490300416946411,34249,
87,-1.5692802667617798,34299,
87,,34319,0.9041000008583069
88,-10.203460693359375,34349,
88,-0.3094515800476074,34399,
88,-3.6876842975616455,34449,
88,-7.876054286956787,34499,
88,-1.2385635375976562,34549,
88,-2.7212510108947754,34599,
88,-11.107617378234863,34649,
88,-0.44869470596313477,34699,
88,,34709,0.9006999731063843
89,-2.0616135597229004,34749,
89,-2.1564712524414062,34799,
89,-6.387711524963379,34849,
89,-3.6060774326324463,34899,
89,-6.424871444702148,34949,
89,-2.829155206680298,34999,
89,-0.8160138130187988,35049,
89,-0.5652265548706055,35099,
89,,35099,0.9036999940872192
90,-5.060993194580078,35149,
90,-2.4223861694335938,35199,
90,-3.785266160964966,35249,
90,-11.419041633605957,35299,
90,-2.468714714050293,35349,
90,-4.338091850280762,35399,
90,-3.479487895965576,35449,
90,,35489,0.909600019454956
91,-4.811375617980957,35499,
91,-6.5409345626831055,35549,
91,-0.6623308658599854,35599,
91,-2.163372039794922,35649,
91,-5.811006546020508,35699,
91,-2.679582118988037,35749,
91,-3.7620112895965576,35799,
91,-1.5809928178787231,35849,
91,,35879,0.9088000059127808
92,-4.79638671875,35899,
92,-3.0750503540039062,35949,
92,-7.834402084350586,35999,
92,-1.573257327079773,36049,
92,-0.7923061847686768,36099,
92,-1.285416841506958,36149,
92,-0.46231698989868164,36199,
92,-10.17941665649414,36249,
92,,36269,0.9085000157356262
93,-1.2258940935134888,36299,
93,-8.179361343383789,36349,
93,-0.9911381006240845,36399,
93,-0.8915896415710449,36449,
93,-3.881990432739258,36499,
93,-3.3417587280273438,36549,
93,-5.682295799255371,36599,
93,-2.247182846069336,36649,
93,,36659,0.9156000018119812
94,-4.151239395141602,36699,
94,-1.671783447265625,36749,
94,-1.5902416706085205,36799,
94,-1.2840256690979004,36849,
94,0.21850275993347168,36899,
94,-8.178749084472656,36949,
94,-3.009446859359741,36999,
94,-12.201847076416016,37049,
94,,37049,0.9103000164031982
95,-3.979383707046509,37099,
95,-11.393383026123047,37149,
95,-0.9924063682556152,37199,
95,-1.1796724796295166,37249,
95,-0.4581761360168457,37299,
95,-0.8251081705093384,37349,
95,-3.334111213684082,37399,
95,,37439,0.9018999934196472
96,-0.21824145317077637,37449,
96,-2.2246592044830322,37499,
96,-1.876370906829834,37549,
96,-2.4046549797058105,37599,
96,-1.756406545639038,37649,
96,-2.6873998641967773,37699,
96,-0.13619303703308105,37749,
96,-1.7427383661270142,37799,
96,,37829,0.9010999798774719
97,-3.995521068572998,37849,
97,-1.9824140071868896,37899,
97,-4.250786781311035,37949,
97,-4.238289833068848,37999,
97,-6.039384841918945,38049,
97,-0.612199068069458,38099,
97,-0.7845871448516846,38149,
97,-1.0569837093353271,38199,
97,,38219,0.9060999751091003
98,-2.3011832237243652,38249,
98,-2.7690627574920654,38299,
98,-0.4942460060119629,38349,
98,0.0010561943054199219,38399,
98,-0.8027777671813965,38449,
98,-0.6828837394714355,38499,
98,-4.874991416931152,38549,
98,-5.172706604003906,38599,
98,,38609,0.9049999713897705
99,-2.684589147567749,38649,
99,-0.9619112014770508,38699,
99,-4.627525329589844,38749,
99,-0.9507606029510498,38799,
99,-4.063570976257324,38849,
99,-2.259431838989258,38899,
99,-1.2233288288116455,38949,
99,-1.4350919723510742,38999,
99,,38999,0.9067000150680542
100,-1.4341243505477905,39049,
100,-1.4556797742843628,39099,
100,-5.738408088684082,39149,
100,-3.0622494220733643,39199,
100,-7.647849082946777,39249,
100,-4.946035385131836,39299,
100,-3.9739885330200195,39349,
100,,39389,0.9031000137329102
101,-9.164977073669434,39399,
101,-2.717176914215088,39449,
101,-7.609160900115967,39499,
101,-0.13407444953918457,39549,
101,-1.729572057723999,39599,
101,-5.23787260055542,39649,
101,-5.922330856323242,39699,
101,-9.28014850616455,39749,
101,,39779,0.9097999930381775
102,-3.420656204223633,39799,
102,-2.180501699447632,39849,
102,-0.28153133392333984,39899,
102,-5.33737850189209,39949,
102,-8.290902137756348,39999,
102,-0.8543411493301392,40049,
102,-1.6158897876739502,40099,
102,-1.4851808547973633,40149,
102,,40169,0.9101999998092651
103,-3.0205624103546143,40199,
103,-2.5511138439178467,40249,
103,-2.356581687927246,40299,
