train_loss1,epoch,train_loss2,step,train_acc2,test_acc,train_acc1
,7,,3119,0.7741386294364929,0.8130000233650208,0.772576093673706
0.0015401735436171293,8,0.00149999198038131,3149,,,
0.002532852813601494,8,0.0018585625803098083,3199,,,
0.0011678988812491298,8,0.0013300160644575953,3249,,,
0.0022690731566399336,8,0.0031684464775025845,3299,,,
0.002337865298613906,8,0.0019350837683305144,3349,,,
0.0020386555697768927,8,0.0014890029560774565,3399,,,
0.0019434229470789433,8,0.0017416479531675577,3449,,,
0.0021500668954104185,8,0.0021100910380482674,3499,,,
,8,,3509,0.7820512652397156,0.8061000108718872,0.7837740182876587
0.0016578987706452608,9,0.0015112687833607197,3549,,,
0.0009095873683691025,9,0.0018746221903711557,3599,,,
0.002566624665632844,9,0.002495139604434371,3649,,,
0.0007529438007622957,9,0.001265261322259903,3699,,,
0.002809039317071438,9,0.0031658473890274763,3749,,,
0.0010749191278591752,9,0.0009507711511105299,3799,,,
0.001145406044088304,9,0.0011687022633850574,3849,,,
0.0012427910696715117,9,0.0008177483105100691,3899,,,
,9,,3899,0.788321316242218,0.8299000263214111,0.7900040149688721
0.0012488319771364331,10,0.0011681464966386557,3949,,,
0.001364832860417664,10,0.0014265545178204775,3999,,,
0.0022897205781191587,10,0.00260202051140368,4049,,,
0.0012337659718468785,10,0.0013151556486263871,4099,,,
0.0008073627832345665,10,0.0004099093494005501,4149,,,
0.0015570310642942786,10,0.000814602302853018,4199,,,
0.0016366848722100258,10,0.0007377276197075844,4249,,,
,10,,4289,0.7965945601463318,0.8313999772071838,0.7968549728393555
0.0008014536579139531,11,0.0007893524598330259,4299,,,
0.002494985004886985,11,0.0014201514422893524,4349,,,
0.0005563879385590553,11,0.0003804510924965143,4399,,,
0.002554922830313444,11,0.0031309688929468393,4449,,,
0.0012275129556655884,11,0.0017374287126585841,4499,,,
0.0015978700248524547,11,0.0019762443844228983,4549,,,
0.0006276958156377077,11,0.0006734899943694472,4599,,,
0.0010188634041696787,11,0.0011097530368715525,4649,,,
,11,,4679,0.8014222979545593,0.8391000032424927,0.8028445243835449
0.0008892954792827368,12,0.0011532953940331936,4699,,,
0.000723077857401222,12,0.0008254365529865026,4749,,,
0.0020860470831394196,12,0.0014008666621521115,4799,,,
0.0008653300465084612,12,0.0008976413519121706,4849,,,
0.0005132293445058167,12,0.0007314285030588508,4899,,,
0.0006531034014187753,12,0.0012087723007425666,4949,,,
0.0012571082916110754,12,0.0014213613467290998,4999,,,
0.0017771762795746326,12,0.001454679062590003,5049,,,
,12,,5069,0.805468738079071,0.8335000276565552,0.8061298131942749
0.0010820430470630527,13,0.0010455748997628689,5099,,,
0.004701524041593075,13,0.003794657066464424,5149,,,
0.0014770120615139604,13,0.0017309010727331042,5199,,,
0.002624277723953128,13,0.0016214650822803378,5249,,,
0.0011981404386460781,13,0.0009663178352639079,5299,,,
0.0012276008492335677,13,0.0006876739207655191,5349,,,
0.0003405591705814004,13,0.0005028875893913209,5399,,,
0.0009081159369088709,13,0.001151934266090393,5449,,,
,13,,5459,0.8086338043212891,0.8435999751091003,0.8082532286643982
0.001309300772845745,14,0.0013352138921618462,5499,,,
0.0011050071334466338,14,0.0006103830528445542,5549,,,
0.0010636213701218367,14,0.0009018006385304034,5599,,,
0.00027634541038423777,14,0.0004397217708174139,5649,,,
0.0014598279958590865,14,0.0005966172902844846,5699,,,
0.0016243758145719767,14,0.0014494673814624548,5749,,,
0.0008225250639952719,14,0.0009704719996079803,5799,,,
0.0011916039511561394,14,0.0014478174271062016,5849,,,
,14,,5849,0.8150641322135925,0.8453999757766724,0.8160457015037537
0.0005292112473398447,15,0.0011793478624895215,5899,,,
0.0009027703781612217,15,0.0017173198284581304,5949,,,
0.0010785581544041634,15,0.0006396546959877014,5999,,,
0.0010575302876532078,15,0.0007219112594611943,6049,,,
0.000960180361289531,15,0.0009432698134332895,6099,,,
0.0017877105856314301,15,0.0020361316855996847,6149,,,
0.0007073736051097512,15,0.0015633422881364822,6199,,,
,15,,6239,0.8197516202926636,0.8375999927520752,0.8178685903549194
0.0019892759155482054,16,0.0020694222766906023,6249,,,
0.0008718589087948203,16,0.0006746775470674038,6299,,,
0.0007823355263099074,16,0.001284447149373591,6349,,,
0.0013343861792236567,16,0.0009040060685947537,6399,,,
0.0007594680064357817,16,0.0006085033528506756,6449,,,
0.0006753113120794296,16,0.0006373796495608985,6499,,,
0.0014729831600561738,16,0.0009838722180575132,6549,,,
0.0007500004721805453,16,0.0009860227582976222,6599,,,
,16,,6629,0.8198317289352417,0.8456000089645386,0.8222956657409668
0.0006661535589955747,17,0.00034825579496100545,6649,,,
0.0009210289572365582,17,0.0008764627855271101,6699,,,
0.0004672401410061866,17,0.0010452548740431666,6749,,,
0.0016868941020220518,17,0.0007478203042410314,6799,,,
0.0014671359676867723,17,0.001346850534901023,6849,,,
0.001070820726454258,17,0.000986229395493865,6899,,,
0.001343767624348402,17,0.0010081492364406586,6949,,,
0.0009330420871265233,17,0.0014440021477639675,6999,,,
,17,,7019,0.8234575390815735,0.8507000207901001,0.8227564096450806
0.00010602160182315856,18,0.0003936162975151092,7049,,,
0.001281272154301405,18,0.0016399876913055778,7099,,,
0.0006351410411298275,18,0.001613706350326538,7149,,,
0.00242376490496099,18,0.002022115048021078,7199,,,
0.0009464197210036218,18,0.0005234031123109162,7249,,,
0.0006919449660927057,18,0.0009011611109599471,7299,,,
0.00035449740244075656,18,0.0010219733230769634,7349,,,
0.0002872473269235343,18,0.0009366931626573205,7399,,,
,18,,7409,0.8260817527770996,0.8450999855995178,0.8267627954483032
0.0011476390063762665,19,0.0012730237795040011,7449,,,
0.0017380883218720555,19,0.0013392718974500895,7499,,,
0.0013665541773661971,19,0.001246085506863892,7549,,,
0.0006605581729672849,19,0.0012204927625134587,7599,,,
0.0005553099908865988,19,0.0012780657270923257,7649,,,
0.0007003544014878571,19,0.0010399606544524431,7699,,,
0.00017144119192380458,19,0.0007109970320016146,7749,,,
0.0022609811276197433,19,0.002484347438439727,7799,,,
,19,,7799,0.8229367136955261,0.8482000231742859,0.8286858797073364
0.0002459012030158192,20,0.0003746451111510396,7849,,,
0.0001706026669126004,20,0.0006748763262294233,7899,,,
0.00029618380358442664,20,0.0010573079343885183,7949,,,
0.001154065364971757,20,0.0010035471059381962,7999,,,
0.0006472051027230918,20,0.0004226710880175233,8049,,,
0.0006986651569604874,20,0.0008246783399954438,8099,,,
0.0013491412391886115,20,0.001066091819666326,8149,,,
,20,,8189,0.8310697078704834,0.8611000180244446,0.8330528736114502
0.0015877224504947662,21,0.0012626248644664884,8199,,,
0.0005964931915514171,21,0.0005581526202149689,8249,,,
0.0006894090329296887,21,0.0007924831588752568,8299,,,
0.0004203042481094599,21,0.0003700533998198807,8349,,,
0.0007869068067520857,21,0.0001149565214291215,8399,,,
9.556677105138078e-05,21,0.00017056528304237872,8449,,,
0.00039803748950362206,21,0.00023751030676066875,8499,,,
0.0016649415483698249,21,0.001940472866408527,8549,,,
,21,,8579,0.8360777497291565,0.8626999855041504,0.8347756266593933
0.00048294474254362285,22,0.0006374032818712294,8599,,,
0.0003095205465797335,22,0.00026137151871807873,8649,,,
0.0013289152411743999,22,0.0012809874024242163,8699,,,
0.00072694435948506,22,0.0006172802532091737,8749,,,
0.0015915118856355548,22,0.0013862201012670994,8799,,,
0.0009806423913687468,22,0.0012883779127150774,8849,,,
0.0017720666946843266,22,0.0010251380736008286,8899,,,
0.0010485423263162374,22,0.00047753978287801147,8949,,,
,22,,8969,0.8361378312110901,0.8342000246047974,0.835196316242218
0.0004497366026043892,23,0.00046607296098954976,8999,,,
0.00038503092946484685,23,0.00048479027464054525,9049,,,
0.0004513714520726353,23,0.0005826754495501518,9099,,,
0.0004964947002008557,23,0.0006000667344778776,9149,,,
0.000846062961500138,23,9.715835039969534e-05,9199,,,
0.0006602768553420901,23,0.0004761732998304069,9249,,,
0.0014271854888647795,23,0.001112113008275628,9299,,,
0.0005526749882847071,23,0.00041921649244613945,9349,,,
,23,,9359,0.8402844667434692,0.857200026512146,0.837620198726654
0.000834793783724308,24,0.0011295921867713332,9399,,,
0.0005473170313052833,24,0.00031138776103034616,9449,,,
0.0008010802557691932,24,0.0006413257797248662,9499,,,
0.0003623978700488806,24,5.444555790745653e-05,9549,,,
0.00030853025964461267,24,0.000685653300024569,9599,,,
0.0010639866814017296,24,0.0010837502777576447,9649,,,
0.0006748164305463433,24,0.0010117660276591778,9699,,,
0.0012059619184583426,24,0.0017215467523783445,9749,,,
,24,,9749,0.8368790149688721,0.8517000079154968,0.8390825390815735
0.0008336030296050012,25,0.0004590843163896352,9799,,,
0.000361724232789129,25,0.00028215075144544244,9849,,,
0.0012769984314218163,25,0.001712008030153811,9899,,,
0.007033993490040302,25,0.004626479931175709,9949,,,
0.001964488299563527,25,0.001322438707575202,9999,,,
0.0018639849731698632,25,0.00157698814291507,10049,,,
0.0008575459360145032,25,0.001037781359627843,10099,,,
,25,,10139,0.839102566242218,0.8586000204086304,0.8277443647384644
0.0007048241677694023,26,0.0010078821796923876,10149,,,
0.0008132545044645667,26,0.0007315432885661721,10199,,,
0.00046389742055907845,26,0.00024469607160426676,10249,,,
0.00021058846323285252,26,0.0001301105075981468,10299,,,
0.0012273254105821252,26,0.0006378779653459787,10349,,,
0.000265060574747622,26,0.0005967335309833288,10399,,,
0.001256785704754293,26,0.0004944992251694202,10449,,,
0.0009505088091827929,26,0.0007610280881635845,10499,,,
,26,,10529,0.8438501358032227,0.876800000667572,0.8411658406257629
5.9400099416961893e-05,27,0.00024159433087334037,10549,,,
0.00021838532120455056,27,0.0004843990027438849,10599,,,
0.000709682353772223,27,0.00029704876942560077,10649,,,
0.00041808743844740093,27,0.0005192902171984315,10699,,,
0.00014527504390571266,27,0.0005656782886944711,10749,,,
0.0004051498544868082,27,0.0003774959477595985,10799,,,
0.00019158107170369476,27,0.0004384395433589816,10849,,,
0.00032158999238163233,27,0.0002598617284093052,10899,,,
,27,,10919,0.8446714878082275,0.8701000213623047,0.843589723110199
0.0008005226845853031,28,0.00019541991059668362,10949,,,
0.0019490550039336085,28,0.0017599986167624593,10999,,,
0.0002529511402826756,28,0.000861243112012744,11049,,,
0.00033348475699312985,28,0.00038647762266919017,11099,,,
0.0003672942111734301,28,0.00017396050679963082,11149,,,
0.0004550736921373755,28,0.00037680103559978306,11199,,,
0.0004377011500764638,28,0.0005033108172938228,11249,,,
0.0012922188034281135,28,0.0007336806156672537,11299,,,
,28,,11309,0.8440304398536682,0.8773999810218811,0.8467347621917725
0.003048280719667673,29,0.0007712524384260178,11349,,,
0.00045619887532666326,29,0.0009292924660257995,11399,,,
0.0006955723511055112,29,0.0007590334280394018,11449,,,
0.0013876771554350853,29,0.0014921131078153849,11499,,,
0.0002062502462649718,29,0.00040538987377658486,11549,,,
0.00033749963040463626,29,0.0004484723322093487,11599,,,
0.0006373600335791707,29,0.00026072387117892504,11649,,,
0.00029626116156578064,29,0.000106011466414202,11699,,,
,29,,11699,0.8459134697914124,0.8748999834060669,0.8456931114196777
0.0002544275193940848,30,0.000189773621968925,11749,,,
0.0008206554921343923,30,0.0008764532976783812,11799,,,
0.000586919893976301,30,0.001222081482410431,11849,,,
0.0002136549592250958,30,0.00028565010870806873,11899,,,
0.00037579762283712626,30,0.000652651593554765,11949,,,
0.00017552268400322646,30,0.00018624957010615617,11999,,,
0.00025580983492545784,30,0.0003669877187348902,12049,,,
,30,,12089,0.8475961685180664,0.8719000220298767,0.8488381505012512
0.00020744834910146892,31,0.0004006675735581666,12099,,,
0.0011718295281752944,31,0.0011501092230901122,12149,,,
0.0018249436980113387,31,0.0011681183241307735,12199,,,
0.0008680051541887224,31,0.000728381797671318,12249,,,
0.0009632838191464543,31,0.00018405355513095856,12299,,,
0.0002739627379924059,31,0.0004884952795691788,12349,,,
0.00038390487316064537,31,0.0003237425989937037,12399,,,
0.0005075572989881039,31,0.0007573802722617984,12449,,,
,31,,12479,0.8456730842590332,0.8761000037193298,0.8479767441749573
8.789308049017563e-05,32,0.00022663918207399547,12499,,,
0.0009540893952362239,32,5.191422314965166e-05,12549,,,
0.0010662809945642948,32,0.001611279440112412,12599,,,
0.0005059526301920414,32,0.0002783429517876357,12649,,,
0.00010100536019308493,32,8.838197391014546e-05,12699,,,
0.0007754548569209874,32,0.00048539231647737324,12749,,,
0.0016943347873166203,32,0.001955357613041997,12799,,,
0.0005774068413302302,32,0.0006335342186503112,12849,,,
,32,,12869,0.8496394157409668,0.8738999962806702,0.849338948726654
0.0007632785709574819,33,0.0003858998534269631,12899,,,
0.0005387323908507824,33,8.98341677384451e-05,12949,,,
0.0004451606364455074,33,0.00040020333835855126,12999,,,
0.00025470583932474256,33,8.165511826518923e-05,13049,,,
0.0012978685554116964,33,0.0011133700609207153,13099,,,
0.00029838792397640646,33,0.0005214557750150561,13149,,,
0.000663832004647702,33,0.0014407921116799116,13199,,,
0.0002683240454643965,33,0.0008168148342519999,13249,,,
,33,,13259,0.8513621687889099,0.8820000290870667,0.8528245091438293
0.0007441400666721165,34,0.00045849531306885183,13299,,,
0.0007430208497680724,34,0.000950317014940083,13349,,,
0.0004127995343878865,34,7.880423800088465e-05,13399,,,
6.221576768439263e-05,34,0.00014777785690966994,13449,,,
0.0006003855378367007,34,0.00020386819960549474,13499,,,
0.0001950772275449708,34,7.628923776792362e-05,13549,,,
0.0004337579885032028,34,0.00060560047859326,13599,,,
0.0003665649564936757,34,0.00043415382970124483,13649,,,
,34,,13649,0.854607343673706,0.8783000111579895,0.8516626358032227
6.939811282791197e-05,35,0.00034446813515387475,13699,,,
0.0007464905502274632,35,0.0009104422060772777,13749,,,
7.346928032347932e-05,35,0.00013148345169611275,13799,,,
0.00028080385527573526,35,8.618710853625089e-05,13849,,,
6.402686994988471e-05,35,3.763059066841379e-05,13899,,,
0.000913379539269954,35,0.00020981502893846482,13949,,,
0.00046941349864937365,35,0.0005243273917585611,13999,,,
,35,,14039,0.852343738079071,0.8787000179290771,0.8516025543212891
8.348008850589395e-05,36,0.00018803778220899403,14049,,,
0.0007064449600875378,36,0.0010901328641921282,14099,,,
0.00019124375830870122,36,0.000755671295337379,14149,,,
0.0010334720136597753,36,0.0005779426428489387,14199,,,
0.0005232745897956192,36,0.0015354412607848644,14249,,,
0.00042998502613045275,36,0.00022141275985632092,14299,,,
0.0004806570941582322,36,0.0003368194738868624,14349,,,
0.0011650113156065345,36,0.00044850981794297695,14399,,,
,36,,14429,0.8552283644676208,0.878000020980835,0.8535857200622559
0.0007837830926291645,37,0.0012278195936232805,14449,,,
0.0004476431349758059,37,0.0010401300387457013,14499,,,
0.001074515050277114,37,0.0008001544047147036,14549,,,
0.0004813929845113307,37,0.000677982869092375,14599,,,
6.372485222527757e-05,37,0.00014144755550660193,14649,,,
0.0006777222151868045,37,0.0012167637469246984,14699,,,
0.00034668564330786467,37,0.0003527059452608228,14749,,,
9.692419553175569e-05,37,8.581636211602017e-05,14799,,,
,37,,14819,0.8545072078704834,0.8762999773025513,0.8558493852615356
0.0011762587819248438,38,0.001661175861954689,14849,,,
0.001255893730558455,38,0.0007492185686714947,14899,,,
3.089381425525062e-05,38,0.00037750997580587864,14949,,,
2.1444437152240425e-05,38,4.9506557843415067e-05,14999,,,
0.0004302667803131044,38,0.00017577889957465231,15049,,,
0.0006800299743190408,38,0.0005743260262534022,15099,,,
0.00030226437957026064,38,0.0005222797044552863,15149,,,
0.0005934328655712306,38,0.0008201771997846663,15199,,,
,38,,15209,0.8557291626930237,0.8899999856948853,0.8552083373069763
5.652296749758534e-05,39,5.89540068176575e-05,15249,,,
7.112415914889425e-05,39,3.434288373682648e-05,15299,,,
0.0006420047138817608,39,0.00023670634254813194,15349,,,
0.0007911409484222531,39,0.0007046256796456873,15399,,,
0.0002403742983005941,39,0.0002529362391214818,15449,,,
0.00044177306699566543,39,0.0009210950811393559,15499,,,
0.0006579129258170724,39,0.0003914392727892846,15549,,,
0.0007991925231181085,39,0.0005932074273005128,15599,,,
,39,,15599,0.8564703464508057,0.8824999928474426,0.8573117256164551
0.000523422088008374,40,0.00014452068717218935,15649,,,
0.0004035968449898064,40,0.00023137002426665276,15699,,,
0.00033177199657075107,40,6.405801104847342e-05,15749,,,
0.0003243774699512869,40,0.00016349487123079598,15799,,,
0.00010508924606256187,40,0.0006062024622224271,15849,,,
0.0007251804345287383,40,0.00032639954588375986,15899,,,
0.0003449539071880281,40,0.0008819624199531972,15949,,,
,40,,15989,0.8575721383094788,0.8752999901771545,0.8587539792060852
0.00026698200963437557,41,0.00040196621557697654,15999,,,
0.0001135919737862423,41,0.00010653993376763538,16049,,,
0.00010756737174233422,41,0.00010071152792079374,16099,,,
0.0005389917641878128,41,0.0005976164829917252,16149,,,
0.0004237989487592131,41,0.00047460137284360826,16199,,,
0.0006665284745395184,41,0.000584415509365499,16249,,,
0.00014847502461634576,41,0.00016835157293826342,16299,,,
0.00012349215103313327,41,9.038989810505882e-05,16349,,,
,41,,16379,0.858513593673706,0.8865000009536743,0.8583333492279053
0.0004222677671350539,42,0.0006593739381060004,16399,,,
0.000988860847428441,42,0.0003725584829226136,16449,,,
0.0003068899386562407,42,0.0004513335879892111,16499,,,
4.167873703408986e-05,42,0.00034809662611223757,16549,,,
8.60020809341222e-05,42,8.532257925253361e-05,16599,,,
0.0007412933628074825,42,0.00020939904788974673,16649,,,
0.0011981562711298466,42,0.0003427078772801906,16699,,,
0.00024245122040156275,42,0.0005237286677584052,16749,,,
,42,,16769,0.8586137890815735,0.8837000131607056,0.8584535121917725
0.00023261294700205326,43,0.0003679743967950344,16799,,,
0.0004684421874117106,43,0.00012199352931929752,16849,,,
0.0009928493527695537,43,0.0022782678715884686,16899,,,
0.00012993377458769828,43,0.0007612176705151796,16949,,,
0.0003036902053281665,43,3.673856917885132e-05,16999,,,
0.0004142046964261681,43,0.0005460543907247484,17049,,,
0.0006134574068710208,43,8.703569619683549e-05,17099,,,
0.00027123972540721297,43,0.00030658242758363485,17149,,,
,43,,17159,0.8613781929016113,0.8809000253677368,0.8608773946762085
0.000657734926789999,44,0.0003235488838981837,17199,,,
6.012322046444751e-05,44,0.00018616249144542962,17249,,,
0.00010345403279643506,44,9.815407247515395e-05,17299,,,
9.035997209139168e-05,44,0.0008519485127180815,17349,,,
0.00023688172223046422,44,0.00013225148722995073,17399,,,
0.0005684344214387238,44,0.0010137081844732165,17449,,,
0.0004535557236522436,44,3.106002986896783e-05,17499,,,
0.00039213348645716906,44,0.000624016800429672,17549,,,
,44,,17549,0.8616586327552795,0.8873000144958496,0.8600961565971375
0.0004352176911197603,45,1.831888766901102e-05,17599,,,
0.0004822361806873232,45,0.00033415862708352506,17649,,,
0.0002592892269603908,45,0.00014326062228064984,17699,,,
0.00028997560730203986,45,0.00043372585787437856,17749,,,
2.6198882551398128e-05,45,7.525111868744716e-05,17799,,,
7.501010986743495e-05,45,7.731358346063644e-05,17849,,,
0.00021192901476752013,45,0.00037451667594723403,17899,,,
,45,,17939,0.8625600934028625,0.8855000138282776,0.861638605594635
0.00015218764019664377,46,0.000487628421979025,17949,,,
7.209159957710654e-05,46,8.932899800129235e-05,17999,,,
0.0004939087084494531,46,0.00038160968688316643,18049,,,
0.00014365521201398224,46,0.00036771604209207,18099,,,
0.0003167757240589708,46,0.00011550499766599387,18149,,,
0.0005634439876303077,46,0.0005021894467063248,18199,,,
0.0011736811138689518,46,0.0006119899335317314,18249,,,
0.0009622913203202188,46,0.0005340237985365093,18299,,,
,46,,18329,0.8619591593742371,0.8831999897956848,0.8620993494987488
0.0004213870270177722,47,0.0005061107804067433,18349,,,
0.00025720932171680033,47,0.0005012962501496077,18399,,,
0.0004701485740952194,47,0.00019113984308205545,18449,,,
0.00043053465196862817,47,0.0006383926374837756,18499,,,
4.882004941464402e-05,47,0.00015444174641743302,18549,,,
2.076858072541654e-05,47,4.476999311009422e-05,18599,,,
5.571853762376122e-05,47,0.0003089298552367836,18649,,,
0.0005447832518257201,47,0.00024506074259988964,18699,,,
,47,,18719,0.8627403974533081,0.8865000009536743,0.8638020753860474
8.822754170978442e-05,48,0.0006347399903461337,18749,,,
5.024913843953982e-05,48,9.868844063021243e-05,18799,,,
0.00023200231953524053,48,0.0005779519560746849,18849,,,
0.0010374861303716898,48,0.0006036667618900537,18899,,,
0.00014665555499959737,48,0.0004627722955774516,18949,,,
0.00025273047504015267,48,0.00029261037707328796,18999,,,
5.360285649658181e-05,48,0.000190649094292894,19049,,,
0.00011050151806557551,48,0.0003822261933237314,19099,,,
,48,,19109,0.8646233677864075,0.8844000101089478,0.8624599575996399
0.00015233494923450053,49,0.00025374171673320234,19149,,,
0.00037487829104065895,49,0.00010653139906935394,19199,,,
0.00034288346068933606,49,7.119638758013025e-05,19249,,,
0.0002610525116324425,49,0.0007012781570665538,19299,,,
4.674283627537079e-05,49,4.725845064967871e-05,19349,,,
9.184150985674933e-05,49,0.00016926164971664548,19399,,,
7.333500252570957e-05,49,0.0005553176742978394,19449,,,
5.856309871887788e-05,49,0.00033692194847390056,19499,,,
,49,,19499,0.8636618852615356,0.8920999765396118,0.8620793223381042
0.0002273487625643611,50,0.00020427156414370984,19549,,,
0.0004371644463390112,50,0.0007148738368414342,19599,,,
0.00029429057030938566,50,0.00017063999257516116,19649,,,
0.0004972565220668912,50,0.0003847072075586766,19699,,,
0.0006541453767567873,50,0.00015374788199551404,19749,,,
0.0005602738237939775,50,0.0003445507900323719,19799,,,
2.8005744752590545e-05,50,9.31325921555981e-05,19849,,,
,50,,19889,0.8645232319831848,0.8845999836921692,0.8650240302085876
0.0005727145471610129,51,0.00012059845903422683,19899,,,
0.0009073250694200397,51,0.0005012373439967632,19949,,,
0.0006142320344224572,51,0.0014341132482513785,19999,,,
0.0005869941087439656,51,0.00015588391397614032,20049,,,
0.0002602004387881607,51,6.349387695081532e-05,20099,,,
0.00045728462282568216,51,0.00046812460641376674,20149,,,
3.481702151475474e-05,51,3.1278756068786606e-05,20199,,,
9.741932444740087e-06,51,2.2817219360149466e-05,20249,,,
,51,,20279,0.8676081895828247,0.8895000219345093,0.8677083253860474
0.000641162390820682,52,0.0004446882230695337,20299,,,
0.0004819076566491276,52,0.0002913912758231163,20349,,,
8.28806369099766e-05,52,7.549458678113297e-05,20399,,,
0.00010455762821948156,52,0.00015511155652347952,20449,,,
0.0002677971206139773,52,0.00011522400745889172,20499,,,
0.0001979744847631082,52,0.0003185019886586815,20549,,,
0.00011757895845221356,52,0.0001003034194582142,20599,,,
0.00013641020632348955,52,0.00041039744974114,20649,,,
,52,,20669,0.8680087924003601,0.896399974822998,0.8673678040504456
0.0006026457413099706,53,0.000630211376119405,20699,,,
0.0004425958322826773,53,0.0002362608938710764,20749,,,
0.0003503728366922587,53,0.00022048712708055973,20799,,,
6.049604417057708e-05,53,0.00013836992729920894,20849,,,
0.00011898515367647633,53,0.0003537803131621331,20899,,,
0.0005937937530688941,53,2.8345122700557113e-05,20949,,,
0.00013841266627423465,53,0.0006087822839617729,20999,,,
0.00021792594634462148,53,6.13392039667815e-05,21049,,,
,53,,21059,0.8671274185180664,0.8853999972343445,0.8666466474533081
0.0001137282743002288,54,2.366525586694479e-05,21099,,,
0.00022749909840058535,54,0.00019885304209310561,21149,,,
0.000788638077210635,54,0.0010108022252097726,21199,,,
0.00021702313097193837,54,0.00012570322724059224,21249,,,
0.0004360788152553141,54,0.0004959531943313777,21299,,,
7.099656795617193e-05,54,0.00011448129953350872,21349,,,
0.0014418071368709207,54,0.00071855413261801,21399,,,
0.0001500689540989697,54,9.545263310428709e-05,21449,,,
,54,,21449,0.8672876358032227,0.892300009727478,0.8681490421295166
0.00019848874944727868,55,0.0009455925901420414,21499,,,
0.0004898376646451652,55,0.0002965278981719166,21549,,,
3.366230521351099e-05,55,0.00035924880648963153,21599,,,
5.2104493079241365e-05,55,5.094944572192617e-05,21649,,,
0.0002595733676571399,55,0.00013228756142780185,21699,,,
4.5068562030792236e-05,55,0.0003704972332343459,21749,,,
