step,train_loss,epoch,val_acc,val_loss,test_acc,train_acc
49,2.163695812225342,0,,,,
99,2.2383737564086914,0,,,,
149,1.996814489364624,0,,,,
199,2.0771470069885254,0,,,,
249,2.465541124343872,0,,,,
299,2.537292242050171,0,,,,
312,,0,0.19859999418258667,11.660553932189941,,
312,,0,,,0.10452926903963089,0.19702500104904175
349,2.112091541290283,1,,,,
399,2.1032183170318604,1,,,,
449,2.179938554763794,1,,,,
499,2.029966354370117,1,,,,
549,2.0514638423919678,1,,,,
599,1.9567668437957764,1,,,,
625,,1,0.3237000107765198,5.69412088394165,,
625,,1,,,0.10452926903963089,0.2542499899864197
649,1.9338394403457642,2,,,,
699,1.9660762548446655,2,,,,
749,1.892080545425415,2,,,,
799,1.8285295963287354,2,,,,
849,1.896726131439209,2,,,,
899,1.854273796081543,2,,,,
938,,2,0.3955000042915344,33.38137435913086,,
938,,2,,,0.10452926903963089,0.3407500088214874
949,2.0173192024230957,3,,,,
999,2.0763227939605713,3,,,,
1049,1.5808751583099365,3,,,,
1099,1.5920213460922241,3,,,,
1149,1.8231288194656372,3,,,,
1199,2.1499080657958984,3,,,,
1249,2.260795831680298,3,,,,
1251,,3,0.22139999270439148,4.31321382522583,,
1251,,3,,,0.10452926903963089,0.3262999951839447
1299,1.8763452768325806,4,,,,
1349,2.0682568550109863,4,,,,
1399,2.365379571914673,4,,,,
1449,2.00238299369812,4,,,,
1499,1.8128966093063354,4,,,,
1549,1.9480910301208496,4,,,,
1564,,4,0.32589998841285706,2.2215094566345215,,
1564,,4,,,0.10452926903963089,0.275175005197525
1599,1.9910719394683838,5,,,,
1649,2.011979341506958,5,,,,
1699,1.7340877056121826,5,,,,
1749,1.7642985582351685,5,,,,
1799,1.7742856740951538,5,,,,
1849,1.658300757408142,5,,,,
1877,,5,0.4223000109195709,1.5668352842330933,,
1877,,5,,,0.10452926903963089,0.35295000672340393
1899,1.6725252866744995,6,,,,
1949,1.5725340843200684,6,,,,
1999,1.3442513942718506,6,,,,
2049,1.5020110607147217,6,,,,
2099,1.4453662633895874,6,,,,
2149,1.4781436920166016,6,,,,
2190,,6,0.45210000872612,1.4775381088256836,,
2190,,6,,,0.10452926903963089,0.4191249907016754
2199,1.5266276597976685,7,,,,
2249,1.4022444486618042,7,,,,
2299,1.4467217922210693,7,,,,
2349,1.327594518661499,7,,,,
2399,1.6360827684402466,7,,,,
2449,1.5012106895446777,7,,,,
2499,1.5082627534866333,7,,,,
2503,,7,0.47380000352859497,1.4381259679794312,,
2503,,7,,,0.10452926903963089,0.45295000076293945
2549,1.3454774618148804,8,,,,
2599,1.5374755859375,8,,,,
2649,1.3845998048782349,8,,,,
2699,1.518839955329895,8,,,,
2749,1.3659776449203491,8,,,,
2799,1.3305660486221313,8,,,,
2816,,8,0.5253999829292297,1.3157826662063599,,
2816,,8,,,0.10452926903963089,0.47589999437332153
2849,1.2485531568527222,9,,,,
2899,1.2834030389785767,9,,,,
2949,1.2401208877563477,9,,,,
2999,1.4779771566390991,9,,,,
3049,1.260428786277771,9,,,,
3099,1.1690200567245483,9,,,,
3129,,9,0.49239999055862427,1.4649933576583862,,
3129,,9,,,0.10452926903963089,0.5099250078201294
3149,1.150951862335205,10,,,,
3199,1.3160715103149414,10,,,,
3249,1.243673324584961,10,,,,
3299,1.354282021522522,10,,,,
3349,1.3622585535049438,10,,,,
3399,1.2018802165985107,10,,,,
3442,,10,0.5713000297546387,1.2066820859909058,,
3442,,10,,,0.10452926903963089,0.5404750108718872
3449,0.8891476988792419,11,,,,
3499,0.7609232664108276,11,,,,
3549,0.9158592820167542,11,,,,
3599,0.7044182419776917,11,,,,
3649,0.8663699626922607,11,,,,
3699,0.8316795229911804,11,,,,
3749,0.8385337591171265,11,,,,
3755,,11,0.5842000246047974,1.1933470964431763,,
3755,,11,,,0.10452926903963089,0.5595750212669373
3799,0.3851006031036377,12,,,,
3849,0.5904030799865723,12,,,,
3899,0.26119810342788696,12,,,,
3949,0.6034483313560486,12,,,,
3999,0.3815445303916931,12,,,,
4049,0.28160715103149414,12,,,,
4068,,12,0.526199996471405,1.802290439605713,,
4068,,12,,,0.10452926903963089,0.5763999819755554
4099,0.06167936325073242,13,,,,
4149,-0.20403778553009033,13,,,,
4199,-0.09340190887451172,13,,,,
4249,0.033658623695373535,13,,,,
4299,-0.27260851860046387,13,,,,
4349,-0.35779833793640137,13,,,,
4381,,13,0.5763999819755554,1.503227710723877,,
4381,,13,,,0.10452926903963089,0.5893999934196472
4399,-0.5179024934768677,14,,,,
4449,-0.39497053623199463,14,,,,
4499,-0.3431100845336914,14,,,,
4549,-0.28636717796325684,14,,,,
4599,-0.47073233127593994,14,,,,
4649,-0.6464983224868774,14,,,,
4694,,14,0.6032999753952026,1.5159945487976074,,
4694,,14,,,0.10452926903963089,0.6039749979972839
4699,-0.9978222846984863,15,,,,
4749,-1.4613176584243774,15,,,,
4799,-1.3352515697479248,15,,,,
4849,-1.1814775466918945,15,,,,
4899,-1.3418583869934082,15,,,,
4949,-1.4402194023132324,15,,,,
4999,-0.697940468788147,15,,,,
5007,,15,0.6243000030517578,1.4541716575622559,,
5007,,15,,,0.10452926903963089,0.6169499754905701
5049,-1.8550776243209839,16,,,,
5099,-1.684118390083313,16,,,,
5149,-1.6071494817733765,16,,,,
5199,-2.0976920127868652,16,,,,
5249,-1.5441076755523682,16,,,,
5299,-1.3816763162612915,16,,,,
5320,,16,0.6585999727249146,1.3924822807312012,,
5320,,16,,,0.10452926903963089,0.6283249855041504
5349,-2.533071994781494,17,,,,
5399,-2.304788589477539,17,,,,
5449,-2.721445322036743,17,,,,
5499,-2.383298635482788,17,,,,
5549,-3.0032835006713867,17,,,,
5599,-2.029448986053467,17,,,,
5633,,17,0.6485000252723694,1.3807988166809082,,
5633,,17,,,0.10452926903963089,0.6396499872207642
5649,-2.7026705741882324,18,,,,
5699,-2.9359850883483887,18,,,,
5749,-2.7969226837158203,18,,,,
5799,-2.7778000831604004,18,,,,
5849,-3.420620918273926,18,,,,
5899,-3.0930066108703613,18,,,,
5946,,18,0.667900025844574,1.5159574747085571,,
5946,,18,,,0.10452926903963089,0.6510000228881836
5949,-3.4741928577423096,19,,,,
5999,-4.095418930053711,19,,,,
