epoch,step,train_loss,test_acc,train_acc,mix_match_loss
0,49,1.7616262435913086,,,
0,99,1.509891152381897,,,
0,149,1.6423195600509644,,,
0,199,1.4157671928405762,,,
0,249,1.2892061471939087,,,
0,299,1.3284552097320557,,,
0,349,1.4269129037857056,,,
0,389,,0.5472999811172485,0.45767226815223694,
1,399,1.1512342691421509,,,
1,449,1.2341200113296509,,,
1,499,0.8225598335266113,,,
1,549,1.2273426055908203,,,
1,599,0.9521727561950684,,,
1,649,0.8462606072425842,,,
1,699,1.0581085681915283,,,
1,749,1.0295876264572144,,,
1,779,,0.6703000068664551,0.6280248165130615,
2,799,0.9863094091415405,,,
2,849,1.2515525817871094,,,
2,899,0.7314625382423401,,,
2,949,0.6841332912445068,,,
2,999,0.8906155228614807,,,
2,1049,0.8845095038414001,,,
2,1099,1.0041545629501343,,,
2,1149,0.8720189332962036,,,
2,1169,,0.7271999716758728,0.7019631266593933,
3,1199,0.8575534820556641,,,
3,1249,0.8927630186080933,,,
3,1299,0.9189602732658386,,,
3,1349,0.8076801300048828,,,
3,1399,0.6748955249786377,,,
3,1449,0.7953881621360779,,,
3,1499,0.7070494890213013,,,
3,1549,0.8132166862487793,,,
3,1559,,0.7831000089645386,0.739142656326294,
4,1599,0.7832841873168945,,,
4,1649,0.7101470828056335,,,
4,1699,0.8315466642379761,,,
4,1749,0.9219447374343872,,,
4,1799,0.7447208762168884,,,
4,1849,0.5624459981918335,,,
4,1899,0.8561240434646606,,,
4,1949,0.744524359703064,,,
4,1949,,0.7858999967575073,0.7635416388511658,
5,1999,0.6007686257362366,,,
5,2049,0.7538077235221863,,,
5,2099,0.7544901371002197,,,
5,2149,0.7073570489883423,,,
5,2199,0.5525352954864502,,,
5,2249,0.758945643901825,,,
5,2299,0.555350661277771,,,
5,2339,,0.7971000075340271,0.7808693647384644,
6,2349,0.7470121383666992,,,
6,2399,0.73871910572052,,,
6,2449,0.7076568007469177,,,
6,2499,0.7155466079711914,,,
6,2549,0.6394838094711304,,,
6,2599,0.7130767703056335,,,
6,2649,0.5458509922027588,,,
6,2699,0.8221815228462219,,,
6,2729,,0.8327000141143799,0.7942507863044739,
7,2749,0.5441878437995911,,,
7,2799,0.7759555578231812,,,
7,2849,0.6140121221542358,,,
7,2899,0.6460973620414734,,,
7,2949,0.6190384030342102,,,
7,2999,0.6001992225646973,,,
7,3049,0.7033230662345886,,,
7,3099,0.5719197392463684,,,
7,3119,,0.7903000116348267,0.8062499761581421,
8,3149,0.5879994034767151,,,
8,3199,0.7561777234077454,,,
8,3249,0.7280569672584534,,,
8,3299,0.5778363943099976,,,
8,3349,0.46261337399482727,,,
8,3399,0.5532875061035156,,,
8,3449,0.6738229990005493,,,
8,3499,0.4726843237876892,,,
8,3509,,0.8163999915122986,0.8160055875778198,
9,3549,0.6680012941360474,,,
9,3599,0.5699616074562073,,,
9,3649,0.6008321046829224,,,
9,3699,0.6366493701934814,,,
9,3749,0.6060227751731873,,,
9,3799,0.45492270588874817,,,
9,3849,0.6382562518119812,,,
9,3899,0.7011849284172058,,,
9,3899,,0.8406000137329102,0.8233974575996399,
10,3949,0.7115837931632996,,,
10,3999,0.5635471940040588,,,
10,4049,0.8546233773231506,,,
10,4099,0.5260697603225708,,,
10,4149,0.7025977373123169,,,
10,4199,0.4907178580760956,,,
10,4249,0.5371607542037964,,,
10,4289,,0.8440999984741211,0.8278445601463318,
11,4299,0.44180577993392944,,,
11,4349,0.5232415199279785,,,
11,4399,0.5622901916503906,,,
11,4449,0.5522042512893677,,,
11,4499,0.4323669970035553,,,
11,4549,0.7234503626823425,,,
11,4599,0.5741003155708313,,,
11,4649,0.5610986351966858,,,
11,4679,,0.859000027179718,0.836678683757782,
12,4699,0.5443600416183472,,,
12,4749,0.403376966714859,,,
12,4799,0.3763735592365265,,,
12,4849,0.41432759165763855,,,
12,4899,0.49733349680900574,,,
12,4949,0.5620307326316833,,,
12,4999,0.48512566089630127,,,
12,5049,0.43836265802383423,,,
12,5069,,0.830299973487854,0.8399238586425781,
13,5099,0.5353248715400696,,,
13,5149,0.554438591003418,,,
13,5199,0.445139080286026,,,
13,5249,0.35801559686660767,,,
13,5299,0.43879827857017517,,,
13,5349,0.47565728425979614,,,
13,5399,0.5282495021820068,,,
13,5449,0.5735266804695129,,,
13,5459,,0.8608999848365784,0.8456931114196777,
14,5499,0.5813515782356262,,,
14,5549,0.5040357112884521,,,
14,5599,0.41263750195503235,,,
14,5649,0.34975332021713257,,,
14,5699,0.7234415411949158,,,
14,5749,0.55179363489151,,,
14,5799,0.609940230846405,,,
14,5849,0.6568878889083862,,,
14,5849,,0.8565999865531921,0.8488982319831848,
15,5899,0.542737603187561,,,
15,5949,0.4686533808708191,,,
15,5999,0.6729033589363098,,,
15,6049,0.5673742294311523,,,
15,6099,0.5287378430366516,,,
15,6149,0.3700277805328369,,,
15,6199,0.5234888195991516,,,
15,6239,,0.8468000292778015,0.8536458611488342,
16,6249,0.5464836359024048,,,
16,6299,0.5342677235603333,,,
16,6349,0.5348289608955383,,,
16,6399,0.59844571352005,,,
16,6449,0.5456728339195251,,,
16,6499,0.38869667053222656,,,
16,6549,0.45066389441490173,,,
16,6599,0.5946214199066162,,,
16,6629,,0.8583999872207642,0.8562700152397156,
17,6649,0.44662344455718994,,,
17,6699,0.39282405376434326,,,
17,6749,0.46529850363731384,,,
