step,epoch,train_loss,val_acc,val_loss,train_acc,test_acc
49,0,2.0781397819519043,,,,
99,0,1.9804000854492188,,,,
149,0,1.946051001548767,,,,
199,0,1.9706326723098755,,,,
249,0,1.769584059715271,,,,
299,0,1.7848833799362183,,,,
312,0,,0.3882000148296356,1.7754775285720825,,
312,0,,,,0.3166249990463257,0.4098101258277893
349,1,1.669581413269043,,,,
399,1,1.6306440830230713,,,,
449,1,1.6582677364349365,,,,
499,1,1.6598732471466064,,,,
549,1,1.6591267585754395,,,,
599,1,1.617828130722046,,,,
625,1,,0.4187999963760376,1.6776355504989624,,
625,1,,,,0.4307500123977661,0.47181567549705505
649,2,1.5942414999008179,,,,
699,2,1.7035986185073853,,,,
749,2,1.5257675647735596,,,,
799,2,1.5846387147903442,,,,
849,2,1.4994616508483887,,,,
899,2,1.5399222373962402,,,,
938,2,,0.49729999899864197,1.5185439586639404,,
938,2,,,,0.47859999537467957,0.494066447019577
949,3,1.4925925731658936,,,,
999,3,1.5346599817276,,,,
1049,3,1.4614380598068237,,,,
1099,3,1.5073264837265015,,,,
1149,3,1.426151156425476,,,,
1199,3,1.4390639066696167,,,,
1249,3,1.4480613470077515,,,,
1251,3,,0.506600022315979,1.5152466297149658,,
1251,3,,,,0.5125749707221985,0.5399525165557861
1299,4,1.4625017642974854,,,,
1349,4,1.4231557846069336,,,,
1399,4,1.4826260805130005,,,,
1449,4,1.3900600671768188,,,,
1499,4,1.426646113395691,,,,
1549,4,1.3138763904571533,,,,
1564,4,,0.5313000082969666,1.4385908842086792,,
1564,4,,,,0.5442249774932861,0.5589398741722107
1599,5,1.3464640378952026,,,,
1649,5,1.459254503250122,,,,
1699,5,1.4932916164398193,,,,
1749,5,1.2751325368881226,,,,
1799,5,1.3572903871536255,,,,
1849,5,1.2905856370925903,,,,
1877,5,,0.5830000042915344,1.2972668409347534,,
1877,5,,,,0.5669500231742859,0.5830696225166321
1899,6,1.3783471584320068,,,,
1949,6,1.1725929975509644,,,,
1999,6,1.3393396139144897,,,,
2049,6,1.2514208555221558,,,,
2099,6,1.20280122756958,,,,
2149,6,1.1801828145980835,,,,
2190,6,,0.5784000158309937,1.316474437713623,,
2190,6,,,,0.5944250226020813,0.6151107549667358
2199,7,1.3059883117675781,,,,
2249,7,1.304817795753479,,,,
2299,7,1.1063417196273804,,,,
2349,7,1.317383050918579,,,,
2399,7,1.111464500427246,,,,
2449,7,1.2057387828826904,,,,
2499,7,1.262302041053772,,,,
2503,7,,0.6093000173568726,1.2462215423583984,,
2503,7,,,,0.6118999719619751,0.6271756291389465
2549,8,1.294295072555542,,,,
2599,8,1.0746710300445557,,,,
2649,8,1.2089288234710693,,,,
2699,8,1.1218233108520508,,,,
2749,8,1.2052860260009766,,,,
2799,8,1.3053152561187744,,,,
2816,8,,0.6134999990463257,1.2114930152893066,,
2816,8,,,,0.6278749704360962,0.6249011158943176
2849,9,1.1772496700286865,,,,
2899,9,1.185731053352356,,,,
2949,9,1.1732983589172363,,,,
2999,9,1.0595240592956543,,,,
3049,9,1.1352289915084839,,,,
3099,9,1.1629962921142578,,,,
3129,9,,0.5992000102996826,1.2113287448883057,,
3129,9,,,,0.6377249956130981,0.6326147317886353
3149,10,1.1843392848968506,,,,
3199,10,1.2498949766159058,,,,
3249,10,1.1038508415222168,,,,
3299,10,1.1633265018463135,,,,
3349,10,1.0778372287750244,,,,
3399,10,1.139258861541748,,,,
3442,10,,0.5849000215530396,1.2583147287368774,,
3442,10,,,,0.647724986076355,0.6304391026496887
3449,11,1.3864258527755737,,,,
3499,11,1.0100607872009277,,,,
3549,11,1.157130479812622,,,,
3599,11,0.9913243055343628,,,,
3649,11,1.0274711847305298,,,,
3699,11,1.0163836479187012,,,,
3749,11,1.2836607694625854,,,,
3755,11,,0.6448000073432922,1.1460254192352295,,
3755,11,,,,0.6580749750137329,0.6715783476829529
3799,12,1.0666011571884155,,,,
3849,12,1.0373164415359497,,,,
3899,12,1.2360732555389404,,,,
3949,12,1.235954999923706,,,,
3999,12,1.0624099969863892,,,,
4049,12,1.0254936218261719,,,,
4068,12,,0.6621999740600586,1.0611863136291504,,
4068,12,,,,0.6618750095367432,0.6738528609275818
4099,13,1.006359338760376,,,,
4149,13,1.1249058246612549,,,,
4199,13,1.0840486288070679,,,,
4249,13,1.0524441003799438,,,,
4299,13,1.0475929975509644,,,,
4349,13,1.003036618232727,,,,
4381,13,,0.6460000276565552,1.0885915756225586,,
