train_loss,step,epoch,val_loss,val_acc,test_acc,train_acc
3.1122426986694336,49,0,,,,
2.3987390995025635,99,0,,,,
2.38073992729187,149,0,,,,
2.1396899223327637,199,0,,,,
2.163954973220825,249,0,,,,
2.224013328552246,299,0,,,,
,311,0,2.0409910678863525,0.2434999942779541,,
,311,0,,,0.25731804966926575,0.17790965735912323
2.0948116779327393,349,1,,,,
1.899870753288269,399,1,,,,
1.844939112663269,449,1,,,,
1.9298826456069946,499,1,,,,
1.9014421701431274,549,1,,,,
1.7763292789459229,599,1,,,,
,623,1,1.785914659500122,0.335999995470047,,
,623,1,,,0.361253947019577,0.28610777854919434
1.8906974792480469,649,2,,,,
1.7792065143585205,699,2,,,,
1.678910255432129,749,2,,,,
1.6826204061508179,799,2,,,,
1.8762952089309692,849,2,,,,
1.6368129253387451,899,2,,,,
,935,2,1.708367943763733,0.3734000027179718,,
,935,2,,,0.4072389304637909,0.3570212423801422
1.7410011291503906,949,3,,,,
1.6105653047561646,999,3,,,,
1.685458779335022,1049,3,,,,
1.770534634590149,1099,3,,,,
1.5483101606369019,1149,3,,,,
1.5575687885284424,1199,3,,,,
,1247,3,1.5350252389907837,0.44110000133514404,,
,1247,3,,,0.4714201092720032,0.40024039149284363
1.5448353290557861,1249,4,,,,
1.5083214044570923,1299,4,,,,
1.5456209182739258,1349,4,,,,
1.5194193124771118,1399,4,,,,
1.544752836227417,1449,4,,,,
1.527117371559143,1499,4,,,,
1.5398567914962769,1549,4,,,,
,1559,4,1.5116870403289795,0.4648999869823456,,
,1559,4,,,0.5015822649002075,0.4412059187889099
1.6105740070343018,1599,5,,,,
1.5145676136016846,1649,5,,,,
1.431828498840332,1699,5,,,,
1.535773515701294,1749,5,,,,
1.3213911056518555,1799,5,,,,
1.387941598892212,1849,5,,,,
,1871,5,1.3912118673324585,0.511900007724762,,
,1871,5,,,0.521657407283783,0.4840995669364929
1.3464049100875854,1899,6,,,,
1.3565000295639038,1949,6,,,,
1.2652698755264282,1999,6,,,,
1.311527132987976,2049,6,,,,
1.2559044361114502,2099,6,,,,
1.2357641458511353,2149,6,,,,
,2183,6,1.3845396041870117,0.5139999985694885,,
,2183,6,,,0.5608188509941101,0.5224108695983887
1.192632794380188,2199,7,,,,
1.39040207862854,2249,7,,,,
1.2813524007797241,2299,7,,,,
1.4320858716964722,2349,7,,,,
1.3213474750518799,2399,7,,,,
1.2546454668045044,2449,7,,,,
,2495,7,1.29709792137146,0.5536999702453613,,
,2495,7,,,0.5947389006614685,0.5529096722602844
1.410961627960205,2499,8,,,,
1.2636507749557495,2549,8,,,,
1.1787850856781006,2599,8,,,,
1.21730375289917,2649,8,,,,
1.2259337902069092,2699,8,,,,
1.217634916305542,2749,8,,,,
1.342877984046936,2799,8,,,,
,2807,8,1.1894630193710327,0.5913000106811523,,
,2807,8,,,0.6192642450332642,0.5741686820983887
1.118442177772522,2849,9,,,,
1.2536630630493164,2899,9,,,,
1.352867841720581,2949,9,,,,
1.2879012823104858,2999,9,,,,
1.061453104019165,3049,9,,,,
1.3198785781860352,3099,9,,,,
,3119,9,1.145312786102295,0.617900013923645,,
,3119,9,,,0.6563488841056824,0.5983323454856873
1.1318684816360474,3149,10,,,,
1.1101620197296143,3199,10,,,,
1.182105541229248,3249,10,,,,
1.1466211080551147,3299,10,,,,
1.3008626699447632,3349,10,,,,
1.2261515855789185,3399,10,,,,
,3431,10,1.2085574865341187,0.5942000150680542,,
,3431,10,,,0.6339003443717957,0.6118038892745972
1.1427676677703857,3449,11,,,,
1.0384948253631592,3499,11,,,,
1.134627103805542,3549,11,,,,
1.1268894672393799,3599,11,,,,
0.9163963794708252,3649,11,,,,
1.1916919946670532,3699,11,,,,
,3743,11,1.1410623788833618,0.6159999966621399,,
,3743,11,,,0.6527887582778931,0.6263772249221802
1.1001721620559692,3749,12,,,,
0.9140520095825195,3799,12,,,,
1.0517802238464355,3849,12,,,,
1.025391697883606,3899,12,,,,
1.0782947540283203,3949,12,,,,
1.1211590766906738,3999,12,,,,
1.199242115020752,4049,12,,,,
,4055,12,1.0639522075653076,0.6549000144004822,,
,4055,12,,,0.660007894039154,0.6371945142745972
1.026841640472412,4099,13,,,,
1.0506669282913208,4149,13,,,,
0.9860308170318604,4199,13,,,,
1.2541683912277222,4249,13,,,,
1.0478428602218628,4299,13,,,,
0.9738536477088928,4349,13,,,,
,4367,13,1.063873529434204,0.6481000185012817,,
,4367,13,,,0.6894778609275818,0.6441807150840759
1.0476361513137817,4399,14,,,,
0.9273282885551453,4449,14,,,,
