epoch,step,test_acc,train_loss
0,49,,1.9913458824157715
0,99,,1.932612419128418
0,149,,1.614109754562378
0,199,,1.8391377925872803
0,249,,2.011707305908203
0,299,,2.002171516418457
0,349,,1.6396546363830566
0,389,0.5184999704360962,
1,399,,2.126695156097412
1,449,,2.01102876663208
1,499,,1.7761549949645996
1,549,,1.9175212383270264
1,599,,1.9224433898925781
1,649,,1.4361581802368164
1,699,,1.8391612768173218
1,749,,1.6144144535064697
1,779,0.5733000040054321,
2,799,,1.579071283340454
2,849,,1.4968136548995972
2,899,,1.6264317035675049
2,949,,1.3633372783660889
2,999,,1.9216049909591675
2,1049,,1.3741872310638428
2,1099,,1.6383655071258545
2,1149,,1.7372410297393799
2,1169,0.6290000081062317,
3,1199,,1.3252589702606201
3,1249,,1.4163844585418701
3,1299,,1.2830119132995605
3,1349,,1.7057914733886719
3,1399,,1.3826112747192383
3,1449,,1.4606274366378784
3,1499,,1.303375482559204
3,1549,,1.262886881828308
3,1559,0.651199996471405,
4,1599,,1.1921591758728027
4,1649,,0.7984631657600403
4,1699,,1.3374621868133545
4,1749,,1.5166674852371216
4,1799,,1.0361183881759644
4,1849,,0.5911994576454163
4,1899,,0.9488159418106079
4,1949,,1.067114233970642
4,1949,0.6855000257492065,
5,1999,,0.8215533494949341
5,2049,,1.3653812408447266
5,2099,,1.0359506607055664
5,2149,,1.2852084636688232
5,2199,,1.591970443725586
5,2249,,1.3809523582458496
5,2299,,1.266122579574585
5,2339,0.7189000248908997,
6,2349,,0.19461649656295776
6,2399,,1.4100687503814697
6,2449,,0.6304547786712646
6,2499,,0.7902833819389343
6,2549,,1.3288828134536743
6,2599,,1.2521319389343262
6,2649,,0.7575474381446838
6,2699,,1.1826472282409668
6,2729,0.7368000149726868,
7,2749,,1.1271307468414307
7,2799,,0.33311033248901367
7,2849,,1.3864068984985352
7,2899,,1.1443740129470825
7,2949,,0.8394644856452942
7,2999,,0.3378016948699951
7,3049,,0.551565408706665
7,3099,,-0.019782662391662598
7,3119,0.7429999709129333,
8,3149,,0.28191494941711426
8,3199,,0.14231789112091064
8,3249,,0.5669662952423096
8,3299,,0.5687334537506104
8,3349,,0.7369252443313599
8,3399,,0.05390441417694092
8,3449,,0.17158818244934082
8,3499,,0.9152987003326416
8,3509,0.7264000177383423,
9,3549,,-0.1734602451324463
9,3599,,1.044974446296692
9,3649,,0.37713897228240967
9,3699,,0.27085185050964355
9,3749,,0.30815863609313965
9,3799,,0.9014800190925598
9,3849,,0.6150579452514648
9,3899,,-0.6111414432525635
9,3899,0.7667999863624573,
10,3949,,0.7936685085296631
10,3999,,0.7411613464355469
10,4049,,0.10548639297485352
10,4099,,0.41449427604675293
10,4149,,0.6252877712249756
10,4199,,0.40542101860046387
10,4249,,0.40290582180023193
10,4289,0.7961999773979187,
11,4299,,-0.1509861946105957
11,4349,,0.3703129291534424
11,4399,,-0.04323399066925049
11,4449,,0.8983418941497803
11,4499,,-0.6644080877304077
11,4549,,-0.3509199619293213
11,4599,,-0.9363576173782349
11,4649,,-0.08186447620391846
11,4679,0.7943999767303467,
12,4699,,0.5851098299026489
12,4749,,0.7985744476318359
12,4799,,0.4093801975250244
12,4849,,1.0079846382141113
12,4899,,-0.09043359756469727
12,4949,,-0.28263938426971436
12,4999,,0.6014596223831177
12,5049,,-1.1270346641540527
12,5069,0.784500002861023,
13,5099,,0.4896355867385864
13,5149,,0.9347066879272461
13,5199,,-0.5960730314254761
13,5249,,0.5514719486236572
13,5299,,0.7734794616699219
13,5349,,-0.42691898345947266
13,5399,,0.4901258945465088
13,5449,,0.7296490669250488
13,5459,0.7918999791145325,
14,5499,,-1.4385192394256592
14,5549,,0.7674431800842285
14,5599,,-1.6420191526412964
14,5649,,0.6681740283966064
14,5699,,0.5577452182769775
14,5749,,-0.011752009391784668
14,5799,,0.10855066776275635
14,5849,,-0.8828668594360352
14,5849,0.805899977684021,
15,5899,,0.45282626152038574
15,5949,,1.0063049793243408
15,5999,,-0.014371037483215332
15,6049,,0.7788002490997314
15,6099,,-1.079326868057251
15,6149,,-0.4022059440612793
15,6199,,0.5972661972045898
15,6239,0.8136000037193298,
16,6249,,0.41245579719543457
16,6299,,0.6009266376495361
16,6349,,-2.0738935470581055
16,6399,,0.7210311889648438
16,6449,,-0.4908871650695801
16,6499,,0.24664735794067383
16,6549,,-0.9718520641326904
16,6599,,0.08238565921783447
16,6629,0.8170999884605408,
17,6649,,-0.6772346496582031
17,6699,,-0.2303406000137329
17,6749,,0.7545511722564697
17,6799,,0.46077513694763184
17,6849,,0.0568770170211792
17,6899,,-1.3174912929534912
17,6949,,-0.347312331199646
17,6999,,0.16307306289672852
17,7019,0.8195000290870667,
18,7049,,-2.5252249240875244
18,7099,,0.8434751033782959
18,7149,,-1.1849974393844604
18,7199,,-0.6381338834762573
18,7249,,-1.569969892501831
18,7299,,-0.5233850479125977
18,7349,,-0.47698068618774414
18,7399,,0.17995405197143555
18,7409,0.8004999756813049,
19,7449,,0.19135701656341553
19,7499,,-0.3362293243408203
19,7549,,-0.1456090211868286
19,7599,,-2.1277198791503906
19,7649,,-0.8613550662994385
19,7699,,-0.8632628917694092
19,7749,,-1.5522114038467407
19,7799,,-0.6562380790710449
19,7799,0.804099977016449,
20,7849,,-3.12154483795166
20,7899,,-0.057520389556884766
20,7949,,-1.3793728351593018
20,7999,,-3.338982105255127
20,8049,,0.22575819492340088
20,8099,,0.6052488088607788
20,8149,,0.38881897926330566
20,8189,0.8233000040054321,
21,8199,,-1.967927098274231
21,8249,,-0.3808109760284424
21,8299,,-0.5903692245483398
21,8349,,-2.8805761337280273
21,8399,,0.7094091176986694
21,8449,,-2.2784318923950195
21,8499,,-0.06535696983337402
21,8549,,-2.6331491470336914
21,8579,0.8306000232696533,
22,8599,,0.08171844482421875
22,8649,,-2.954493761062622
22,8699,,-0.4328089952468872
22,8749,,-1.070563793182373
22,8799,,0.22009897232055664
22,8849,,-3.5494351387023926
22,8899,,-1.0429891347885132
22,8949,,-1.0703047513961792
22,8969,0.8431000113487244,
23,8999,,-2.6338586807250977
23,9049,,-1.6734647750854492
23,9099,,-0.20807743072509766
23,9149,,0.5412722826004028
23,9199,,0.19449353218078613
23,9249,,-0.3969494104385376
23,9299,,-2.9813461303710938
23,9349,,0.7852100133895874
23,9359,0.8454999923706055,
24,9399,,0.37333691120147705
24,9449,,-3.0929558277130127
24,9499,,-0.09372448921203613
24,9549,,-0.9624468088150024
24,9599,,0.4311866760253906
24,9649,,-1.7790813446044922
24,9699,,-3.122452735900879
24,9749,,0.6418867111206055
24,9749,0.8424000144004822,
25,9799,,-0.3118799924850464
25,9849,,0.11473584175109863
25,9899,,-2.237513780593872
25,9949,,-3.9881913661956787
25,9999,,-2.040377616882324
25,10049,,0.09549593925476074
25,10099,,-1.5589449405670166
25,10139,0.845300018787384,
26,10149,,-0.35678839683532715
26,10199,,-2.0804800987243652
26,10249,,-1.2514240741729736
26,10299,,0.5710086822509766
26,10349,,-0.8535895347595215
26,10399,,-0.3197828531265259
26,10449,,0.1239774227142334
26,10499,,0.4351041316986084
26,10529,0.8420000076293945,
27,10549,,-0.7339217662811279
27,10599,,-0.7700638771057129
27,10649,,-4.173036575317383
27,10699,,-0.7120834589004517
27,10749,,0.32106125354766846
27,10799,,-0.7983043193817139
27,10849,,-1.9319345951080322
27,10899,,-2.4323196411132812
27,10919,0.8312000036239624,
28,10949,,-3.1696434020996094
28,10999,,-1.2573199272155762
28,11049,,-2.868152141571045
28,11099,,-5.119119167327881
28,11149,,-1.0716972351074219
28,11199,,-3.021916389465332
28,11249,,-3.8674521446228027
28,11299,,-0.08522021770477295
28,11309,0.8260999917984009,
29,11349,,-3.352447509765625
29,11399,,-0.43853068351745605
29,11449,,-0.5931787490844727
29,11499,,-1.470475435256958
29,11549,,-2.731940984725952
29,11599,,-4.969592094421387
29,11649,,-3.6758198738098145
29,11699,,-0.4602395296096802
29,11699,0.8489000201225281,
30,11749,,-1.689498782157898
30,11799,,-1.187760591506958
30,11849,,-0.5017844438552856
30,11899,,-1.428776741027832
30,11949,,-1.8197495937347412
30,11999,,-2.1823296546936035
30,12049,,-0.3168649673461914
30,12089,0.8454999923706055,
31,12099,,-0.17348909378051758
31,12149,,-5.3147735595703125
31,12199,,-2.6392810344696045
31,12249,,-1.2513835430145264
31,12299,,-0.4527616500854492
31,12349,,-1.9724576473236084
31,12399,,-0.08087873458862305
31,12449,,-5.274221420288086
31,12479,0.8519999980926514,
32,12499,,-1.762763500213623
32,12549,,0.44922125339508057
32,12599,,-2.935537099838257
32,12649,,-2.0007119178771973
32,12699,,-1.7513388395309448
32,12749,,0.40848636627197266
32,12799,,-1.1899895668029785
32,12849,,-0.3170464038848877
32,12869,0.8711000084877014,
33,12899,,-1.627304196357727
33,12949,,-1.7236895561218262
33,12999,,0.4712585210800171
33,13049,,0.17103910446166992
33,13099,,-2.85992693901062
33,13149,,-0.5148613452911377
33,13199,,-1.3463701009750366
33,13249,,0.23152267932891846
33,13259,0.8673999905586243,
34,13299,,-4.878606796264648
34,13349,,-6.2153520584106445
34,13399,,-0.11613225936889648
34,13449,,-3.4878554344177246
34,13499,,-0.9469797611236572
34,13549,,-4.87177848815918
34,13599,,-1.35337495803833
34,13649,,-3.3877995014190674
34,13649,0.8652999997138977,
35,13699,,-3.8404574394226074
35,13749,,-1.3287043571472168
35,13799,,0.390350341796875
35,13849,,0.4938153028488159
35,13899,,-0.7432446479797363
35,13949,,0.17152249813079834
35,13999,,-0.9825305938720703
35,14039,0.8694000244140625,
36,14049,,0.10168576240539551
36,14099,,-1.915182113647461
36,14149,,-4.073968887329102
36,14199,,-2.752103328704834
36,14249,,-0.3859438896179199
36,14299,,-1.5659501552581787
36,14349,,-0.5232765674591064
36,14399,,-2.855069637298584
36,14429,0.8752999901771545,
37,14449,,-0.21717309951782227
37,14499,,-1.205723524093628
37,14549,,-0.676579475402832
37,14599,,-1.607757806777954
37,14649,,-6.908725261688232
37,14699,,-0.21334123611450195
37,14749,,-4.842207908630371
37,14799,,-0.6073083877563477
37,14819,0.8740000128746033,
38,14849,,-4.732131481170654
38,14899,,-2.6993863582611084
38,14949,,-0.6030521392822266
38,14999,,-3.314227342605591
38,15049,,0.43582844734191895
38,15099,,0.19042730331420898
38,15149,,-4.649822235107422
38,15199,,-2.3185582160949707
38,15209,0.8690999746322632,
39,15249,,-1.5924038887023926
39,15299,,-1.521047592163086
39,15349,,-0.18149662017822266
39,15399,,-1.7132892608642578
39,15449,,-0.15791010856628418
39,15499,,0.2413485050201416
39,15549,,-2.359553813934326
39,15599,,-2.4307477474212646
39,15599,0.8629999756813049,
40,15649,,-3.6047258377075195
40,15699,,-1.5661346912384033
40,15749,,-2.310114860534668
40,15799,,-1.4217243194580078
40,15849,,0.47710728645324707
40,15899,,0.00801849365234375
40,15949,,-5.723913192749023
40,15989,0.8690999746322632,
41,15999,,-4.793281555175781
41,16049,,0.3152925968170166
41,16099,,-0.8817012310028076
41,16149,,-1.5339927673339844
41,16199,,-1.140378475189209
41,16249,,-1.1531543731689453
41,16299,,-5.184572219848633
41,16349,,-3.129629135131836
41,16379,0.8755000233650208,
42,16399,,-6.1290459632873535
42,16449,,-1.50400710105896
42,16499,,-4.660358428955078
42,16549,,0.006933689117431641
42,16599,,-6.020954132080078
42,16649,,-5.840426445007324
42,16699,,0.48151063919067383
42,16749,,0.34242963790893555
42,16769,0.8813999891281128,
43,16799,,0.15268242359161377
43,16849,,-8.143146514892578
43,16899,,-5.128341197967529
43,16949,,-0.41250038146972656
43,16999,,-0.27757930755615234
43,17049,,-1.0696909427642822
43,17099,,-0.8864948749542236
43,17149,,-0.02507758140563965
43,17159,0.8734999895095825,
44,17199,,0.5081119537353516
44,17249,,-0.3894948959350586
44,17299,,-5.602707862854004
44,17349,,-0.8886408805847168
44,17399,,0.31311941146850586
44,17449,,-6.001130104064941
44,17499,,-8.724109649658203
44,17549,,0.02456212043762207
44,17549,0.8664000034332275,
45,17599,,-7.680717468261719
45,17649,,-1.1409962177276611
45,17699,,-0.5235342979431152
45,17749,,-2.6751675605773926
45,17799,,-6.395848751068115
45,17849,,-0.910092830657959
45,17899,,-2.359337329864502
45,17939,0.866599977016449,
46,17949,,-0.1600956916809082
46,17999,,0.2097625732421875
46,18049,,-1.6780812740325928
46,18099,,-1.0671806335449219
46,18149,,0.03754305839538574
46,18199,,-5.661065101623535
46,18249,,-1.1621079444885254
46,18299,,-1.1205155849456787
46,18329,0.866100013256073,
47,18349,,-3.0737874507904053
47,18399,,-4.7151103019714355
47,18449,,-0.6962945461273193
47,18499,,-0.13958024978637695
47,18549,,-3.1191227436065674
47,18599,,-2.68446683883667
47,18649,,0.3193190097808838
47,18699,,-5.313222408294678
47,18719,0.8766999840736389,
48,18749,,-6.734063148498535
48,18799,,-4.398487091064453
48,18849,,-2.185458183288574
48,18899,,-0.13417410850524902
48,18949,,-0.28951168060302734
48,18999,,-1.9114339351654053
48,19049,,-2.600674629211426
48,19099,,-0.045972347259521484
48,19109,0.8822000026702881,
49,19149,,-1.5873150825500488
49,19199,,-1.2980742454528809
49,19249,,-2.25081205368042
49,19299,,-1.267115831375122
49,19349,,-2.5745179653167725
49,19399,,-0.17286062240600586
49,19449,,-6.911752223968506
49,19499,,0.061632394790649414
49,19499,0.8855999708175659,
50,19549,,-0.8465976715087891
50,19599,,-2.1482787132263184
50,19649,,0.003381013870239258
50,19699,,-0.4528782367706299
50,19749,,-0.4290332794189453
50,19799,,-0.8936388492584229
50,19849,,-0.7569489479064941
50,19889,0.8787999749183655,
51,19899,,-7.766719818115234
51,19949,,0.4466390609741211
51,19999,,-3.1385715007781982
51,20049,,0.29245805740356445
51,20099,,-3.5693564414978027
51,20149,,-0.07438421249389648
51,20199,,-4.5346293449401855
51,20249,,-3.599398612976074
51,20279,0.883899986743927,
52,20299,,-0.23189640045166016
52,20349,,-1.251429557800293
52,20399,,-5.639459609985352
52,20449,,-1.089508056640625
52,20499,,-0.5242831707000732
52,20549,,0.7717716693878174
52,20599,,-0.9376375675201416
52,20649,,-0.3673427104949951
52,20669,0.8881999850273132,
53,20699,,-0.40935850143432617
53,20749,,-0.10457134246826172
53,20799,,-4.8127617835998535
53,20849,,-3.7500219345092773
53,20899,,-5.091232776641846
53,20949,,-0.5342898368835449
53,20999,,0.12786340713500977
53,21049,,-2.090205192565918
53,21059,0.8805999755859375,
54,21099,,0.051666975021362305
54,21149,,-2.325631618499756
54,21199,,-0.5298688411712646
54,21249,,-5.376544952392578
54,21299,,-2.041290521621704
54,21349,,-5.563660621643066
54,21399,,-0.20390796661376953
54,21449,,-0.9822072982788086
54,21449,0.8810999989509583,
55,21499,,-5.5643720626831055
55,21549,,0.18068170547485352
55,21599,,-4.884649276733398
55,21649,,-5.428830623626709
55,21699,,-0.9213862419128418
55,21749,,-3.2651987075805664
55,21799,,-2.8853464126586914
55,21839,0.8805000185966492,
56,21849,,0.015285253524780273
56,21899,,-0.09723162651062012
56,21949,,-3.3040249347686768
56,21999,,-3.698951244354248
56,22049,,-3.334991455078125
56,22099,,-3.5992431640625
56,22149,,-2.8663012981414795
56,22199,,-3.396425724029541
56,22229,0.8901000022888184,
57,22249,,0.14026594161987305
57,22299,,-2.0436503887176514
57,22349,,-12.177324295043945
57,22399,,-0.722667932510376
57,22449,,-7.15229606628418
57,22499,,-0.9623887538909912
57,22549,,-5.1135430335998535
57,22599,,-6.8415422439575195
57,22619,0.8960999846458435,
58,22649,,-2.4660019874572754
58,22699,,-0.04386186599731445
58,22749,,-1.238440990447998
58,22799,,0.2805943489074707
58,22849,,-0.7145304679870605
58,22899,,-7.425380229949951
58,22949,,-5.378356456756592
58,22999,,-2.999372959136963
58,23009,0.8866999745368958,
59,23049,,0.09236550331115723
59,23099,,-5.8767805099487305
59,23149,,-0.2545342445373535
59,23199,,-2.992337465286255
59,23249,,-3.513655424118042
59,23299,,-1.2834246158599854
59,23349,,-1.0172967910766602
59,23399,,-0.7496936321258545
59,23399,0.885200023651123,
60,23449,,-4.3055195808410645
60,23499,,-0.835747241973877
60,23549,,-1.5297913551330566
60,23599,,-5.742402076721191
60,23649,,-3.2092089653015137
60,23699,,-1.6250927448272705
