epoch,step,test_acc,train_loss
0,49,,-0.2830953598022461
0,99,,-0.41716480255126953
0,149,,-0.5250028967857361
0,199,,-0.46164441108703613
0,249,,-0.47671574354171753
0,299,,-0.6428465247154236
0,349,,-0.5513867139816284
0,389,0.5855000019073486,
1,399,,-0.5824946165084839
1,449,,-0.6429885029792786
1,499,,-0.6163376569747925
1,549,,-0.5252062082290649
1,599,,-0.7460070252418518
1,649,,-0.666455864906311
1,699,,-0.7099211812019348
1,749,,-0.7061774134635925
1,779,0.6718000173568726,
2,799,,-0.8200374245643616
2,849,,-0.8002299070358276
2,899,,-0.7447117567062378
2,949,,-0.7797402143478394
2,999,,-0.6743596196174622
2,1049,,-0.7612983584403992
2,1099,,-0.7917582988739014
2,1149,,-0.8125038146972656
2,1169,0.738099992275238,
3,1199,,-0.8736932873725891
3,1249,,-0.8892622590065002
3,1299,,-0.8656152486801147
3,1349,,-0.7668250203132629
3,1399,,-0.9126784801483154
3,1449,,-0.8195647597312927
3,1499,,-0.8880811929702759
3,1549,,-0.7554904222488403
3,1559,0.7781999707221985,
4,1599,,-0.9112117886543274
4,1649,,-0.883625328540802
4,1699,,-0.8382680416107178
4,1749,,-1.038731575012207
4,1799,,-0.9381237030029297
4,1849,,-0.9405631422996521
4,1899,,-0.8475298881530762
4,1949,,-0.9784451127052307
4,1949,0.7723000049591064,
5,1999,,-0.9419101476669312
5,2049,,-0.9109428524971008
5,2099,,-0.9295695424079895
5,2149,,-0.9310793280601501
5,2199,,-1.0825750827789307
5,2249,,-0.9410834312438965
5,2299,,-1.0078632831573486
5,2339,0.8237000107765198,
6,2349,,-0.8626980185508728
6,2399,,-0.9916006326675415
6,2449,,-1.0009565353393555
6,2499,,-0.9066240787506104
6,2549,,-0.7756736278533936
6,2599,,-0.9952280521392822
6,2649,,-0.9449124336242676
6,2699,,-1.043099045753479
6,2729,0.8256999850273132,
7,2749,,-0.9030960202217102
7,2799,,-0.9675096273422241
7,2849,,-1.0155668258666992
7,2899,,-0.9548835754394531
7,2949,,-0.8522796630859375
7,2999,,-0.987162709236145
7,3049,,-0.9423698782920837
7,3099,,-1.0379722118377686
7,3119,0.8378999829292297,
8,3149,,-0.9368262887001038
8,3199,,-0.9585415720939636
8,3249,,-1.0402569770812988
8,3299,,-0.9890952110290527
8,3349,,-1.0036802291870117
8,3399,,-0.9355124235153198
8,3449,,-1.0204726457595825
8,3499,,-1.0496058464050293
8,3509,0.8312000036239624,
9,3549,,-1.0086033344268799
9,3599,,-1.060030460357666
9,3649,,-1.0101604461669922
9,3699,,-1.0137560367584229
9,3749,,-1.054368257522583
9,3799,,-0.9466302990913391
9,3849,,-1.1110880374908447
9,3899,,-0.8852061629295349
9,3899,0.8364999890327454,
10,3949,,2.434478282928467
10,3999,,1.9058942794799805
10,4049,,2.2365143299102783
10,4099,,2.2478325366973877
10,4149,,2.1130406856536865
10,4199,,2.189607858657837
10,4249,,1.4852625131607056
10,4289,0.8449000120162964,
11,4299,,2.222184181213379
11,4349,,2.3240742683410645
11,4399,,1.7924752235412598
11,4449,,2.1349849700927734
11,4499,,2.1769955158233643
11,4549,,2.127347230911255
11,4599,,2.233429431915283
11,4649,,1.8680533170700073
11,4679,0.8528000116348267,
12,4699,,2.2134194374084473
12,4749,,1.9952967166900635
12,4799,,1.7490476369857788
12,4849,,2.052051067352295
12,4899,,2.0371756553649902
12,4949,,2.234174966812134
12,4999,,2.1416289806365967
12,5049,,1.7965821027755737
12,5069,0.8517000079154968,
13,5099,,1.9927377700805664
13,5149,,2.005131483078003
13,5199,,1.7374134063720703
13,5249,,1.9739362001419067
13,5299,,2.0130655765533447
13,5349,,2.1863458156585693
13,5399,,2.1563620567321777
13,5449,,1.8507256507873535
13,5459,0.8572999835014343,
14,5499,,1.9745739698410034
14,5549,,1.9912779331207275
14,5599,,2.192033290863037
14,5649,,2.008983850479126
14,5699,,2.249086856842041
14,5749,,2.0179688930511475
14,5799,,1.5514698028564453
14,5849,,2.151024103164673
14,5849,0.8579999804496765,
15,5899,,2.207265853881836
15,5949,,2.136211395263672
15,5999,,1.8760321140289307
15,6049,,2.165834426879883
15,6099,,1.9546735286712646
15,6149,,2.116875171661377
15,6199,,2.0760557651519775
15,6239,0.8683000206947327,
16,6249,,1.9945685863494873
16,6299,,1.9605331420898438
16,6349,,2.2289299964904785
16,6399,,2.2719712257385254
16,6449,,2.1012930870056152
16,6499,,1.8587372303009033
16,6549,,2.2762043476104736
16,6599,,2.029003143310547
16,6629,0.871399998664856,
17,6649,,1.9615752696990967
17,6699,,1.9272221326828003
17,6749,,1.6747336387634277
17,6799,,2.0821564197540283
17,6849,,2.2468104362487793
17,6899,,2.2234561443328857
17,6949,,2.07011079788208
17,6999,,2.2481589317321777
17,7019,0.8695999979972839,
18,7049,,2.301239490509033
18,7099,,2.2600255012512207
18,7149,,2.1006062030792236
18,7199,,2.2896838188171387
18,7249,,1.487153172492981
18,7299,,1.9328734874725342
18,7349,,2.124009609222412
18,7399,,2.229297161102295
18,7409,0.868399977684021,
19,7449,,2.120229959487915
19,7499,,1.6109795570373535
19,7549,,2.1957616806030273
19,7599,,2.194026470184326
19,7649,,1.9445338249206543
19,7699,,2.0700273513793945
19,7749,,2.1579394340515137
19,7799,,2.2864186763763428
19,7799,0.8834999799728394,
20,7849,,1.8297929763793945
20,7899,,2.238431692123413
20,7949,,2.2540674209594727
20,7999,,1.9712984561920166
20,8049,,2.2356505393981934
20,8099,,2.130042552947998
20,8149,,1.9448106288909912
20,8189,0.871999979019165,
21,8199,,2.2472357749938965
21,8249,,2.147108554840088
21,8299,,2.1652164459228516
21,8349,,2.2834596633911133
21,8399,,2.1883749961853027
21,8449,,2.2900102138519287
21,8499,,2.2420883178710938
21,8549,,2.1807894706726074
21,8579,0.8662999868392944,
22,8599,,2.368633508682251
22,8649,,2.111708164215088
22,8699,,2.0894768238067627
22,8749,,2.2118849754333496
