step,train_loss,epoch,val_acc,val_loss,test_acc,train_acc
49,2.3528897762298584,0,,,,
99,2.23681902885437,0,,,,
149,2.11165452003479,0,,,,
199,2.058764934539795,0,,,,
249,2.0167272090911865,0,,,,
299,2.0161194801330566,0,,,,
311,,0,0.26969999074935913,1.9733786582946777,,
311,,0,,,0.295199990272522,0.1879507154226303
349,1.9043678045272827,1,,,,
399,2.013885974884033,1,,,,
449,1.9206769466400146,1,,,,
499,1.9259897470474243,1,,,,
549,1.9230897426605225,1,,,,
599,2.052185535430908,1,,,,
623,,1,0.3610999882221222,1.7826999425888062,,
623,,1,,,0.39820000529289246,0.29497194290161133
649,1.8677661418914795,2,,,,
699,1.831312656402588,2,,,,
749,1.7403260469436646,2,,,,
799,1.6581273078918457,2,,,,
849,1.8057743310928345,2,,,,
899,1.7977794408798218,2,,,,
935,,2,0.37209999561309814,1.7839564085006714,,
935,,2,,,0.4106999933719635,0.3649589419364929
949,1.8033065795898438,3,,,,
999,1.6920989751815796,3,,,,
1049,1.4837138652801514,3,,,,
1099,1.5037436485290527,3,,,,
1149,1.8829946517944336,3,,,,
1199,1.512557864189148,3,,,,
1247,,3,0.40049999952316284,1.7332497835159302,,
1247,,3,,,0.4514000117778778,0.42593148350715637
1249,1.5570683479309082,4,,,,
1299,1.7565604448318481,4,,,,
1349,1.3895353078842163,4,,,,
1399,1.5098042488098145,4,,,,
1449,1.5541718006134033,4,,,,
1499,1.5663832426071167,4,,,,
1549,1.6530219316482544,4,,,,
1559,,4,0.4902999997138977,1.508383870124817,,
1559,,4,,,0.5462999939918518,0.4686248004436493
1599,1.5316765308380127,5,,,,
1649,1.4882992506027222,5,,,,
1699,1.3984222412109375,5,,,,
1749,1.3278639316558838,5,,,,
1799,1.4804121255874634,5,,,,
1849,1.4610211849212646,5,,,,
1871,,5,0.5338000059127808,1.4073024988174438,,
1871,,5,,,0.6089000105857849,0.5106420516967773
1899,1.2734261751174927,6,,,,
1949,1.4028218984603882,6,,,,
1999,1.322779655456543,6,,,,
2049,1.213485836982727,6,,,,
2099,1.5259734392166138,6,,,,
2149,1.2992286682128906,6,,,,
2183,,6,0.5594000220298767,1.3671704530715942,,
2183,,6,,,0.6355000138282776,0.544846773147583
2199,1.2160272598266602,7,,,,
2249,1.3459919691085815,7,,,,
2299,1.2081745862960815,7,,,,
2349,1.041911244392395,7,,,,
2399,1.3860505819320679,7,,,,
2449,1.3052383661270142,7,,,,
2495,,7,0.5666000247001648,1.335340142250061,,
2495,,7,,,0.635699987411499,0.5657051205635071
2499,1.234379768371582,8,,,,
2549,1.3880583047866821,8,,,,
2599,1.3549758195877075,8,,,,
2649,1.3203725814819336,8,,,,
2699,1.3493127822875977,8,,,,
